DOY2,HR2,CO2,H2O,CH4,FC,SC,FCH4,SCH4,H,SH,LE,SLE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN_1_1_1,SW_OUT,SW_IN_2_1_1,TS_1_1_1,TS_3_1_1,G_1_1_1,G_3_1_1,TAU,U_SIGMA,USTAR,W_SIGMA,V_SIGMA,WS
1,0.25,532.627,6.590438,2155.914,5.26358,28.1507056790106,13.665986,17.496195414512,7.51589899999997,10.6204641844785,21.81598725,7.10097885917537,99.69966,95.3225275,5.02516725,4.25081075,3.2700845,313.421425,318.8412,-1.4910195,0.0936834624999996,1.522095,0.1525879,0.61641695,0.7,-0.1833609,-2.64754425,0.0134653404999999,1.84417691225302,0.781991625,1.04015575,1.37911771090941,7.7923425
1,0.75,518.555,6.48039025,2150.215,15.861944,6.38117366080219,17.546025,13.2721366241811,7.53750249999999,8.8470178321468,28.6512625,5.50373927875863,99.69504,95.448465,5.11137125,4.13381975,3.13744775,313.4015,318.025025,-1.04032567500001,0.208147499999999,1.57760175,0.12177625,0.61925,0.7,-0.182927275,-2.70856775,0.021219835,1.74947743949928,0.809650375,1.02759075,1.54500580523146,7.1962635
1,1.25,511.709,6.5427465,2148.73,2.228493,3.20917733139942,17.0249,12.4412815370465,27.99289075,10.5287172294239,33.553476,6.54222912352515,99.69944,95.235945,4.84667675,3.79824275,3.50282025,313.13225,317.396075,-0.852394225,0.0692001099999994,2.13693775,0.12137935,0.61570805,0.7,-0.183978125,-2.7746575,0.039901725,1.89991786619075,0.713385225,1.0491545,1.53545275,7.92874725
1,1.75,498.6806,6.56494,2145.06125,4.83804175,4.76130149950021,11.00651,6.35011503853046,39.8977775,11.1539274503185,33.03422025,4.88731645742013,99.70676,94.0317575,4.52555975,3.39204575,3.21708175,310.56715,316.92255,-0.361851025000007,0.15963525,1.71086025,0.135767975,0.6146875,0.7,-0.187963,-2.7879605,0.0756615874999997,1.844738,0.841091375,1.005985475,1.49647875,7.73794575
1,2.25,508.0026,6.3079565,2150.7395,9.593536,4.74050050954392,23.0689725,19.3208063006692,21.15432,8.7799446091042,28.244588,5.34064244773494,99.71614,95.0647125,4.36406725,3.27673425,3.35015725,312.305675,316.6219,-0.532838449999974,0.078839755,1.83603275,0.127349525,0.6125,0.7,-0.18890115,-2.77636475,0.0801184399999997,1.76891646677995,0.82745905,1.01013275,1.44062575,7.40029
1,2.75,506.3268,6.271575,2164.538,6.750236,12.8203717660892,18.13094,25.2887572343601,28.4424575,7.48766483353042,28.04906,5.86560663228416,99.70602,94.6965275,4.38002325,2.984083,3.25917325,312.960725,316.22475,-1.05822073000005,0.0408285649999998,1.95752575,0.110827,0.6125,0.7,-0.18968675,-2.912659,0.057041545,1.69747574299295,0.751118525,0.951649175,1.45266175,7.537379
1,3.25,514.146025,6.34567399999999,2154.02,4.17442224999998,14.8376026206303,11.91699625,26.8739834782359,21.1606,10.610416998822,25.2840255,7.95893764845208,99.71632,95.07438,4.276598,2.931512,3.049659,312.7908,320.69905,-0.765858424999975,-0.0758942825000001,1.79372125,0.121858725,0.615,0.7,-0.189638675,-3.08671575,0.01535714,1.75027376661882,0.7380716,0.9519216,1.37578046345042,7.586926
1,3.75,587.642,7.18107625,2167.63775,8.01020824999999,16.6947753512683,21.08110025,19.7852961299751,15.889378,14.6379072751668,23.9862749999999,6.53276317871626,99.865,95.964625,3.472076,2.725832,3.096868,312.90455,320.615775,-0.0101766375000057,-0.0193723125,1.63649225,0.1169302675,0.6125,0.7,-0.19164315,-3.18991225,0.0775483600000002,1.65998554298765,0.7658416,1.0139144,1.417934,7.175346
1,4.25,538.269,6.7054975,2172.256,23.4306175,10.4059375706961,22.741692,13.7503511144266,75.6559475,12.8955301463818,28.1099369999999,8.30546680439782,99.73444,95.7098925,4.175346,3.6286005,3.187715,313.96555,320.473875,-0.0110118424999936,-0.0489779325000001,2.001168,0.125976925,0.61570805,0.7,-0.191913475,-3.28056675,0.0447503375,1.983866,0.88825595,1.0623005,1.61621804919805,7.6180645
1,4.75,619.9856,6.5305155,2172.402,17.18530875,18.1077003439456,8.88755199999999,4.90137660566218,33.4695800000001,8.2066697963074,51.51098,5.80053208978449,99.7464,96.596225,3.89548,2.575192,2.9164525,315.7507,320.8445,0.0777995649999981,0.08459081,1.738688,0.1221567,0.615,0.7,-0.192758,-3.356659,0.118160000000001,2.0284,0.827216,1.062478,1.47873849570846,7.775512
