DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1,G_1_1_1,G_1_1_2,G_1_1_3,H_1_1_1,LE_1_1_1,SH_1_1_1,WS_1_1_1,USTAR_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NEE_1_1_1,PA_1_1_1
1,0.25,428.042234,8.26618575,1.8313835,0.275649,-4.296812,-6.069924,-5.1998055,-1.920226,11.34434275,0.8471885,1.888003,0.304261,-0.0028795,0.7776215,0.6599465,0.388555,97.926349,7.456697,1.826771848,6.877815,11.83293,12.13549,-7.00083875,0.00301825,0.046558,2.063983,329.1556,344.8828,2.551035,102.4493775
1,0.75,428.06362425,8.173191,2.1587355,0.224662,-5.406,-6.1805745,-5.138028,-1.25228825,11.774046,0.424739,1.805811,0.320215,-0.002938,0.778292,0.659209,0.411415,98.4288175,7.59444925,1.696461972,6.698441,11.87093,12.0867,-8.7783875,0.002348,0.01864,2.08567725,329.7371,343.836275,2.33234975,102.44498575
1,1.25,428.370743,8.368459,2.25302,0.16485825,-5.455,-6.486822,-5.268208,-0.613484,12.505362,0.38531575,1.72809,0.313719,-0.002683,0.744145,0.635744,0.432117,98.7202275,7.10295525,1.65357147925,6.942524,11.82359,12.05802,-8.7506395,0.001974,0.01087,2.167839,329.733925,342.1403,2.4580795,102.43869475
1,1.75,425.156,8.567741,2.187227,0.159945,-5.134584,-6.6504605,-5.4522005,-1.4975415,14.327775,0.48091,1.93848375,0.3419835,-0.00369975,0.7953875,0.681591,0.416384,98.77554,7.0803345,1.68069314,6.911876,11.72559,12.05219,-9.54907125,0.002585,0.038281,2.138075,327.7383,341.7459,2.34964975,102.4248245
1,2.25,424.704,8.50773225,2.9736,0.141398,-4.802548,-6.5660695,-5.1541685,-2.689566,14.712442,0.8343435,2.0963955,0.3406515,-0.00322625,0.81082125,0.6880965,0.44155975,99.0221005,6.992697,1.4688546905,6.92898025,11.5056225,11.996905,-9.283229,0.00114075,0,1.9385635,329.99315,342.3965,2.755538,102.42623075
1,2.75,424.4463735,8.515366,2.629679,0.136801,-4.74792825,-6.2005275,-4.9357595,-2.3632695,14.927493,1.00794625,2.249804,0.337108,-0.00379125,0.872616,0.723015,0.432159,99.0407025,6.9954335,1.626977141,6.6903795,11.5197725,12.009175,-9.40096,0.0017015,0,2.132067,331.1115,342.669225,2.96196775,102.40975
1,3.25,422.7080975,8.424551,2.173766,0.2002005,-3.74687925,-6.13607325,-4.81051825,-1.8426135,15.986186,0.76871,2.0017355,0.317159,-0.003555,0.8380805,0.7126695,0.41071575,99.0880025,7.034877,1.71767818175,6.2985,11.4391825,12.007295,-8.270803,0.0013785,0,2.0059495,330.692475,342.578975,2.03619925,102.408419
1,3.75,422.449,8.41093,2.38008675,0.233485,-4.39207125,-6.651965,-4.48074975,-2.328722,14.437557,0.92150825,1.92524,0.332352,-0.004047,0.788959,0.713769,0.412223,99.19146,7.0899975,1.73394425225,6.23973225,11.3890925,11.927785,-7.6433105,0.00168425,0.045892,2.0047835,330.8252,343.16015,2.357155,102.403197
1,4.25,423.48690175,8.54497125,2.036805,0.1804135,-4.21903875,-6.29831425,-4.602061,-1.2941665,13.86660175,0.55932475,2.134114,0.343078,-0.004006,0.959295,0.766935,0.45734,98.96809175,7.106761,1.6378425,6.164,11.37805,11.8799625,-8.12843125,0.0032915,0,2.08972575,328.620075,343.38485,1.95497625,102.389891
1,4.75,422.706,7.856019,2.09977625,0.1455215,-4.3032695,-6.235566,-4.825652,-0.42439475,16.943854,0.52036975,2.413145,0.39462175,-0.003356,0.9643245,0.81319875,0.47925775,99.0175,6.996236,1.644806748,6.0451345,11.36609,11.81102,-8.0375985,0.0013275,0,2.05445225,325.6653,343.6981,2.1779975,102.441824
1,5.25,423.4975015,7.76771725,2.21953825,0.128578,-4.2891735,-6.265416,-4.916582,-0.466238,15.0983595,0.1740305,2.2724615,0.3836945,-0.0029555,0.951176,0.764294,0.4561455,99.287295,6.953836,1.61687209775,6.3113065,11.35362,11.61745,-6.8265825,0.001158,-0.031838,2.031596,329.5257,345.497,2.24479775,102.4627605
1,5.75,425.6456715,7.505139,2.0591755,0.13201425,-5.050812,-5.908055,-4.978148,-0.63937475,16.720474,0.279591,2.24042725,0.36636575,-0.002576,0.9290165,0.75676775,0.47949225,99.31361,7.02289,1.59092728325,6.3296995,11.28278,11.64306,-7.7722505,0.0057455,-0.142826,2.12509025,330.1385,346.06665,2.105791,102.474619
1,6.25,426.4438015,7.517477,2.345563,0.208987,-5.0966395,-6.033763,-5.213201,-2.0584925,16.17019275,0.4606385,2.311912,0.350317,-0.00340725,0.911536,0.77996,0.481442,99.342815,6.985108,1.438477006,6.436633,11.157485,11.63958,-6.597542,0.001532,-0.08845125,2.073138,328.04505,345.48525,2.43678675,102.5009665
1,6.75,424.6385,7.386661,2.06207,0.1763875,-4.465666,-5.940518,-4.665115,-1.821504,13.047719,0.72303425,2.22353925,0.343506,-0.003342,0.90266975,0.757188,0.464813,99.44895775,7.102475,1.395533664,6.1988635,11.17139,11.62065,-5.83310725,0.217151,0.00155125,2.07923525,332.57945,344.3991,2.06208225,102.5049885
1,7.25,425.84033275,7.287606,1.5200645,0.181986,-3.632395,-5.9233755,-4.5194145,-1.835391,14.2078115,1.315962,2.22806375,0.3618285,-0.00511325,0.9171045,0.80156525,0.43682025,99.51784,7.25259875,1.39722775,6.3489755,11.2,11.63072,-2.00272,14.6593425,5.787022,3.444206,331.8425,345.839,1.7952775,102.52009275
1,7.75,426.9836645,8.885802,1.9895915,0.323226,-3.435583,-5.741304,-4.2943005,2.00157925,24.06637475,2.86121,2.31943325,0.3926145,-0.00719225,0.96108475,0.84303725,0.49916975,99.4804625,7.537439,1.50762,6.659948,11.171065,11.684135,14.16448975,106.7925,75.05173,22.4380475,330.8668,346.094325,2.0879,102.5585675
1,8.25,425.81125,9.2240935,1.43853625,0.10243525,-2.887062,-5.979098,-4.281589,20.29407625,39.5285205,6.03774,2.5522025,0.4237445,-0.0172505,1.044971,0.9147465,0.528864,99.2871155,7.9052145,1.805825,7.1608265,11.085375,11.63485,60.926155,280.5432,168.9187,38.70412,331.2523,348.11075,1.5132775,102.58031225
1,8.75,421.69196275,9.661191,0.44463,-0.00010825,-0.5446175,-5.3553355,-3.3325285,59.7576575,63.55829,6.23796625,2.8148505,0.4618985,-0.0567205,1.1371165,1.050565,0.5700365,98.59981,8.24535225,2.349575,8.01114325,11.18144,11.5586375,127.3416825,487.5762,261.93775,46.344235,332.628775,352.04155,0.381235,102.485626
1,9.25,421.54344075,9.70052,0.2255575,0.00909125,1.3746415,-2.90566125,-2.2797005,105.11494725,64.85529175,6.4994445,3.062681,0.5108255,-0.07694375,1.25889475,1.17275275,0.62331575,96.653285,9.05125875,2.9683077875,9.36925,11.29754,11.8781325,191.96055,658.072075,350.4687,54.1034525,327.8881,358.4909,0.2639185,102.5012375
1,9.75,418.86170025,10.134701,0.005993,0.00522375,5.23432575,-1.4175305,-0.921117,134.041944,84.18940975,5.75312,3.18395875,0.55284975,-0.10501375,1.35015575,1.27803675,0.680318,94.53193,10.1942625,3.5488734065,10.26869175,11.40813,11.8615725,246.6815,808.947025,430.8651,61.298065,333.2287,366.2053,0.043249,102.51622125
1,10.25,415.96492,10.360309,-0.053147,0.01363175,9.32274375,0.4348375,0.56280525,170.465336,93.35925375,5.686968,3.237366,0.588115,-0.133692,1.4024,1.334056,0.6971255,91.5690965,11.09567,4.186272872,11.32953,11.451655,11.849285,297.00316,949.0179,485.98665,66.939655,330.15805,372.98875,-0.125547,102.504881
1,10.75,415.95070675,10.87315525,-0.144769,0.01767675,12.44252,3.6256135,3.92300975,189.286841,109.008,5.518971,3.2553795,0.604485,-0.1448845,1.4345745,1.3212155,0.7046865,89.81749,11.59269,4.997030627,11.89599025,11.498065,11.82141,329.52335,1056.375,537.6796,72.05337,323.29155,378.50925,-0.163982,102.471148
1,11.25,414.61374325,10.933165,-0.0047775,0.0035365,13.540755,5.51171275,5.865711,200.33234,121.57938925,4.20157975,3.30346325,0.61422475,-0.165972,1.416722,1.38514925,0.713781,87.82561,12.31726,5.890868414,12.61173125,11.5514125,11.78621,352.2305825,1096.98025,566.4468,76.50847,325.7748,383.152275,-0.086955,102.4435
1,11.75,413.762784,10.4834,-0.13582175,0.008756,15.462215,7.54,7.127378,217.3755,118.90213,3.47367,3.456045,0.6272115,-0.170293,1.440457,1.393767,0.7407825,84.9556825,13.098875,6.3271,13.011,11.66212,11.8375025,366.5016,1170.49525,585.40655,79.04645,330.0338,389.4067,-0.24841,102.401
1,12.25,412.504682,10.5046245,-0.29095625,0.008372,16.8131875,9.49683025,8.468357,222.746527,110.502772,2.554493,3.45335,0.615764,-0.168797,1.458131,1.396129,0.737414,82.4823275,13.621735,6.70929,13.503376,11.70828,11.808505,363.83131,1178.0575,590.8309,78.2095,334.4189,391.31935,-0.31065725,102.37475
1,12.75,411.60114225,10.65457325,-0.257185,0.008343,19.37,10.1703,9.63779125,220.759251,108.462546,1.99948,3.499169,0.647417,-0.171601,1.494163,1.406446,0.757657,79.18829,13.8967,7.1463981775,13.458965,11.7756,11.865,355.099725,1155.904,578.023125,78.203695,334.489325,392.7953,-0.2838995,102.3365
1,13.25,412.4718955,10.7263855,-0.240776,0.0452625,21.42,10.95838,9.88394725,199.510611,103.892929,2.17285825,3.409288,0.631139,-0.17373675,1.487527,1.4266165,0.7557605,77.1892625,14.0502725,7.558631393,13.600663,11.92874,11.93,330.124735,1100.27,548.829225,74.32454,332.636525,393.149175,-0.43847775,102.268708
1,13.75,412.810648,10.55629,-0.16350675,0.0790555,20.43,11.13577,10.03410225,190.535954,103.786803,2.040906,3.640903,0.635737,-0.158671,1.4798235,1.4032835,0.74111075,75.30622,14.363335,7.919057008,13.792615,12,12.01348,290.2193,1023.09875,504.8015,70.1658025,339.7645,392.68125,-0.267399,102.286718
1,14.25,413.1052875,10.042995,-0.00054175,0.046518,18.48573,11.12855,10.53517,159.668029,106.893823,1.4919045,3.3020525,0.63849725,-0.141241,1.462659,1.35375175,0.7418175,76.40974325,14.6599675,8.0002120705,13.88475,12.1587,12.09104,256.5417875,939.7533,456.149975,65.068015,330.748825,392.254625,-0.03102175,102.2350675
1,14.75,411.906,10.09182025,0.184141,0.0517055,15.62,10.3789925,10.44269,118.952948,83.554133,0.84344175,3.3232205,0.6042035,-0.130619,1.4437615,1.312736,0.709787,77.50951225,14.3654775,7.84899,13.5854245,12.21915,12.135045,201.272125,795.499875,392.0812,58.40165,329.177625,389.61185,0.195883,102.24199325
1,15.25,413.222,10.05519725,0.147721,0.056743,14.61099,9.50127375,9.03132175,79.876537,75.448182,0.5749975,3.18768225,0.57830375,-0.11302125,1.37609875,1.24664575,0.68992075,78.656148,14.15416,7.53573009225,13.38318175,12.23465,12.169835,134.3382,639.3174,311.4374,52.749065,325.98455,385.81585,0.3024455,102.25986975
1,15.75,412.70383575,10.17231875,0.34171675,0.08720475,12.4509275,7.549191,7.076695,34.0529035,57.6442,0.1831785,2.89913425,0.51945825,-0.084345,1.3040945,1.15913975,0.6449515,80.469369,14.07268,7.50707728,13.23625,12.2264875,12.2602875,67.588135,463.413775,222.6356,42.11492,324.24215,381.2435,0.377329,102.20774475
1,16.25,411.29,9.926409,0.682597,0.0908805,8.4342295,5.39563975,3.813553,7.765726,40.463864,-0.3774185,2.705447,0.482464,-0.060763,1.22228,1.017482,0.586131,79.911122,13.658305,7.02128,12.791,12.271,12.3469825,15.670555,269.94,133.6094,32.63846,326.13535,374.7587,0.69892775,102.203
1,16.75,411.488275,9.9050275,1.3541465,0.151022,3.8106575,3.52163925,2.3675555,-2.8536875,26.13597,-0.72338525,2.420065,0.431918,-0.02866,1.050876,0.897756,0.521396,81.422945,13.068325,6.322892,12.218,12.232325,12.3900775,-3.3776155,111.7963,56.65922,19.1871075,328.72575,369.6542,1.582437,102.2155
1,17.25,413.81486425,9.8562915,1.799599,0.21118575,1.736421,1.24307925,0.90112225,-6.19934375,15.851468,-1.46217,2.0326185,0.3788235,-0.01158125,0.8970055,0.71198275,0.4547235,83.1852725,12.1568575,5.57764275,11.516241,12.131375,12.3250225,-17.9382,22.87756,9.16487925,3.51608,326.638325,361.61485,1.8846995,102.23564375
1,17.75,414.209,9.76633875,1.966416,0.2490325,-1.046753,-0.6770625,-0.2105015,-3.3006515,16.29344375,-1.679507,1.8656125,0.3139965,-0.005111,0.82651125,0.66412425,0.3962855,87.139406,11.129595,4.38871,10.7718805,12.1228625,12.2673725,-20.77769,0.765182,-0.377014,1.48550925,320.32085,356.50495,2.1504485,102.28772925
