DOY2,HR2,FC,CO2,CO2_SIGMA,LE,H2O,H2O_SIGMA,H,T_SONIC,T_SONIC_SIGMA,WS,USTAR,W_SIGMA,U_SIGMA,V_SIGMA,TA,VPD,RH,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD,SW_IN_1_1_1,PPFD_IN,PPFD_OUT,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,PPFD_DIF,TAU,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_4_2_1,G_4_3_1,G_4_4_1,G_4_5_1,NETRAD_1_1_2
1,0.25,0.47499,407.5262315,1.441369,-2.49963,6.9358665,0.0445715,-25.726575,9.6875425,0.2775945,0.888705,0.08423275,0.0943996,0.2782255,0.2734085,4.4495,0.3080275,78.799,99.7035,7.369,7.95785,8.79405,9.767,10.6455,-16.84,-60.828,0,0,0,0,0,265.31,327.375,0.404,-0.0299237,8.1725,8.7425,9.705,10.7325,11.79,7.95725,8.485,9.4975,10.5525,11.595,8.7175,9.2325,10.0425,10.9225,11.7575,-10.739675,-17.1744,-16.4757,-2.50375,-2.851,-2.13775,-0.883,-0.747,-70.84
1,0.75,0.38723,406.65820875,1.383807,-2.188135,6.74807475,0.04560785,-26.56995,9.495865,0.2753315,0.88958675,0.0878675,0.096221925,0.27810925,0.28116725,4.36675,0.28384,78.555,99.7,7.248025,7.8667,8.734375,9.7402,10.642,-17.0855,-60.1775,0,0,0,0,0,264.86,326.775,0.404,-0.030003775,8.155,8.6875,9.665,10.7025,11.7925,7.827,8.3975,9.4125,10.5325,11.585,8.7,9.1675,9.9825,10.9025,11.7625,-11.2827,-17.43945,-16.7444,-2.5495,-2.881,-2.173,-0.91675,-0.77025,-70.8575
1,1.25,0.571395,408.526126,1.34650775,-2.7063325,6.81472,0.04407,-26.5035,9.406675,0.260759,0.8613575,0.086698025,0.09716075,0.28100075,0.272713,4.1838,0.27059,78.2675,99.7,7.1585975,7.7890225,8.6557,9.714225,10.64,-17.252,-60.314,0,0,0,0,0,264.13,326.6975,0.404,-0.02689965,8.085,8.675,9.595,10.67,11.7925,7.7315,8.325,9.3925,10.515,11.58,8.66,9.1075,9.93,10.9025,11.76,-11.556225,-17.720825,-16.8041,-2.5145,-2.91025,-2.196,-0.951,-0.815,-70.4175
1,1.75,0.3960615,407.0341605,1.4051035,-2.44485,6.81598625,0.0422925,-25.191425,9.295015,0.274802,0.8489375,0.087504,0.0979215,0.273227,0.271339,4.16825,0.292325,78.1175,99.7175,7.0577675,7.6994,8.597075,9.692475,10.65125,-16.9925,-59.578,0,0,0,0,0,263.18,325.82,0.404,-0.0276498,8.021,8.6225,9.5375,10.625,11.79,7.666,8.2525,9.32,10.4925,11.5625,8.6,9.0425,9.845,10.88,11.775,-11.8215,-17.6474,-16.8041,-2.53125,-2.9275,-2.211,-1.0025,-0.815,-69.46
1,2.25,0.608065,406.271711,1.3186955,-2.0666825,6.678017,0.0412725,-25.7206,9.262305,0.270664,0.856535,0.0898491,0.10009015,0.281953,0.28320725,3.9524,0.304,77.66,99.721,6.979585,7.6306025,8.571825,9.6727,10.641,-17.0725,-58.862,0,0,0,0,0,263.05,326.205,0.404,-0.032745175,7.936,8.5325,9.5025,10.5925,11.7925,7.53625,8.18,9.2675,10.46,11.55,8.465,8.9825,9.785,10.85,11.7625,-11.8215,-17.398725,-16.8041,-2.57175,-2.945,-2.252,-1.019,-0.84225,-68.845
1,2.75,0.54066,406.5214385,1.4379815,-1.9845,6.568213,0.04565075,-26.190775,9.27068,0.2755105,0.847837,0.087791,0.099593,0.288111,0.278686,3.767,0.32126,77.37,99.7315,6.91367,7.5326,8.5048,9.6162,10.64,-17.08,-58.2115,0,0,0,0,0,263.235,325.37,0.404,-0.0311078,7.85175,8.485,9.475,10.5475,11.79,7.4455,8.0825,9.2275,10.43,11.55,8.375,8.9075,9.7125,10.83,11.76,-11.8215,-17.7534,-16.8041,-2.596,-2.94375,-2.305,-1.05075,-0.883,-70.125
1,3.25,0.421725,406.31873025,1.339562,-1.91295,6.43188475,0.0493147,-25.983,9.1572575,0.27335225,0.8905275,0.0858045,0.09787275,0.28080975,0.280789,3.6556,0.340635,76.5375,99.72175,6.845225,7.453575,8.4575,9.5935,10.623,-17.1635,-58.296,0,0,0,0,0,263.2975,324.63,0.404,-0.028747,7.80975,8.4475,9.4325,10.5075,11.78,7.39925,8.01,9.165,10.405,11.545,8.3125,8.8925,9.6325,10.79,11.7525,-11.8215,-17.692225,-17.12825,-2.581,-3.0075,-2.346,-1.07025,-0.883,-70.2425
1,3.75,0.5084185,406.860142,1.248102,-1.7826,6.448451,0.0449305,-24.5652,9.0919,0.27591475,0.87667,0.086429,0.0974335,0.277375,0.2717905,3.51,0.31596,76.75,99.7,6.7844,7.4032,8.3881,9.5759,10.623,-17.27175,-59.0725,0,0,0,0,0,263.205,323.56,0.404,-0.0263208,7.72225,8.405,9.3825,10.5,11.77,7.337,7.957,9.095,10.395,11.54,8.24,8.8325,9.595,10.765,11.76,-11.8215,-17.533275,-17.789325,-2.548,-3.053,-2.37675,-1.087,-0.8945,-69.11
1,4.25,0.460401,406.92153375,1.273709,-1.383325,6.35961325,0.044739,-26.0925,9.061725,0.275687,0.8770675,0.08829895,0.09924025,0.28222925,0.27184075,3.452075,0.33004,75.55,99.7,6.6955,7.3437,8.3333,9.5267,10.61,-17.489,-59.75125,0,0,0,0,0,262.9625,323.395,0.404,-0.028705275,7.6895,8.33,9.3425,10.495,11.755,7.2735,7.89025,9.04,10.375,11.54,8.2025,8.7625,9.555,10.7275,11.765,-11.8215,-18.263125,-17.7083,-2.57925,-3.04375,-2.37875,-1.09,-0.951,-68.9875
1,4.75,0.41501,407.357768,1.330399,-1.44719,6.31174,0.043602,-25.2775,8.872875,0.28145325,0.8822475,0.08691075,0.09552525,0.280943,0.27233925,3.352175,0.3080875,75.461,99.7,6.6462,7.2622,8.2882,9.4933,10.614,-17.546,-58.382,0,0,0,0,0,262.795,322.69,0.404,-0.0320504,7.6675,8.2625,9.305,10.4625,11.7525,7.217,7.8175,8.98,10.3625,11.5325,8.1325,8.7025,9.54,10.6775,11.765,-11.8215,-18.2835,-17.8277,-2.65875,-3.06325,-2.44025,-1.14275,-0.951,-68.8875
