DOY2,HR2,CO2,H2O,FC,LE,H,USTAR,WS,U_SIGMA,V_SIGMA,W_SIGMA,PA,T_SONIC,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_2_1_1,G_3_1_1
1,0.25,359,3.678347725,0.507181903,1.930132787,-6.548353509,0.177977473,2.182804039,0.6070757025,0.5707536435,0.2548614755,98.44817149,-5.673826481,-0.000496959,0.38840265,0.0423,-4.024294,-3.196935,-3.9538
1,0.75,358.2859526,3.671069224,0.498114583,1.8181741495,-4.814529242,0.172463174,2.2638709795,0.5978570245,0.5832935465,0.2516150485,98.427805215,-5.7096245005,-0.02600901,0.3828,0.0416,-4.0218665,-3.183414,-3.9863075
1,1.25,358.0505781,3.5569496685,0.554307896,1.299484251,-5.557552983,0.170086635,2.298004544,0.5968177995,0.58563076,0.2556230685,98.42153825,-5.960171682,-0.06903978,0.3842,0.04175,-4.040996,-3.071626,-3.9108
1,1.75,357.57847015,3.605218805,0.489592525,1.7681377975,-5.2503093615,0.1761650325,2.2546259075,0.5917232065,0.56706,0.2546663225,98.39849489,-5.9488162455,-0.04655581,0.3874627,0.046,-4.065762,-3.005207,-4.005014
1,2.25,358.02711875,3.6278618735,0.526630848,1.8857775915,-5.1722328,0.180809349,2.223806549,0.607440784,0.57826,0.250046256,98.398389625,-5.666209561,-0.0583,0.38665065,0.046,-4.049196,-3.031843,-4.03547
1,2.75,357.8126073,3.6233093425,0.482166592,2.357913128,-4.92604352,0.17356,2.3002481745,0.588205,0.5829905255,0.2507115855,98.40215979,-5.4209528755,-0.0729,0.3847616,0.0428,-4.070473,-3.047252,-4.07409
1,3.25,358.6563471,3.654329057,0.469121425,2.219140947,-4.7273626335,0.1727171595,2.249497198,0.550875681,0.58918,0.241281327,98.42735313,-5.66041,-0.0642,0.3871205,0.043,-4.063692,-3.122315,-4.0737
1,3.75,359.1082,3.669227718,0.518491312,2.304884763,-5.456951749,0.167036235,2.11767,0.552091843,0.568193474,0.240483708,98.42572565,-5.70719,-0.0868077,0.3864,0.04233269,-4.056478,-3.13603,-4.04136
1,4.25,358.1932775,3.5883934565,0.540006919,1.8285039125,-5.262944779,0.1680853285,2.217789365,0.551897979,0.554094183,0.23774,98.4337284,-5.742379427,-0.08740917,0.387,0.0431,-4.048641,-3.137864,-4.0308
1,4.75,358.65200925,3.539722135,0.480903612,1.673893458,-5.6629944315,0.1699925715,2.19109,0.572821149,0.560701845,0.24352,98.41718992,-5.769339545,-0.08376103,0.3874,0.0431,-4.120196,-3.266576,-4.014787
1,5.25,357.7958518,3.58160545,0.542368903,1.540115045,-5.406417779,0.177857297,2.251165173,0.5675439035,0.571196985,0.2466861085,98.42572192,-5.699042006,-0.08749806,0.3846424,0.0444,-4.255879,-3.52143,-4.00184
1,5.75,358.6255055,3.563775881,0.496493129,2.03332,-4.6778413285,0.172253019,2.239693571,0.589101967,0.574940752,0.253168395,98.42334404,-5.801739118,-0.097533885,0.3922154,0.0456,-4.1342775,-3.471641,-3.9660675
1,6.25,359.064814,3.5592289505,0.5027532895,2.265300071,-4.587247424,0.18014,2.258053778,0.592778306,0.5891,0.255606158,98.44437661,-5.731008276,-0.09446622,0.3917135,0.04225,-4.121659,-3.565028,-3.97868
1,6.75,358.54133835,3.5622142075,0.4058991885,2.033569636,-4.2164002385,0.174413338,2.0732772025,0.5700425375,0.5900452475,0.2502464645,98.466660615,-5.922914483,-0.094905885,0.391288,0.0421,-4.07316,-3.421209,-3.937503
1,7.25,358.6780863,3.517953205,0.424556479,2.169962753,-4.611678173,0.1769616785,2.192302228,0.572113391,0.577455567,0.244330333,98.48846041,-5.921316525,-0.10347025,0.39008705,0.04235,-4.1005685,-3.3405725,-3.904325
1,7.75,358.9990111,3.538851228,0.511110653,1.852785,-4.38751,0.180238136,2.3191152035,0.5469902525,0.5443656665,0.234794819,98.48538768,-5.97388,-0.1075,0.3949078,0.042,-4.125705,-3.535859,-3.907586
1,8.25,359.2134044,3.5384030755,0.4319807545,2.329427877,-4.47080143,0.18845,2.37405066,0.56688,0.545762073,0.230930859,98.479399345,-5.9235994475,-0.11150505,0.3944581,0.03886402,-4.1597385,-3.6566495,-3.91455
1,8.75,359.1398589,3.559000357,0.4427892705,3.092380915,-3.2256184605,0.1907839585,2.371531283,0.582631034,0.60360745,0.241542428,98.4967731,-5.898133265,-0.1077003,0.3940986,0.034,-4.286226,-3.721282,-3.960453
1,9.25,359.0484476,3.638192972,0.431765694,3.729893903,-1.099722497,0.200324589,2.446615534,0.6188031025,0.6375448395,0.272388367,98.50116829,-5.655454785,-0.09299761,0.3928,0.0381,-4.23603,-3.38552,-3.93329
1,9.75,359.53410175,3.617542817,0.3079083935,5.662083202,0.7230192235,0.21385,2.60036,0.6705441945,0.662270878,0.280495757,98.5004247,-5.435839063,-0.08789536,0.3926,0.03335,-4.252456,-3.2945275,-3.950105
1,10.25,359.9669578,3.664257737,0.2826918795,7.7703197005,3.050254759,0.224270999,2.8357070045,0.7059093685,0.7155374535,0.302540526,98.493165095,-5.25219,-0.02822033,0.40649415,0.0421,-4.232907,-3.451666,-3.9293495
