DOY2,HR2,CH4,CO2,FC,FCH4,H2O,SC,SCH4,H,LE,SH,SLE,PA,RH,T_SONIC,TA,VPD,NETRAD,PPFD_IN,PPFD_OUT,TS_1_3_1,TS_1_2_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS,NEE
1,0.25,2314.51733275,463.969434215,2.38375280134999,61.375,12.2637873265,0.529997210149998,6.2825,0.958146024249984,13.9385950215,4.30280879819996,2.00288160735,103.865,100,17.612518425,10.54375,6.40002577105,5.3409875997,0,2.0806878497,10.1412426533579,8.92907053338131,-0.0014365,1.71369213923272,0.638308153,1.23582570711146,0.767005324886962,4.71934896835,2.31064327344999
1,0.75,2283.3174942,461.6749173,1.81000787614999,116.2821855,12.239938495,0.498058079099998,6.54475,2.68915731824999,14.8091063555,9.87889208069999,1.32420059815,103.83,100,17.58400892,10.43625,6.2521704994,2.81184613334999,0,4.4478961,10.248302660814,9.05740440825493,-0.002077,1.62852004023313,0.59192583495,1.12677554112362,0.752518505690072,4.54361302245,2.03261319884999
1,1.25,2249.305689725,466.198527255,1.7901154663,159.9893726,12.1966010535,0.483609949249999,6.14200000000001,3.6011008275,10.9044616095,2.17480819355,0.884351762499999,103.83,100,17.79638915,10.5875,6.1392573689,2.86417573334999,0,4.4790242997,10.5141863239392,9.37161903247374,-0.00344000000000001,1.6065409535438,0.64357229495,1.28372428289705,0.768662699099107,4.9108218616,1.7784939663
1,1.75,2293.5409058,469.91821387,1.59481840965,142.744374275,12.0893902515,0.58089945385,5.69599999999999,4.92775367964999,4.32334995164996,16.8243799895,0.90285647445,103.83,100,17.96726374,11.155,6.00754495955,2.4087362497,0,3.72053183335,10.7182238910286,9.6130011610106,-0.00275735000000001,1.65059840372979,0.62539684515,1.16637757962008,0.743969293907697,4.70680789875,1.5831652492
1,2.25,2297.5965341,470.32901618,4.10936102734999,73.9959996999999,12.1230966215,0.37049630575,2.4945,5.38896927974999,21.5707628335,2.54889402414998,1.48233050905,103.83,100,18.4058662025,11.39375,5.81611083825,1.79806479865,0,3.31585376665,10.8374770268356,9.70849272600421,-0.002049,1.66950055444965,0.66296485905,1.29086508966753,0.82774104279223,5.66901658875,4.39934591674998
1,2.75,2255.59601675,447.32875373,8.03873682694996,122.776894125,12.076586097,0.698234676449999,7.6885,18.061713234,22.4577619635,9.1650597976,0.725700949149999,103.795,100,18.561260205,11.42,5.9049368921,0.305975106499994,0,1.96537628335,10.7097962642954,9.5521814938028,-0.0034355,1.69460290011948,0.63830788085,1.27596928401899,0.81846202775967,6.20607272415,7.36362969479996
1,3.25,2284.5923964,450.69608719,2.32909143885,69.74,11.966384272,0.55657345515,4.316,36.5980652524999,23.944460717,9.55083724564998,1.18551734175,103.76,100,18.5449334075,11.4025,5.40826337425,1.68312571665,0,1.9240476497,10.5827109621824,9.39876491404956,-0.001428,1.6562695061414,0.6386096404,1.25765381800941,0.840682022328942,5.73370221245,2.23512991645
1,3.75,2238.4557093,451.232036805,2.31512988575,93.49,11.9018377155,0.1648337566,2.864,88.800293171,27.9170174974999,1.67249173024998,0.841649337599999,103.76,100,18.717130545,11.67375,4.9912305301,1.187518785,0,1.96610543365,10.4540271028101,9.24341856599753,-0.00438900000000001,1.64942255471975,0.62321656225,1.32231515588826,0.857612298316073,5.59301098605,2.02351590385
1,4.25,2216.63393425,450.12703962,1.76334718679999,113.680690175,11.9195568965,0.329794088749999,4.483,95.963835979,33.539836318,1.63846738345,0.946154151049999,103.76,100,19.02388263,11.2475,4.92754180305,1.50600963334998,0,1.96915286635,10.2603978562344,9.05747293632803,-0.0024735,1.70790525819076,0.6478704876,1.35676135626828,0.823351097481946,6.06371435415,1.87918065449999
1,4.75,2238.82358385,451.467940495,1.6451539464,58.83,12.083899565,0.3706954326,3.189,131.7221507,37.669411981,2.73746402064998,1.1158057146,103.76,100,18.87900403,11.27,4.78572051345,1.56954404134998,0,1.96458218365,10.1237212105657,8.8924777467821,-0.0013872,1.61511835051116,0.6547517791,1.33404952760552,0.81008203058751,5.90683107375,1.7257544631
