DOY2,HR2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TA_1_1_1,RH_1_1_1,CO2_1_1_1,H2O_1_1_1,WS_1_1_1,USTAR_1_1_1,TS_1_1_1,G_1_1_1,G_1_1_2,G_1_1_3,PA_1_1_1,FC_1_1_1,SC_1_1_1,LE_1_1_1,SLE_1_1_1,H_1_1_1,SH_1_1_1,NEE
1,0.25,0,0,0,0,166.0766359,241.486275,-97,-15.98579675,40.15767175,385.3555325,0.9945935,0.711379225,0.04463975,-0.18664375,-16.3737665,-17.271791,-14.00306225,97.076120625,-0.98424775,-1.01065165,-6.690274325,-8.2344294,-58.1029402,-3.5884333,-0.134728475
1,0.75,0,0,0,0,166.4290674,241.43755725,-96.55,-16.210609,40.48212,385.268008425,0.91919245,0.791605725,0.0537699,-0.204960525,-17.5514239,-17.9566575,-14.40845875,97.048062125,-0.893932875,-1.051851875,-7.8127253,-7.541400125,-59.031998375,-3.278131875,-0.62529665
1,1.25,0,0,0,0,166.7292954,240.7957805,-95,-16.4225,40.545,385.3301513,0.913199075,0.786443,0.041231,-0.19944375,-17.9237475,-18.493101,-14.6402625,97.03905,-0.9700382,-0.9243215,-5.680438,-8.587969,-55.3113802,-2.56795755,-0.1806435
1,1.75,0,0,0,0,167.35,240.585988985,-95.55,-16.7164725,41.2025,385.419456425,0.8700262,0.759916025,0.0534055,-0.21094375,-18.0576042,-18.7202335,-15.0138375,97.037238,-0.8002881,-1.0264696,-4.9326589,-9.065963075,-54.444404875,-2.91308635,-0.367417675
1,2.25,0,0,0,0,166.45,239,-96.2122329,-16.7139675,41.6175,385.5205385,0.9139986,0.725953,0.0523116,-0.2042375,-18.6627736,-18.925125,-15.1233025,97.006046,-0.773144125,-0.9950342,-5.257228,-7.830126,-56.7073903,-2.1784852,-0.52129275
1,2.75,0,0,0,0,166.318643925,238,-95,-17.025,41.6862275,385.5952641,0.8912615,0.71735925,0.054316,-0.20728125,-18.7926536,-19.04584075,-15.5179875,97.005047,-0.975175125,-1.098963875,-6.37767075,-8.396985,-57.1681348,-3.3193553,-0.438091375
1,3.25,0,0,0,0,163.04713785,237.58709385,-95.1564216355,-17.011,41.5894365,385.9806408,0.84840525,0.6773592,0.0453718,-0.206475,-18.97032,-19.131855,-15.686015,96.993421,-1.087372,-1.1058685,-5.32251075,-7.686543,-58.451845475,-3.58146,-0.217612925
1,3.75,0,0,0,0,164.79035035,236.7396479,-94.6533506,-17.21275,42.35524125,386.03375905,0.822958,0.710407825,0.04754595,-0.219125,-19.00870575,-19.38219425,-15.9646135,96.999535,-1.0826945,-1.003444825,-5.805519425,-8.6027828,-51.41206675,-3.63477525,-0.2783542
1,4.25,0,0,0,0,165.2725314,235.61639965,-93,-17.25686025,42.32272025,385.648389075,0.840062425,0.661745,0.0448694,-0.21620625,-19.30124475,-19.5434145,-16.02779875,96.961057,-1.2035712,-0.94534115,-4.3810265,-7.9595205,-55.185005,-2.767275625,-0.378709975
1,4.75,0,0,0,0,168,234.8538562,-94,-17.4128695,42.80255925,386.04378785,0.82615775,0.7848362,0.0575694,-0.232,-19.663176875,-19.430294,-16.056316,96.936148,-0.9470535,-0.9542804,-5.67750295,-8.790710675,-53.94929625,-2.8744958,-0.6558554
