DOY2,HR2,H,LE,FC,SH,SLE,SC,CO2,H2O,RH,VPD,WS,USTAR,LW_IN,LW_OUT,RH_1_1_1,NETRAD,SW_IN,SW_OUT,G_1_1_1,G_2_1_1,G_3_1_1,TAU,T_SONIC,TA,PA,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,CO2_SIGMA,H2O_SIGMA
1,0.25,-2.845325,21.024035,1.9841735,0.2828972,0.299222,0.252616925,402.324,20.37096,100,1.9305215,3.28623,0.3766778,373.6947,403.601,96.955265,-20.67126,-0.22448945,1.605448,-3.571947,-6.045545,-10.973485,-0.00416061,26.33691,17.85823,103.1012,0.9313653,0.7157276,0.4805663,0.3370276,7.524077,0.431245947373737
1,0.75,-3.44877,17.9466,2.2006985,0.282147,0.7230384,0.164491325,402.745,20.9156525,100,1.81715125,3.350889,0.378941,371.7973,402.9104,97.3721175,-22.2745,-0.1127452,1.621099,-4.070415,-6.732415,-11.8686825,-0.00479501,26.30117,17.98628,103.0914,0.9522521,0.7162765,0.4845513,0.3461043,6.39663125,0.370925212
1,1.25,-5.2172,21.7529,2.14305,0.372278,0.8026276,0.17644825,402.271,20.7327,100,1.815974,3.242116,0.3891214,369.718,402.2582,97.1255375,-23.5,-0.073228,1.634342,-3.573535,-7.061964,-10.27065,-0.00483313,26.023,17.76164,103.065,0.9635486,0.7020947,0.4853329,0.334209515124869,7.08649390050322,0.355963
1,1.75,-5.202255,15.0720375,2.4911675,0.390207,1.262238,0.122173,402.555,20.8871,100,2.023854,3.245862,0.378055175,371.959,401.367,97.3273125,-19.3467,-0.13206095,1.721627,-4.817055,-7.816435,-11.2720425,-0.00587246625,26.04285,17.704,103.063,0.92976213725,0.66496917221778,0.454487243078042,0.3196023,4.889877,0.37609625
1,2.25,-4.985208,19.4820925,2.48672575,0.437429975,0.8182857,0.1443406,401.788,20.622885,100,1.8933935,3.33776825,0.379225,369.6235,401.3025,97.3815125,-21.3086325,-0.2186229,1.6355475,-4.969385,-8.5145925,-10.5578,-0.005161665,25.96465,17.2667725,103.0583,0.926142322065723,0.694042125,0.474495518046515,0.337868843,5.223550763,0.365246650509719
1,2.75,-6.8722025,22.2917825,2.48184825,0.223832575,0.606013975,0.2206085,402.3952,20.431015,100,1.8593795,3.3131025,0.37082845,369.25965,402.033,97.4566375,-19.4889525,-0.1665426675,1.577157,-4.97159,-8.0494625,-9.815017,-0.007586985,25.9425,17.662915,103.054675,0.9237786,0.713508682875525,0.47333965,0.327776716082407,4.62341814099671,0.44264005
1,3.25,-7.13,18.999075,2.5390485,0.40513365,0.76921605,0.1465265,403.42775,20.87912,100,1.40156,3.27575275,0.365208825,370.792475,400.80955,97.4180125,-18.3175225,-0.1722658,1.52884425,-4.6935775,-8.0019175,-9.59207725,-0.00565060475,25.950555,17.194415,103.05785,0.93332895,0.691616825,0.475425027776616,0.3277171,5.13372470540316,0.32463375
1,3.75,-5.6216425,21.0497125,2.357475,0.49240075,1.0562975,0.083731735,403.38795,21.299635,100,1.3702445,3.2872985,0.37036475,369.45775,400.29895,97.852905,-18.2241125,-0.279574575,1.57911,-4.8142075,-8.243945,-9.383825,-0.00957569,25.7647675,17.3810075,103.06275,0.943737232,0.66041325,0.453102572776276,0.335046825,4.2981605,0.302836075
1,4.25,-9.334652,19.8612,2.427605,0.397548575,0.401991,0.12491815,403.70525,20.9212,100,1.4129215,3.3450915,0.37837515,371.454275,400.77575,97.958475,-19.0723375,-0.137355,1.5657185,-4.838675,-7.45974,-9.2473345,-0.0101811575,26.0579475,17.285355,103.0595,0.886759330914583,0.697520775,0.478980625,0.315342079983659,3.663857,0.281926725
1,4.75,-5.40480525,18.3006,2.5437875,0.41405585,0.63915165,0.138089,402.64085,20.151725,100,1.38749475,3.2037375,0.3724315,366.976875,400.24875,98.4356375,-20.0004025,-0.26784145,1.6040975,-4.7075725,-7.2439175,-9.32457025,-0.011638575,25.8890825,17.10625,103.0645,0.8897684205,0.677172025,0.450726123272184,0.30865895725,3.749414,0.328169298
