DOY2,HR2,WS_1_1_1,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,PA,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,USTAR,H,LE,WS_2_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,FC,FCH4,SCH4,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_1_2
1,0.25,0,0,0,-40.755940726,-41.68157244875,-42.46042565975,-42.7278773475,57.074965264,59.051568142,57.0103011,57.2564001,96.59699556,-11.485602,-7.801286131325,-11.514996,-17.18365142275,-6.1693676562,-3.6471884728,142.25759306,158.147896475,0.01728874015,-59.47230975475,-7.740137875,0.110070075,0.14090725,0.14427125,0.03753295,0.0301131,-1.857206869875,-1.127269814,-3.43008730435,377.924,407.01,379.008,407.06,1206.35645565,1708.09312125,1209.869936275,1690.228427,2113.9
1,0.75,0,0,0,-40.947901951,-41.84236997375,-42.514471235,-42.5448873265,56.91135,59.154434265,57.2791511,57.2546981,96.600555178,-11.487672,-7.7448911595,-11.385483,-17.102026815,-5.9882997271,-3.4813896706,141.982562885,158.85669923,0.01611485845,-58.38131951625,-9.11941805095,0.09002575,0.12357445,0.1165434,0.037884,0.03715065,-1.707206810875,-6.29813097625,-6.110711324075,378.192,407.11,379.192,407.19,1236.53355595,1681.29319825,1191.31259055,1675.31212975,2113.75
1,1.25,0,0,0,-41.104453002,-41.82606166,-42.4438073475,-42.614802657,56.4874502,58.18608894,56.82714845,57.2556982,96.5872214245,-11.491398,-7.778635536525,-11.314990875,-16.4137224,-6.0610684436,-3.4605907188,142.220669,158.85023288,0.00838054925,-70.16154699325,-7.5461985695,0.121656125,0.134143125,0.152386625,0.039743125,0.036172625,-1.7766342554,-1.5873396684,-5.335074868475,378.304,407.28,379.436,407.35,1293.44150805,1643.4166745,1347.55443275,1636.95947175,2114.45
1,1.75,0,0,0,-41.262317522,-41.912240835,-42.5842485335,-42.58030134625,56.4452033735,58.362378095,56.8268,57.8639029,96.57757528,-11.644578,-7.803306928125,-11.471664,-16.743059937,-5.80082707475,-3.39208495525,141.122854275,158.94317273,0.0186296384,-60.721156545,-8.626524983775,0.08045845,0.13446255,0.14440205,0.0368014,0.0378533,-1.467427639,-0.935725025125,-4.8934681688,378.428,407.46,379.34,407.5,1411.99452375,1634.424924525,1357.80191225,1622.266070575,2116.075
1,2.25,0,0,0,-41.335901825,-42.063093169,-42.575993753,-42.8558600675,57.20125045,59.2001982,56.7900511,57.7970992,96.55941632,-11.496366,-7.789455824425,-11.349879,-16.332886435,-5.9484109028,-3.546015812425,140.261639,158.980925865,0.017562404,-52.940510447,-8.397379441225,0.0988845,0.1355075,0.14299885,0.03949625,0.03632475,-1.70615340355,-0.28411038185,-4.14425153775,377.316,407.7,379.208,407.74,1401.742155,1609.379655475,1377.14683575,1595.135381375,2103.975
1,2.75,0,0,0,-41.328825437,-42.00773660875,-42.575605994,-43.1364683125,56.6927511,59.0076026,56.786348,57.7384998,96.55087412,-11.543079,-7.814337907875,-11.40915,-16.47398265025,-5.799192231875,-3.5344607784,140.10691254,158.68825065,0.012518502975,-64.9226032815,-5.60031633405,0.108549375,0.141916275,0.125671025,0.03437655,0.0360368,-1.46220216035,-0.185630714125,-3.730058889125,378.62,407.84,379.416,407.89,1379.702643,1603.943036875,1355.6730215,1587.5423659,2101.525
1,3.25,0,0,0,-41.511892972,-41.8790962975,-42.643229018,-43.189388697,57.27819965,59.18108798,56.3382489,57.283998,96.5355916855,-11.691774,-7.879880191575,-11.47992675,-16.95790221,-5.808478361325,-3.447897455,141.0218998,158.996936555,0.01944319655,-63.225509484,-5.889933604675,0.0881031,0.1380789,0.136230225,0.033671875,0.033841625,-1.769950862875,-0.0871510464,-6.059123545725,379.02,407.98,379.656,408,1473.49081075,1597.5827125,1381.05843825,1575.256233675,2103.225
1,3.75,0,0,0,-41.446361658,-42.124048749,-42.632866334,-43.2364839765,55.82494835,58.0221029,55.96510055,57.4925974,96.504404782,-11.487603,-7.9017356717,-11.44270125,-17.093690854,-5.96447459095,-3.415160479,140.56037139,159.11511035,0.01455687265,-56.63369069,-7.767547676175,0.08369135,0.1252725,0.12652665,0.03517195,0.0275779,-1.45325997525,0.011328621325,-4.6274563906,379.588,408.04,379.952,408.01,1407.93562125,1578.8393499,1446.83277075,1573.70936425,2101.075
1,4.25,0,0,0,-41.337434128,-41.745029127,-42.28225387125,-42.7228992655,56.44545055,58.5526975,55.70585,58.0546027,96.497504,-11.441166,-7.92235964345,-11.546830875,-17.0380441615,-5.7642150819,-3.44510464055,140.66039492,158.82851779,0.0152795992,-56.24319001,-6.4255003945,0.091532875,0.137458275,0.1410757,0.039616375,0.03575955,-1.782074993,0.10980828905,-2.9587519616,379.612,408.12,379.692,408.08,1387.069818,1578.3440037,1349.14417625,1580.857099175,2087.6
1,4.75,0,0,0,-41.2981533755,-41.674929624,-42.49704076,-42.7584510505,56.91935165,58.788384114,55.642299,58.0095003,96.4805572855,-11.468835,-7.871903802475,-11.590137,-17.954731866,-5.7430292552,-3.5938575409,140.9720744,158.71055046,0.0135575206,-59.586138768,-9.83399227735,0.0891834,0.134573,0.1211174,0.0371346,0.0322544,-1.660632513375,0.208287956775,-3.41211564635,378.888,408.14,379.956,408.14,1294.46361075,1574.438468875,1306.2414425,1563.98575865,2088.15
