DOY2,HR2,LE,H,FC,G,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS
1,0.25,11.1963053225,-8.381646401,1.7668430125,-7.6511805,-16.34965,-5.61919275,-6.385755,84.25193539,1.821785882,66.177325,0.9881182,19.246845,402.1430202,3.70976173975,-5.28193175
1,0.75,11.47384334,-6.5422687765,1.803882665,-7.559859,-15.3272525,-5.738876,-6.279069,84.58175824,1.76619292225,66.14585,0.9880044,19.2915125,402.5151354,3.794595881,-5.322888
1,1.25,12.07035308,-8.5553240205,1.82807208025,-7.7653335,-14.953155,-5.760175,-6.4381235,84.62306312,1.846748696,66.146235,0.96970575,19.320975,402.1178321,3.89328685925,-5.409251
1,1.75,12.77691603,-6.216906028,2.029214455,-7.8407265,-14.090525,-5.72594925,-6.463723,85.297165915,1.759761059,66.13927,0.98924895,19.708995,401.78345815,3.860025401,-5.445153
1,2.25,12.0375307,-5.7582209535,1.6006142235,-7.017569875,-12.7380925,-5.722273,-6.394072,85.0964480225,1.687238281,66.143515,0.9855533,19.34081,401.804334325,3.8566569095,-5.4776525
1,2.75,12.122243995,-8.7633917365,1.782306582,-7.247747,-12.39848,-5.9183445,-6.4760765,85.016755655,1.88614865325,66.137425,0.98553555,19.095805,402.2811477,3.81199358975,-5.56634325
1,3.25,11.28867984,-8.39929277475,1.636726202,-6.4371445,-14.217275,-5.980208,-6.5569015,85.15478718,1.780459611,66.138855,0.9781564,19.35108,402.242113875,3.832299376,-5.5070715
1,3.75,12.99226274,-6.849978683,1.791274216,-5.8578935,-12.4522,-5.8517075,-6.622199,85.286168985,1.663692625,66.10939,0.99777765,19.092015,402.21458455,3.870681792,-5.55791625
1,4.25,13.54418183,-4.325794123,1.65865964225,-6.34012975,-13.2872075,-5.743266,-6.48291575,85.2378262425,1.67801626375,66.1141225,1.000985,19.24079,402.247695675,3.8507612825,-5.631742
1,4.75,12.232234735,-6.6638354125,1.98021153725,-6.2290475,-11.719875,-5.66167725,-6.6013625,84.8724979175,1.62827173925,66.123855,0.99086805,19.1946825,402.47083125,3.830570937,-5.70731975
