DOY2,HR2,TA_1_3_1,RH_1_1_1,TA_1_3_2,TA_1_4_1,TA_1_5_1,TA_1_6_1,T_BOLE_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,G_1_1_1,G_1_1_3,G_1_1_4,G_1_1_5,G_1_1_6,T_BOLE_2_1_1,CO2_1_2_1,CO2_1_1_1,H2O,NETRAD_1_1_1,SW_IN_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_1_1,TA_1_2_1,WS,NETRAD_1_1_2,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT_1_1_1,NETRAD_1_1_3,SW_OUT_1_1_2,PPFD_IN,PPFD_OUT,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_3_3,PA
1,0.25,7.51444999999999,99.9325,8.25525,6.69904999999999,7.766325,7.8991,6.4855,6.63235,6.42415,6.43745,6.3449,3.04719999999999,6.288375,5.5445,3.69054999999998,6.42502499999999,6.4855,438.74,488.75,10.852,6.361125,1.00415,0.35634,5.3535,3.0186,3.20144999999999,0.2840625,7.16385,0.767085,1.316,1.7852,7.7805,7.300175,1.919725,4.050325,0.5407525,1.361225,0.452155,2.4664,8.4444,0,18.2465,4.530125,6.131925,6.0552,5.65785,5.146275,5.481975,6.5808,101.3
1,0.75,7.56159999999999,99.836,8.21075,6.496,7.92754999999999,8.0499,7.047875,6.48845,6.47685,6.4771,6.3235,3.35774999999999,7.040625,5.706,3.56915,6.3885,7.047875,437.355,490.475,11.111,7.5495,0.984174999999999,0.311775,8.06300000000001,2.62347499999999,3.5445,0.24586,5.92159999999999,0.54582,0.99728,2.90675,7.70715,7.31705,1.9816,4.687,0.713802499999997,1.72032499999999,0.41587,2.370375,8.4404,0,17.7675,4.607,6.13365,6.05855,5.65835,5.150525,5.478025,6.7805,101.3
1,1.25,7.44175,99.796,8.04585,6.57915,8.08024999999999,7.88965,6.4784,6.26645,6.34414999999999,6.36824999999999,6.317575,3.292875,7.605875,6.205125,3.496375,6.3885,6.4784,440.7825,490.95,10.84125,6.45325,0.871997499999999,0.38175,8.476425,1.7101,3.80135,0.21266,6.964125,0.684070000000001,1.00496,3.42895,7.745375,7.17375,1.9033,4.45634999999999,0.47469,1.237125,0.68084,2.3522,8.20507499999999,0,17.48475,4.14095,6.13425,6.061925,5.64435,5.15425,5.474725,5.985275,101.3
1,1.75,7.32765,99.723,7.8599,6.36699999999999,8.04799999999999,7.92465,6.4875,6.23265,6.2618,6.25809999999999,6.29735,2.942125,7.52525,5.892625,3.964625,6.589125,6.4875,438.7825,490.4,10.71725,6.932525,0.878619999999999,0.4299125,11.66075,2.00662499999999,4.288075,0.23368,6.307375,0.7459475,1.4386,2.503,7.406,7.2723,1.92345,4.68045,0.5508875,1.7074,0.534465,2.984125,8.216775,0,16.24475,3.92844999999999,6.082,6.00765,5.622225,5.1526,5.460575,6.290325,101.3
1,2.25,7.320675,99.68375,7.92455,6.473775,7.97014999999999,7.946475,6.5524,6.1538,6.141775,6.16897500000001,6.2342,2.65799999999998,8.06139999999998,7.0136,4.0202,7.00854999999999,6.5524,440.625,490.9275,10.986,6.37039999999998,0.775379999999993,0.3719,9.4515,3.44549999999998,2.9958,0.1508,7.06619999999999,0.914365,1.722,2.549375,7.45875,7.30185,1.89269999999999,4.3602,0.5560375,2.06079999999999,0.6402,2.495375,8.702375,0,16.3165,3.8037,5.94,5.8698,5.5966,5.159,5.4526,6.15925,101.3
1,2.75,7.33085,99.7265,7.8832,6.4635,7.85467499999999,7.93305,6.4351,6.1053,6.02575,5.97364999999999,6.21505,2.2725,8.007125,7.09525,4.21425,6.98375,6.4351,437.79,490.94,10.80625,6.982,1.08163999999999,0.3808,7.1516,1.59975,4.4006,0.18906,7.663375,0.592304999999998,1.1718,4.9433,7.6548,7.47625,1.8136,4.117125,0.414982499999999,2.77059999999999,0.6819925,2.610275,8.95975,0,16.2395,3.7878,5.855775,5.837625,5.575575,5.1595,5.43635,6.3746,101.3
1,3.25,7.15734999999999,99.71125,7.9651,6.43929999999999,7.70199999999999,7.9388,6.363,6.06865,6.03099999999999,5.94474999999998,6.17875,2.116125,7.28875,7.09339999999997,4.400125,6.826875,6.363,437.75,489.9375,10.66125,7.331325,1.25415,0.35008,13.2675,9.25125,3.89035,0.28534,8.3414,0.785485000000001,0.79708,2.4241,7.3102,7.38775,1.70855,4.22129999999999,0.4710175,2.7491,0.4387,2.58055,8.3765,0,17.588,3.83195,5.823525,5.8052,5.56135,5.15795,5.421875,6.367925,101.3
1,3.75,7.2968,99.59375,7.92745,6.581,7.63029999999999,7.8513,6.3707,6.024,6.02595,5.96399999999998,6.143525,2.159,6.77,7.03539999999997,4.29654999999999,6.950875,6.3707,437.15,490.9925,10.98125,7.55589999999998,1.364075,0.33735,9.371,3.57805,3.3395,0.26042,8.08659999999997,0.5622975,1.01191,4.56165,7.513,7.34734999999999,1.9263,5.505625,0.42318,3.15235,0.40371,2.5626,8.85399999999999,0,17.84,4.02634999999999,5.8274,5.783725,5.5402,5.174075,5.4162,6.852225,101.3
1,4.25,7.166625,99.4195,8.0505,6.380075,7.58384999999999,7.85015,6.331,6.24519999999999,6.029525,5.97307500000001,6.1026,2.1745,7.44275,7.15774999999998,4.1288,7.72874999999996,6.331,439.4275,492.4425,11.095,7.93592499999998,1.1638,0.3605125,5.7522,3.07557499999999,4.3252,0.2824,8.427,0.6842725,1.289525,6.63389999999999,7.5788,7.40344999999999,1.861125,4.54057499999999,0.550532499999999,2.501825,0.61938,2.39779999999999,8.902425,0,18.0855,3.736225,5.8416,5.7764,5.5282,5.19,5.4068,6.18125,101.3
1,4.75,7.185875,99.326,8.23385,6.529875,7.62362499999999,7.88445,6.5012,5.998375,6.0215,5.921125,6.05125,2.33965,7.39409999999998,7.430575,4.16285,8.35359999999993,6.5012,440.16,492.055,10.998,7.22420000000002,1.01875999999999,0.33722,7.55329999999999,1.738,3.508,0.24398,8.218675,0.565105,1.553225,2.8336,7.588875,6.86425,1.93405,4.80412499999998,0.541119999999999,2.280675,0.40119,2.6077,8.734925,0,16.95875,4.500525,5.84075,5.80555,5.53105,5.20355,5.4208,6.2537,101.3
1,5.25,7.314125,99.582,8.3812,6.5003,7.60367499999999,7.8641,6.508425,6.0455,6.048,5.94225,6.02515,2.43949999999999,7.52785,7.26105,4.26514999999998,8.48559999999997,6.508425,439.48,493.2125,11.11125,7.1851,1.108725,0.33888,7.72549999999998,4.36179999999998,3.2245,0.2343725,10.2555,0.6321375,1.295925,2.5181,7.6445,6.783875,1.7534,5.66259999999998,0.55966,2.3125,0.51195,2.362675,8.5214,0,17.71125,4.91775,5.8498,5.8383,5.5576,5.2142,5.4322,6.2147,101.2625
