DOY2,HR2,FC,H,LE,USTAR,WS,NETRAD,PPFD_IN,SW_IN,TA,RH,VPD,PA,G,TS_1_1_1,TS_1_2_1
1,0.25,0.012825,-51.68975,-1.234,0.0182,0,-68.33125,0,0,-9.78325,44.435,0.03175,89.246,-4.957225,0.6578,0.700325
1,0.75,0.0242,-54.06775,-2.191,0.0185,0,-70.275,0,0,-10.2685,48.061,0.0335,89.218225,-4.878725,0.7736,0.6993
1,1.25,0.019375,-31.02,-3.37025,0.02505,0,-69.0225,0,0,-10.29075,46.7465,0.04175,89.218225,-4.931275,0.789,0.710875
1,1.75,0.01455,-52.80525,-1.65725,0.02575,0,-69.76875,0,0,-10.36225,41.70525,0.021,89.190725,-5.4548,0.591175,0.68825
1,2.25,0.00455,-40.70675,-2.329,0.022875,0,-65.067875,0,0,-11.08975,48.7355,0.02125,89.190725,-5.6672,0.64735,0.672825
1,2.75,0.036625,-38.898,-1.48025,0.017,0,-64.6325,0,0,-11.19,46.19875,0.03,89.1635,-5.994275,0.441425,0.6745
1,3.25,0.0378,-45.504,-2.32075,0.019875,0,-67.03125,0,0,-11.13475,45.11625,0.04,89.090275,-6.479275,0.403525,0.691875
1,3.75,0.027,-40.4705,-1.512,0.013875,0,-65.60875,0,0,-11.89375,38.303,0.05,89.090275,-6.055,0.420025,0.71345
1,4.25,0.1386,-66.71875,-1.64,0.030625,0,-64.914125,0,0,-11.8735,41.58525,0.04025,89.0625,-5.04525,0.4198,0.698075
1,4.75,0.056375,-18.18875,-4.24,0.0162,0,-67.3225,0,0,-12.004,40.51075,0.0505,89.0625,-5.984725,0.419,0.702075
1,5.25,0.04225,-44.5025,-1.8175,0.0209,0,-66.7675,0,0,-11.9595,44.95375,0.022,89.0625,-5.87345,0.432975,0.663725
1,5.75,0.0216,-49.49325,-2.555,0.01485,0,-66.70625,0,0,-12.2985,38.52275,0.01,89.0625,-5.138825,0.4291,0.6502
1,6.25,0.0295,-34.6775,2.455,0.014625,0,-65.76,0,0,-12.89125,38.68175,0.02075,89.035275,-5.96825,0.445275,0.658475
1,6.75,0.15225,-26.00975,0.8825,0.025925,0,-70.0485,0,0,-12.49875,38.689,0.04025,89.035275,-5.721525,0.450875,0.671725
1,7.25,-2.848725,-13.6635,1.7725,0.022,0,-72.4045,0,0,-12.3535,39.63,0.03,89.035275,-5.35965,0.42805,0.586175
1,7.75,-4.6069,-1.47925,1.4175,0.0222,0,-63.28,1.238975,0,-13.06725,39.611,0.04,89.035275,-4.920975,0.4039,0.5615
1,8.25,-7.645,-18.1175,4.116,0.044575,0,-50.3825,4.973725,0.97195,-12.64925,39.90825,0.03,89.035275,-4.704175,0.331125,0.645
