DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2,VPD,TS_3
1,0.25,0.647556218,1.23986038775,1.5525325,0,-11.0235,-0.95,84.45,0.14711,100.5,0.5585,-2.292,0,0,-2.356,0.82665775,-4.75525,-2.50375,-3.001,-4.778,-3.848625,-3.94475,446.75,0.7136025,-2.75175
1,0.75,0.5427114485,1.517335,1.835655204,0,-10.9,-0.933,83.8805,0.140325,100.575,0.4985,-1.57025,0,0,-2.35575,0.771475,-4.76725,-2.46425,-3.05,-4.832,-3.806125,-3.960875,449.5,0.783715,-2.7595
1,1.25,0.78344213725,1.48468994075,1.684359978,0,-10.91,-0.9285,84.53325,0.1327870335,100.575,0.478,-1.81425,0,0,-2.34275,0.7454,-4.75525,-2.4785,-3.0665,-4.82025,-3.81225,-3.968125,447.45,0.7221375,-2.76475
1,1.75,0.759911,1.58913,1.301637601,0,-11.0925,-0.934,84.6,0.159012212,100.575,0.494,-1.669,0,0,-2.367,0.7362315,-4.7435,-2.467,-3.076,-4.811,-3.879,-3.966375,447.9,0.684,-2.7645
1,2.25,0.71406918225,0.997465,2.049810567,0,-10.7925,-0.9245,84.71125,0.143347602,100.6,0.49325,-1.893,0,0,-2.34075,0.81925,-4.736,-2.459,-3.07575,-4.7955,-3.9155,-3.986625,448.25,0.564875,-2.76875
1,2.75,0.633622461,1.7308475,1.4364304505,0,-10.65525,-0.92075,84.925,0.142817,100.6,0.473,-1.608,0,0,-2.33375,0.75514,-4.7575,-2.454,-3.08425,-4.7955,-3.9535,-3.9985,447.925,0.59818,-2.77425
1,3.25,0.6909144735,1.7079675,1.498375,0,-10.7675,-0.92,84.35,0.14102874575,100.6,0.484,-1.798,0,0,-2.33175,0.71341225,-4.73875,-2.49425,-3.084,-4.808,-4.012125,-4.013,447.4,0.57413,-2.7745
1,3.75,0.6024961065,1.5839925,2.008475,0,-10.825,-0.93625,84.8,0.160208199,100.6,0.4675,-1.70275,0,0,-2.32475,0.771375,-4.73375,-2.50625,-3.0865,-4.8225,-4.000875,-4.02625,447.075,0.5111025,-2.77475
1,4.25,0.525403308,1.59503954825,1.40077,0,-10.8075,-0.9425,84.15075,0.134682243,100.6,0.45875,-1.316,0,0,-2.3245,0.76186675,-4.7055,-2.48775,-3.09675,-4.83425,-3.975625,-4.037125,448.55,0.575405,-2.77475
1,4.75,0.730434,1.876325,1.45951461625,0,-11.0175,-0.9525,85.25,0.13963799075,100.6,0.44825,-1.648,0,0,-2.3285,0.76064,-4.7365,-2.48325,-3.1055,-4.8385,-3.95125,-4.05,448.85,0.557065,-2.777
1,5.25,0.83871947425,1.5045,2.9429,0,-11.015,-0.9265,84.9,0.1357575,100.6,0.47075,-1.754,0,0,-2.323,0.715453,-4.86775,-2.4735,-3.1135,-4.84325,-3.92525,-4.03825,447.175,0.5722975,-2.782
1,5.75,0.73056882825,1.6827225,3.0847491105,0,-10.83,-0.93375,84.8,0.161105,100.575,0.481,-1.89875,0,0,-2.3165,0.771315,-4.88525,-2.472,-3.12275,-4.8415,-3.88825,-4.017625,448.8,0.5268825,-2.78825
