DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G,TS_1_1_1,TS_1_2_1,RH,CO2,VPD,NETRAD,H2O
1,19.25,0.271,21.862,2.0215,4.38425,4.452,0.357,-17.303,-1.28775,14.8245,0.9085,1.223,22.6725,21.53675,81.351,367.798,7.755,-37.3305,19.37725
1,19.75,0.306,21.6385,2.0525,4.4775,4.42925,0.229,-12.5385,-0.255,20.7785,-0.51425,-0.3575,22.46175,21.5245,81.35325,364.358,7.565,-37.3555,18.99475
1,20.25,0.2945,21.31825,2.00125,4.1785,4.2015,0.25375,-20.6085,-0.44775,14.28375,-0.37125,-1.4265,22.246,21.52375,82.62175,367.43575,7.27,-37.0195,18.82675
1,20.75,0.266,21.16575,1.9265,4.26875,4.23925,0.24575,-25.09825,-0.491,17.70475,-0.394,-2.974,22.043,21.5195,81.557,368.643,6.955,-40.979,18.6015
1,21.25,0.23925,21.049,1.84375,4.2235,4.445,0.2245,-19.486,-0.5635,28.21625,0.0245,-4.31,21.815,21.5075,79.61825,368.3345,6.9,-38.4255,18.08825
1,21.75,0.2285,20.5765,1.7625,3.48475,4.0555,0.26675,-22.1465,-0.2685,19.12425,-0.1445,-4.90925,21.633,21.5255,80.0995,369.85,7.015,-39.855,17.68425
1,22.25,0.2365,20.233,1.868,3.793,4.102,0.14675,-22.05225,0.35425,19.647,1.18075,-5.46525,21.48125,21.52175,79.32325,370.0855,6.77,-38.10225,17.46925
1,22.75,0.2935,19.9595,1.991,3.72,4.074,0.0875,-25.112,0.15725,18.862,0.74875,-6.39225,21.251,21.498,79.64575,370.24225,6.85,-37.42325,17.4165
1,23.25,0.283,20.026,1.9985,3.51425,3.911,0.103,-23.97875,0.4625,16.536,0.01275,-6.85,21.04775,21.485,80.96425,370.36825,6.765,-38.6395,17.15675
1,23.75,0.225,19.9975,1.834,3.365,4.128,0.209,-21.08125,0.24,18.202,-0.46325,-7.33,20.9435,21.4585,80.39,371.01775,6.92,-31.824,16.3955
2,0.25,0.2145,19.0385,1.761,3.73825,3.782,0.28425,-20.49325,0.209,15.41,0.0575,-8.268,22.40775,21.085,71.463,340.81775,7.1675,-35.8545,15.921
2,0.75,0.196,19.01625,1.578,4.0795,4.3325,0.25975,-19.205,0.31125,13.667,-0.236,-8.076,22.2814166666667,21.09975,71.78325,342.13475,7.27,-35.922,15.42125
2,1.25,0.19075,18.71275,1.69325,3.468,3.177,0.26375,-17.126,0.75775,14.4705,-0.3095,-8.562,22.1188333333333,21.11925,71.97375,343.192,6.93,-36.108,15.324
2,1.75,0.19575,18.52625,1.66725,3.671,3.448,0.27175,-25.621,0.45725,11.7555,-0.43825,-9.793,21.9691666666667,21.084,70.48,343.8025,7.1575,-40.19075,14.92
2,2.25,0.217,18.31775,1.68425,3.68725,3.81175,0.16025,-21.56,0.31425,10.19825,-0.0265,-10.78825,21.8500833333333,21.077,70.0785,342.455,7.025,-40.27825,14.938
2,2.75,0.19325,18.15575,1.6755,3.6875,3.6835,0.23875,-18.0715,0.2575,13.2755,-0.1835,-11.0915,21.6880833333333,21.06825,69.91025,341.67875,6.95,-38.452,14.61875
2,3.25,0.188,18.45775,1.7085,3.998,4.16,0.1085,-26.8255,0.339,15.07,0.327,-11.01325,21.53175,21.05275,69.56675,342.1135,6.925,-35.90375,14.882
2,3.75,0.2255,18.44675,1.738,4.087,4.035,0.2,-25.84975,0.91425,12.46525,1.1945,-11.4395,21.3925833333333,21.00175,69.33325,341.94375,7.045,-40.05925,14.63725
2,4.25,0.2165,18.28775,1.72725,4.061,4.006,0.2355,-26.199,0.66825,13.53475,0.5665,-12.05775,21.2775833333333,20.96825,69.30925,342.0765,6.9825,-37.958,14.46525
2,4.75,0.2075,18.08825,1.7225,4.004,3.713,0.2235,-26.883,0.42875,11.894,0.85175,-12.277,21.1053333333333,20.96,69.3565,342.496,6.905,-40.048,14.4065
2,5.25,0.2175,17.99825,1.88175,3.9295,4.12,0.118,-28.9505,1.07425,11.1435,0.86625,-12.51025,20.9763333333333,20.95325,70.20975,342.97725,6.91,-35.113,14.4605
2,5.75,0.216,17.7975,1.80375,3.767,3.939,0.28125,-29.64875,0.9085,11.137,0.3035,-12.729,20.91975,20.92725,70.5755,343.00825,7.215,-45.078,14.50375
2,6.25,0.21875,17.3,1.9485,3.794,3.791,0.20575,-29.36,0.9825,12.961,0.008,-13.366,20.8283333333333,20.91675,70.75675,342.36975,7.195,-44.381,14.42125
2,6.75,0.23575,17.41875,1.93725,3.579,3.8575,0.14875,-26.0585,0.521,14.0585,0.602,-13.32975,20.7045833333333,20.896,70.37175,342.115,7.0325,-43.41025,14.3325
2,7.25,0.223,17.44875,1.89,3.9885,4.2275,0.1565,-31.77,0.6755,13.584,0.7885,-13.17175,20.6103333333333,20.8655,70.6575,341.61225,6.9925,-40.65775,14.38
2,7.75,0.2235,17.84875,1.86175,2.754,2.7325,0.03025,-26.218,1.50425,17.637,0.8805,-12.68975,20.751,20.83325,70.81625,340.854,7.285,-20.19475,14.432
2,8.25,0.23375,19.088,1.6965,-1.36,-1.064,-0.35275,-17.6175,6.11475,36.56525,4.1315,-12.381,20.9186666666667,20.7985,67.626,338.20975,8.39,20.66625,15.03925
2,8.75,0.243,21.465,1.65075,-7.044,-6.697,-0.65025,11.7715,11.06225,58.493,8.2835,-10.0055,21.1431666666667,20.64425,66.027,333.17225,11.24,92.8535,16.4205
2,9.25,0.24425,22.53375,1.46575,-12.6635,-12.36225,-0.238,32.6335,6.6055,74.268,7.30225,-6.258,21.6328333333333,20.53125,64.83625,330.84725,11.29,173.81875,16.95425
2,9.75,0.27225,22.739,1.42025,-18.282,-18.116,0.11875,60.969,2.9025,113.482,2.72875,-3.18575,22.1011666666667,20.303,64.317,331.2265,11.9325,260.872,17.582
2,10.25,0.2945,23.25975,1.76675,-20.259,-20.29,0.0305,88.4625,2.4865,141.701,1.54325,0.89025,22.7288333333333,20.04375,62.07275,330.5625,12.4675,342.43175,17.44275
2,10.75,0.33575,23.9635,1.6455,-22.24,-22.20175,0.002,99.90425,2.753,174.4115,0.75,4.32375,23.375,19.978,59.46575,330.8865,13.9,426.38125,17.54075
2,11.25,0.363,24.503,2.02375,-22.792,-22.69175,0.02025,117.3685,2.039,187.46225,0.31275,7.55975,24.0124166666667,20.12675,57.34725,330.9135,14.6875,465.937,17.194
2,11.75,0.388,24.90625,2.26175,-25.81625,-25.68075,-0.021,140.0655,1.91075,213.017,1.4355,11.08025,24.4184166666667,20.31275,57.21925,330.3625,15.305,524.6005,17.40825
2,12.25,0.4485,25.33,2.51275,-27.379,-27.35825,-0.04475,158.6925,2.33975,229.16925,2.656,14.681,24.9085833333333,20.492,56.7965,329.896,16.4375,573.24375,17.8775
2,12.75,0.47525,25.70875,2.761,-26.664,-26.30625,0.055,157.068,1.42,205.16525,2.9785,19.65175,25.5360833333333,20.63625,57.55575,329.2245,16.7325,592.63375,17.87275
2,13.25,0.52225,25.6015,3.11275,-24.5295,-24.62125,0.0445,166.5005,0.87775,220.64125,1.64575,22.74225,26.2156666666667,20.888,58.049,329.428,16.785,599.8435,18.24325
2,13.75,0.53575,25.861,3.226,-27.15075,-26.99,-0.00775,165.05275,1.58125,222.1905,1.9465,26.542,26.6368333333333,20.832,56.31575,328.99925,16.83,585.6915,18.401
2,14.25,0.598,25.6825,3.37825,-25.34025,-25.13225,0.1055,162.8955,0.9565,221.67475,2.1485,29.86525,26.8508333333333,20.80275,56.709,328.8945,16.7025,566.028,18.146
2,14.75,0.57475,25.75125,3.388,-20.713,-20.713,0.157,152.7345,0.53475,214.314,0.81275,26.793,27.0194166666667,20.913,57.35875,328.74575,16.295,489.44875,18.469
2,15.25,0.57,25.8925,3.41425,-21.501,-21.375,0.09475,134.818,0.14875,187.275,2.30825,20.048,27.2485,20.90825,58.98225,329.30525,16.225,448.866,18.4855
2,15.75,0.54875,25.9305,3.474,-21.185,-21.158,0.14275,120.929,0.706,178.541,1.222,17.65675,27.2190833333333,20.948,56.837,329.796,16.195,390.0725,18.49425
2,16.25,0.53525,25.903,3.228,-15.322,-15.441,0.167,93.653,0.49225,161.079,0.44125,15.09075,27.0275833333333,21.0025,58.02025,329.793,16.29,306.39975,18.263
2,16.75,0.533,25.4385,3.05125,-11.829,-11.847,0.152,72.698,0.387,122.119,0.788,13.0705,27.0724166666667,21.02675,57.596,330.34375,15.6525,221.86575,17.9125
2,17.25,0.48875,25.01175,2.8875,-8.5,-8.914,0.22125,38.727,-0.843,105.706,0.96725,10.219,26.7950833333333,21.082,59.935,331.015,14.7825,125.329,18.144
2,17.75,0.4715,24.35775,2.87225,-4.731,-4.93,0.194,10.98575,-0.5745,73.152,0.931,8.275,26.6303333333333,21.09375,60.80975,331.472,13.8025,61.515,17.893
2,18.25,0.40525,23.926,2.4865,-0.645,-0.549,0.393,-1.719,-0.96525,44.946,0.781,6.185,26.292,21.14525,63.231,332.73325,12.715,15.609,18.36875
2,18.75,0.33475,22.659,2.10375,3.285,2.93,0.551,-10.886,-2.28,21.636,0.6035,3.966,25.8955833333333,21.185,66.89825,335.218,11.1125,-26.07,17.691
2,19.25,0.27725,21.7795,1.7925,4.582,4.3125,0.608,-14.584,-2.07975,16.742,0.292,1.848,25.5229166666667,21.1895,69.50225,337.82875,10.1125,-32.747,17.51425
2,19.75,0.3045,21.21,1.7865,4.24625,4.0015,0.3485,-14.1825,-0.941,12.60725,0.117,-0.056,25.0765,21.18825,71.09425,338.59775,9.3325,-32.234,17.64275
2,20.25,0.305,20.884,2.081,4.53275,4.61925,0.28,-16.86075,-0.228,17.911,-0.55,-1.272,24.6449166666667,21.1995,70.89675,340.122,8.6575,-31.684,17.3275
2,20.75,0.2715,20.5945,1.95075,4.26375,4.238,0.2115,-15.5075,0.009,17.9605,-0.21475,-2.602,24.2733333333333,21.1835,70.26975,339.53575,8.5125,-34.307,17.125
2,21.25,0.2695,20.2115,2.021,4.415,4.025,0.41275,-15.2525,-0.46,13.1585,-0.112,-3.5605,23.928,21.17325,72.79725,342.0305,8.0175,-34.7595,17.01975
2,21.75,0.2295,20.002,1.78325,3.544,3.423,0.40525,-14.53975,-0.054,10.88975,-0.27725,-4.817,23.6114166666667,21.1605,72.989,341.58675,7.735,-32.856,16.74475
2,22.25,0.2295,19.721,1.59675,3.7155,3.85425,0.346,-15.378,0.0385,14.345,0.83875,-5.89,23.3465833333333,21.16175,71.8455,342.1,7.7875,-33.079,16.42075
2,22.75,0.19725,19.62725,1.66025,3.449,3.549,0.20775,-15.071,0.0425,14.503,0.2155,-6.345,23.067,21.1745,72.242,341.78625,7.2925,-40.052,16.13975
2,23.25,0.22525,19.374,1.75675,3.30025,3.3555,0.1455,-22.646,-0.04775,17.492,0.27375,-7.12,22.8201666666667,21.143,72.3095,340.37475,7.255,-38.08,16.116
2,23.75,0.2595,19.2095,1.9245,3.24375,3.39775,0.16375,-20.2435,0.36425,11.933,0.60275,-7.411,22.6383333333333,21.1095,71.84875,341.96925,7.46,-35.50625,15.98225
3,0.25,0.14875,19.197,1.56025,3.085625,3.18925,0.2315,-21.782,0.03375,12.74425,0.367875,-9.493,24.0635,21.29225,81.00825,343.820375,5.0925,-32.71,16.958125
3,0.75,0.17225,19.24525,1.5865,3.370625,3.568375,0.167625,-21.782,0.187125,11.65975,0.074125,-9.968,23.8598333333333,21.26625,82.782,344.17875,5.3225,-33.294,16.66975
3,1.25,0.19075,19.04675,1.68475,3.307875,3.147,0.19975,-21.782,0.3815,11.03525,-0.015,-10.802,23.6186666666667,21.23075,82.81625,344.746625,5.025,-34.835,16.349
3,1.75,0.16475,18.86,1.636,3.2225,3.175875,0.21475,-21.782,0.390375,10.35325,-0.3185,-12.219,23.3958333333333,21.19625,84.14125,344.850125,4.63,-33.37275,16.027
3,2.25,0.1905,18.77025,1.6355,3.459875,3.450625,0.157375,-18.6786666666667,0.167,10.373625,0.056875,-12.76275,23.1784166666667,21.21175,82.899,344.20875,5.0125,-36.2035,15.796
3,2.75,0.18075,18.7985,1.675,3.289375,3.41775,0.225125,-15.5753333333333,0.171875,10.63375,0.00775000000000001,-12.895,22.9544166666667,21.17975,85.41475,344.229625,4.5625,-34.2455,15.565625
3,3.25,0.17425,18.5795,1.7045,3.507,3.659,0.140125,-12.472,0.2425,11.513,0.38625,-12.9405,22.752,21.1655,83.67975,344.765125,5.165,-29.604,15.606125
3,3.75,0.20875,18.40675,1.76125,3.931,3.55625,0.157625,-23.58175,0.506125,12.39875,0.409,-12.8635,22.5561666666667,21.1685,83.12975,344.536,5.05,-34.76175,15.456375
3,4.25,0.214,18.351,1.80175,3.49025,3.89,0.188,-32.521,0.373875,15.127,0.272875,-13.805,22.3734166666667,21.139,84.37175,344.2995,5.1025,-35.261,15.048625
3,4.75,0.2285,18.30925,1.88925,3.609125,3.932,0.166375,-32.322,0.27125,12.704,0.473875,-13.941,22.1371666666667,21.1225,82.735,344.787875,5.2775,-32.728,14.96625
3,5.25,0.2,18.27575,1.77175,3.70875,4.2775,0.108375,-33.665,0.635875,10.41775,0.80625,-14.228,21.9551666666667,21.12225,83.1585,344.682875,5.3525,-30.502,14.9205
3,5.75,0.19975,18.12225,1.78125,3.50075,3.55625,0.169625,-32.019875,0.51275,9.491625,0.280625,-14.616,21.8075,21.10225,82.7175,344.581625,5.1575,-30.927,14.795625
3,6.25,0.21275,18.073,1.82425,3.380875,4.15475,0.12025,-30.37475,0.82,11.2235,0.4615,-14.484,21.6441666666667,21.065,82.16575,343.6165,5.35,-29.261,14.795375
3,6.75,0.25325,18.16,1.9385,3.014,3.939,0.077,-26.974,0.783875,15.3,1.249375,-14.118,21.4929166666667,21.03525,81.18075,343.298125,5.485,-28.976,14.734875
3,7.25,0.2145,18.635,1.8585,2.39225,2.49,0.04875,-31.973,2.7815,17.746,1.7605,-14.29025,21.3849166666667,21.01475,81.5655,342.262,5.55,-28.55,15.062625
3,7.75,0.23125,19.1745,1.816,1.052625,-0.586,-0.09825,-17.95325,5.5115,26.4475,3.523125,-13.50825,21.63375,20.979,78.3435,339.847125,6.66,16.6705,15.739625
3,8.25,0.23725,20.555,1.611,-1.068,-1.952,-0.2545,-4.55225,5.520875,39.16075,5.479,-12.0945,22.0730833333333,20.9105,78.09775,336.49675,8.8925,89.264,16.6025
3,8.75,0.28025,21.6575,1.7745,-4.320625,-9.12425,-0.33,23.8765,6.638,76.23975,5.416625,-8.7275,22.6880833333333,20.786,72.50775,334.021125,9.7775,179.07775,17.379875
3,9.25,0.4105,22.479,2.57575,-7.81925,-14.60675,-0.091875,64.077,4.54725,95.45625,4.39025,-5.727,23.5976666666667,20.683,71.4645,332.761,11,265.09575,17.681875
3,9.75,0.41175,23.04275,2.39325,-10.508,-14.7175,0.073625,86.1365,2.574,124.9945,1.826875,-2.9435,24.3580833333333,20.6315,67.6615,332.88525,11.2825,349.6875,18.08675
3,10.25,0.491,23.6055,2.71925,-11.9735,-18.42525,0.01825,107.177,2.63475,133.92075,1.023625,0.863,25.3674166666667,20.4945,66.283,332.28175,12.4375,431.299,17.831375
3,10.75,0.426,24.1625,2.6235,-13.454625,-22.28,0.0105,137.138,2.5015,183.4515,0.8045,5.25625,26.441,20.463,65.44575,331.94275,13.49,497.96425,17.902375
3,11.25,0.33375,24.693,2.15025,-14.0365,-21.64375,0.017375,145.5605,1.894,180.358,0.759125,9.29825,27.3178333333333,20.35825,61.8725,332.301,14.65,576.5395,17.58475
3,11.75,0.35125,25.09025,2.43725,-15.722875,-19.28075,-0.00375,152.001,1.667125,196.8015,1.4995,14.0995,27.7735833333333,20.65425,62.14075,331.76225,15.68,600.27875,17.882125
3,12.25,0.4195,25.63475,2.66975,-17.25975,-22.23375,-0.023125,155.99375,1.842875,199.501,2.45775,19.99325,28.4274166666667,20.64125,61.002,331.2965,16.41,652.3905,18.28725
3,12.75,0.434,26.143,2.73175,-16.98825,-22.72025,0.0455,184.11675,1.4765,212.636,2.3025,24.194,29.2441666666667,20.88475,59.52975,330.6355,17.3875,674.864,18.169375
3,13.25,0.452,26.396,3.116,-15.30925,-21.615,0.0425,174.916,1.046875,200.928,1.610625,26.38325,30.0153333333333,20.95725,57.52075,330.76525,17.8575,664.1835,18.533125
3,13.75,0.53625,26.776,3.3905,-16.990875,-21.31825,0.011375,170.20525,1.167625,206.57025,1.831375,28.53025,30.5794166666667,20.976,58.15725,331.151375,17.41,647.91275,18.77325
3,14.25,0.5735,26.4825,3.527,-15.572875,-19.3985,0.08575,166.91325,0.65825,216.383,1.72,27.1515,30.9151666666667,20.95725,57.8335,330.8935,17.3975,627.01075,18.49575
3,14.75,0.63225,26.56075,3.84225,-12.82625,-19.6745,0.08625,146.105,0.730125,199.116,1.148625,24.284,31.2178333333333,21.063,59.171,330.505875,17.13,574.844,18.751
3,15.25,0.59275,26.4915,3.82675,-13.14475,-18.42025,0.088375,156.33625,0.337375,205.4355,1.524625,20.55,31.396,21.154,60.4665,330.910625,16.9125,525.922,18.8285
3,15.75,0.57175,26.51725,3.735,-12.81425,-16.7795,0.130375,121.93425,0.38975,177.69425,1.04075,19.764,31.3386666666667,21.1585,62.419,330.674875,16.7475,451.347,18.9015
3,16.25,0.62,26.192,3.61125,-9.54125,-15.913,0.12175,105.882,0.373875,174.3605,0.6125,16.6595,31.0464166666667,21.19175,61.9945,331.347,16.705,379.4335,18.676
3,16.75,0.601,25.95,3.583,-7.172,-11.544,0.1255,85.44125,0.095,137.36,0.799,12.519,30.8895833333333,21.2115,63.0315,331.845375,16.39,274.698,18.77075
3,17.25,0.54275,25.631,3.50925,-5.018,-7.65925,0.177125,56.44425,-0.5995,115.207,1.085625,9.22425,30.4259166666667,21.26475,64.8815,332.4265,15.65,188.3485,18.949
3,17.75,0.51075,25.007,3.27925,-2.857,-4.3595,0.2,26.74975,-0.37075,78.312,0.894,6.395,30.0919166666667,21.29325,64.12725,332.84825,13.9525,89.9,18.758125
3,18.25,0.395,24.34825,2.69275,-0.279,-1.184,0.35375,4.3425,-1.002375,50.6915,0.826125,4.247,29.544,21.33475,66.256,333.552125,12.7825,23.293,18.874375
3,18.75,0.41425,23.44225,2.72875,2.37375,1.3255,0.476875,-7.9055,-1.780375,33.1585,0.69725,2.134,28.9321666666667,21.36,70.42475,336.132,11.035,-16.203,18.395
3,19.25,0.31925,22.56025,1.9635,3.957375,3.8875,0.47425,-11.5345,-1.75425,14.91775,0.65775,-0.015,28.3733333333333,21.371,71.49625,338.1465,9.41,-32.429,18.447875
3,19.75,0.29275,21.68625,1.92275,3.853125,3.88175,0.34525,-24.278,-0.885375,17.2435,0.396375,-1.95,27.69125,21.3905,74.59475,339.07225,8.7175,-35.364,18.725125
3,20.25,0.2635,21.35225,1.81425,4.438625,4.281,0.240125,-8.36025,-0.382625,17.45575,0.00424999999999998,-3.484,27.0438333333333,21.35975,77.581,340.40075,7.995,-35.245,18.517875
3,20.75,0.24675,20.81525,1.73,4.032625,4.2995,0.219125,-22.7355,-0.15425,18.7295,0.000375000000000014,-4.845,26.5036666666667,21.36175,78.629,340.60375,7.44,-33.638,18.344
3,21.25,0.2275,20.72975,1.8975,3.90475,3.261,0.289625,-16.12,-0.300125,16.877,0.167,-6.002,26.041,21.348,81.04975,342.309,7.0775,-30.072,18.22
3,21.75,0.2325,20.19975,1.68125,3.628625,4.1515,0.371,-22.8655,-0.167875,17.2855,0.06875,-6.83,25.5898333333333,21.33325,80.79,342.90375,6.15,-32.518,17.90525
3,22.25,0.1885,19.95725,1.68725,3.651,4.4655,0.288375,-15.6645,-0.114125,14.85475,0.30525,-7.376,25.2119166666667,21.33975,81.2015,343.50125,5.6825,-32.173,17.67
3,22.75,0.193,19.92125,1.59525,3.36575,3.3765,0.22,-15.6645,0.004375,12.4965,-0.079375,-8.172,24.883,21.308,81.53775,343.733625,5.535,-30.216,17.427
3,23.25,0.188,19.904,1.68075,3.032375,3.13675,0.1935,-15.6645,-0.071,13.83775,0.30875,-8.614,24.5925833333333,21.287,82.18225,342.502875,5.7025,-27.903,17.273125
3,23.75,0.18775,19.4535,1.6295,3.113,3.22475,0.22925,-15.6645,0.15725,9.80125,0.463375,-9.567,24.3331666666667,21.27525,82.523,344.46875,5.7525,-35.087,17.053875
4,0.25,0.1225,21.02025,1.5075,2.433,2.5965,0.17875,-3.555,-0.1415,10.0785,0.67825,-10.5505,25.71925,21.3925,73.55275,346.823,7.5675,-35.0255,17.99525
4,0.75,0.1285,21.06375,1.4905,2.66175,2.80425,0.0755,-2.718,0.063,9.6525,0.38425,-10.8845,25.43825,21.36675,74.0005,346.22275,7.09,-32.08925,17.91825
