DOY2,HR2,LE,H,FC,G_1_1_1,G_2_1_1,G_2_1_2,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS_1_1_1,SW_IN,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_3_1_1,TS_3_2_1,TS_3_3_1
1,0.25,13.0182527975,-9.667048068,1.71536308325,-7.34026225,-9.47860825,-2.11422326675,-16.63003,-5.913704,-6.52969775,84.27070936,1.791337064,66.164775,0.9732758,18.58976,405.4507436,3.673496293,-5.661475,0.0162098335,-5.1685,-4.987,-4.52475,-5.13825,-4.90025,-4.468
1,0.75,11.587546325,-7.64907485025,1.619374863,-7.315985,-9.402032,-2.26957898,-15.57742,-6.0720405,-6.561312,84.3723497225,1.670382719,66.14259,0.9635708,18.9044125,406.13405175,3.746311793,-5.74865325,0.013874417,-5.191,-4.9965,-4.524,-5.16925,-4.92975,-4.452
1,1.25,10.993857635,-8.396437806,1.9439374185,-7.54602175,-9.7002925,-2.35966453075,-14.707465,-6.03748175,-6.48075225,84.19342168,1.707523531,66.14169,0.95464185,19.0327175,405.5626253,3.84426438175,-5.814425,0.01514424975,-5.23975,-5.011,-4.52025,-5.19875,-4.9315,-4.442
1,1.75,11.7554482925,-6.892497641,1.9973948605,-7.76493675,-9.506114,-2.3739984205,-14.090525,-5.9952035,-6.557477,84.6441584275,1.736162508,66.147445,0.97493395,18.93987,406.03175605,3.825187038,-5.812546,0.015099333,-5.27775,-5.0115,-4.5105,-5.223,-4.9235,-4.45825
1,2.25,11.150878525,-4.874257609,1.629603783,-7.260041,-9.040154,-2.28751630675,-12.7380925,-6.03737075,-6.3945305,84.97721792,1.658733667,66.14588,0.965284125,19.1704175,405.8174414,3.81058733,-5.879219,0.01526749975,-5.3195,-5.02625,-4.5065,-5.256,-4.9465,-4.45675
1,2.75,11.8306100375,-8.6368767625,1.763993959,-7.1672055,-8.89963725,-2.54924973975,-14.985425,-6.030894,-6.47882425,84.92988373,1.7852293885,66.152935,0.96874235,18.7095,405.3213284,3.777167563,-5.974936,0.015279917,-5.392,-5.04175,-4.51325,-5.3075,-4.9235,-4.46175
1,3.25,11.806392235,-8.68932012725,1.722064019,-6.1272095,-8.220298,-2.575115348,-14.29243,-6.0946825,-6.540517,84.8823674375,1.675029283,66.14712,0.9510849,18.9672025,405.68399425,3.80402123425,-6.001762,0.01678458325,-5.46425,-5.08325,-4.511,-5.352,-4.9475,-4.43425
1,3.75,13.40844081,-7.26194966,1.906819721,-5.932317,-8.127519,-2.19276601425,-12.98678,-6.085299,-6.624475,85.06416441,1.635635251,66.11739,0.9614648,18.73315,405.2575793,3.84424001425,-6.050434,0.01522450025,-5.507,-5.10425,-4.5135,-5.40125,-4.9345,-4.44925
1,4.25,12.885032645,-5.973480583,1.7418358125,-6.110278,-8.4283835,-2.54496517775,-13.95942,-5.780079,-6.415146,85.0800130425,1.6461070555,66.11681,0.9757594,18.83368,405.641548,3.844360307,-6.057885,0.0175315835,-5.55175,-5.124,-4.534,-5.45275,-4.953,-4.44775
1,4.75,12.510864595,-8.0660566445,1.9693631305,-6.138094,-7.777084,-3.16759024175,-12.330405,-5.85773425,-6.53895375,83.99377521,1.5940461065,66.1245975,0.978105925,18.8007075,405.7183684,3.82598137425,-6.152075,0.01601733325,-5.59175,-5.1435,-4.52725,-5.51775,-4.9855,-4.47675
