DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2
1,0.25,0.179151,0.2462545,-18.445,0,-19.92,-6.218,71.585,0.1426755,90,0.118,-26.36,0.176381,0.333218,-5.997,1.648,-7.013,-5.0415,-6.175,-6.564,-6.051,-4.084,404.7
1,0.75,0.2031665415,0.3567095,-14.4235,0,-19.76,-6.2755,71.58,0.13305,90,0.037,-26.34,0,0.05786605,-6.047,1.6935,-6.946,-4.9765,-6.127,-6.505,-5.996,-4.078,405
1,1.25,0.177258584,0.430647,-14.83164517,0,-20.075,-6.243,71.36,0.138865,90,0.022,-27.91,0,0.04439395,-6.051,1.714,-6.98825,-5.006,-6.192,-6.645,-6.01,-4.063,405.2
1,1.75,0.190112221,0.519466333,-17.0321,0,-19.79,-6.2845,71.475,0.123108,89.9,0.02,-26.62,0,0.0528617,-6.029,1.756,-7.051,-5.0215,-6.253,-6.7485,-6.0595,-4.066,405.9
1,2.25,0.1986655,0.47682,-17.100568065,0,-19.94,-6.2965,71.39,0.12448,89.9,0.047,-24.895,0,0.046414,-6.001,1.729,-7.05025,-5.0485,-6.237,-6.7735,-6.0615,-4.0545,405.5
1,2.75,0.183163737,0.264657957,-16.4503,0,-19.685,-6.2595,71.285,0.13508,89.9,0.039,-26.51,0,0.0608771,-6.023,1.69,-7.05975,-5.0605,-6.1725,-6.833,-6.099,-4.043,405.3
1,3.25,0.146459063,0.378226,-15.93856511,0,-19.51,-6.2575,71.345,0.13476,89.9,0.017,-23.805,0,0.0656184,-6.06,1.732,-7.05225,-5.055,-6.172,-6.8415,-6.113,-4.0525,405.7
1,3.75,0.166014597,0.40912,-17.662,0,-19.57,-6.2475,70.855,0.12742,89.9,0.028,-23.425,0,0.0615474,-6.102,1.595,-7.0535,-5.06675,-6.147,-6.8665,-6.1185,-4.048,406
1,4.25,0.132960144,0.5016216455,-19.453244425,0,-19.72,-6.3015,71.07,0.13793,89.9,0.031,-21.48,0,0.0514603,-6.071,1.545,-7.04475,-5.041,-6.17,-6.8595,-6.114,-4.0595,405.3
1,4.75,0.159662993,0.7273223205,-15.09562976,0,-19.69,-6.2795,71.185,0.12978,89.9,0.026,-22.31,0,0.05993745,-6.051,1.635,-7.04675,-5.02675,-6.1445,-6.8455,-6.106,-4.0485,405.5
1,5.25,0.1619812655,0.713541,-18.64703423,0,-19.93,-6.287,71.33,0.134794102,89.9,0.018,-21.345,0,0.0595084,-6.038,1.546,-7.02175,-5.01725,-6.1185,-6.86,-6.0855,-4.048,405.5
1,5.75,0.191880147,0.484621651,-16.59135,0,-19.365,-6.318,71.23,0.125047,89.9,0.043,-22.35,0,0.049748,-6.033,1.613,-7.00525,-5.019,-6.113,-6.874,-6.082,-4.048,405.35
1,6.25,0.182036,0.3960995,-16.3508,0,-19.335,-6.26,71.255,0.1425170475,89.9,0.043,-21.475,0,0.0477176,-6.054,1.6175,-6.98775,-5.00175,-6.138,-6.847,-6.0875,-4.0535,405
1,6.75,0.185523976,0.471522833,-20.1498,0,-19.08,-6.313,71.17,0.140525,89.9,0.0145,-21.26,0,0.057727,-6.104,1.646,-6.99725,-4.98675,-6.1875,-6.8465,-6.082,-4.0555,405.05
1,7.25,0.175732424,0.276929,-18.5172546,0,-19.215,-6.355,70.86,0.14078,89.95,0.054,-24.37,0,0.0490084,-6.119,1.566,-6.979,-4.9755,-6.207,-6.792,-6.065,-4.043,404
1,7.75,0.190038246,0.261572563,-18.9764,0,-19.38,-6.346,71.01,0.14965,89.9,0.011,-22.96,0,0.0520344,-6.103,1.545,-7.00475,-4.982,-6.201,-6.829,-6.0385,-4.0565,404.6
1,8.25,0.230691,0.29397,-23.415,0,-19.39,-6.341,70.83,0.145586,89.9,0.039,-24.31,0,0.04137,-6.0495,1.486,-6.955,-4.982,-6.161,-6.858,-6.034,-4.051,404.5
