DOY2,HR2,CO2,CH4,H2O,FC,FCH4,G_1_1_1,G_2_1_1,G_3_1_1,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,PPFD_IN,TS_1_1_1,TS_2_1_1,TS_3_1_1,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS
1,0.25,429.874,2095.1725,1.63928,0.364171,18.393325,-6.68829,-4.40061,-2.81077,-11.52485,3.122455,101.154,87.373575,-15.257,-13.419,0.372768113578733,240.29775,254.88425,0,0,-8.78851,0.0569,-2.69999999999999,-2.19999999999999,-2.99399999999997,-0.07664585,1.17877902933501,0.83777741674027,0.497450500050005,0.427802,8.85626
1,0.75,429.462,2104.13,1.64389,0.3879805,24.2494,-6.61573,-4.24878,-2.67725,-7.63859,3.0949375,101.148,87.0314,-14.984,-13.777,0.388146716168486,241.1665,251.35025,0,0,-7.9374,0.0556,-2.69999999999999,-2.19999999999999,-2.97399999999999,-0.080069925,1.1395700943777,0.850178216611082,0.507752892655473,0.416569,8.71589
1,1.25,427.9215,2121.51,1.7709875,0.45708,28.25075,-7.5307475,-4.272735,-2.5415575,-8.05546,3.7864875,101.24675,85.7291,-14.1825,-13.8195,0.396646339380714,245.29475,249.7055,0,0,-7.7697825,0.0615467,-2.70049999999999,-2.42499999999998,-3.12224999999998,-0.0630724,1.20216240092882,0.84141914552045,0.504813588888106,0.41067575,8.3519075
1,1.75,426.858,2109.0325,1.478235,0.46288475,31.2663,-7.46708,-4.22649,-2.44691,-9.155165,4.55763,101.12,85.82705,-15.584,-14.58525,0.399945016011228,238.87825,247.64175,0,0,-10.358475,0.0582627,-2.69999999999999,-2.49899999999997,-3.291,-0.08082255,1.12195614029624,0.815986458725115,0.483289717439089,0.402203,9.00591
1,2.25,427.3775,2126.38,1.46198,0.435563,31.4821,-7.4605825,-4.139145,-2.35935,-7.65469,4.06544,101.1215,85.36245,-16.03675,-14.3775,0.397457403743408,237.8445,249.46625,0,0,-9.348875,0.057959625,-2.72574999999996,-2.52499999999999,-3.32424999999998,-0.0712377,1.20567273180806,0.791148859055488,0.517216379448559,0.44882475,9.20685
1,2.75,428.263,2117.755,1.47697,0.445026,35.5687,-7.43286,-4.18099,-2.36251,-7.1823775,3.774625,101.157,86.36405,-15.823,-14.209,0.36420997402234,238.213,250.283,0,0,-12.3444025,0.0556,-2.79999999999995,-2.59999999999997,-3.34799999999996,-0.091942,1.18663810827059,0.813925672282181,0.512266532188079,0.448627,8.73616
1,3.25,427.70575,2115.8575,1.4459325,0.391217,53.747025,-7.36246,-4.17824,-2.19172,-6.63224,3.53643,101.14825,86.64975,-15.743,-13.617,0.388941733607108,237.5355,254.4015,0,3.46944695195361e-18,-9.9954,0.060911,-2.69999999999999,-2.59999999999997,-3.20999999999998,-0.0642948,1.17328787728525,0.833784867456965,0.532414682121974,0.46109675,8.518375
1,3.75,435.14625,2115.49047619048,1.472155,0.3382225,53.1904613636364,-6.871355,-4.0989,-2.0414,-8.109205,4.7352775,101.15575,86.8956,-15.307,-13.53,0.382127444790443,246.543,252.2365,0,0.746273,-10.071805,0.0562765,-2.69999999999999,-2.69999999999999,-3.20449999999996,-0.08331055,1.12721391575186,0.84630242323789,0.519469088174001,0.4544305,8.6442975
1,4.25,426.957,2115.12345238095,1.431695,0.38850025,52.6338977272727,-6.7261125,-4.1105625,-2.0826775,-5.1772825,4.587735,101.1875,85.996275,-15.76025,-13.01875,0.38250238247571,238.649,253.099,0,0.79637175,-6.012365,0.056928875,-2.72574999999996,-2.74999999999999,-3.24999999999999,-0.056824125,1.16359651927791,0.861322314949081,0.503095140107775,0.46404275,8.4305
1,4.75,427.496,2114.75642857143,1.43924,0.36423225,52.0773340909091,-7.23069,-4.16212,-2.17531,-9.0652525,4.6070825,101.1885,84.8775,-15.78275,-13.279,0.389449677299646,236.8565,252.2945,0,0.762641,-10.5245,0.0662076,-2.69999999999999,-2.69999999999999,-3.19999999999999,-0.05939875,1.19206638922274,0.86546428615404,0.529624615679423,0.453706,8.835815
