DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,PA,RH,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,CH4,FCH4,SC_1_1_1,SC_2_1_1,NEE,G_2_2_1,SH_1_1_1,SH_2_1_1,SLE_1_1_1,SLE_2_1_1,WS_1_1_1,WS_2_1_1
1,0.25,0.38732135,411.87345775,45.271389,1.309018,-0.8432,-0.972550000000004,-1.61655,0.66204845,1.7446995,1.3994465,0.75717685,102.206817375,95,-2.57527500000001,9.666822,0.98214845,-0.612600000000002,-0.0536,0.143999999999999,0.498799999999999,1.8418,3.425,0.2298,0.57235,0.7506,1.8426,2.5912,3.9194,0.38890195,1.012429125,294.40016725,298.3734403,1.925929,2067.51101105,20.5598155,0.10771985,0.062201075,0.375476975,-1.87,5.770298,3.33178749999999,0.791258274999999,0.560133799999998,8.78624999999999,8.85429825
1,0.75,0.34154505,412.3438507,11.040285325,1.033340975,-0.8397,-0.983775000000005,-1.6165,0.612083,1.8194195,1.4536265,0.76028705,102.300003,95.127497725,-2.498125,9.7227875,1.4055623,-0.610400000000002,-0.0546,0.142999999999999,0.497799999999999,1.8418,3.424,0.2292,0.572275,0.75,1.8426,2.5908,3.9184,0.30570095,1.0085979,295.18544985,298.982731475,1.968546,2069.1145875,4.234052,0.12772045,0.068718475,0.3435995,-1.87095,5.0416715,2.678548175,0.60369165,0.5327972,8.55442,8.2478325
1,1.25,0.3497556,412.160654025,16.041191525,1.06784675,-0.8381,-0.993375000000005,-1.615475,0.57080875,1.68367525,1.34992475,0.75272675,102.300003,95.42750145,-2.53950000000001,9.72891425,0.712877,-0.607800000000002,-0.0546,0.141999999999999,0.496799999999999,1.8408,3.4234,0.2292,0.5722,0.7496,1.8426,2.5898,3.9178,0.402079175,1.00168175,295.693747875,298.97110235,2.01582,2070.8290711,4.240146,0.06286935,0.0393865,0.323394,-1.86995,4.033003,2.7424894,0.705559550000001,0.542006149999999,8.44325,8.234698
1,1.75,0.433756,412.544564925,26.884581525,1.425675,-0.8367,-1.00315000000001,-1.6135,0.5837668,1.62671325,1.18421675,0.7765489,102.300003,95.300003,-2.59105000000001,9.74398625,1.36096,-0.605000000000002,-0.055,0.140399999999999,0.495799999999999,1.8398,3.4224,0.2292,0.5722,0.7492,1.8426,2.5888,3.9168,0.3447191,0.978037025,296.306857625,299.65736765,2.01426,2076.880029,8.5211725,0.169323,0.07623475,0.439479,-1.87095,3.2661595,3.01366965,0.59837715,0.555623274999997,8.4445,7.662745
1,2.25,0.503724,412.96921085,6.02047749999996,1.43092,-0.8393,-1.01582500000001,-1.6106,0.549022375,1.6454185,1.186682,0.69900355,102.300003,95.309997275,-2.65655000000001,9.798409,0.97259085,-0.603200000000002,-0.0546,0.139999999999999,0.494799999999999,1.8398,3.4214,0.2292,0.5718,0.7492,1.842,2.5888,3.9168,0.398644975,0.9724296,297.2240106,300.65476575,2.06068225,2096.564282675,3.590489,0.11428965,0.0718781,0.422909749999999,-1.870925,4.638562,2.952431825,0.7779849,0.565783949999999,8.8975,7.885113
1,2.75,0.4027586,412.91443805,5.45518299999995,1.233292725,-0.8394,-1.02515000000001,-1.608625,0.55970365,1.423369,1.2087965,0.6787585,102.300003,95.754998375,-2.543225,9.9713445,0.90840085,-0.601000000000002,-0.055,0.138999999999999,0.493799999999999,1.8388,3.4204,0.2292,0.5712,0.7482,1.842,2.5878,3.9158,0.397032424999999,0.965537199999997,297.2843365,300.888957,2.1197015,2080.1160157,4.24339,0.12441355,0.0743434,0.307423,-1.869925,4.2262465,2.7125863,0.5450294,0.48850105,8.83599999999999,7.719837
1,3.25,0.4908709,412.9246065,6.30851,0.840629174999999,-0.8406,-1.01690000000001,-1.6073,0.5606229,1.534855,1.286703,0.711929,102.300003,95.8199991,-2.478275,10.066685,0.819393925,-0.598200000000002,-0.0556,0.137399999999999,0.492799999999999,1.8378,3.4194,0.2286,0.5712,0.7478,1.842,2.5868,3.9154,0.3508178,0.94820025,296.313970375,300.734595125,2.15173425,2080.5770021,4.811668,0.1260035,0.1454798,0.4535757,-1.8697,4.456239,2.68130227499999,0.4983175,0.387669625,8.674,7.4770875
1,3.75,0.359216374999999,413.10446525,21.910454,1.345987,-0.8457,-1.01082500000001,-1.60765,0.563456,1.50152925,1.28442975,0.859797324999999,102.206817375,96.1375,-2.5592,10.2855975,1.21039,-0.596600000000002,-0.0556,0.136399999999999,0.491799999999999,1.8368,3.4184,0.2286,0.5712,0.7478,1.8414,2.5864,3.9148,0.411378549999998,0.912523075,296.229124,300.3480386,2.116255,2081.2169678,4.92763775,0.1917171,0.10762445,0.3566517,-1.8698,5.07857349999999,3.074471675,0.622290225,0.487642874999999,8.6615,10.283297
1,4.25,0.4222728,413.478072,5.60153299999996,1.020154,-0.851099999999999,-1.00002500000001,-1.60765,0.54843755,1.511173,1.2336265,0.68452915,102.206817375,95.720000825,-2.59882500000001,10.4856825,1.38603775,-0.597400000000001,-0.0562,0.135399999999999,0.490799999999999,1.8364,3.4174,0.2287,0.5712,0.7468,1.841125,2.5858,3.9134,0.41147185,0.948270925,295.7633587,300.3251905,1.922646,2078.8549074,5.023757,0.139029624999999,0.0713143249999999,0.48915995,-1.869825,4.67204899999998,3.878660825,0.594486224999999,0.54755585,8.8355,7.71379775
1,4.75,0.39576025,412.896835025,29.4835374499999,1.01138975,-0.852899999999999,-0.994125000000006,-1.607625,0.52910295,1.466978,1.15545375,0.66509745,102.206817375,95.6375,-2.54580000000001,10.52369,1.35493175,-0.597600000000001,-0.0566,0.134399999999999,0.489799999999999,1.8358,3.4168,0.2282,0.5706,0.7464,1.841125,2.5848,3.9134,0.390887449999999,0.937242375,296.250202325,300.325117025,1.808692,2075.3599609,5.3532595,0.136429175,0.0599877749999999,0.405159875,-1.8679,4.673721,3.15210795,0.466660599999999,0.5385697,8.5615,12.2232086
