DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,SH,LE,SLE,G_1_1_1,TS_1_1_1,TS_1_2_1,RH,PA,CO2,VPD,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,PPFD_DIF
1,10.75,0.744,1.01,3.612,0.364,0.423,-0.084,156.496,14.468,24.8295,0.5035,-4.2805,-0.167,0.453,41.745,77.94,386.644,3.595,343.7,1016,542.3,83.4,210.5,315.5,3.6035,190.1
1,11.25,0.72,1.856,3.591,0.17,0.337,-0.0945,187.222,8.659,24.989,0.173,-3.932,-0.111,0.453,38.47,77.9255,386.274,4.09,382.5,1135,595.95,96.7,211.45,319.7,3.618,182.7
1,11.75,0.753,2.617,3.498,0.235,0.296,-0.0965,198.4395,7.2275,31.651,0.558,-3.722,-0.036,0.449,35.3,77.885,386.146,4.5,398.8,1194,622.8,99.6,215,323.9,3.552,195.6
1,12.25,0.733,3.292,3.5,0.1715,0.235,-0.0535,219.837,5.13,31.263,0.037,-3.712,0.002,0.449,34.5,77.8505,385.914,4.775,423.8,1246,652.9,106.5,219.1,327.6,3.538,194.2
1,12.75,0.76,3.51,3.535,0.23,0.223,-0.0455,221.923,4.407,32.139,-0.1975,-3.693,0.039,0.454,33.1455,77.82,385.712,5.025,426.8,1234,654.1,106.7,221.1,330.8,3.425,205.5
1,13.25,0.7915,3.89,3.5125,0.234,0.264,-0.056,238.6995,3.474,36.011,-0.247,-3.674,0.091,0.451,32.87,77.79,385.2655,5.18,424.5,1196,644.9,106.4,222,330.7,3.298,207.7
1,13.75,0.7515,4.1825,3.4925,0.058,0.073,-0.038,213.71,-0.2855,32.002,0.157,-3.614,0.088,0.449,32.25,77.7705,385.0585,5.22,388.8,1128,600.9,86.2,222.9,330.9,3.339,202.9
1,14.25,0.751,4.177,3.508,0.024,0.2075,-0.041,200.983,-0.5275,29.7055,0.483,-3.616,0.095,0.46,32.18,77.765,384.965,5.1,362.9,1068,558.2,78.34,221.5,330.7,3.5555,211.7
1,14.75,0.752,4.278,3.435,-0.0135,-0.0145,-0.001,176.727,-1.335,25.7825,0.366,-3.574,0.107,0.462,32.61,77.765,385.009,4.995,312.1,939,493.2,68.8,219.7,328.5,3.5955,208.9
1,15.25,0.722,4.0625,3.4645,0.191,0.179,0.0065,142.126,-2.979,21.2095,5e-04,-3.54,0.105,0.476,34.015,77.78,385.154,4.74,241.1,781.9,414,53,216.1,327.1,3.692,198.4
1,15.75,0.664,3.513,3.533,0.258,0.234,0.009,99.604,-3.635,17.134,0.3785,-3.485,0.097,0.478,35.85,77.8,385.238,4.57,150.5,591.9,311.1,39.19,216.9,324.2,3.63,172.8
1,16.25,0.684,3.0725,3.592,0.344,0.279,0.048,64.063,-7.266,15.295,0.234,-3.461,0.1,0.476,37.785,77.805,385.4075,4.505,65.95,383.5,218.7,27.25,215.2,320.4,3.635,139.7
1,16.75,0.612,2.603,3.478,0.485,0.38,0.052,19.02,-9.74,9.674,0.2095,-3.382,0.085,0.477,39.73,77.821,385.459,4.265,0.459,195.1,118.4,19.16,212.1,316.5,3.713,95.1
1,17.25,0.4745,1.8315,3.14,0.505,0.3385,0.087,-5.8225,-11.115,4.319,0.146,-3.461,0.085,0.484,42.33,77.815,385.728,3.83,-63.99,52.63,30.29,8.01,210.1,312.3,3.682,45.38
1,17.75,0.389,0.6785,2.96,0.6285,0.456,0.127,-20.674,-13.0575,1.535,-0.06,-3.452,0.042,0.484,45.475,77.8005,386.074,3.215,-100.2,2.15,-1.173,1.51,210.4,308.2,3.7,4.103
1,18.25,0.4145,-0.114,2.8875,0.69,0.505,0.1365,-23.4215,-10.521,1.281,-0.01,-3.442,0.002,0.483,47.88,77.8305,386.3405,2.985,-103.7,0.358,-3.868,1.522,208.9,305.7,3.7,0.379
1,18.75,0.405,-0.836,2.8155,0.7425,0.565,0.082,-23.564,-6.312,1.0805,-0.3,-3.52,-0.014,0.484,50.715,77.83,386.867,2.715,-100.3,0.357,-3.609,1.846,208.6,301.2,3.809,0.374
1,19.25,0.384,-1.172,2.682,0.682,0.524,0.0535,-25.97,-2.96,0.901,-0.058,-3.636,-0.03,0.486,50.83,77.835,387.071,2.65,-99.5,0.358,-3.423,1.997,208.4,299.6,3.693,0.374
1,19.75,0.407,-1.534,2.722,0.684,0.646,0.022,-27.546,-2.416,1.221,-0.118,-3.722,-0.056,0.488,52.855,77.85,387.068,2.51,-98.3,0.352,-3.326,1.998,206.3,297.6,3.625,0.368
1,20.25,0.374,-1.605,2.713,0.605,0.618,-5e-04,-25.144,-2.572,1.1435,-0.402,-3.726,-0.067,0.486,52.93,77.85,387.0855,2.4,-99.5,0.352,-3.323,2.02,204.1,296.7,3.684,0.368
1,20.75,0.35,-1.765,2.707,0.629,0.579,0.0345,-24.918,-1.397,0.975,-0.811,-3.74,-0.101,0.473,52.635,77.845,386.9655,2.34,-96.8,0.352,-3.025,2.018,204.4,296.4,3.658,0.374
1,21.25,0.405,-1.807,2.757,0.655,0.562,0.0415,-26.185,-1.869,0.774,-0.173,-3.745,-0.165,0.473,54.47,77.85,387.382,2.18,-96.1,0.352,-3.104,1.939,202.1,294.7,3.692,0.363
1,21.75,0.397,-2.04,2.6275,0.6965,0.502,0.035,-26.119,-1.05,0.442,-0.231,-3.945,-0.169,0.473,54.32,77.8505,387.292,2.195,-95.8,0.352,-3.145,2.017,203.8,294.1,3.652,0.368
1,22.25,0.383,-2.005,2.862,0.641,0.582,0.031,-26.133,-2.089,0.436,-0.193,-3.981,-0.171,0.475,53.23,77.845,387.3475,2.205,-92.7,0.347,-3.085,1.996,202.8,293.9,3.666,0.363
1,22.75,0.368,-1.934,2.861,0.708,0.644,0.009,-31.361,-0.912,0.496,-0.345,-4.15,-0.172,0.476,52.55,77.835,387.014,2.245,-93.05,0.352,-3.0505,1.967,202.85,293.75,3.672,0.363
1,23.25,0.3585,-2.0705,2.851,0.633,0.578,0.007,-26.6915,-1.663,0.568,-0.136,-4.181,-0.272,0.476,51.745,77.83,387.1285,2.16,-91.25,0.352,-2.949,2.019,202.7,293.5,3.791,0.368
1,23.75,0.437,-2.181,2.795,0.622,0.5985,0.013,-24.8685,-1.4745,0.35,-0.085,-4.279,-0.287,0.466,51.36,77.8205,387.2455,2.14,-90,0.352,-2.9065,1.875,203.55,292.85,3.746,0.368
2,0.25,0.228,-1.107,2.2415,0.608,0.469,0.007,-10.798,-1.943,0.121,0.004,-3.145,0.115,0.379,56.49,77.79,387.851,2.4,-94.8,0.352,-3.356,2.138,209.2,301.7,4.654,0.368
2,0.75,0.226,-1.357,2.502,0.606,0.575,-0.025,-11.472,-1.648,0.654,-0.136,-3.215,0.103,0.373,56.94,77.77,387.774,2.3,-89.4,0.346,-3.241,2.127,208.5,301.4,4.558,0.368
2,1.25,0.2395,-0.96,2.582,0.47,0.494,-0.016,-9.938,-1.0075,0.387,-0.138,-3.196,0.105,0.369,56.01,77.78,387.7735,2.22,-90.9,0.346,-3.215,2.099,208.4,300.6,4.5335,0.357
2,1.75,0.238,-1.28,2.613,0.513,0.4895,-0.0125,-10.5825,-1.406,0.2155,5e-04,-3.15,0.107,0.369,56.02,77.78,387.8555,2.095,-90,0.346,-3.278,2.12,209.3,299.7,4.5545,0.363
2,2.25,0.217,-1.425,2.385,0.5785,0.529,-0.0045,-11.7675,-0.9785,0.568,-0.176,-3.12,0.076,0.367,56.75,77.75,388.0435,1.99,-89.5,0.346,-3.259,2.175,208.8,299.3,4.3665,0.363
2,2.75,0.2115,-1.276,2.305,0.6215,0.4905,-0.023,-13.3775,-1.089,0.5285,-0.2605,-3.164,0.08,0.366,56.22,77.75,387.925,2.03,-91.1,0.346,-3.303,2.093,208.4,299,4.3325,0.358
2,3.25,0.198,-1.434,2.362,0.5125,0.515,-0.0095,-10.8645,-0.798,0.659,-0.233,-3.178,0.082,0.365,56.17,77.75,387.9095,1.97,-89.1,0.341,-3.091,2.04,208.6,299.4,4.293,0.36
2,3.75,0.2355,-1.362,2.23,0.545,0.5615,0.0045,-11.974,-0.7655,0.7055,-0.111,-3.164,0.083,0.365,56.2,77.74,387.8915,1.99,-86.7,0.347,-3.175,2.073,209.2,299,4.351,0.363
2,4.25,0.1905,-1.507,2.438,0.652,0.535,-0.015,-10.95,-1.5085,0.4845,-0.0615,-3.187,0.085,0.362,55.96,77.73,387.841,1.89,-84.7,0.346,-3.26,2.011,212.7,298.3,4.3495,0.363
2,4.75,0.222,-1.5675,2.3795,0.6085,0.495,-0.0035,-10.337,-0.992,0.695,-0.212,-3.164,0.087,0.36,55.39,77.73,388.102,1.875,-85.8,0.346,-3.08,2.12,212,297.4,4.267,0.363
2,5.25,0.191,-1.664,2.367,0.442,0.382,0.006,-9.242,-1.021,0.7875,-0.128,-3.231,0.089,0.359,57.8,77.72,387.837,1.865,-85.7,0.346,-3.053,1.971,210.7,295.8,4.236,0.368
2,5.75,0.2305,-1.885,2.245,0.574,0.525,-0.002,-10.326,-0.7425,0.782,-0.073,-3.228,0.086,0.358,55.97,77.69,387.9345,1.91,-84.5,0.346,-3.012,2.008,211.4,295.2,4.343,0.363
2,6.25,0.262,-1.871,2.32,0.5135,0.4485,-0.007,-11.455,-0.1885,0.788,-0.0285,-3.231,0.081,0.358,56.88,77.71,387.9395,2.01,-81.9,0.346,-2.855,1.953,210.1,294.8,4.426,0.363
2,6.75,0.258,-1.957,2.415,0.4455,0.4815,0.0215,-11.1615,-1.4735,0.586,-0.1495,-3.308,0.076,0.357,57.79,77.72,387.8895,1.99,-83.6,0.386,-2.233,2.066,209.8,295.6,4.439,0.368
2,7.25,0.2795,-1.678,2.37,0.523,0.437,0.015,-10.488,-0.646,0.657,-0.232,-3.221,0.072,0.355,58.17,77.73,387.9895,1.73,-75.66,9.13,3.323,3.163,211.3,295.2,4.314,3.45
2,7.75,0.2465,-1.407,2.27,0.4555,0.528,-0.0315,-8.304,1.7565,1.038,0.039,-3.2815,0.0685,0.355,56.37,77.76,387.6585,1.67,-14.13,104.1,56.73,14.22,209.1,296.1,4.364,50.76
2,8.25,0.3295,-1.064,2.42,0.513,0.531,-0.046,-1.7395,7.914,2.553,0.297,-3.2835,0.069,0.3545,53.17,77.76,387.6025,2.05,46.95,308.8,159,23.77,208.2,300,4.48,89.4
2,8.75,0.419,-0.485,2.472,0.544,0.483,0.002,13.23,10.521,10.012,0.524,-3.327,0.0715,0.356,49.26,77.78,387.457,2.56,131.2,523,269.8,31.56,213,306.5,4.4255,117.7
2,9.25,0.4845,0.68,2.787,0.459,0.629,-0.0775,41.99,11.525,17.7335,0.4655,-3.344,0.0735,0.3575,43.2,77.81,387.275,2.96,222.6,707.2,357.7,43.58,214.5,314.5,4.4805,136.4
2,9.75,0.571,1.337,2.798,0.098,0.086,-0.049,93.612,12.892,22.735,-0.0135,-3.323,0.075,0.359,39.2,77.82,387.042,3.58,300.2,912,462.6,55.91,219.1,320,4.3655,175.5
2,10.25,0.6215,2.4,2.992,-0.213,-0.103,-0.103,139.948,10.607,27.07,-0.5815,-3.188,0.101,0.363,36.32,77.81,386.8625,4.03,367.3,1071,553.7,68.85,218.1,327,4.037,195.4
2,10.75,0.6635,2.3505,3.007,-0.457,-0.4005,-0.1105,177.2675,8.2425,35.199,-0.545,-3.182,0.102,0.363,34.14,77.81,386.4915,4.34,422.1,1199.5,633.4,83.8,221.65,332.65,4.068,199.4
2,11.25,0.649,2.973,3.195,-0.5495,-0.608,-0.0735,220.81,7.624,34.9125,0.012,-3.054,0.115,0.361,32.96,77.825,386.312,4.765,462.95,1293,700.65,98.7,223.8,338.9,4.033,201.7
2,11.75,0.698,3.452,3.4,-0.702,-0.7395,-0.075,244.0705,6.267,44.019,-0.189,-2.985,0.116,0.36,32.1,77.825,386.0265,4.975,486.1,1411,740.9,113.9,230.15,342.6,4.036,197.3
2,12.25,0.704,4.0815,3.237,-0.555,-0.7005,-0.044,255.629,4.688,40.1285,-0.111,-2.921,0.121,0.371,30.7,77.815,385.764,4.99,503.8,1465,769.95,115,231.3,344.6,4.075,208.65
2,12.75,0.707,4.375,3.437,-0.678,-0.672,-0.064,261.783,3.216,44.992,0.178,-2.836,0.131,0.372,31.45,77.785,385.574,5.085,518.35,1461.5,775.05,117.8,233.3,346.6,4.1425,237.25
2,13.25,0.77,4.683,3.61,-0.757,-0.813,-0.04,264.146,4.05,43.8825,-0.3505,-2.829,0.14,0.375,30.78,77.756,385.41,5.355,511.8005,1426.5,767.6,112.65,233.95,348.35,4.1745,271.95
2,13.75,0.772,5.168,3.492,-0.949,-0.8705,-0.039,250.2295,2.419,43.139,-0.035,-2.77,0.166,0.38,29.95,77.7355,385.3425,5.45,498.55,1365,740.3,102.75,236.9,348.55,4.294,227.95
2,14.25,0.743,5.384,3.5195,-0.8675,-0.764,-0.031,236.877,1.9145,43.4505,-0.271,-2.882,0.184,0.381,29,77.73,385.2765,5.37,457.45,1291.5,692,94.8,238.55,347.2,4.445,243.65
2,14.75,0.7095,5.3675,3.478,-1.014,-0.674,-0.019,214.0275,0.1795,39.262,0.356,-2.906,0.235,0.385,28.31,77.715,385.436,5.53,404.25,1138,621.8,78.845,238.45,344.2,4.281,265.85
2,15.25,0.7115,5.574,3.347,-0.8735,-0.754,-0.0215,181.313,-1.068,31.494,-0.045,-2.802,0.268,0.385,28.34,77.715,385.314,5.445,342.75,995,534.05,58.46,234.1,343,4.345,242.6
2,15.75,0.6875,5.363,3.1835,-0.49,-0.478,-0.027,158.104,-0.919,26.4045,0.235,-2.914,0.27,0.395,30.21,77.7255,385.385,5.31,267.3,842,446.25,47.06,233.8,341.05,4.333,199.2
2,16.25,0.645,5.1955,3.323,-0.3655,-0.3255,-0.01,105.073,-2.428,23.4295,0.674,-2.859,0.332,0.424,31.23,77.7305,385.443,5.33,178.3,634.45,340.3,36.67,227.9,338,4.484,174.25
2,16.75,0.6065,4.9615,3.058,-0.1835,-0.1525,0.0115,61.557,-3.796,15.003,0.354,-2.917,0.336,0.426,32.73,77.716,385.59,5.03,92.05,426.05,236,27.225,226,334.45,4.335,150.3
2,17.25,0.5545,4.338,3.03,0.1305,0.2315,0.0145,14.046,-5.8155,10.447,0.1205,-2.809,0.308,0.426,33.1,77.7305,385.809,4.9,5.5955,205.3,123.2,19.565,222.4,330.1,4.267,111.8
2,17.75,0.481,3.582,2.9675,0.3865,0.3435,0.07,-7.6515,-9.241,4.037,0.778,-2.814,0.265,0.442,36.17,77.745,385.908,4.4,-69.535,55.24,34.065,7.5785,218.45,324.8,4.441,62
2,18.25,0.3715,2.638,2.579,0.5865,0.543,0.1245,-17.561,-13.0865,1.939,0.659,-2.828,0.246,0.444,40.38,77.755,386.1425,3.96,-104.45,2.893,-0.533,1.273,217.4,320.15,4.453,8.515
2,18.75,0.3515,1.725,2.4235,0.7145,0.546,0.1665,-13.726,-9.9025,0.94,0.407,-2.897,0.222,0.454,44.32,77.7705,386.421,3.59,-104.1,0.3545,-4.474,1.536,218.95,316,4.459,0.379
2,19.25,0.33,1.284,2.508,0.655,0.537,0.135,-16.768,-7.15,0.356,0.425,-2.937,0.207,0.45,45.23,77.795,386.8575,3.31,-101,0.352,-4.0605,1.935,217.6,312.95,4.586,0.374
2,19.75,0.304,0.826,2.4575,0.549,0.53,0.0665,-14.827,-4.993,0.28,0.06,-3.054,0.192,0.445,50.56,77.8105,386.892,2.89,-100.8,0.347,-3.98,2.108,215.1,309.8,4.661,0.374
2,20.25,0.2735,0.678,2.528,0.653,0.575,0.053,-17.711,-4.233,0.152,0.185,-3.085,0.148,0.445,50.68,77.8205,387.1905,2.92,-100.75,0.347,-3.732,2.141,214.4,308.25,4.673,0.3685
2,20.75,0.256,0.641,2.456,0.603,0.493,0.003,-15.212,-2.7445,0.373,0.155,-3.152,0.15,0.434,51.21,77.835,387.1455,2.705,-99.4,0.347,-3.4295,2.1465,212,307.85,4.694,0.3685
2,21.25,0.2455,0.167,2.368,0.589,0.5355,0.017,-11.817,-2.586,0.529,0.14,-3.161,0.149,0.427,51.65,77.84,387.4215,2.65,-98.45,0.347,-3.559,2.1375,212.2,307.45,4.718,0.368
2,21.75,0.229,-0.02,2.389,0.625,0.469,0.019,-11.413,-2.163,0.5585,-0.1695,-3.171,0.133,0.422,52.48,77.8455,387.6225,2.39,-95.45,0.347,-3.476,2.1535,212,304.75,4.754,0.368
2,22.25,0.2745,-0.3645,2.415,0.547,0.4505,-0.01,-12.602,-1.844,0.382,-0.278,-3.161,0.133,0.415,53.095,77.84,387.626,2.35,-96.5,0.352,-3.464,2.096,211.4,305.2,4.695,0.368
2,22.75,0.2195,-0.275,2.493,0.528,0.356,0.0105,-12.0315,-2.4175,0.885,-0.247,-3.155,0.134,0.412,53.125,77.851,387.71,2.49,-95.1,0.346,-3.469,2.096,210.9,304,4.617,0.369
2,23.25,0.2545,-0.343,2.457,0.6325,0.553,0.009,-12.5695,-1.055,0.657,-0.194,-3.152,0.133,0.403,55.445,77.84,387.7465,2.525,-93.4,0.346,-3.388,2.114,210.7,303.8,4.592,0.368
2,23.75,0.2315,-0.7485,2.448,0.463,0.498,0.001,-11.8995,-1.6545,0.337,-0.067,-3.145,0.13,0.388,54.625,77.83,387.9365,2.455,-93.4,0.347,-3.419,2.129,209.3,301.9,4.539,0.374
3,0.25,0.148,0.807,2.413,0.648,0.5015,0.036,-10.7,-2.7395,0.926,0.101,-2.989,0.402,0.694,47.55,77.73,388.7975,3.4,-99.2,0.436,-3.18,2.786,219.8,308,3.877,0.374
3,0.75,0.1135,0.629,2.37,0.734,0.5555,0.0605,-8.619,-2.487,0.654,0.112,-2.984,0.401,0.692,47.5,77.7205,389.065,3.36,-97,0.441,-3.009,2.722,219.4,307.1,3.951,0.374
3,1.25,0.107,0.653,2.313,0.4905,0.4285,0.024,-7.365,-2.027,0.665,0.0845,-2.98,0.394,0.69,48.02,77.725,389.2795,3.14,-97.1,0.446,-2.911,2.771,220.3,305.2,3.977,0.368
3,1.75,0.132,0.547,2.362,0.508,0.427,0.0405,-9.437,-2.131,1.036,-0.1335,-2.975,0.394,0.691,50.95,77.725,389.287,2.97,-95.9,0.43,-3.014,2.663,220.1,304.5,4.046,0.374
3,2.25,0.125,0.162,2.367,0.53,0.4065,0.055,-10.373,-1.715,0.854,-0.035,-3.023,0.383,0.692,51.58,77.715,389.2905,3.04,-95.5,0.441,-2.887,2.611,219.3,303.9,4.072,0.374
3,2.75,0.133,0.244,2.3685,0.542,0.47,0.022,-8.707,-1.776,1.2485,-0.056,-3.024,0.371,0.693,50.75,77.7,389.463,2.99,-95.2,0.436,-2.859,2.823,218,303.2,3.951,0.374
3,3.25,0.144,0.04,2.4725,0.426,0.422,-0.009,-8.6815,-0.9445,0.5675,-0.429,-3.057,0.361,0.684,49.81,77.6605,389.279,3.06,-95.3,0.447,-2.9,2.793,219.9,303,3.9345,0.374
3,3.75,0.133,-0.0885,2.382,0.529,0.348,0.033,-10.72,-1.59,0.8815,0.059,-3.035,0.353,0.681,51.8,77.655,389.295,3,-95.6,0.441,-3.089,2.608,219.3,303.2,3.932,0.374
3,4.25,0.162,-0.3115,2.45,0.532,0.377,0.0345,-8.36,-2.246,0.861,0.055,-3.026,0.35,0.685,53.91,77.645,389.474,2.905,-94.4,0.43,-2.818,2.533,217.7,302.5,3.8855,0.368
3,4.75,0.142,-0.2425,2.4355,0.657,0.477,-0.002,-11.031,-1.025,1.1865,0.0885,-3.023,0.35,0.688,53.51,77.66,389.233,2.785,-94.2,0.435,-2.984,2.728,218,302,3.9305,0.374
3,5.25,0.13,-0.448,2.419,0.591,0.398,-0.017,-9,-1.074,0.827,0.034,-3.081,0.346,0.687,54.59,77.671,389.519,2.67,-93.1,0.435,-2.915,2.509,219,301.8,4.002,0.368
3,5.75,0.139,-0.56,2.472,0.563,0.437,0.051,-11.148,-1.335,0.895,0.276,-3.096,0.327,0.682,54.86,77.6755,389.4,2.76,-93.4,0.435,-2.75,2.636,219,301.1,4.046,0.368
3,6.25,0.121,-0.724,2.42,0.647,0.546,0.018,-9.4205,-1.712,0.5405,0.292,-3.095,0.304,0.676,56.08,77.685,389.307,2.625,-92.2,0.591,-1.297,2.716,219,300.2,4.0895,0.73
3,6.75,0.143,-0.672,2.448,0.4075,0.3905,-0.037,-8.543,0.688,0.903,0.158,-3.088,0.304,0.674,54.92,77.695,389.289,2.665,-74.52,24.9,10.98,4.947,218.2,300.1,4.1155,19.42
3,7.25,0.1795,-0.188,2.505,0.178,0.383,-0.129,-6.531,9.211,1.9165,1.2545,-3.091,0.298,0.674,53.22,77.71,389.025,2.79,1.878,167.9,89.5,17.7,220.1,301.3,4.245,83.5
3,7.75,0.3495,1.0275,2.564,-0.074,0.2225,-0.242,0,18.966,7.848,2.561,-3.087,0.292,0.671,47.61,77.735,388.925,3.41,77.49,378,192.8,23.99,219,308.6,4.3755,128.6
3,8.25,0.5015,2.065,2.835,-0.4315,0.0255,-0.2345,20.565,16.54,18.999,1.023,-3.021,0.293,0.673,42.35,77.765,388.486,3.87,176.7,639.2,309.3,29.32,217.3,317,4.456,165.1
3,8.75,0.597,3.358,2.9645,-1.395,-1.129,-0.2,71.137,18.064,37.172,0.671,-2.939,0.306,0.657,38.95,77.79,387.722,4.435,282.4,849,438.7,39.24,222,325.1,4.4855,180.1
3,9.25,0.728,4.0225,2.994,-2.269,-2.043,-0.2,136.915,13.497,46.8785,-0.018,-2.816,0.344,0.655,37.71,77.8,386.86,4.94,366.4,1035,540.9,54.42,226.9,330.8,4.372,197.2
3,9.75,0.71,4.7135,3.095,-2.59,-2.55,-0.181,179.754,12.288,49.12,0.432,-1.755,0.349,0.664,34.63,77.805,386.621,5.25,449.9,1212,648,67.48,229.4,337.1,4.327,203.1
3,10.25,0.7635,5.44,3.2,-3.465,-2.969,-0.111,221.75,7.964,60.485,-0.34,-1.65,0.365,0.681,33.415,77.795,385.983,5.75,514.1,1373,737,81,232.55,343.1,4.169,206
3,10.75,0.75,5.932,3.268,-3.737,-3.5145,-0.1125,269.9595,7.1535,71.877,-0.7995,-1.583,0.3775,0.6775,31.58,77.8,385.829,6.03,563.1,1515,814,87.85,237.2,348.7,4.189,248.2
3,11.25,0.75,6.501,3.361,-3.9575,-3.835,-0.087,281.61,8.6145,75.7345,-0.6735,-1.472,0.4285,0.6875,29.61,77.81,385.617,6.42,610.45,1620,867,100.9,240.2,352.3,4.001,260.3
