DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN
1,0.25,467.31439,9.54022625,3100.7324965,1.64659925,38.6785495,-2.9469475,2.96787975,13.298847,2.27312,0.17611125,-0.00158,0.47514975,0.199103,102.3425,95.569,7.27685,1.59752075,13.3858905,0.46643,10.5843335,10.799,10.94833325,10.76250025,11.05558325,-29.8896125,0,0,-1.01
1,0.75,457.6631305,9.589538,3236.475838,1.437966,36.16383175,-3.4679925,4.936592,11.86826525,2.37898475,0.16766975,-0.00096575,0.49514,0.204346,102.3525,95.851,6.9108,1.44742725,13.267894,0.52399,10.47366675,10.67175,10.88933325,10.774,11.060667,-27.344542,0,0,-0.98
1,1.25,458.654184,9.5160055,3260.673414,1.79153,50.287377,-3.93790825,3.730603,11.61952875,2.107092,0.1659215,-0.000661,0.5069905,0.19604175,102.35,95.489,6.8512,1.41829925,13.24942175,0.49078175,10.403583,10.617667,10.83066675,10.77450025,11.05250025,-28.14683075,0,0,-0.9825
1,1.75,465.194051,9.739609,3205.704347,1.123533,44.89326475,-4.63653225,2.95864925,12.3603835,2.31145425,0.1828145,-0.000985,0.574339,0.20602775,102.36,95.219,6.696525,1.345881,13.193588,0.447537,10.3014165,10.53412525,10.77224975,10.777083,11.05516675,-26.843134,0,0,-1.01
1,2.25,465.30156425,9.843736,3198.5432,1.32391875,47.823823,-4.94700675,2.909998,10.23550375,2.347221,0.165204,-0.00134375,0.5019345,0.206278,102.3625,95.62,6.62625,1.321954,13.1928305,0.432462,10.19975,10.493667,10.71616675,10.78366675,11.055,-26.608979,0,0,-0.9225
1,2.75,462.3575545,9.6450505,3140.372612,1.214548,42.6720165,-5.340588,3.20484825,9.65555475,2.2634055,0.1587985,-0.00211375,0.4748985,0.18605275,102.37,96.6555,6.3768,1.259479,13.112613,0.454347,10.162233,10.405,10.644333,10.761667,11.012333,-24.73415475,0,0,-0.73
1,3.25,460.779418,9.552465,3262.9261235,1.40308075,33.315127,-5.323505,3.57853375,8.250804,2.07282275,0.16354025,-0.001511,0.4811985,0.180842,102.36,96.5575,6.1367,1.261412,12.7740345,0.4688,10.0863,10.339333,10.619,10.766333,11.063333,-19.969718,0,0,-0.68
1,3.75,461.6502105,9.542981,3194.992809,1.841113,47.242014,-5.7494295,2.430745,7.359329,2.04975075,0.1596415,-0.0026735,0.525031,0.1829045,102.36,96.836,6.29505,1.21556075,12.49682175,0.420772,9.9708665,10.3153,10.514333,10.7396665,11.0433335,-18.661972,0,0,-0.625
1,4.25,456.918481,9.4006415,3337.957504,1.360927,43.63667425,-6.087949,1.53864675,9.8810535,2.2195975,0.157104,-0.000607,0.541689,0.1743,102.355,97.284,6.1178,1.1759235,12.371448,0.4667285,9.9031665,10.25735,10.476667,10.730833,11.0465,-18.7461265,0,0,-0.635
1,4.75,456.12204,9.344734,3268.5795375,1.118025,47.82525475,-6.40101625,2.80199475,8.42352925,2.02887675,0.163309,-0.00067275,0.510231,0.181441,102.36,97.058,5.838425,1.2489425,12.255808,0.433207,9.8220165,10.20140825,10.405667,10.71041675,11.036,-17.43186625,0,0,-0.4625
