DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,H2O_1_1_1,H2O_1_2_1,H2O_1_3_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,FC_1_1_1,FC_1_2_1,FC_1_3_1,FCH4_1_1_1,SC_1_1_1,SC_1_2_1,SC_1_3_1,SCH4_1_1_1,H,H_1_1_1,H_1_2_1,H_1_3_1,LE,LE_1_1_1,LE_1_2_1,LE_1_3_1,SH_1_1_1,SH_1_2_1,SH_1_3_1,SLE_1_1_1,SLE_1_2_1,SLE_1_3_1,WS_1_1_1,WS_1_2_1,WS_1_3_1,USTAR_1_1_1,USTAR_1_2_1,USTAR_1_3_1,PA_1_1_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,PPFD_IN_1_1_1,NEE,NEE_1_1_1,NEE_1_2_1,NEE_1_3_1,RH_1_3_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1
1,0.5,365.36,367.65,368.71,0.1769762,0.2174663,0.1739731,1878.569625,1881.365,1880.055875,-3.523754375,-1.3263455,-1.08638185,-6.38582765,-5.246798975,-2.028931875,-0.5259291875,-16.99861,-58.0341145,-86.448685,-70.06571425,-52.45699025,-14.7451,-17.538329,-7.025941125,-8.27888095,-128.88268,-49.519252,-12.077494,-52.269142,-16.952455,-4.28933175,0,0.601676575,1.0347012,0.03013105375,0.04195830875,0.0539016245,94.049509,-25.60660525,-25.117731,-27.1761325,0,-1.4081278,-6.338367125,-1.924559875,-1.18057285,63.83250625,-3.79564375,-2.2736375,-1.47920625,-1.0069375,-0.463725,0.08928125,0.43485,1.03199375,1.75874375
1,1.5,365.3,367.2625,368.4,0.18596482,0.2142872425,0.17215058,1878.711625,1881.991,1880.208875,-2.15327645,-1.3032225,-1.0328979,-9.9172978,-4.2660404,-1.47880045,-0.452464825,-14.80361075,-59.40198925,-107.37547,-85.201046,-50.299372,-10.876118,-15.508318,-5.7562528,-7.4104365,-122.33315,-51.037896,-12.08455,-49.957242,-14.83063025,-3.7876839,0,0.5372270775,0.886427815,0.02927325,0.03699977,0.04950728225,94.0262855,-25.947027,-25.5144935,-27.69751625,0,-1.32887,-4.9322501,-1.63749075,-1.03486825,65.63293125,-3.8092625,-2.323275,-1.46163125,-1.00254375,-0.463725,0.08928125,0.420975,1.03128125,1.75305
1,2.5,365.3,367.525,368.4075,0.17612703,0.20667069,0.1677598,1879.1605,1884.462,1882.038625,-2.690146025,-1.060186,-1.0669866,-12.678668,-4.6943422,-1.5225015,-0.39648118,-12.66836,-64.5173635,-101.469235,-78.1064545,-55.13355275,-13.8318475,-14.65220275,-5.8786294,-9.357306075,-116.87284,-49.240316,-12.1777,-54.3250765,-15.228438,-3.6759983,0,0.7264456875,0.704644835,0.0259276865,0.034332725,0.055927708,94.044664,-25.93154575,-26,-28.159956,0,-2.1024614,-5.9291695,-1.508640625,-1.161096,66.5051245,-3.85921875,-2.3707,-1.44845,-0.99815,-0.46335,0.088925,0.41635,1.030925,1.748425
1,3.5,365.5725,367.325,368.505,0.184019705,0.1988264,0.16887824,1880.874,1885.129,1883.375125,-1.801433125,-1.1310171,-1.23159645,-14.041751,-4.7611369,-1.432780875,-0.461368855,-10.69458925,-56.3304905,-71.657473,-81.9071725,-43.474075,-15.55259,-20.7782925,-7.14864665,-9.3583497,-119.2272125,-46.9437685,-11.962987,-48.67242525,-15.39075525,-3.7328921,0,1.0360661,0.7837660025,0.0307037825,0.0288230565,0.050151267,94.052534,-26.67927525,-26.24469475,-28.52488,0,-1.6585659,-4.339470575,-1.526853725,-1.183186475,67.461625,-3.791125,-2.3315125,-1.42945,-0.99815,-0.462225,0.088925,0.41635,1.02653125,1.748425
1,4.5,365.615,367.1625,368.61,0.1850913575,0.1961145,0.162582,1880.48,1885.348,1882.97575,-2.6089572,-1.00522466,-1.05334075,-7.09535325,-5.123577925,-1.681810625,-0.4736123375,-12.9060475,-66.556544,-70.380316,-87.5048175,-53.242646,-12.564205,-32.497804,-6.331932,-7.07398435,-113.94062,-43.243622,-10.931805,-48.58538,-15.0523495,-3.7639327,0,0.6388584575,0.90477414,0.02421979425,0.03102355,0.05481187,94.0546415,-26.81172925,-26.548718,-29.420125,0,-1.47291775,-4.75383145,-1.4733846,-1.0543802,68.33164875,-3.7375625,-2.30269375,-1.42505625,-0.99815,-0.462225,0.088925,0.41599375,1.01335,1.748425
1,5.5,365.48,367.33,368.8,0.1694504175,0.1925639375,0.16403182,1878.69825,1885.045,1882.120625,-2.40653675,-0.9474938,-1.66612125,-9.10150885,-5.290444,-2.2637211,-0.5646759575,-14.6017185,-60.37207375,-86.2826,-63.5373035,-54.407848,-16.902384,-17.4661865,-7.21782925,-11.7907525,-119.13,-44.48634125,-12.0758005,-47.842953,-15.20922675,-3.94073365,0,0.3,0.84655084,0.0298372875,0.041848264,0.0626637535,94.035974,-27.09181225,-27.0082515,-29.68598375,0,-1.7511635,-4.741623875,-1.5133925,-1.33124275,69.716135,-3.542975,-2.29964375,-1.4159125,-0.99375625,-0.462225,0.088925,0.41528125,1.01335,1.748425
1,6.5,365.56,367.365,368.7375,0.1677598225,0.18505355,0.1677598,1837.25225,1838.358075,1836.1654,-3.14955145,-0.87567165,-1.25659585,-8.767267,-6.216320075,-2.067919425,-0.58098822,-11.9034855,-72.59877,-95.8322445,-89.1786605,-61.91701025,-15.83399,-21.100527,-5.371466875,-9.224597,-108.18262,-49.037978,-12.2308,-45.7806325,-15.110658,-3.9646393,0.00962871000000002,0.6160493675,0.864493515,0.0226252575,0.03525291975,0.06317674225,94.03691575,-27.30677725,-27.159761,-30.117625,0,-1.438460675,-6.1615566,-1.5955195,-1.17671065,69.6344375,-3.533475,-2.26320625,-1.41045,-0.980575,-0.463725,0.088925,0.41528125,1.01335,1.748425
1,7.5,365.4,367.33,368.7,0.176014625,0.1787691,0.16054975,1877.1502,1882.172825,1880.0594,-2.0729971,-1.3807579,-1.03355791,-9.8351943,-5.44030505,-2.046279,-0.52048167,-15.011974,-74.5959715,-87.672124,-101.73622,-65.665477,-13.22059475,-34.36633275,-7.058951275,-9.849211375,-113.8308375,-40.3049465,-10.6319845,-48.03600275,-15.19959775,-3.741844175,0.1829633,0.6307626975,0.97247702,0.0317244,0.034352706,0.05798806875,94.07509725,-27.54266,-27.404025,-30.3,0,-1.72657285,-4.1781391,-2.2038881,-1.041245425,70.339272,-3.4967375,-2.22695625,-1.41151875,-0.980575,-0.463725,0.088925,0.414925,1.01335,1.74805
1,8.5,365.515,367.265,369.105,0.175319335,0.17528309,0.1644978,1875.631,1881.815,1880.058,-2.8896526,-1.060663,-1.4763018,-8.57217855,-4.63538625,-1.883779,-0.57072639,-14.5394485,-50.02760125,-73.65930675,-80.52973125,-50.0287765,-14.783251,-18.93438725,-7.8189301,-10.70409,-108.7592,-34.222295,-8.607594925,-54.27897,-16.365322,-4.3161994,0.2522458275,0.54975,0.7476872,0.033767236,0.03832034875,0.07362512675,94.09535,-27.85356975,-27.10692,-29.8375,12,-1.68507265,-5.259328,-2.2570043,-1.340823,70.80237975,-3.32818125,-2.17018125,-1.39465625,-0.980575,-0.4644375,0.088925,0.414925,1.01299375,1.7381375
1,9.5,365.5575,367.595,369.205,0.17039005,0.18641011,0.1677598,1877.2738,1878.937,1878.668,-2.6134063,-2.0839613,-1.513166275,-11.944830175,-5.2336059,-2.344681,-0.7290527,-15.42289725,-31.698593,-113.20086,-88.14661325,-38.32348125,-13.6518125,-18.198354,-8.8225794,-15.6596175,-71.917714,-23.3306,-5.709463,-44.701615,-15.64299275,-4.3453528,0.31872716,0.7240306675,0.76310692,0.03438564,0.063024184,0.116262455,94.0848575,-27.35733,-26.819468,-27.84184825,32,-2.110497225,-5.70935895,-2.50630265,-1.6749569,66.450046,-3.089425,-2.1839125,-1.3921625,-0.9812875,-0.4623,0.086,0.36355,0.927399915,1.62925
