DOY2,HR2,CO2,FC,G_1_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,G_2_1_1,TA_1_1_3,TA_1_1_2,TS_1_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1
1,0.25,391.9685824,0.166265338,-5.328,-8.54723662,3.946,1.991178287,265.15,293.15,-18.92,99.32,-0.031,-0.019,81.95,0.008258315,-0.190766973,-0.038755471,-0.9335,0.7425,-0.140270663,-3.4365,0.3755,0.2,1.3,3.842,5,0.492,0.2,2.4835,4.7,3.892,-4.486,-3.514670551,0.33684686,0.71772523248956,0.673228616,0.531586136090374,2.19538828,0.345455370688511,-5.93,-3.734,-3.4687265,4.75,2.0365,2.5435,3.103,3.607,4.014,4.643,5.1465,5.837,6.9885
1,0.75,392.1270554,0.183544434,-6.262,-8.988059566,3.9069382385,2.317081895,265.5,292.6,-17.76,99.29017174,-0.034,-0.019,82.55,0.0111040035,-0.2,-0.03870684,-0.9385,0.7535,-0.142870402,-3.6405,0.375,0.2,1.3,3.8415,5,0.5165,0.2,2.4585,4.7,3.9005,-4.845,-3.360835789,0.344173151,0.73773735958196,0.646736185,0.559074141716588,2.29239958,0.354623933587081,-5.948,-3.8045,-3.4754025,4.7415,1.978,2.534,3.054,3.5875,4.024,4.624,5.1565,5.837,6.9985
1,1.25,396.2084177,0.215539213,-6.963835,-9.048,3.851,1.746045856,264.65,291.55,-18.375,99.295561345,-0.0315,-0.02,82.65,-0.006683164,-0.2445897025,-0.063445776,-0.9265,0.7925,-0.133603015,-3.9605,0.3745,0.2,1.3,3.8665,5,0.4995,0.2,2.425,4.6835,3.9,-4.805,-3.6788986295,0.329653554,0.721121518460762,0.6345068005,0.529411322130534,2.232224843,0.34374823868335,-6.003,-4.1885,-4.085564,4.75,1.9095,2.485,3.054,3.587,4.024,4.623,5.1465,5.837,6.9885
1,1.75,395.6949445,0.201,-7.0485,-8.4369822505,3.8849216605,2.326181305,267.75,293,-17.265,99.310204,-0.0235,-0.018,82.9,0.006388335,-0.122272583,-0.0118147425,-0.8995,0.7565,-0.128628681,-3.8035,0.367,0.2,1.3,3.842,4.9995,0.4915,0.2,2.4415,4.7,3.8825,-4.631,-3.137603916,0.3323378405,0.716106688978674,0.625345408,0.537425317,2.157250986,0.329977790161702,-6.015,-4.188,-3.761337,4.75,1.8705,2.475,3.044,3.5775,4.024,4.6135,5.1565,5.837,6.9985
1,2.25,394.7276368,0.135186984,-7.104155,-9.1997637555,3.897199643,2.212282725,267.95,292.6,-17.25,99.31031897,-0.033,-0.017,83.05,0.004,-0.170195345,-0.059931017,-0.846,0.7945,-0.132738676,-3.5745,0.391,0.2,1.3,3.817,4.992,0.458,0.2,2.4335,4.683,3.875,-4.683,-3.375825572,0.3320331,0.7365,0.62697281,0.515222219479397,2.056435705,0.328680394403363,-6.101,-4.1585,-3.477294,4.75,1.7735,2.4555,3.044,3.5675,4.024,4.613,5.1665,5.837,6.9885
1,2.75,388.9869238,0.185578759,-7.16977,-10.397847045,3.772869919,1.971720139,269.5,292.1,-16.97,99.33274524,-0.033,-0.0175,83.55,0.009,-0.075891938,-0.0041005845,-0.94,0.8185,-0.12818524,-3.4425,0.375,0.2,1.3,3.8665,4.983,0.4335,0.2,2.4585,4.683,3.8665,-4.772,-3.469450697,0.324843236,0.697073593377352,0.6336563645,0.515838075494109,2.103791344,0.319282996959313,-6.156,-4.0165,-3.4251425,4.733,1.7445,2.4265,3.0245,3.5675,4.004,4.6035,5.157,5.837,6.9885
1,3.25,391.7606449,0.191419184,-7.192925,-9.776242765,3.798436929,1.962933702,269.4,292.5,-15.905,99.35199317,-0.0265,-0.017,83.6,0.008999385,-0.134468997,-0.016,-0.745,0.755,-0.132630061,-3.642,0.3835,0.2,1.3,3.8,4.9675,0.4415,0.2,2.4415,4.6915,3.9,-4.834,-3.403404338,0.3314400905,0.71973929005899,0.617126842,0.523573268629996,2.0703588545,0.33257952112191,-6.139,-3.9905,-3.6686975,4.742,1.725,2.4165,3.044,3.5675,4.014,4.603,5.1665,5.8265,6.9985
1,3.75,392.4113057,0.210146255,-7.199325,-9.244628152,3.73054295,2.52793635,268.1,291.9,-17.67,99.34897355,-0.031,-0.021,83.55,0.00333845,-0.088671546,-0.055378172,-0.8825,0.788,-0.139472638,-3.928,0.3755,0.2,1.3,3.8245,4.983,0.4335,0.2,2.4165,4.6915,3.875,-4.932,-3.799364826,0.3353704,0.698975450212667,0.57968931,0.519964850735124,2.077494312,0.333,-6.12,-3.849,-4.024043,4.7335,1.744,2.397,3.0245,3.5575,4.024,4.593,5.157,5.8365,6.9885
1,4.25,391.4919131,0.141781604,-7.2445,-9.103,3.752,2.252896735,267.9,291.7,-15.77,99.37561354,-0.034,-0.024,83.8,0.024488218,-0.134191405,-0.036977371,-0.7765,0.802,-0.13758243,-3.766,0.366,0.2,1.3,3.817,4.9905,0.4335,0.2,2.45,4.6915,3.8745,-5.063,-3.884525679,0.335329403,0.696,0.570665207,0.530009080110898,2.029497826,0.326983574511014,-6.1825,-4.044,-3.7852825,4.7335,1.725,2.3775,3.005,3.5575,4.024,4.583,5.1665,5.8265,6.988
1,4.75,394.2174636,0.253402425,-7.26958,-11.352,3.729501765,2.220272226,270.25,292,-14.145,99.390590315,-0.0375,-0.022,83.7,0.006496075,-0.1347017,-0.030509893,-0.7895,0.7945,-0.12591636,-3.759,0.383,0.2,1.3,3.8,4.9835,0.484,0.2,2.408,4.7,3.884,-5.062,-4.1312924305,0.316105653,0.667632825735823,0.579757267,0.505469590578899,2.008,0.322965846491545,-6.2185,-4.3065,-3.7393425,4.709,1.706,2.3675,3.005,3.5575,4.014,4.573,5.167,5.8265,6.9985
