DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,424.086,2.79975,414.753,2.9475,1978.77625,423.863,2.746,415.26625,2.95075,1980.69475,424.0705,2.639,414.88425,3.0445,1979.127,423.98,2.567,414.82,2.9545,1981.50625,424.699,2.29975,420.26,2.583,1979.356,0.9515,-10.545,0.121,415.334,2.5865,0.1185,-0.06,0.07275,-2.35425,-1.37575,0.15575,-30.1875,-5.44475,0.4115,0.74,0.6,0.55,0.23,-10.6095,-10.421,-10.729,-11.452,-11.02275,-14.4915,77.90975,73.15,0.391,-15.45,-15.71,-13.885,-9.67,0,-3.685,0.6,-1.14,-0.3575,209.575,256.2,-52.2225,263.4,270.85,-0.41,-0.31,0.01,-0.03,-0.295,-0.56,-0.06,-0.08,-0.29,-2.674,-2.44475,-2.041,-1.5005,-0.746,-0.274,-0.05975,-1.8945,-1.615,-1.378,-0.595,-3.95325,-3.43775,-2.992,-1.942,-1.161,-0.443,-0.05925,-2.2435,-1.9265,-1.38275,-0.7755,-0.665,0.174,0.395,0.725,-4.1705,-4.03225,-3.46825,-2.8815,-2.406,-1.74975,-2.29,-2.479,-1.8855
1,0.75,423.83625,2.724,414.76625,3.0135,1981.621,423.94175,2.687,415.744,2.943,1984.933,423.807,2.63075,415.683,2.898,1981.872,424.09925,2.527,415.49,2.959,1978.97975,424.9085,2.229,420.8855,2.527,1977.127,0.9445,-10.50125,0.12125,415.638,2.47925,-0.000999999999999997,-0.0575,0.0325,-1.86525,-1.308,0.1385,-35.509,-5.252,0.42075,0.74,0.6,0.52,0.245,-10.616,-10.616,-10.9955,-11.81,-11.158,-14.5325,77.8905,73.9125,0.38975,-15.87,-15.99,-14.06,-9.94,0,-3.69,0.6,-1.11,-0.45,207.2,254.2,-50.29,262.6,269.9,-0.41,-0.32,0.01,-0.03,-0.3,-0.56,-0.06,-0.08,-0.29,-2.728,-2.463,-2.05875,-1.49975,-0.7895,-0.28075,-0.06,-1.8985,-1.6145,-1.385,-0.597,-3.972,-3.5,-3.009,-1.95225,-1.1475,-0.509,-0.07325,-2.254,-1.903,-1.38075,-0.774,-0.667,0.172,0.39325,0.72025,-4.1935,-4.032,-3.48,-2.872,-2.406,-1.7485,-2.1075,-2.179,-1.875
1,1.25,423.981,2.789,414.88375,3.0025,1980.3345,423.82875,2.71,414.701,2.884,1981.096,424.1305,2.504,415.133,2.9995,1979.51975,424.168,2.42775,415.52575,3.242,1982.41375,424.272,2.14725,421.0665,2.458,1983.7365,0.934,-10.66,0.125,415.085,2.42775,0.09375,-0.052,0.089,-1.901,-0.959,0.1375,-32.6185,-4.133,0.389,0.67,0.5725,0.505,0.2125,-10.89625,-10.9295,-11.034,-11.7545,-11.6785,-15.32025,77.869,74.41,0.37375,-16.4775,-16.375,-14.4825,-9.91,0,-3.5025,0.6,-1.1,-0.4125,207.05,253.075,-49.475,262.225,269.25,-0.41,-0.32,0.01,-0.03,-0.2975,-0.56,-0.06,-0.08,-0.29,-2.70725,-2.4575,-2.0575,-1.49775,-0.80475,-0.278,-0.061,-1.9055,-1.61825,-1.386,-0.6115,-3.98225,-3.4795,-2.9985,-1.948,-1.16175,-0.49125,-0.059,-2.266,-1.87825,-1.38,-0.7745,-0.66725,0.172,0.39325,0.72025,-4.1485,-3.9865,-3.475,-2.87475,-2.4,-1.744,-2.085,-2.156,-1.8535
1,1.75,424.194,2.80725,415.164,2.8915,1984.223,423.808,2.68225,415.75425,2.91175,1984.19525,424.2865,2.53675,415.41075,2.754,1984.24375,424.51175,2.454,415.40975,2.6955,1982.633,424.624,2.1045,421.79825,2.41025,1982.5015,0.921,-10.584,0.133,414.3575,2.5435,0.045,-0.12075,-0.0295,-2.598,-1.19125,0.156,-33.695,-3.244,0.441,0.71,0.61,0.535,0.27,-10.62225,-11.1435,-11.137,-11.89175,-12.05575,-15.744,77.87125,74.36,0.38525,-16.9325,-16.795,-14.625,-9.9975,0,-3.5575,0.7,-1.115,-0.3725,207.95,253.125,-50.13,261.65,270.7,-0.41,-0.3125,0.0125,-0.04,-0.3,-0.57,-0.06,-0.08,-0.29,-2.734,-2.469,-2.083,-1.50275,-0.823,-0.282,-0.062,-1.88225,-1.618,-1.398,-0.63575,-3.988,-3.484,-3.0135,-1.945,-1.159,-0.54075,-0.05275,-2.27025,-1.892,-1.3885,-0.7805,-0.678,0.17025,0.39,0.723,-4.2015,-3.994,-3.491,-2.87275,-2.399,-1.7295,-2.167,-2.22625,-1.86
1,2.25,424.2735,2.77,415.254,2.676,1982.041,424.31,2.66275,415.567,2.7605,1981.545,424.07375,2.588,415.321,2.7995,1982.80675,424.4515,2.43525,415.5565,2.576,1981.54,424.772,2.05275,422.684,2.152,1985.879,0.94,-10.974,0.121,414.502,2.3865,0.0805,-0.075,0.0755,-1.963,-1.0665,0.123,-30.37575,-3.743,0.354,0.75,0.62,0.565,0.2425,-11.071,-11.31675,-11.454,-11.94125,-12.023,-15.573,77.883,74.3225,0.369,-17.48,-17.425,-15.3825,-10.065,0,-3.5125,0.6,-1.095,-0.395,205.525,253.225,-49.7775,261,270.325,-0.41,-0.315,0.02,-0.035,-0.3075,-0.56,-0.06,-0.08,-0.29,-2.741,-2.4465,-2.05675,-1.4995,-0.756,-0.278,-0.0645,-1.87725,-1.621,-1.391,-0.6375,-3.9665,-3.47075,-3.0045,-1.949,-1.1445,-0.4975,-0.05925,-2.272,-1.92775,-1.38075,-0.79,-0.678,0.172,0.393,0.725,-4.27975,-4.02475,-3.51475,-2.8765,-2.4045,-1.74025,-2.196,-2.27525,-1.917
1,2.75,424.04125,2.703,414.92775,2.886,1986.55775,424.87,2.651,415.2395,2.853,1982.4285,425.134,2.5385,415.31875,2.92225,1986.193,424.698,2.429,415.0265,2.7225,1981.125,425.06525,2.107,421.2525,2.421,1984.12625,0.8675,-11.14175,0.1235,414.673,2.4435,-0.017,-0.139,-0.1445,-2.1635,-1.522,0.1245,-33.58875,-4.1545,0.40175,0.725,0.63,0.52,0.2525,-11.16725,-11.3885,-11.337,-11.804,-12.07675,-15.37,77.8845,74.435,0.3535,-16.48,-16.41,-14.4975,-10.165,0,-3.5625,0.6,-1.095,-0.3825,207.725,253.125,-49.0675,260.3,270.25,-0.41,-0.32,0.02,-0.03,-0.32,-0.57,-0.06,-0.08,-0.29,-2.74925,-2.4555,-2.074,-1.506,-0.754,-0.276,-0.064,-1.874,-1.6235,-1.394,-0.61,-3.968,-3.473,-3.023,-1.947,-1.143,-0.519,-0.0525,-2.27175,-1.935,-1.37825,-0.789,-0.66875,0.17225,0.39275,0.725,-4.296,-4.025,-3.5365,-2.874,-2.40775,-1.74,-2.17275,-2.246,-1.851
1,3.25,424.16175,2.666,415.139,2.85,1981.3195,423.9955,2.5705,415.4915,2.6595,1981.4525,423.916,2.4975,417.63,2.933,1985.477,424.17125,2.3985,415.209,2.8475,1985.3085,425.14575,2.162,421.23125,2.41925,1980.98925,0.8765,-11.231,0.12475,414.8705,2.48,0.04825,-0.04625,-0.246,-1.841,-0.932,0.11825,-30.31375,-3.027,0.373,0.7,0.63,0.53,0.2475,-11.22625,-11.559,-11.501,-11.926,-12.1985,-15.606,77.9175,74.26,0.3405,-16.305,-16.23,-14.5475,-10.31,0,-3.45,0.6,-1.08,-0.4,209.3,253.6,-50.38,260.2,269.2,-0.41,-0.31,0.0125,-0.03,-0.295,-0.57,-0.06,-0.08,-0.29,-2.73,-2.4265,-2.066,-1.50225,-0.746,-0.2755,-0.06325,-1.8775,-1.623,-1.3865,-0.60575,-3.96,-3.481,-3.01125,-1.9405,-1.179,-0.486,-0.053,-2.271,-1.9355,-1.3755,-0.7845,-0.6695,0.17675,0.394,0.719,-4.2715,-4.00625,-3.537,-2.87125,-2.411,-1.7385,-2.164,-2.34775,-1.86
1,3.75,423.393,2.6245,415.3305,2.898,1981.66825,423.64775,2.571,415.7845,2.769,1982.296,424.367,2.4475,415.807,2.83075,1981.0195,423.9165,2.389,415.527,2.8895,1983.4615,424.512,2.0765,421.5005,2.236,1981.16825,0.88,-11.2435,0.1255,415.385,2.361,-0.0235,-0.065,-0.242,-1.3455,-1.4585,0.125,-31.676,-3.0775,0.3985,0.76,0.65,0.57,0.265,-11.341,-11.49775,-11.48,-12.147,-12.25075,-15.873,77.9435,74.525,0.34,-16.2975,-15.73,-13.7925,-10.51,0,-3.4,0.6,-1.0725,-0.39,212.5,253,-48.21,259.5,269.2,-0.41,-0.31,0.01,-0.03,-0.2875,-0.56,-0.06,-0.08,-0.29,-2.75125,-2.44075,-2.087,-1.512,-0.75,-0.277,-0.065,-1.87925,-1.624,-1.3875,-0.60625,-3.948,-3.495,-3.0215,-1.94875,-1.1515,-0.50725,-0.05225,-2.2865,-1.945,-1.38,-0.78625,-0.66775,0.18075,0.395,0.719,-4.268,-4.049,-3.551,-2.86725,-2.42,-1.737,-2.194,-2.38675,-1.94475
1,4.25,423.58525,2.554,415.69225,2.7355,1982.9385,423.81225,2.5475,417.0325,2.7555,1983.022,424.32825,2.414,418.1175,2.5595,1981.06575,424.007,2.3625,416.031,2.696,1980.44775,424.678,2.0695,422.716,2.398,1980.309,0.89675,-11.34875,0.13275,415.241,2.37625,-0.07475,-0.06775,0.0545,-2.0835,-1.5375,0.13625,-27.647,-4.494,0.42775,0.69,0.6,0.52,0.245,-11.367,-11.679,-11.561,-11.847,-12.3405,-15.9415,77.934,75.0975,0.359,-16.705,-16.11,-14.455,-10.51,0,-3.58,0.6,-1.08,-0.48,209.1,253.2,-48.37,260.4,268.9,-0.41,-0.31,0.01,-0.03,-0.2925,-0.56,-0.06,-0.08,-0.29,-2.75475,-2.45,-2.0885,-1.507,-0.738,-0.27925,-0.06375,-1.888,-1.62625,-1.39325,-0.60525,-3.947,-3.509,-3.01575,-1.9355,-1.176,-0.494,-0.05225,-2.291,-1.9365,-1.38,-0.786,-0.673,0.18075,0.394,0.717,-4.26975,-4.0645,-3.54725,-2.864,-2.415,-1.736,-2.1475,-2.322,-1.907
1,4.75,424.3285,2.60725,415.20475,2.75875,1981.2525,423.8475,2.50875,415.23025,2.724,1981.58175,423.75925,2.4165,415.291,2.685,1982.787,424.258,2.314,416.8745,2.468,1984.1105,424.8655,2.13525,422.586,2.13175,1982.6345,0.914,-11.632,0.128,415.793,2.5465,0.13275,-0.116,0.199,-2.4145,-1.36125,0.119,-27.312,-4.01475,0.403,0.73,0.6075,0.53,0.265,-11.5915,-11.906,-11.72025,-12.311,-12.75675,-15.81,77.953,74.65,0.337,-16.3,-16.16,-14.32,-10.31,0,-3.24,0.6,-1.06,-0.51,215.1,252.7,-45.99,261.5,268.9,-0.41,-0.32,0.01,-0.03,-0.2925,-0.56,-0.06,-0.08,-0.29,-2.76,-2.471,-2.0865,-1.5195,-0.728,-0.2735,-0.06325,-1.882,-1.628,-1.401,-0.60425,-3.946,-3.5095,-3.018,-1.932,-1.174,-0.4985,-0.053,-2.292,-1.9395,-1.3825,-0.788,-0.6775,0.176,0.394,0.721,-4.263,-4.07,-3.553,-2.865,-2.424,-1.734,-2.25775,-2.396,-1.91125
