DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1
1,0.25,0.45800875,0.568,4.290667889,1.24230111125,1.213885,0.035583333,-11.65415,9.2911,0.3313894125,-0.884633449,0.556,0.799,0.5225,88.71532596,81.58255,405.593840975,-12.92675,0.058,0,1.58125,282.44285,306.075,5.83744299,-0.0210022,1.300123071,1.112888135,0.599121857,1.0545,0.51100337225,0.33725,1.1025,2.40525,3.58075,4.4665,5.17875,5.602
1,0.75,0.477979,0.50375,4.34632,1.192012222,1.212105,0.0298472225,-10.525,8.30348,0.286189951,-0.8538395325,0.5565,0.799,0.524,87.8832707125,81.57485,405.3796214,-12.9395,0.0555,0,1.7062516,285.9956,305,6.02289509675,-0.026811075,1.22988809725,1.07985825075,0.571780326,0.8585,0.52347314825,0.33725,1.1025,2.40525,3.58075,4.4665,5.17875,5.602
1,1.25,0.462893,0.2435,4.443635,1.226645556,1.25704,0.037722222,-11.1614,9.4810225,0.3208826635,-0.871872766,0.557,0.8,0.5255,86.662148455,81.56185,405.2857168,-12.07775,0.05525,0,1.632,286.575,304.373085,5.897128368,-0.0281903,1.260431445,1.076737925,0.5916188525,0.62325,0.5155525645,0.335,1.10075,2.39625,3.5685,4.44075,5.176,5.590125
1,1.75,0.448908,0.31825,4.47139,1.2063683335,1.28596,0.03218055525,-12.5694,9.60268,0.31919347,-0.8871520355,0.557,0.8,0.526,87.1212453225,81.55815,405.203179,-11.902088875,0.06725,0,1.6688418,290,305.42853,6.027318886,-0.0254418,1.23958890125,1.10353780975,0.56565185375,0.68075,0.50842212775,0.33275,1.099,2.38725,3.55625,4.415,5.17325,5.57825
1,2.25,0.45668425,0.2625,4.4883075,1.17801694475,1.1620675,0.043361111,-11.208325,8.7083775,0.32992858175,-0.8867457295,0.557,0.8,0.5275,87.66994101,81.54965,405.2207714,-10.2975,0.0505,0,1.73025,289,304.65,5.917403967,-0.009187635,1.218451937,1.04003244425,0.56112411725,0.67725,0.487851094,0.33325,1.102625,2.380625,3.5585,4.413375,5.166125,5.573625
1,2.75,0.46054775,0.20625,4.3704025,1.17310888875,1.1655625,0.033833333,-12.50140285,9.6115,0.325122596,-0.879838731,0.5575,0.801,0.5285,87.479897445,81.5714,405.01301975,-10.4115,0.05025,0,1.6305,287.791875,305.15,5.8219644845,-0.02735335,1.264642242,1.086710633,0.61317208,0.61375,0.45008837275,0.33375,1.10625,2.374,3.56075,4.41175,5.159,5.569
1,3.25,0.47243425,0.191,4.36512,1.175842778,1.16512,0.038597222,-12.015725,10.645225,0.29666485375,-0.89168669975,0.56125,0.8015,0.5255,87.36636504,81.575725,404.9794368,-9.551,0.067,0,1.605,289,305.3,5.744779223,-0.0123592,1.2297188715,1.05209667525,0.58729773775,0.6005,0.467541442,0.3275,1.103,2.37725,3.555625,4.4215,5.164625,5.581625
1,3.75,0.48146925,0.225,4.2549825,1.2478347225,1.258845,0.05060416625,-12.35935,9.4665275,0.23149816,-0.9176747345,0.5615,0.8015,0.52625,87.80679399,81.5606,405.0115224,-11.171,0.047,0,1.6155262,288.5,305.84169,5.57374373675,-0.02622095,1.313815056,1.08751092,0.610609532,0.799,0.493156162,0.32125,1.09975,2.3805,3.5505,4.43125,5.17025,5.59425
1,4.25,0.447527,0.156,4.2711,1.19012833375,1.22951,0.0367986115,-13.00275,8.2520825,0.276685157,-0.89277869775,0.56225,0.80175,0.5275,88.34181734,81.55395,405.341264,-8.79,0.0465,0,1.62,289.2,306,5.754103022,-0.0257983,1.22269926675,1.096315746,0.59791496475,0.6155,0.496056448,0.321625,1.057875,2.37375,3.5485,4.430875,5.168125,5.585125
1,4.75,0.4659235,0.261,4.2358375,1.263876667,1.215605,0.03840277775,-13.5007,8.08122,0.185796334,-0.90957440025,0.56225,0.80175,0.5275,88.42192214,81.54065,405.302345275,-11.574,0.049,0,1.652,288.1,305.6,5.69212877,-0.026397075,1.27399220825,1.07083038325,0.61770392125,0.9495,0.5034928,0.322,1.016,2.367,3.5465,4.4305,5.166,5.576
