DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,PA,RH,TA,VPD,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,410.5847565,7.1744495,2068.1550795,0.436314,4.730371,-21.255641,-0.925773,0.6417715,0.07361175,-0.0924195,0.269928,0.097643,9.05744475,0.19207,101.63,84.77,4.09,0.553437,8.696667,8.9025,8.78,9.32875,10.025,-69.94718325,0,0
1,0.75,411.119294,6.82348775,2052.948395,0.150226,1.1289395,-16.8187945,-1.33382,0.59156625,0.076061,-0.0869555,0.271467,0.08702175,8.85361175,0.18799125,101.605,85.5,4.14,0.517317,8.64833325,8.88,8.776667,9.34,10.03,-68.9612675,0,0
1,1.25,411.32270875,6.7026055,2070.056649,0.3494985,3.38604675,-17.373855,-0.627177,0.55228825,0.08043,-0.08173675,0.284528,0.090765,8.70227075,0.17584875,101.605,85.6,3.66575,0.49967225,8.6716665,8.895,8.80874975,9.36,10.03875,-67.491334,0,0
1,1.75,411.3812525,6.690722,2069.806431,-0.046403,0.24445025,-17.96863625,-0.9219605,0.59815025,0.080495,-0.07629,0.287921,0.094835,8.738143,0.184215,101.635,85.8575,3.6555,0.479899,8.6133335,8.91,8.83,9.3675,10.03,-70.352113,0,0
1,2.25,411.04219925,6.68257475,2092.61704475,0.129555,2.36278875,-16.623356,-0.46977825,0.548795,0.0800395,-0.078232,0.279536,0.092675,8.5715575,0.179777,101.65,86.29,3.626,0.4769425,8.6066665,8.895,8.85375,9.3775,10.03,-68.5131945,0,0
1,2.75,411.7651775,6.63606775,2066.95230825,0.280223,2.34911475,-15.2201845,-0.239804,0.5699685,0.086129,-0.08378075,0.28801175,0.103131,8.4647705,0.180023,101.665,87.76,3.4395,0.441996,8.6033335,8.855,8.8425,9.36375,10.04,-67.6232395,0,0
1,3.25,411.768988,6.517768,2055.379845,0.35102075,3.38835075,-16.735022,-1.3465565,0.590528,0.0791905,-0.0887535,0.276891,0.093189,8.33504,0.1787665,101.625,87.7725,3.35775,0.43244625,8.565,8.815,8.8391665,9.38,10.045,-68.3531775,0,0
1,3.75,409.76863725,6.609062,2055.78052,0.29839225,5.276669,-14.13535,-0.316719,0.568054,0.0784195,-0.09032025,0.2784885,0.08758425,8.238082,0.18080825,101.62,88.45,3.4815,0.416871,8.5425,8.8125,8.81125,9.38,10.03625,-66.77816925,0,0
1,4.25,409.7923755,6.693623,2053.8843635,0.3614575,4.40541,-12.5443125,-0.274152,0.55214225,0.07426125,-0.08063525,0.280835,0.088497,8.2018895,0.1732695,101.61,88.7,3.3315,0.4106035,8.525,8.8,8.81625,9.38,10.0325,-67.957746,0,0
1,4.75,411.585281,6.586177,2070.249785,0.18148975,2.2191575,-16.12258575,-0.5190135,0.564745,0.0839,-0.0764095,0.2711115,0.0894205,8.116792,0.173037,101.6025,89.125,3.255,0.39945975,8.523333,8.77,8.81,9.385,10.03,-66.478873,0,0
1,5.25,414.4227845,6.590962,2078.771194,0.121058,0.46320575,-14.76607625,-0.4472585,0.623092,0.075481,-0.06613475,0.26593675,0.09283975,7.930361,0.15535325,101.61,89.21,3.31075,0.38112275,8.506667,8.77,8.813333,9.38,10.035,-65.774648,0,0
1,5.75,409.436651,6.641352,2087.382538,0.09182275,4.22362475,-14.45150225,-0.0208895,0.61652175,0.078934,-0.0658355,0.269647,0.10038475,7.612592,0.1734125,101.61,89.1325,3.029,0.39077,8.51,8.76,8.8066665,9.385,10.0225,-65.639371,0,0
1,6.25,410.537573,6.61353,2037.059589,0.135549,5.0510225,-12.508071,-0.779822,0.565008,0.0858275,-0.05927325,0.2716975,0.09706025,7.38446,0.16631325,101.62,88.975,2.676,0.3702175,8.4633335,8.765,8.81750025,9.38375,10.025,-68.60915475,0,0
1,6.75,411.323228,6.29583,2080.2987655,0.072418,4.03304975,-11.95738,-0.2956445,0.601591,0.088706,-0.066123,0.29164775,0.10032775,7.027431,0.176744,101.67,89.25,2.655,0.3700015,8.4466665,8.745,8.8216665,9.3625,10.0225,-67.28873275,0,0
