DOY2,HR2,CO2,H2O,CH4,FC,FCH4,H,LE,WS,USTAR,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,TAU
1,0.25,522.2158948,12.9268818,5158.1217002,3.21722520000001,138.0534314,20.045685,37.434451275,4.3202166,0.6062368,1.0024604,0.6716178,103.052,99.0592,11.454,3.3882464,21.2287434,1.094738475,9.661,9.6539998,9.6912,10.005,10.932,11.9596,0.4617844,0.208333,0.212766,0.217391,2.8220432,364.8927,368.9904638,0.00727309999999999
1,0.75,524.9329905,12.996644,4772.6271695,3.006301875,103.39588765,22.5080815,35.9391346,4.6829986,0.6706332,1.1096154,0.7692606,103.03675,99.2,11.372,3.2970156,21.1544712,1.1651669,9.665,9.6660002,9.701333,10.0093334,10.932,11.9596,-0.0499283999999996,0.208333,0.212766,0.072464,2.601108,365.150247,369.844701,0.00681987499999998
1,1.25,527.98348825,12.69143155,4613.2738425,4.5946295,110.3804954,7.852069625,39.9664758,4.4524288,0.6720328,1.1472378,0.7378374,103.060625,99.1836,11.05,3.44584300000001,21.1722278,1.1973871,9.666,9.6686666,9.699533,10.0063336,10.932,11.9596,0.110556400000004,0.208333,0.212766,0,2.5918524,364.898863,370.2558336,0.0118921
1,1.75,519.62825505,12.713098525,4541.7772504,3.7641347,258.6763735,11.6286686,42.2612218000001,4.96219980000001,0.6939634,1.1387162,0.750961,103.084875,99.18,10.899,3.2198302,21.2349698,1.0865116,9.6633336,9.6600002,9.6878664,10.0143336,10.932,11.9596,0.365399200000002,0.208333,0.212766,0.072464,2.646517,363.7531114,369.4511522,0.0088662
1,2.25,544.9481953,12.602147,4682.873739425,2.36753775,91.17741865,10.2404048,50.503625,4.9488316,0.6774642,1.1190632,0.7703822,103.091875,99.38,10.85,3.1472564,21.0837244,0.9866249,9.674,9.674,9.6926666,10.065333,10.932,11.9596,0.494203200000001,0.192708025000002,0.212766,0.275362200000001,2.384092,364.2755728,367.9383082,0.0073227
1,2.75,521.87087575,12.78386,4836.695748925,2.42527,278.660258525,13.532107525,44.725400875,4.812217,0.7063076,1.0913314,0.7575192,103.089625,99.48,10.898,3.1433152,20.9712996,0.937767575,9.6823336,9.6826666,9.705333,10.0740002,10.932,11.9596,0.223391200000001,0.208333,0.212766,0.144928,2.5792124,364.1483684,368.2401912,0.00619195
1,3.25,534.9978513,12.8428239,4646.4265445,3.083444,261.754628,10.0992096,44.3013918,4.6912552,0.701487,1.1150554,0.8092232,103.07125,99.5,10.58,2.9957444,20.8954108,0.9187609,9.683,9.685333,9.708667,10.0813336,10.9289334,11.9596,0.3892022,0.208333,0.212766,0.202898400000001,2.384615,366.3001276,368.8433662,0.00848225
1,3.75,520.232078325,13.0910461,4893.83918105,3.2904137,96.041256,8.18937422499999,34.9747826,4.6285732,0.695454,1.0748386,0.775009,103.06675,99.4,10.77,2.7114896,20.905179,1.039130175,9.6806666,9.6873336,9.7106666,10.0713336,10.9289334,11.9596,0.6308422,0.208333,0.212766,0.289855,2.4696676,365.8807694,368.0432144,0.00786405
1,4.25,532.48889075,13.479801225,4739.2952532,2.4805314,69.1828062,9.07511577499998,77.11847905,4.7731592,0.732718400000001,1.112025,0.813184400000001,103.076125,99.5,10.58,2.7776488,20.4981704,0.983520100000001,9.6813334,9.6826666,9.705333,10.0679998,10.9094,11.9596,0.500099800000002,0.208333,0.212766,0.492753400000001,2.5293896,365.0964672,366.9396314,0.00767425
1,4.75,536.324610575,13.1437031,4479.116346125,2.8198704,121.088930625,7.51992189999999,46.92953535,4.7853662,0.663504,1.1491386,0.812104600000001,103.0915,99.5,10.552,2.8011414,20.7231142,1.1015622,9.678667,9.6826666,9.7059998,10.0626664,10.927,11.9596,0.796370000000003,0.208333,0.170212800000002,0.275362200000001,2.397963,364.5285634,366.8377836,0.00865339999999998
