DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_2_1,TA_1_3_1,RH_1_2_1,RH_1_3_1
1,0.25,0.0682206,-17.415625,0.75700975,-0.931675,-0.5758525,-61.34745,-6.847335,-0.0849,-0.3483,62.3581,96.3142,383.2335,-87.756775,-0.0061,-3.5381725,-0.122001,163.08525,242.41,1.196875,-0.96066,0.091075,0.51667,1.392,2,3.8912325,5.2,-12.21045,-10.1934525,60.26595,58.183
1,0.75,0.064225,-17.53025,0.732078,-0.838814,-0.7413405,-57.05405,-8.7391,-0.09785,-0.366668,63.013375,96.3318,383.26775,-88.1775,-0.006225,-3.5704,-0.1688505,156.582,241.9245,1.1641875,-0.959592,0.083,0.5070805,1.3818,2,3.9,5.189995,-12.55025,-10.659725,59.75305,57.1585
1,1.25,0.0587824,-17.72975,0.857031,-0.74625625,-0.6049,-56.4401,-11.646,-0.1095,-0.366668,61.712875,96.3534,383.22975,-86.851175,-0.006,-3.59522,-0.1876205,160.06055,241.01,1.187,-0.9296675,0.09065,0.5283305,1.39065,2,3.89505,5.197495,-12.62775,-10.70625,58.172,55.662
1,1.75,0.07075,-17.81325,0.7869475,-0.691,-0.56275,-58.0856,-8.6152,-0.1108,-0.385,61.175875,96.388,383.30975,-87.47055,-0.005925,-3.6191,-0.1556375,162.72,240.3515,1.1672625,-0.896792,0.0818,0.515419,1.375,2,3.8833,5.19505,-12.1077,-9.8042475,60.24625,58.089225
1,2.25,0.0532736,-18.256125,0.6496,-0.863005,-0.725546,-58.7655,-7.27188,-0.11155,-0.368198,62.762875,96.397,383.35725,-88.95015,-0.006,-3.5105975,-0.146104,164.790575,239.19075,1.159575,-0.980244,0.09065,0.5292995,1.383,2,3.895005,5.180855,-11.560525,-10.263275,60.064975,57.97495
1,2.75,0.060989575,-18.2785,0.86206225,-0.83761875,-0.48648,-59.4388,-9.98715,-0.112,-0.3782,63.372625,96.4486,383.332,-88.0735,-0.005025,-3.59457,-0.13947625,165.4275,238.53875,1.1698625,-0.95786,0.09065,0.51667,1.3738,2,3.897495,5.180855,-11.278,-10.4309775,56.734225,54.461275
1,3.25,0.064125,-18.540875,0.773575,-0.836232,-0.525225,-60.9583,-9.381945,-0.1004,-0.380002,61.99575,96.3994,383.273125,-86.9265,-0.005,-3.64051,-0.14679,159.74,237.426,1.124375,-0.95115875,0.09065,0.51667,1.3738,2,3.9,5.16169,-11.53205,-10.51655,57.580525,55.237
1,3.75,0.064547,-18.661625,0.79042,-0.64246875,-0.44584,-61.84685,-6.454,-0.11325,-0.3898,61.713125,96.3512,383.27525,-88.6594,-0.00575,-3.60235,-0.153505,160.8431,236.16575,1.1194375,-0.720358,0.09065,0.51667,1.375,2,3.9,5.19505,-11.96095,-11.0453,58.945725,56.68425
1,4.25,0.063175,-18.44675,0.81303325,-0.8272445,-0.48336275,-61.9852,-8.9367925,-0.11605,-0.3966,63.32175,96.3288,383.290625,-87.275,-0.006,-3.54795,-0.158058,161.076,235.499,1.083425,-1.095575,0.0818,0.5082805,1.39065,2,3.897495,5.14745,-12.045,-11.001275,59.166,56.86275
1,4.75,0.05952965,-18.4499,0.7827865,-1.100825,-0.73581,-55.9963,-9.480325,-0.1067,-0.3898,62.621875,96.3134,383.35375,-84.121,-0.005025,-3.539,-0.223742,160.8125,235.386,1.103125,-0.84694125,0.0818,0.50833,1.3818,2,3.89505,5.164195,-12.36875,-11.04305,59.446775,57.189725
