DOY2,HR2,LE,USTAR,TA_1_1_1,WS,FC,H,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.11825,0.34725,-19.10925,1.513,0.26225,-0.806,77.97975,382.46275,0.2725,-1.74325,0,-0.50275,0.15525,0.65325,1.1385
1,0.75,0.2165,0.35575,-19.0805,1.58725,0.2345,1.17225,77.334,382.522,0.28,-1.71975,0,-0.40025,0.083,0.6845,1.11575
1,1.25,0.07175,0.37275,-19.14925,1.469,0.266,-0.76,77.3515,383.13175,0.27,-1.49875,0,-0.31675,0.0865,0.68425,1.164
1,1.75,0.1095,0.32,-19.63175,1.51625,0.226,0.281,77.71125,383.16475,0.28,-0.84575,0,-0.2625,0.081,0.659,1.16
1,2.25,0.3045,0.3545,-19.771,1.5585,0.27425,1.2785,77.477,383.19425,0.27,-1.08825,0,-0.206,0.1265,0.747,1.104
1,2.75,0.26325,0.324,-20.1475,1.5025,0.2865,0.046,77.70925,383.107,0.2625,-1.12575,0,-0.26375,0.17725,0.71275,1.098
1,3.25,0.1775,0.35575,-20.7295,1.54775,0.239,-0.82575,77.25425,383.14375,0.26,-1.25925,-6.528,-0.211,0.1605,0.625,1.095
1,3.75,0.0805,0.352,-20.667,1.5565,0.25325,0.5035,77.8325,383.20075,0.2625,-1.216,-6.2405,-0.18975,0.13975,0.58925,1.0715
1,4.25,0.078,0.322,-20.7705,1.72275,0.269,-0.5025,72.0715,383.311,0.235,-1.2135,-0.186,-0.216,0.171,0.5775,0.7105
1,4.75,0.1075,0.31875,-20.81525,1.55075,0.2545,1.3535,72.13525,383.3145,0.235,-2.1705,-0.16,-0.189,0.1425,0.736,0.7055
1,5.25,0.124,0.31225,-20.9245,1.54625,0.282,-0.41,72.16475,383.372,0.2375,-2.23175,-0.15525,-0.2825,0.1285,0.6535,0.78525
1,5.75,0.05625,0.3315,-21.08,1.5045,0.17925,0.27,71.9215,383.3185,0.2275,-1.94525,-0.153,-0.20075,0.07575,0.59325,0.7225
1,6.25,0.0665,0.32125,-21.06975,1.57125,0.2925,-0.088,72.2895,383.1735,0.2275,-1.40825,-0.149,-0.304,0.147,0.57025,0.7945
1,6.75,0.022,0.34,-21.00275,1.55275,0.22075,1.695,72.5865,383.2625,0.2275,-1.60075,-0.157,-0.30975,0.119,0.5645,0.759
1,7.25,0.103,0.3725,-21.30175,1.56,0.303,-1.15,72.9665,383.38,0.2275,-1.864,-0.15325,-0.40625,0.124,0.613,0.78125
1,7.75,0.04575,0.343,-21.401,1.571,0.25275,0.556,72.78625,383.513,0.22,-2.204,-0.14325,-0.59075,0.12075,0.7185,0.81
1,8.25,0.094,0.331,-21.489,1.478,0.271,1.13,72.567,383.299,0.2375,-1.35925,-0.13125,-0.4775,0.2285,0.693,0.778
1,8.75,0.09675,0.326,-21.617,1.486,0.2375,-0.9165,72.84275,383.401,0.23,-1.478,8.67361737988404e-19,0.928,3.16,1.7025,0.74675
1,9.25,0.072,0.329,-21.6875,1.47475,0.185,4.582,73.056,383.646,0.235,-0.49475,7.4735,12.66875,18.4205,8.0855,0.73225
1,9.75,0.15175,0.3245,-21.41575,1.5675,0.25025,5.705,73.58475,383.478,0.24,5.45025,42.7185,48.8345,45.7415,21.546,0.808
1,10.25,0.40125,0.38,-21.279,1.716,0.265,10.053,73.686,383.24,0.255,14.86775,76.56675,95.89075,77.386,40.066,0.86475
1,10.75,0.406,0.3955,-20.975,1.6615,0.484,17.7245,74.291,383.2665,0.27,23.41975,118.37975,136.698,117.0345,60.94975,0.858
1,11.25,0.7875,0.43,-20.29,1.7485,0.5265,29.316,73.29375,382.654,0.2975,36.82075,171.00175,169.04675,149.296,75.427,0.888
1,11.75,0.89675,0.4575,-19.516,1.8055,0.468,41.353,72.626,382.4175,0.33,52.22825,192.68725,192.00575,173.86575,81.691,0.911
1,12.25,1.13525,0.4545,-18.57825,1.866,0.39325,53.148,71.635,382.21875,0.355,62.74475,228.48725,209.9475,192.57225,88.27,0.93
1,12.75,1.1965,0.5025,-18.023,1.9975,0.4415,59.90675,71.609,382.18975,0.375,64.72625,266.17075,216.37675,201.772,90.9915,0.96075
1,13.25,1.29625,0.5005,-17.61675,2.0075,0.50275,54.39475,70.705,382.03325,0.395,67.158,258.0095,220.971,197.20675,87.636,1.014
1,13.75,1.06425,0.522,-17.40925,2.0625,0.43,56.097,71.7535,381.459,0.41,57.1065,252.6875,194.09275,176.8845,78.90575,1.04375
1,14.25,0.787,0.4755,-17.35675,2.0265,0.363,50.409,71.4525,382.094,0.41,49.59625,220.61775,174.155,151.263,67.966,1.072
1,14.75,0.576,0.49,-17.3595,2.0445,0.385,39.194,72.1415,381.465,0.415,33.131,164.0775,143.329,125.16875,56.047,1.074
1,15.25,0.561,0.4705,-17.85125,1.964,0.456,24.32475,72.468,381.549,0.42,18.43025,101.421,115.77725,91.3545,41.714,0.968
1,15.75,0.413,0.4445,-17.70675,1.994,0.37575,15.16825,72.6215,380.95075,0.405,7.25275,59.1995,76.67875,59.61175,30.41,0.93275
1,16.25,0.39125,0.399,-17.75925,1.7385,0.22075,7.13725,73.3255,380.909,0.38,-0.693,20.625,32.22975,32.22875,11.759,0.933
1,16.75,0.209,0.3825,-18.13475,1.6885,0.268,0.4755,74.213,381.415,0.365,-1.8895,0.79775,5.9475,11.271,2.761,1.0115
1,17.25,0.106,0.3795,-18.11625,1.7715,0.3425,-0.611,74.477,381.4355,0.34,-1.8805,-2.11725,-0.255,1.11125,0.723,1.01
1,17.75,0.227,0.39,-17.836,1.717,0.2465,1.623,75.3245,381.5795,0.33,-1.92775,-2.70975,-0.84175,0.2175,0.6695,0.996
1,18.25,0.1595,0.3875,-17.90725,1.755,0.3245,-1.1025,75.5665,381.606,0.325,-1.9225,-0.125,-0.689,0.1405,0.52775,1.048
1,18.75,0.203,0.375,-17.89125,1.7045,0.2385,0.703,75.883,381.9415,0.3,-1.6245,-0.129,-0.45275,0.13875,0.62375,1.0235
1,19.25,0.37275,0.3815,-17.92,1.7475,0.25675,3.6375,75.7355,382.033,0.29,-1.5725,-0.123,-0.658,0.10525,0.638,0.999
1,19.75,0.28725,0.394,-18.177,1.7875,0.27525,0.9625,75.672,382.10525,0.3,-1.41725,-0.128,-0.542,0.131,0.691,0.98625
1,20.25,0.178,0.408,-18.3605,1.7,0.30175,0.41275,76.0825,382.26225,0.29,-1.06525,-1.33125,-0.674,0.12175,0.666,0.9695
1,20.75,0.09875,0.3975,-18.9325,1.6745,0.24525,1.628,76.216,382.237,0.31,-0.62025,-0.934,-0.6205,0.13375,0.726,0.9695
1,21.25,0.21525,0.4055,-18.97675,1.682,0.349,-0.72,76.433,382.18725,0.32,-0.55375,-1.246,-0.52925,0.1015,0.62725,0.9305
1,21.75,0.164,0.3925,-19.40725,1.755,0.261,0.879,76.222,382.277,0.325,-1.12,-0.545,-0.3645,0.1275,0.712,1.0625
1,22.25,0.243,0.4095,-19.6645,1.633,0.237,1.128,76.2095,382.35,0.3,-1.01925,0,-0.4235,0.1955,0.632,1.07925
1,22.75,0.148,0.3575,-20.0795,1.5805,0.189,-0.446,75.7575,382.408,0.29,-1.2025,0,-0.33775,0.12875,0.641,1.0875
1,23.25,0.167,0.3385,-20.1615,1.5495,0.209,-1.8705,75.739,382.563,0.29,-1.08825,0,-0.4825,0.0945,0.68075,1.1065
