DOY2,HR2,USTAR,WS,TA_1_1_1,RH_1_1_1,VPD_1_1_1,PA_1_1_1,TA_1_2_1,RH_1_2_1,NEE,FC,H,LE,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,CO2,H2O,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,CO2_SIGMA,H2O_SIGMA,G,SG,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,NETRAD,TA_1_3_1,RH_1_3_1,TA_1_4_1,TS_2_1_1
1,5.25,0.11294255,2.145404,-1.741816,40.601,3.2324,81.74486,-3.608115,65.34171,0.13849892,0.055681,-8.8874284,-0.00866114,0,1.096273,224.87115,289.5992,0,0,405.94205,2.8855775,0.0875,0.379,1.057,2.106,3.633,0.356393,0.030289915,-21.20994,-3.861374,-0.015716565,0.45907085,0.45322395,0.1231319,-1.391955,0.50691295,-78.024835,-3.69585,64.47218,-3.7214735,-1.759418
1,5.75,0.1262793,2.058552,-2.1533268,40.33167,3.07997362,81.7285,-3.9014385,65.990455,0.113946785,0.0513589,-7.208014,0.29908448,0,1.099475,223.78535,289.8099,0,0,405.6229,2.924175,-0.00976092,0.396,1.052,2.106,3.621,0.3878284,0.02802524,-22.89104,-4.722946,-0.0182884,0.43684355,0.41678375,0.11654755,-1.7347275,0.4455227,-78.101985,-4.064912,63.88386,-3.9019925,-1.780264
1,6.25,0.119429,2.1125,-2.2151079,40.66161,3.20495481,81.7175,-3.909,65.56,0.12054434,0.064292205,-9.3166225,0.050721205,0,1.000475,224.64815,288.85,0,0,405.69,2.915581,-0.4325063,0.3705,1.049,2.1065,3.6265,0.3585752,0.03230743,-20.62325,-5.047283,-0.015584525,0.41940515,0.42918385,0.12492305,-1.745978,0.466694,-75.711525,-3.939746,63.95219,-3.8938265,-1.846138
1,6.75,0.1202544,2.181609,-2.4897901,39.50227,3.2188339,81.719,-3.953,68.28085,0.14111898,0.1063578,-12.1143,-0.03898543,0,1.0262825,225.5773,288.40895,0,0,405.8544,2.911593,-0.14,0.394,1.065,2.109,3.637,0.37522205,0.033397755,-23.12276,-3.652365,-0.016412185,0.4319838,0.4484446,0.1324714,-2.1640425,0.49891005,-78.5881,-4.193841,64.17933,-4.299426,-1.850169
1,7.25,0.1109856,1.947567,-2.5822708,40.23596,3.20782952,81.728,-4.419,70.89,-0.00237951,0.04047025,-6.4018834,0.1106006,0,1.044596,224.1895,287.68,0,0,405.38805,2.714885,-0.229,0.381,1.051,2.108,3.618,0.36364935,0.032876055,-22.64648,-3.430032,-0.0147239,0.43177035,0.44792595,0.1349078,-1.961784,0.519663,-77.72099,-4.495426,63.81158,-4.313826,-1.680124
1,7.75,0.10506825,2.072908,-2.6624855,39.39875,3.204849045,81.717595,-4.5485015,70.895,0.133172305,0.071417525,-7.95410815,0.02354975,0,1.131381,225.25,288.5612,0,0,405.8783,2.657264,-0.2601455,0.4555,1.066,2.11,3.632,0.3550758,0.032282225,-22.312515,-4.985594,-0.01479708,0.48899915,0.4005052,0.1348342,-2.002552,0.4960752,-77.955205,-4.257754,63.24928,-4.3564005,-1.990945
1,8.25,0.1135753,1.9558035,-2.79404915,38.14643,3.08973,81.73672,-4.654035,70.61,0.16382231,0.046895675,-8.8295553,-0.08931655,0.1786255,2.105725,224.15,289.7936,2.10424,0.52584,405.9021,2.682985,-0.4368205,0.37,1.048,2.105,3.619,0.3947144,0.032353405,-25.424575,-5.000126,-0.01511344,0.4921137,0.4246719,0.12082975,-2.1877795,0.45316395,-78.308605,-4.657491,62.48961,-4.68972,-2.094283
1,8.75,0.10729215,2.0231205,-2.6209715,41.571155,3.03742325,81.78197,-4.357,70.25,0.12577041,0.04276424,-7.592855,-0.1218282,25.320775,10.90351,226.29,293.8358,40.25266,11.30556,405.89,2.759991,-0.4275746,0.3895,1.057,2.108,3.635,0.42627085,0.04059378,-26.184915,-8.8627545,-0.01610086,0.509963,0.41127975,0.12922865,-1.8780475,0.4238606,-60.18057,-4.3667925,64.679965,-4.310057,-2.233968
1,9.25,0.1263579,1.795628,-2.3173566,42.85384,3.23638299,81.81313,-3.295856,65.845,0.204036945,0.113998595,-6.5700447,0.8794189,97.896745,27.98827,224.2846,299.1193,165.90844,37.59756,406.4,2.807596,-0.48503535,0.382,1.047,2.108,3.629,0.3916625,0.04404126,-22.9303,-6.347947,-0.02359392,0.48174525,0.5031935,0.14081675,-1.6164565,0.43388805,-13.91,-3.5017415,59.77583,-3.403829,-2.072146
1,9.75,0.1534028,1.5624075,-1.225519,37.585275,3.50184,81.84157,-1.636491,55.365,0.22305757,0.1772183,0.981755,5.12889687,186.6605,51.35182,231.1531,306.98705,359.5348,69.1104,406.56,2.82036,-0.5808139,0.383,1.0485,2.107,3.627,0.5249282,0.05868038,-10.71573,2.94426,-0.036891535,0.50538605,0.5647811,0.20200045,-0.83869355,0.37994045,37.407855,-1.6811875,54.47849,-1.548415,-2.156411
1,10.25,0.1970173,1.645593,-0.123793,35.083755,3.90294283,81.85926,-0.1657873,48.445,0.08417374,0.06588683,18.36852605,9.1631675,274.24075,67.747725,231.33175,313.165,560.1632,97.76868,407.578,2.7188615,-0.493503,0.388,1.047,2.108,3.619,0.4787294,0.06186013,-0.26040365,11.05867,-0.0476229,0.54982755,0.5240041,0.2507984,-0.000551009999999998,0.34027395,98.47458,-0.5109977,50.07303,-0.39264425,-1.628296
1,10.75,0.2218351,1.744028,0.3466842,32.609025,4.083418,81.91088,0.418,46.36,-0.121703045,-0.070737745,30.83909615,14.94981141,352.9556,81.978755,235.3979,318.96,731.2234,132.45534,408.0695,2.589695,-0.4077992,0.3945,1.054,2.1055,3.629,0.4541891,0.05594793,10.24512,16.439,-0.05281646,0.67295775,0.65600455,0.3044695,0.4857879,0.42237605,167.1952,0.3509784,46.45858,0.4301169,-1.5233645
1,11.25,0.2468157,2.028619,0.81888185,33.95017,4.160525,81.9295,1.096,44.56891,-0.23795224,-0.06895159,45.8679886,17.499942355,424.3393,101.7944,235.02,325.1685,872.534,181.18944,409.125,2.7043665,-0.311,0.401,1.058,2.108,3.629,0.4423411,0.054427075,22.75707,21.68076,-0.06666166,0.73812595,0.70900535,0.3276393,0.98179785,0.4504987,211.7859,1.0701005,47.3895,1.151867,-1.23868
1,11.75,0.2639401,2.013133,1.3265825,31.53782,4.406653,81.951,1.598,43.978725,-0.44425517,-0.26366791,62.7022944,20.49134,486.6791,109.8639,236.8,330.1929,982.4624,186.14736,409.375,2.691268,-0.2497245,0.394,1.058,2.109,3.6205,0.445661,0.05987079,24.53611,19.09798,-0.08877195,0.7809256,0.7634201,0.36180735,1.5177375,0.50309055,259.87105,1.3390595,45.61248,1.315117,-0.96095425
1,12.25,0.2728809,2.258046,1.8037707,31.417805,4.5198785,81.957,1.81,42.955,-0.48681224,-0.17150248,83.3380138,20.93160901,521.3093,114.8,238.3065,334.0632,1079.33,202.09158,409.5884,2.6440665,-0.127648725,0.403,1.054,2.106,3.629,0.5009549,0.0668379,30.76417,24.0238,-0.090127145,0.7866189,0.84626045,0.3898636,1.918698,0.52880605,292.29445,1.937677,44.94776,1.915338,-0.7693535
1,12.75,0.2915904,2.322339,1.929435,31.42938,4.74527,81.95901,2.143141,41.21,-0.46107821,-0.18290465,86.1070235,21.92888194,557.681,115.1061,239.79,337.3221,1137.0152,219.23772,409.705,2.585491,0.024509015,0.4,1.051,2.102,3.616,0.4757848,0.05771216,41.48284,26.0448,-0.097584655,0.86104265,0.9321125,0.4102247,2.3078385,0.54905045,316.0196,2.4513375,43.9485,2.4988155,-0.5504571
1,13.25,0.2983706,2.32279,2.2752365,31.914655,4.879887,81.912,2.3551,40.6,-0.49954006,-0.23737405,88.3832295,25.4211022,562.9914,110.7726,241.05,339.9098,1164.4066,225.88584,409.45,2.43098,0.12983515,0.411,1.053,2.105,3.632,0.466324,0.06427477,31.89256,18.37872,-0.13162475,0.91865085,0.940403,0.4338574,2.333522,0.55552955,312.95215,2.615522,43.79461,2.6662395,-0.1136794
1,13.75,0.29971755,2.343195,2.714829,32.02319,4.88282,81.868965,2.984,40.1836,-0.65584363,-0.25643777,93.76902,26.81584,552.876,107.68165,241.9003,339.46265,1154.9738,232.83444,409.5,2.5858775,0.158,0.416,1.053,2.102,3.633,0.474755,0.05159504,48.60146,23.26913,-0.11122285,0.8901468,0.9568859,0.43564115,2.7383555,0.5679981,319.3184,2.952267,41.6898,2.648397,0.1653156
1,14.25,0.3116566,2.317149,2.871234,31.8775,5.098915,81.83766,3.038386,40.8,-0.61729195,-0.2666048,86.9106566,28.1783,529.1892,104.5593,242.6222,341.3588,1113.9774,211.96986,409.8,2.7094625,0.146,0.431,1.055,2.111,3.633,0.45844105,0.06277029,47.07646,15.14509,-0.1113137,0.89406965,0.9635402,0.43313165,2.9125695,0.56940265,307.3933,3.3031195,40.81968,3.2651685,0.4652226
1,14.75,0.3040259,2.344326,2.9386245,31.791095,5.120107,81.8285,3.2134605,40.62143,-0.575244555,-0.21038702,78.30546275,28.174922275,480.1137,92.55402,242.6573,339.63875,1043.4128,198.86142,409.48,2.59708,0.232,0.419,1.054,2.105,3.632,0.4268763,0.056930945,42.10467,13.824615,-0.1255479,0.95176605,0.8714108,0.4183941,3.2854755,0.493163,282.3895,3.231457,41.09148,3.211592,0.77012815
1,15.25,0.3105387,2.513032,3.0455429,32.92009,5.199312,81.797,3.366,40.47,-0.4440667,-0.19146479,66.64932,22.67762,444.49285,85.14063,243.4499,338.09435,962.5084,177.471,409.35,2.857981,0.235,0.414,1.052,2.103,3.628,0.4454619,0.05830879,44.65603,18.964155,-0.1112934,0.939708,0.8736383,0.4186325,3.419007,0.5073376,249.1068,3.4255135,39.629785,3.25524,0.8787808
1,15.75,0.3250058,2.467274,3.179086,31.75864,5.308592,81.8165,3.308818,39.86,-0.41975976,-0.17607983,60.40345325,23.522269775,386.95205,69.69446,241.49,335.7842,843.51,164.5128,408.73145,2.577155,0.255,0.429,1.053,2.1085,3.6255,0.417448,0.05302794,20.86497,0.7923307,-0.1274634,0.90711435,0.90655015,0.42389415,3.4242745,0.4376071,201.9348,3.24397,40.36561,3.2016615,0.92653
1,16.25,0.2839648,2.3769475,3.217461,31.34107,5.33351943,81.84,3.4565325,39.795,-0.26776353,-0.125293295,48.409436,21.44899087,299.7317,53.35561,241.0551,331.18,695.1248,119.79762,408.39,2.539033,0.257,0.4315,1.0505,2.101,3.625,0.3662662,0.05307086,-2.842813,-10.00538,-0.09455616,0.8667486,0.79571635,0.37706565,3.6653905,0.3469546,146.7315,3.3662905,40.43196,3.307163,0.5028923
1,16.75,0.27690975,2.3201995,3.245666,30.6396,5.47305946,81.87,3.344,40.27,-0.222679525,-0.04466785,29.61694,17.32349911,212.8414,38.18672,237.6508,325.6,522.432,84.02172,408.27,2.502272,0.257,0.4345,1.0515,2.102,3.626,0.3326173,0.05302991,-3.4907245,-8.003692,-0.09174519,0.81306645,0.8086305,0.35892,3.5386725,0.2897285,82.029365,3.1835765,41.465255,3.222609,0.3032591
1,17.25,0.2438377,2.047827,3.0964295,29.82095,5.32036545,81.895,2.916325,41.44,-0.03573703,0.031964295,11.08686,10.90613508,134.1441,21.342385,235.0827,319.8373,312.3708,53.0535,408.025,2.6206075,0.2615,0.436,1.058,2.113,3.634,0.35720705,0.05444667,-1.961195,-5.819736,-0.08809217,0.754796,0.6816902,0.3255277,3.1890235,0.20156295,19.99026,2.7827115,41.195605,2.7921465,0.1685028
1,17.75,0.198164,2.033201,2.466493,32.65071,5.18442991,81.891075,2.347,43.25,-0.01136975,0.04777821,0.4793886,5.949296,52.05599,8.943964,232.7213,314.52345,134.5988,28.09488,407.4674,2.8304885,0.259,0.452,1.058,2.113,3.627,0.32057,0.03169279,-4.556143,-3.6575515,-0.05206169,0.61741085,0.54553905,0.2482024,2.8668875,0.17013135,-30.76753,2.2586445,41.43734,2.1417525,0.02625467
1,18.25,0.14255015,1.6601385,1.8620756,33.46497,4.760159,81.89619,1.75188,46.275,-0.003863655,0.07001869,-2.8684385,1.569943245,8.3500395,2.313979,232.04,309.0239,25.68624,6.46032,406.985,2.657577,0.2435,0.439,1.052,2.097,3.626,0.3656591,0.03026326,-5.8058345,-3.479121,-0.02422926,0.5273157,0.49623355,0.1679713,2.505816,0.22341605,-78.21842,1.468918,43.763495,0.97299015,0.06972268
1,18.75,0.1243199,1.814422,1.2826116,33.64136,4.572386785,81.86,0.684,49.46,0.07268776,0.080146,-4.794963,0.535162,0,1.154712,230.51,304.6804,0.97956,0.1878,406.4019,2.546636,0.269,0.443,1.058,2.102,3.624,0.347157,0.03323058,-15.34018,-10.67374,-0.017889685,0.493241,0.5189593,0.10369245,1.853861,0.26414255,-99.1143,0.286883655,46.65213,-0.0054088635,0.1064381
1,19.25,0.1239619,2.188265,0.8906907,33.09318,4.432172255,81.873435,-0.155,52.37,0.14972785,0.058642795,-9.29829205,0.512014425,0,1.17595,229.5613,303.6591,0.03628,0,406.67585,2.41667595833333,0.271,0.443,1.057,2.0995,3.6215,0.3182817,0.03205503,-18.9505,-10.79737,-0.01821917,0.5028094,0.4794695,0.11673775,1.2838189,0.31849515,-92.94076,-0.6542742,48.48439,-0.7276791,0.1080558
1,19.75,0.14295405,2.3029605,0.6076038,33.96684,4.301721,81.85422,-1.013,55.52,0.21390352,0.16659961,-12.13919795,0.6503663,0,1.143611,230.125,302.06605,0,-0.03756,406.56,2.4820865,0.271,0.447,1.065,2.103,3.622,0.3071539,0.031714345,-23.07312,-11.869935,-0.02447779,0.44787235,0.52975455,0.1414007,1.078234,0.32721255,-94.86116,-0.9756605,49.39626,-0.96527295,-0.03830885385
1,20.25,0.1411803,2.279941,0.4440365,34.44994,4.231028,81.846095,-1.2754885,54.82,0.17902889,0.1476946,-12.14383,0.26131969,0,1.195707,230.15,301.14,0,-0.03756,406.465,2.347325,0.22985875,0.4345,1.0685,2.1045,3.6195,0.3687842,0.034591925,-21.77903,-9.5624995,-0.02542992,0.49891855,0.4482822,0.13252295,1.20135,0.39732165,-90.535605,-1.1798798,51.577555,-1.2153305,-0.2169745
1,20.75,0.1221098,2.347076,0.0133024,34.440725,4.058948,81.862,-1.544,56.645,0.19703351,0.101958995,-11.1482787,0.41798017,0,1.181122,226.8631,299.75,0,0,406.275,2.414525,0.2265,0.454,1.069,2.103,3.622,0.4402503,0.0429169,-19.749275,-7.394014,-0.01936725,0.43787235,0.50384165,0.1253832,0.69947445,0.5169757,-89.78893,-1.922733,53.265865,-1.9848325,-0.2765514
1,21.25,0.133389,2.352252,-0.1025449,33.78344,3.876669,81.865325,-1.6015,58.53947,0.21024737,0.142116045,-12.9511422,0.31153129,0,1.082755,228.51,299.0364,0,-0.01878,406.1317,2.413487,0.2365,0.456,1.071,2.107,3.623,0.3839435,0.04408294,-22.93758,-8.371682,-0.021949,0.4558764,0.46645615,0.12381255,-0.06229055,0.52560325,-85.204035,-2.372474,52.73214,-2.4270145,-0.2668557
1,21.75,0.1240617,2.458869,-0.26976655,33.30836,3.904893,81.85383,-1.7918325,58.365,0.196660375,0.1280242,-15.279715,0.32193885,0,1.236643,229.64575,299.0805,0,0,406.3482,2.476669,0.205629,0.434,1.07,2.101,3.6205,0.4139537,0.033999195,-24.324465,-8.763825,-0.01983224,0.49206525,0.43921395,0.13082615,0.34400555,0.47498865,-83.52374,-2.4526795,54.08202,-2.482607,-0.4215531
1,22.25,0.1376198,2.403666,-0.2958534,32.632285,3.86979,81.817205,-1.907,58.915,0.224648935,0.11710834,-12.58814,0.25647218,0,1.1512165,228.945,298.61,0,0,406.065,2.501265,0.17049795,0.435,1.0625,2.102,3.6155,0.4246865,0.039435275,-26.51164,-9.124393,-0.0206094,0.4610401,0.4966016,0.1224435,0.45779495,0.5954388,-81.47318,-2.4039705,53.653985,-2.473763,-0.59719
1,22.75,0.1482741,2.34863,-0.51210115,34.13423,3.865018,81.81647,-2.014166,57.59,0.21556912,0.14472883,-15.07036695,0.35743343,0,1.0837525,230.591,298.53605,0,0,406.1,2.561702,0.22,0.454,1.071,2.1,3.618,0.4293494,0.04474446,-25.6518,-8.552102,-0.02122859,0.53153465,0.48147665,0.1250534,0.3522448,0.61752115,-82.86609,-2.617933,55.570635,-2.538536,-0.68511225
1,23.25,0.140538,2.408586,-0.61203935,35.16066,3.70272145,81.79156,-2.122,58.27762,0.25142439,0.17306474,-14.47563,0.3223482,0,1.1157115,228.84255,296.745,0,0,406.08,2.59175,0.1825,0.438,1.0635,2.099,3.6205,0.3757438,0.03842748,-25.611635,-8.7478435,-0.01811811,0.4697779,0.4442308,0.13227465,0.21251805,0.48425365,-85.41834,-2.516101,53.98567,-2.527539,-0.7913965
1,23.75,0.1261253,2.4892395,-0.46819785,36.05403,3.756912,81.806,-2.1465,59.195,0.18004368,0.1165169,-13.79813,0.13462495,0,1.013839,228.24,296.41,0,0,405.8769,2.623844,0.14,0.415,1.055,2.099,3.616,0.3784441,0.03441744,-21.90094,-5.620654,-0.01612022,0.4668575,0.4273791,0.15488965,0.24792935,0.46292645,-81.31163,-2.44947,55.08387,-2.4906265,-0.5567092
2,0.25,0.158866,2.655717,1.403955,36.74023,4.325301,81.6706,-0.6,46.26,0.256258495,0.1997209,-19.772668,2.392608235,0,1.215867,228.2,303.6509,0.03628,-0.03756,406.7374,3.252006,0.603,0.628,1.126,2.025,3.45,0.38135115,0.049257785,-25.114195,-9.5332575,-0.02368462,0.4525109,0.46389635,0.1684136,2.5177005,0.45843715,-86.6112,-0.06276993,59.669125,-0.11133555,2.085065
2,0.75,0.1540336,2.484712,1.192498,38.574245,4.24138574,81.691135,-1.054,47.11,0.2270421,0.1906265,-18.1441653,1.85676897,0,1.332677,232.04,302.40135,0.03628,-0.03756,406.43055,3.228661,0.594,0.613,1.124,2.0055,3.427,0.5327374,0.06159594,-21.552485,-8.4840025,-0.02769095,0.50440705,0.51163265,0.15412575,2.6438125,0.4617026,-86.430815,-0.079313825,61.226415,-0.11779255,1.903665
2,1.25,0.1409923,2.55581,1.2585549,37.410635,4.29041087,81.70532,-0.908,47.79,0.27778995,0.13668059,-16.90649,1.74272659,0,1.2197975,228.94,301.3872,0.03628,-0.03756,406.72145,3.168189,0.603,0.6265,1.126,2.0255,3.4525,0.4655012,0.05348789,-20.21255,-5.041505,-0.02467554,0.42898335,0.4518359,0.15507965,2.6066175,0.46951875,-86.35125,-0.1904688,61.02951,-0.23466535,1.8367475
2,1.75,0.1332338,2.43414,1.122892,38.03142,4.26076668181818,81.7098,-1.035,47.01,0.19446991,0.130143375,-17.5215174,2.21561589,0,1.25954,229.7,301.21,0.03628,-0.03756,406.5315,3.2524675,0.583,0.599,1.123,2.0415,3.4585,0.4874567,0.04508481,-18.70075,-7.9247375,-0.019474265,0.46064215,0.4899734,0.1637222,2.491187,0.4769227,-83.96851,-0.5158201,60.327785,-0.33994595,1.762435
2,2.25,0.1326411,2.389989,1.274389,38.3092,4.368248415,81.71819,-1.22,47.3561,0.24115153,0.19172749,-17.62009,2.988470135,0,1.221797,227.52,301.07,0.03628,-0.03756,406.62,3.203102,0.578,0.596,1.125,2.05,3.453,0.56541365,0.058087165,-16.30143,-5.058742,-0.018107745,0.43594165,0.45454635,0.12448265,2.6145195,0.54365765,-85.78496,-0.5425736,59.392,-0.5825501,1.889331
2,2.75,0.137637,2.406002,1.0739832,39.578565,4.01800575,81.70378,-1.4905,51.23733,0.190414775,0.13653823,-15.2358062,1.437817,0,1.187823,227.60535,300.93,0.03628,-0.03756,406.84,3.258149,0.5685,0.575,1.127,2.04,3.452,0.48440945,0.05303469,-18.25813,-6.432579,-0.02253352,0.51841455,0.5043549,0.1481701,2.596756,0.60511745,-81.03185,-0.563078,58.297695,-0.57634235,1.8028095
2,3.25,0.1179312,2.355251,1.0934091,39.13697,4.14525151,81.693265,-1.588,50.33,0.213236,0.143672815,-13.2353859,1.45399247,0,1.34835,226.69745,299.97,0.03628,-0.03756,406.59,3.189305,0.5505,0.573,1.127,2.041,3.452,0.5184308,0.05754727,-21.09398,-8.183598,-0.01789143,0.45539565,0.494474,0.14459505,2.505624,0.6473837,-81.33982,-0.4761985,59.41446,-0.4637201,1.829771
2,3.75,0.1301805,2.4111955,0.87029145,39.25806,3.8987225,81.70148,-1.924,51.19018,0.29401696,0.14558185,-13.8710805,0.96605602,0,1.1185005,226.938,299.0036,0.03628,-0.03756,406.535,3.2644855,0.519,0.572,1.12,2.0385,3.4505,0.4205939,0.045239125,-23.08528,-5.955577,-0.017921415,0.42621675,0.5026302,0.1254973,2.230528,0.48419545,-82.05081,-0.79252845,60.62929,-0.6849943,1.5908675
2,4.25,0.13306055,2.3640935,0.68704405,40.45261,3.78978785,81.676,-1.809433,52.34,0.202454435,0.16519415,-16.28831,1.14658886,0,1.363282,226.3288,298.59255,0.03628,-0.03756,406.31,3.1986615,0.5133829,0.559,1.104,2.025,3.449,0.48941065,0.057681555,-23.705145,-7.9487245,-0.01912429,0.48095865,0.44320605,0.132044,2.306989,0.5569207,-79.73402,-0.38636845,61.93184,-0.2070786,1.4718415
2,4.75,0.1311317,2.498713,0.5455126,40.521665,3.978465035,81.67289,-1.887,51.85,0.19418018,0.17928679,-15.85401,1.09269503,0,1.2739485,227.47,298.06,0.03628,-0.03756,406.08,3.246349,0.511,0.5595,1.1135,2.037,3.451,0.4187618,0.04553974,-18.50713,-7.560988,-0.01646857,0.4593684,0.4421236,0.1279977,2.4649715,0.5193237,-78.46933,-0.80151795,63.559795,-0.39966115,1.376801
2,5.25,0.1313111,2.328099,0.7053985,39.751085,3.97464467,81.639465,-1.929,52.39,0.24040081,0.172138,-16.03355,1.60103425,0,1.2341155,227.5,297.21885,0.03628,-0.03756,406.1682,3.164789,0.4695,0.524,1.105,2.024,3.45,0.36982,0.055906195,-20.516545,-6.6432315,-0.02096061,0.4514868,0.4104484,0.11879915,2.3428755,0.4544285,-80.22599,-0.4214732,62.43655,-0.33396165,1.515804
2,5.75,0.116613,2.28368,0.4894327,41.54388,3.84468143,81.66416,-2.264,52.07,0.1410179,0.10819021,-11.86899,1.3849785,0,1.191015,226.62805,297.14,0.03628,-0.01878,406.1,3.19427,0.444,0.515,1.113,2.0525,3.454,0.42703,0.04502047,-19.424105,-5.3510595,-0.017277895,0.4475617,0.4444573,0.1242946,2.0033875,0.4694059,-81.40303,-0.2353859,63.29901,-0.19648515,1.387345
2,6.25,0.1216181,2.30265,0.4228658,43.567655,3.91316605,81.67933,-2.369,53.74775,0.16175982,0.153798,-12.2074766,0.92473115,0,1.3284435,226.6043,296.115,0.03628,-0.03756,406.75,3.235971,0.425,0.509,1.105,2.025,3.448,0.44647935,0.05008236,-16.75811,-4.476179,-0.01648744,0.43863885,0.39399805,0.1178479,1.991792,0.45526195,-81.889705,-0.52455905,64.657995,-0.51846195,1.348998
