DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,H2O,NETRAD,PPFD_IN,PPFD_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,-0.1275,-0.2465,-0.161,-41.694,0.24925,-0.109,409.795,355.025,2.3535,-56.3325,0,0,-8.96,75.02,1.346,98.4,-0.7085,-0.50175,0.1085,0.347,1.512,3.426,-1.00275,-0.9645,-0.471,-0.13,1.281,2.93975,-4.411,-4.8055,0.28405,0.49535
1,0.75,0.085,0.082,-0.068,-44.291,0.2615,-0.15525,409.92675,355.8,2.505,-55.97,0,0,-8.91,75.35,1.31575,98.4,-0.707,-0.52575,0.09875,0.348,1.497,3.415,-0.99925,-0.9445,-0.47725,-0.1375,1.266,2.939,-4.41,-4.71525,0.3189,0.5323
1,1.25,0.152,0.052,-0.105,-47.211,0.245,-0.17,409.88725,355.7,2.4985,-56.0925,0,0,-9.04,75.82,1.36675,98.4,-0.695,-0.454,0.1565,0.387,1.51,3.4345,-1.031,-0.9185,-0.501,-0.1275,1.271,2.9245,-4.416,-4.77925,0.2872,0.5108
1,1.75,0.00975,0.032,-0.16325,-48.16125,0.2445,-0.14275,409.90925,355.4,2.4565,-57.575,0,0,-9.01,75.6,1.326,98.4,-0.6985,-0.49025,0.107,0.336,1.5125,3.414,-1.016,-0.937,-0.494,-0.1345,1.26575,2.919,-4.411,-4.857,0.295825,0.4942
1,2.25,0.0715,0.069,-0.235,-46.435,0.26,-0.125,410.1355,356.5,2.48275,-57.505,0,0,-9.01,75.9,1.3275,98.41575,-0.70525,-0.47775,0.1075,0.36525,1.5,3.4295,-0.99675,-0.971,-0.497,-0.11875,1.262,2.9215,-4.509,-4.8755,0.3065,0.535975
1,2.75,0.07,0.037,-0.18825,-44.95325,0.271,-0.174,410.3615,355.8,2.4615,-56.81,0,0,-9.21,76.283,1.326,98.41875,-0.66775,-0.456,0.1115,0.37075,1.507,3.471,-1.028,-0.938,-0.50775,-0.13,1.27325,2.94825,-4.59,-4.9205,0.3121,0.5323
1,3.25,0.11125,0.09525,-0.146,-43.972,0.263,-0.13675,410.068,356.2,2.46675,-58.08,0,0,-9.29,76.84,1.28475,98.491,-0.6605,-0.46625,0.1185,0.367,1.5125,3.439,-1.03925,-0.95675,-0.5125,-0.1245,1.2615,2.91725,-4.594,-5.00575,0.3066,0.54095
1,3.75,0.1385,0.1015,-0.06475,-45.32275,0.269,-0.134,409.781,355.5,2.49825,-57.9025,0,0,-9.48,76.8,1.2755,98.40225,-0.649,-0.4835,0.1455,0.376,1.5,3.42275,-1.042,-0.9545,-0.5155,-0.12675,1.26375,2.9405,-4.595,-5.07525,0.3133,0.54945
1,4.25,0.14125,0.0335,-0.139,-41.4055,0.26175,-0.12,410.743,355.45,2.486,-58.18225,0,0,-9.64,77.3,1.36575,98.4,-0.643,-0.455,0.117,0.37875,1.511,3.43575,-1.0325,-0.98,-0.52325,-0.135,1.2565,2.9455,-4.6,-5.076,0.31225,0.5288
1,4.75,0.06625,0.038,-0.148,-44.144,0.272,-0.13425,410.81825,355.85,2.456,-56.0825,0,0,-9.69,77.1,1.421,98.4,-0.65675,-0.45525,0.1235,0.378,1.503,3.46475,-1.026,-0.993,-0.53825,-0.131,1.242,2.96075,-4.745,-5.09225,0.3138,0.525675
