DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_4_1_1,TS_4_2_1
1,0.25,-53.3363,-15.775,5.0994,-12.85725,0.49765,0.30405,411.9,8.4295,11.398625,87.62965,10.92,62.4911,2.54275,0,1.4087,282.24805,344.207,0,0,5.986475,7.153825,7.7851,8.303675,9.45095,11.3923,6.691825,7.863825,11.215,11.9075,10.06,12.215
1,0.75,-54.091825,-16.2454,5.0314,-12.671,0.4624,0.304725,412.029,8.36615,11.488775,87.6217,10.85,62.31,2.545,0,1.3778,284.04205,343.533375,0,0,5.7991,6.9964,7.74615,8.307,9.43845,11.380025,6.520525,7.7033,11.215,11.9,10.0675,12.215
1,1.25,-53.206475,-15.8109,5.1229,-13.9244,0.4894,0.286625,412.5,8.39,11.3772,87.605475,10.68,61.9651,2.600675,0,1.24955,284.770925,343.122725,0,0,5.696175,6.876,7.7383,8.3169,9.45,11.380025,6.3798,7.5946,11.215,11.9075,10.0775,12.215
1,1.75,-53.3061,-16.09,5.29115,-13.823775,0.46145,0.321125,411.925,8.37465,11.3898,87.6,10.66,62.11,2.61235,0,1.3474,284.357875,342.206025,0,0,5.59545,6.774125,7.70345,8.3249,9.42345,11.380025,6.23245,7.442875,11.2225,11.9,10.0775,12.2075
1,2.25,-53.049325,-15.7832,5.626675,-13.792025,0.4779,0.297425,411.925,8.310075,11.308575,87.5983,10.7,62.4178,2.5134,0,1.22395,281.12815,342.4569,0,0,5.452025,6.652,7.692625,8.32765,9.44345,11.380025,6.1656,7.338075,11.2225,11.9,10.08,12.215
1,2.75,-54.2454,-15.2375,4.993275,-13.4035,0.4746,0.289425,412,8.1512,11.292175,87.59245,10.58,62.1407,2.492475,0,1.31435,282.2,341.864625,0,0,5.3543,6.55235,7.6751,8.3453,9.4219,11.380025,6.10605,7.2352,11.2225,11.9075,10.0775,12.2075
1,3.25,-54.398175,-15.7036,5.4705,-15.76,0.470125,0.2997,412.15,7.959,11.074525,87.5852,10.66,62.601,2.481425,0,1.38695,281.9,341.106075,0,0,5.22165,6.4605,7.6678,8.37345,9.4519,11.380025,5.97575,7.12895,11.22,11.905,10.0775,12.2075
1,3.75,-53.719025,-15.36,6.2745,-14.954525,0.4836,0.3311,411.7313,8.0935,11.1746,87.582425,10.61,62.11,2.5227,0,1.3939,280.020425,341.135775,0,0,5.08185,6.3661,7.6475,8.38495,9.4619,11.380025,5.8305,7.0454,11.2225,11.905,10.085,12.2075
1,4.25,-53.8025,-15.5045,6.182775,-14.6703,0.489625,0.32795,411.825,8.0312,11.07495,87.5772,10.57,62.7397,2.59695,0,1.3274,278.477975,340.854675,0,0,4.9725,6.2996,7.6128,8.375,9.4719,11.380025,5.69535,6.96845,11.2225,11.905,10.075,12.2075
1,4.75,-55.229275,-15.0323,5.9312,-15.5407,0.4859,0.3738,411.4,8.21205,11.03,87.57,10.54,62.5058,2.5929,0,1.38435,277.9917,340.4723,0,0,4.91255,6.2339,7.5778,8.375,9.4669,11.380025,5.55145,6.9246,11.2225,11.905,10.0725,12.2075
