DOY2,HR2,FC,SC,NEE,LE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,1.70318340866717,1.90843414666674,1.93088995180426,10.0090135678841,0.506742869044349,-4.28266765799457,0.841728606391433,425.463702717589,13.0895394711784,432.976965813985,13.2493697169702,430.824019063898,433.030747016143,13.731534406641,432.430357662104,433.638605685634,13.6024240806852,432.648413496143,435.500114318718,13.8823180999556,436.543613752507,436.891072474368,16.1119711958398,437.717154869591,452.917103256931,14.4544993966429,455.288946076647,2.99514155453079,13.3195299141164,0.210389193621298,2.81,2.3775,0.9825,0.58,0.245,12.21755,12.042,12.4012,12.160525,12.211575,11.59275,8.839525,102.41347,87.3475,4.087825,11.7825,11.9325,12.275,9.77,16.105,1.35,-0.73,2.7,1.04,358.1,371.2,354.9,358.1,-0.17,0.255,0.3075,0.2525,0.29,0.085,0.0675,10.56,0.12,10.316,9.883,12.0515,10.912,12.58,14.222,14.6815,15.62675,11.45725,11.9915,12.21,12.39025,12.28275,13.172,12.686,13.377,15.223,12.191,12.0035,12.4905,12.76,13.154,13.0705,14.058,15.8005,11.8365,12.147,12.1415,12.8165,12.7515,12.9815,13.176,13.668,14.3355,8.781,10.626,10.8505,10.683,-5.798,-3.027,-7.27
1,0.75,1.57994454029697,0.333866987692466,1.01537376778516,7.43136764296745,0.4974708249429,-3.44084307589798,0.767378969383158,426.072107723303,12.6580141234754,432.649062260978,12.3997203822501,429.724229166667,432.918538782377,12.6707707164575,429.776503735296,434.208807631998,12.5599010983921,430.616131270588,435.312530219615,13.0139921612666,435.766098161103,436.751353797403,14.9423305480268,441.184913266876,445.50688637503,14.0900485897627,457.729242354429,2.94957741773987,12.9662307094742,0.192100993421954,2.82,2.4375,1.0025,0.545,0.24,12.06345,11.90825,12.457,12.024875,11.959075,11.078025,8.6489,102.40748,86.2975,3.70485,11.7425,11.82,12.285,9.655,16.1025,1.3,-0.6875,2.7,1.01,359.9,371.05,353.5,356.6,-0.17,0.255,0.3,0.25,0.2975,0.08,0.0625,10.41,0.12,10.2705,9.856,12.056,10.899,12.5595,14.228,14.692,15.62325,11.43475,11.9655,12.1765,12.42025,12.2825,13.165,12.673,13.368,15.231,12.1565,11.9715,12.4825,12.7245,13.147,13.0625,14.0555,15.7995,11.893,12.1305,12.135,12.81,12.751,12.946,13.175,13.684,14.3235,8.724,10.5435,10.8215,10.679,-2.1375,-4.23075,-8.0625
1,1.25,1.55603100989053,1.03916991152349,1.77397018042871,9.51584701203308,0.498343897362687,-2.67875201514667,0.765678792687932,427.333613068941,13.0279608145314,433.120836964075,12.4237682189709,430.341052567015,433.828236531273,12.2922099335204,430.969983922283,433.845091743796,12.6299940697745,431.963690988095,436.128293062528,13.3351743495457,434.970412112311,438.615020265164,15.1561840261523,438.212241862069,449.535813869818,14.1650645779236,457.915517351407,2.81609434288252,12.8004510873739,0.189124972653456,2.75,2.2975,1.0125,0.59,0.27,11.8977,11.7965,12.1632,11.923675,11.8733,11.08865,8.610475,102.39892,88.0825,3.4374,11.745,11.8175,12.48,9.71,16.0675,1.3,-0.65,2.7,1.02,361.2,370.5,355.1,356.2,-0.17,0.25,0.3125,0.25,0.29,0.08,0.06,10.33,0.12,10.2355,9.841,12.0375,10.906,12.568,14.224,14.698,15.622,11.41275,11.9475,12.16075,12.39325,12.2795,13.168,12.6,13.352,15.195,12.1155,11.955,12.4885,12.737,13.1665,13.05375,14.052,15.798,11.8785,12.13,12.0995,12.8055,12.75175,12.9205,13.1735,13.692,14.323,8.702,10.471,10.7905,10.676,-11.175,-4.237,-6.955
1,1.75,1.58774076146956,0.900459528123771,2.37193519804418,10.743112898625,0.512090432759133,-3.51477648868017,0.802295264848789,426.57500912421,12.6071591321917,433.426215585678,12.6304694011604,430.009736805244,433.254061809185,13.3522207283224,430.985774816783,433.984278449944,13.3820952572861,432.311544655382,436.156626291902,13.6776396566023,434.372054867867,438.784571260314,16.2703133924411,442.764164439544,448.384768442478,14.3370119473942,456.950135765263,2.8707001469422,12.7374955727189,0.185904849309044,2.785,2.43,1.025,0.56,0.26,11.65835,11.61525,12.2551,11.657325,11.494,10.9205,8.480525,102.40681,88.27,3.13715,11.585,11.8325,12.22,9.13,15.7725,1.3,-0.7075,2.7,1.02,359.8,369.95,352.4,355.6,-0.17,0.265,0.3375,0.25,0.28,0.08,0.0725,10.225,0.12,10.195,9.835,12.0295,10.91,12.574,14.2275,14.6975,15.622,11.38075,11.9175,12.154,12.357,12.28825,13.163,12.612,13.358,15.204,12.071,11.959,12.497,12.7475,13.1875,13.046,14.0495,15.796,11.86,12.1805,12.1225,12.81,12.759,12.928,13.173,13.6935,14.31,8.687,10.412,10.769,10.673,0.01475,-3.114,-4.77
1,2.25,1.41411430630237,0.651498931059577,1.11790974507919,12.5582917162684,0.488640597313366,-2.43435876214996,0.853938016481919,426.762997726485,12.4693352497305,432.977913400525,12.0057678681778,431.453911439863,433.334870787872,12.8834028510474,431.526109764003,434.135703623454,12.4122225998284,433.580085579787,435.915296302666,12.4601177241384,434.592521570456,438.121646732639,16.3599541572572,446.298985853147,448.150510358698,14.0296286714025,452.322442053264,3.06664763247919,12.5867218374349,0.199195941510878,2.7775,2.31,0.98,0.635,0.285,11.447275,11.408,12.045575,11.427125,11.267,10.71495,8.13515,102.3927025,88.79,3.12495,11.485,11.77,12.4175,8.985,15.8075,1.325,-0.68,2.8,1.085,360.05,369.025,351,354.5,-0.17,0.29,0.3175,0.26,0.2725,0.09,0.09,10.2575,0.12,10.1715,9.831,12.0465,10.915,12.5615,14.232,14.697,15.62,11.34325,11.9025,12.15725,12.32525,12.29275,13.157,12.586,13.354,15.2,12.04,11.9475,12.4795,12.782,13.2095,13.038,14.048,15.7935,11.835,12.1675,12.1265,12.787,12.755,12.944,13.182,13.669,14.3085,8.665,10.35575,10.738,10.671,0.163,-3.10475,-7.1075
1,2.75,1.61640086264022,0.454482668710751,1.76910948990077,12.45221476949,0.522231461012605,-3.51956978332194,0.861682823003796,427.361154758443,12.0437081820005,434.113342181602,12.3855601262926,431.476630851335,435.003767875777,13.2499685915184,433.743261448849,435.430608372248,12.7635652646082,436.49717967182,436.03779968278,11.6175852917836,440.515652726501,438.547598531676,15.2201146984464,444.303677565066,446.571620431967,13.7397891039671,465.25701288412,2.97787935807287,12.1096326739936,0.196096673644536,2.8375,2.36,1,0.6375,0.3125,11.31555,11.255,11.49105,11.15915,11.0983,10.5012,7.8562,102.417625,89.26,3.12275,11.5225,11.81,12.4675,9.015,15.99,1.3,-0.8,2.7,1.08,359.6,369.275,347.7,354.8,-0.17,0.2825,0.3025,0.25,0.26,0.08,0.0575,10.235,0.12,10.1205,9.817,12.036,10.864,12.541,14.2325,14.692,15.61925,11.33325,11.9165,12.165,12.38625,12.2735,13.154,12.603,13.366,15.209,12.063,11.9365,12.488,12.7665,13.197,13.02925,14.0325,15.7905,11.8155,12.152,12.132,12.7915,12.76,12.9555,13.1715,13.6325,14.284,8.637,10.3,10.7095,10.668,-7.97975,-4.244,-8.86
1,3.25,2.20780674794249,0.800985880581777,0.927951260829161,12.6016073508336,0.518943404667931,-2.60080792037922,0.855717686507029,427.923199570372,11.5602880982542,433.873257774771,12.7694935237411,431.560903435343,436.024368316725,13.1840207433156,433.029246585064,436.667452534253,12.9549684839567,434.242829398812,437.893836044924,13.3432185390885,437.741689915197,438.052051529346,13.8460237243859,450.916546308842,445.783683677875,13.7686652807612,454.881359724819,3.0790008987469,11.692420167046,0.192662082695811,2.905,2.385,1.01,0.59,0.2875,10.982875,10.797,11.301975,10.78495,10.8009,10.6597,7.7332,102.4044525,85.1625,2.96045,11.4425,11.77,12.3575,8.695,16.135,1.3,-0.74,2.725,1.1025,355.675,367.775,345.4,354.9,-0.17,0.3825,0.35,0.25,0.2625,0.08,0.0625,10.1975,0.12,10.1075,9.797,12.017,10.834,12.5415,14.2285,14.688,15.616,11.315,11.88,12.123,12.3635,12.26675,13.138,12.6,13.35,15.213,12.0865,11.9175,12.4745,12.7335,13.19,13.02125,14.033,15.7885,11.8515,12.158,12.1285,12.7845,12.765,12.9435,13.176,13.628,14.2785,8.604,10.2435,10.703,10.664,-13.3685,-3.92,-7.3275
1,3.75,2.53061958014077,0.361531192848299,0.930077591191643,10.8470304405051,0.487238571961592,-2.68109030518587,0.825360678078588,427.64124755323,11.5736456469879,435.222153513383,12.66103399179,433.372584623819,436.074690824257,12.8555370880324,434.221847381108,435.887326804028,12.4223001223487,435.948261998026,437.340399341406,11.4058842542392,435.357862881768,436.562551439763,14.9802245192933,445.538675225,443.05857345309,13.2332869451481,458.425808119174,2.99213895268155,11.3436244231422,0.206098410044614,2.8325,2.3875,0.99,0.59,0.29,10.55215,10.345,10.888925,10.45845,10.4774,10.123675,7.7789,102.3832575,88.32,2.862475,11.015,11.53,12.3175,9.12,16.0575,1.3,-0.74,2.7,1.0625,358.675,366.575,347.1,355,-0.17,0.28,0.35,0.25,0.2525,0.08,0.065,10.125,0.12,10.159,9.778,11.9925,10.812,12.552,14.2325,14.683,15.6115,11.292,11.8715,12.13075,12.317,12.26575,13.138,12.581,13.353,15.211,12.072,11.9145,12.4765,12.7365,13.202,13.0125,14.032,15.787,11.841,12.1535,12.1215,12.796,12.74475,12.9265,13.175,13.6295,14.288,8.57,10.19025,10.7035,10.658,-5.7875,-5.381,-6.2
1,4.25,1.67708066993199,0.863196884888627,1.47796852128935,8.30557646192608,0.497180071741883,-1.58104402255036,0.791440163251046,428.109014585571,11.6918699575038,435.27886451017,12.6303510635316,434.19415182175,436.107237666912,12.6930850144596,433.800999194368,436.680839867338,12.5656380216738,435.67541349183,438.532382540403,12.8715899867723,435.796956274336,441.027751110282,15.3833855218628,454.268010250902,443.230934257589,13.6088029002123,453.741356936667,3.08975090405835,11.237983839728,0.19609208207535,2.845,2.3875,1,0.57,0.2875,10.3332,10.0075,10.965075,10.2636,10.41175,9.817,7.58285,102.39688,90.13,2.64265,11.0725,11.4,12.23,9.25,16.045,1.3,-0.6075,2.725,1.0775,359.5,366.75,347.4,354.8,-0.17,0.2925,0.3375,0.26,0.2425,0.08,0.0625,10.645,0.12,10.1975,9.757,11.988,10.81,12.5565,14.231,14.684,15.588,11.2805,11.864,12.1235,12.314,12.259,13.155,12.585,13.354,15.206,12.074,11.9065,12.459,12.7405,13.199,13.0045,14.031,15.7895,11.83,12.1625,12.126,12.7545,12.742,12.888,13.1585,13.621,14.271,8.502,10.13675,10.708,10.652,-15.16375,-8.4215,-6.7525
1,4.75,1.82707112444757,0.864391711188377,1.28212024579845,12.1454092659825,0.420250772792171,-3.32714347442406,0.765670018970897,428.692218799533,11.3379034696088,436.937990664921,12.1231000906114,433.901235757887,436.910737820082,12.3780499531423,434.852205209402,437.195384881501,12.2601850657133,436.968718897404,438.134786507816,12.6606654253665,439.768084458863,440.848835945597,15.672866366958,449.388211111111,442.13149017967,13.4856996039803,454.218296599485,2.87092628538436,11.2029900990629,0.212551920101278,2.725,2.29,0.91,0.57,0.23,10.3942,9.96175,10.9528,10.3057,10.41545,9.702925,7.35675,102.40167,92.08,2.48185,11.05,11.32,11.8975,8.64,16.12,1.3,-0.79,2.7,1.0825,348.875,366.45,349.2,353.9,-0.17,0.2875,0.3475,0.25,0.2425,0.09,0.06,10.6925,0.12,10.136,9.732,11.9755,10.801,12.5445,14.2345,14.67,15.6035,11.267,11.7915,12.11925,12.30125,12.25,13.156,12.565,13.345,15.2,12.071,11.9085,12.466,12.726,13.198,12.99575,14.032,15.7845,11.808,12.1455,12.116,12.7525,12.7,12.908,13.1475,13.595,14.2595,8.478,10.081,10.6865,10.647,-9.14025,-5.359,-7.57
