DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_4_1_1,TS_4_2_1
1,0.25,-80.5,-32.7099,-0.115675,-38.3205,0.096725,0.11765,392.7201,4.5512,5.66675,87.1363,5.1465,25.46355,1.244,-0.4591,0,240.6,312.3,0,0,3.3023,4.9145,5.994875,6.58685,7.40185,9.7506,4.015,5.6433,9.175,9.9125,8.3725,10.1025
1,0.75,-80.69265,-32.5541,0.0561825,-35.0517,0.0909,0.115475,392.6356,4.5036,5.56725,87.13,4.909,25.7732,1.31225,-0.74,0,239.51235,311.557,0,0,3.044175,4.7995,5.961725,6.605,7.393925,9.759925,3.742075,5.5518,9.1825,9.9125,8.3825,10.11
1,1.25,-80.15035,-32.7242,0.1281,-36.351075,0.0777775,0.1175,393.120225,4.42155,5.376375,87.1225,4.894,25.7,1.214975,-0.7687,0,238.7,310.78155,0,0,2.847675,4.7298,5.959,6.6209,7.4059,9.759925,3.5186,5.4099,9.1825,9.9125,8.3825,10.11
1,1.75,-81.2326,-32.1984,0.0809,-38.17985,0.065075,0.1153,393.0189,4.370575,5.247125,87.13,4.649,25.144,1.250775,-0.71475,0,239.3,311.65,0,0,2.654975,4.5837,5.861475,6.6252,7.3975,9.759925,3.304775,5.279875,9.1825,9.9125,8.3975,10.1125
1,2.25,-80.23495,-31.1578,-0.16455,-39.38155,0.091975,0.116225,392.895,4.3172,5.208825,87.12,4.507,24.9364,1.3456,-0.63825,0,239.386,310.5582,0,0,2.561325,4.445275,5.845475,6.6452,7.399275,9.759925,3.2093,5.1918,9.18,9.915,8.4175,10.1125
1,2.75,-79.98955,-31.62175,0.013165,-39.96345,0.075525,0.119125,392.850175,4.390075,5.34005,87.11,4.6,24.9826,1.3711,-0.7926,0,239.618,310.6913,0,0,2.3693,4.2941,5.7674,6.6447,7.3504,9.759925,2.89535,5.02685,9.18,9.915,8.4375,10.1125
1,3.25,-79.7928,-31.77595,0.2463,-38.1402,0.0968,0.12085,392.71505,4.376275,5.110725,87.1025,4.443,25.4095,1.301825,-0.7487,0,239.5804,309.92445,0,0,2.2875,4.1576,5.7699,6.6535,7.3504,9.759925,2.65485,4.92415,9.18,9.915,8.4475,10.12
1,3.75,-80.21955,-32.05925,0.19515,-39.735,0.09475,0.11705,392.925,4.39,5.25,87.0835,4.546,25.2018,1.352,-0.5435,0,239.53995,309.7672,0,0,2.19585,3.98535,5.7699,6.66415,7.3354,9.759925,2.50315,4.8297,9.1825,9.9175,8.46,10.1125
1,4.25,-80.2917,-31.21785,0.0279675,-40.8664,0.107325,0.120725,392.5745,4.36825,5.16985,87.0754,4.444,24.8864,1.38375,-0.52305,0,240.39035,309.57555,0,0,2.1185,3.86885,5.7397,6.6421,7.3104,9.759925,2.41155,4.74895,9.1925,9.915,8.4675,10.12
1,4.75,-80.43825,-31.10345,-0.1534,-40.425275,0.09181,0.1189,392.621875,4.35095,5.0868,87.067675,4.408,25.1831,1.378,-0.7283,0,239.29175,309.6,0,0,2.05275,3.75795,5.69365,6.62135,7.29785,9.759925,2.3578,4.6496,9.185,9.915,8.465,10.12
1,5.25,-80.29885,-30.17805,-0.04549,-42.161075,0.1063,0.1195,392.34925,4.337,4.872,87.0524,4.395,25.13,1.3717,-0.89655,0,239.3529,309.11955,0,0,1.98075,3.68305,5.636,6.6121,7.3094,9.759925,2.354,4.5635,9.1925,9.9125,8.465,10.1125
1,5.75,-80.95,-30.7742,0.2344,-41.76775,0.095675,0.12445,392.2148,4.373,4.8411,87.060925,4.283,25.52,1.374,-0.7674,0,238.80775,309,0,0,1.90405,3.5645,5.535,6.5993,7.30235,9.759925,2.30835,4.4416,9.195,9.9125,8.465,10.115
1,6.25,-82.5461,-30.8131,0.165325,-42.92705,0.0902225,0.1271,392.24305,4.2511,4.989,87.0713,4.506,24.5772,1.407,-0.58565,0,238.09195,308.3541,0,0,1.87605,3.5096,5.47245,6.5807,7.28665,9.759925,2.17435,4.35745,9.195,9.91,8.4625,10.115
1,6.75,-82.8189,-30.136,0.1071,-45.6,0.063675,0.1239,392.382225,4.2478,5.0817,87.0921,4.439,24.43,1.506,-0.6626,0,236.65915,308.05,0,0,1.9069,3.4356,5.4054,6.5516,7.27005,9.759925,2.17475,4.30285,9.1975,9.9025,8.46,10.115
1,7.25,-80.54015,-29.8794,0.0109,-46.1586,0.0681,0.127,392.494775,4.2078,5.015975,87.100825,4.392,24.1429,1.479575,0,0,236.8287,309.2656,0,0,1.8898,3.3663,5.34925,6.54235,7.25735,9.759925,2.1324,4.23385,9.195,9.9025,8.465,10.1125
