DOY2,HR2,LE,H,CH4,FCH4,CO2,FC,WS,USTAR,PA,RH,TA,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,T_SONIC,TS_1_1_1,TS_1_2_1
1,8.25,197.6875,42.7575,2285.5425,72.25,420.1675,-0.51,2.5425,0.3925,99.97,95.385,26.78,355.4,494.557475,85.7615025,434.07695,463.256425,29.4512975,27.0829025,27.3106875
1,8.75,272.93,62.835,2236.935,103.7825,406.6725,-4.015,2.7525,0.4125,99.9925,88.9025,28.2,451.52,602.271175,101.32815,434.1973,469.82555,30.2140425,27.1,27.3066075
1,9.25,312.8925,77.595,2194.4,76.54,399,-6.525,2.7625,0.4125,100.01,85.445,29.525,538.9325,696.85215,110.01465,438.25985,474.53515,31.0463425,27.124985,27.301465
1,9.75,367.63,90.9625,2134.315,98.09,395.83,-9.5525,2.6025,0.4125,100.02,81.5225,30.4375,617.4825,713.7645,114.10245,446.230825,476.806225,31.5870675,27.2,27.3002975
1,10.25,391.06,108.52,2136.83,80.09,393.63,-9.3775,2.765,0.445,100.02,79.2425,31.27,684.3475,803.421875,131.9695,450.153925,481.920125,31.983885,27.2,27.3
1,10.75,414.66,112.775,2126.395,160.365,386.6375,-11.255,2.62,0.44,100,77.1275,32,730.15,863.364775,137.6907,452.01435,487.752575,32.659975,27.2135875,27.3
1,11.25,445.07,122.2475,2159.36,111.8075,384.9,-9.64,2.9025,0.46,99.9725,75.32,32.425,776.19,785.360375,128.5645,453.523425,487.34755,32.9524875,27.325,27.3
1,11.75,484.9525,131.3,2135.39,149.495,384.01,-11.155,2.815,0.47,99.9525,74.4525,32.625,806.605,886.3992,143.933325,451.8403,491.910575,33.2501525,27.425,27.3
1,12.25,475.695,117.66,2126.6675,125.49,383.0875,-11.41,2.995,0.47,99.9125,71.98,32.8,806.985,893.7361,144.75965,454.4367,496.133025,33.57683,27.525,27.3
1,12.75,500.05,126.725,2098.93,174.47,381.625,-10.58,2.865,0.48,99.87,70.5525,32.6,775.935,858.224475,141.241025,455.414625,497.09805,33.77272,28.05,27.3
1,13.25,487.7025,120.0525,2086.505,135.665,384.0725,-8.815,2.975,0.47,99.83,74.455,32.725,752.445,844.326275,130.221825,456.701725,496.0822,33.96405,28.15,27.3
1,13.75,458.1,100.15,2085.5625,167.835,382.995,-5.16,2.8,0.46,99.78,74.325,33.2,714.99,815.9997,130.996275,455.387025,493.83915,34.07521,28.025,27.3
1,14.25,418.98,89.1775,2077.02,143.9075,380.955,-5.63,2.885,0.47,99.72,75.725,33.755,634.91,769.162875,126.1431,455.44835,493.84095,33.8422675,28.025,27.3
1,14.75,419.2,74.735,2067.23,163.52,379.545,-7.3525,2.7275,0.4725,99.69,79.9475,34.025,627.04,783.6325,131.87665,453.776325,496.5731,34.0341125,28.002555,27.3
1,15.25,403.62,85.44,2083.575,164.0825,380.45,-5.215,2.7275,0.47,99.63,77.3875,34.325,556.495,671.737325,114.073675,455.699875,493.360125,34.166095,28.034645,27.3
1,15.75,338.955,58.375,2112.605,112.785,379.215,-3.685,2.6325,0.45,99.59,79.7075,34.5,462.0575,538.198475,88.4990375,456.39415,491.253525,34.211035,28.0140825,27.3
1,16.25,287.48,40.92,2123.1,142.09,379.405,-3.005,2.86,0.4175,99.55,83.825,33.94,361.23,433.189125,79.0879925,452.75665,487.00285,34.0448675,28.110785,27.3
1,16.75,244.765,19.145,2151.2375,147.66,384.175,-1.345,2.665,0.4025,99.55,84.9025,33.635,261.765,361.585525,65.8201325,445.805,487.577075,33.56806,28.025,27.3
1,17.25,169.55,5.4725,2150.39,89.35,381.49,0.0325,2.5275,0.36,99.56,90.185,33.1075,153.27,235.3856,46.2793975,442.697025,481.130125,33.0645625,27.925,27.3
1,17.75,106.7225,0.115,2185.4075,79.6925,383.045,1.75,2.07,0.285,99.57,91.36,31.73,81.35,148.397175,28.022265,440.49135,473.53715,32.0999,27.909535,27.3
1,18.25,54.93,-0.8025,2224.7025,71.21,382.3725,2.93,1.975,0.25,99.5825,92.68,30.0525,15.55,70.7959925,13.609765,439.474175,469.056,31.589275,27.9189075,27.3
1,18.75,39.4325,-1.16,2295.7,26.3975,386.7075,4.53,2.1075,0.2325,99.62,93.45,28.025,-8.89,12.19881,4.243615,437.01555,462.163875,31.01048,27.88589,27.3
1,19.25,26.24,-1.67,2319.4625,26.9,393.35,4.94,2.11,0.22,99.66,94.525,26.515,-13.74,-0.40404,1.4058825,433.819075,457.6109,30.31818,27.7274675,27.3
1,19.75,21.125,-1.18,2380.4,18.7375,399.08,4.94,1.98,0.2,99.69,95.255,25.7175,-12.305,-0.4141475,1.7408525,439.056875,455.053775,29.89342,27.640915,27.3
1,20.25,19.67,-1.21,2381.4,32.75,405.655,6.93,2.08,0.23,99.7225,95.725,25.1625,-12.26,-0.3831775,1.6127725,437.5811,452.515575,29.6049,27.6151625,27.3
1,20.75,19.25,-1.37,2380,36.5,403.58,6.6725,1.94,0.2,99.7725,96.035,24.7975,-10.865,-0.25309,1.946845,437.220475,451.151625,29.30487,27.6,27.3
1,21.25,13.81,-0.51,2380.4825,22.625,408.92,6.835,1.98,0.21,99.79,96.36,24.525,-11.36,-0.347625,1.693325,432.125875,449.30645,29.03047,27.554235,27.3
1,21.75,10.775,-1.65,2405.28,34.14,414.0475,7.185,1.87,0.19,99.82,96.405,24.355,-12.67,-0.3142375,1.70398,433.223925,448.06735,28.95623,27.512015,27.3
1,22.25,7.89,-1.24,2414.7,34.28,418.725,5.58,1.9,0.19,99.8625,96.7025,24.225,-10.65,-0.343905,1.39112,434.9713,447.530825,28.84358,27.4715375,27.3
1,22.75,9.77,-1.67,2408.5675,34.45,422.875,5.805,1.82,0.19,99.8825,96.77,24.175,-10.99,-0.45662,1.3017425,434.8893,447.71415,28.51776,27.4,27.3
1,23.25,8.74,-1.58,2410.18,55.52,430.3425,6.19,1.86,0.2,99.87,96.78,24.0525,-11.64,-0.364055,1.4496375,433.1944,447.56965,28.56837,27.3572275,27.3
1,23.75,8.84,-1.13,2392.1,46.09,429.595,6.89,1.83,0.19,99.8625,96.8275,23.955,-10.7725,-0.3995775,1.50097,431.423925,447.104875,28.50769,27.32307,27.3
2,0.25,16.0575,-1.295,2855.77,103.36,424.4825,5.3075,1.66,0.19,99.8025,97.025,24.4,-14.07,-0.544555,1.8089175,430.823325,448.890425,28.949345,27.1172625,26.824675
2,0.75,11.29,-0.745,2831.32,95.74,430.05,4.07,1.785,0.18,99.79,97.0625,24.37,-13.29,-0.5004425,1.9510375,431.3294,448.5692,28.90992,27.11745,26.825
2,1.25,13.6375,-0.91,2825.715,124.535,425.23,4.78,1.68,0.18,99.7625,97.14,24.3,-12.22,-0.43151,1.913795,430.933425,448.240025,28.70586,27.1,26.825
2,1.75,10.6125,-1.055,2860.7725,112.95,425.4125,6.33,1.58,0.18,99.75,97.1,24.2775,-11.61,-0.5015025,1.911925,430.055475,447.674575,28.63959,27.025,26.825
2,2.25,10.25,-0.985,2791.9175,117.8375,420.4975,5.8975,1.67,0.175,99.73,97.1075,24.2,-12.17,-0.649225,1.88765,429.08395,447.29275,28.538175,27.025,26.825
2,2.75,11.88,-1,2786.1725,120.3775,426.72,5.71,1.665,0.19,99.7225,97.2175,24.1475,-11.6775,-0.518845,1.684365,429.78795,447.105075,28.46649,27.025,26.825
2,3.25,12.14,-0.595,2721.1575,121.4825,432.29,4.41,1.59,0.18,99.71,97.255,24.1,-11.75,-0.5326575,1.7634775,431.1723,447.2725,28.546795,26.925,26.82364
2,3.75,12.025,-0.335,2740.7175,95.81,435.95,4.08,1.59,0.165,99.7125,97.3225,24.11,-10.83,-0.542935,1.702365,430.2152,447.2976,28.550355,26.925,26.8904075
2,4.25,11.5775,-1.005,2882.95,131.92,436.345,5.02,1.66,0.18,99.7225,97.3125,23.9775,-12.11,-0.5140925,1.674675,428.4468,447.1541,28.392885,26.925,26.8874525
2,4.75,14.43,-0.76,2861.44,121.73,437.11,5.595,1.625,0.2,99.7325,97.2625,23.9925,-11.21,-0.50624,1.7232225,428.5663,446.5385,28.415685,26.925,26.8669775
2,5.25,12.725,-0.84,2969.055,113.93,440.86,4.98,1.725,0.2,99.76,97.2925,23.97,-12,-0.589705,1.7359475,427.8573,446.7556,28.347305,26.825,26.86502
2,5.75,12.44,-0.61,2949.425,92.72,440.4425,4.575,1.605,0.19,99.78,97.285,23.92,-10.5175,-0.509635,1.71285,428.9977,445.6048,28.192735,26.825,26.8526375
2,6.25,14.435,-0.86,2913.97,92.055,441.32,4.935,1.7,0.205,99.8025,97.305,23.9,-5.67,10.5938025,3.688025,428.0068,445.9358,28.227405,26.825,26.84321
2,6.75,34.09,0.025,2916.6175,201.83,440.8,5.69,1.74,0.21,99.84,97.5675,24.1,30.56,73.418445,15.4496025,428.4106,446.726,28.41471,26.768485,26.84321
2,7.25,76.83,6.09,2825.18,268.795,439.465,6.96,1.99,0.28,99.87,97.5675,24.5925,102.51,172.98195,31.03653,427.7666,449.3496,28.85544,26.7498625,26.83967
2,7.75,144.6425,18.3825,2617.27,232.73,421.18,2.11,2.2875,0.32,99.9,97.4,25.2225,203.9075,294.314925,52.1207875,429.3197,455.2929,29.34766,26.744965,26.825
2,8.25,198.575,43.655,2508.47,258.93,407.13,-1.465,2.28,0.36,99.93,96.53,26.14,312.03,437.9552,69.300595,431.0731,459.5424,29.93878,26.732425,26.825
2,8.75,277.3475,60.92,2356.1625,262.3375,397.255,-6.46,2.595,0.375,99.96,93.5175,27.5175,428.4625,575.56695,90.9918825,432.7604,466.5005,30.50226,26.725,26.825
2,9.25,314.805,77.29,2286.86,281.55,392.14,-8.63,2.715,0.425,99.9825,88.81,28.685,517.45,677.51975,102.154375,435.7847,470.5832,30.9818,26.68752,26.825
2,9.75,367.17,94.375,2216.9,231.26,388.35,-9.22,2.695,0.4275,99.9825,84.225,29.65,603.65,760.949575,112.95055,439.2774,472.8508,31.50941,26.68464,26.825
2,10.25,407.13,118.28,2201.41,268.595,386.065,-11.91,2.7975,0.4575,99.9725,81.495,30.365,680.235,842.499125,123.996,440.8871,477.1439,31.9370075,26.6776875,26.8
2,10.75,432.96,128.7375,2168.96,225.07,384.9275,-12.71,2.8775,0.4575,99.9625,78.795,31.225,747.06,936.06785,136.998,442.8595,483.2178,32.4414475,26.6678025,26.8
2,11.25,457.035,134.53,2153.07,284.79,383.48,-13.005,2.825,0.475,99.95,77.4,31.6225,783.89,974.601875,139.2896,444.3181,486.602,32.762485,26.66019,26.8
2,11.75,467.015,129.255,2141.68,271.81,382.8775,-12.5025,3.035,0.455,99.9225,75.8075,32.08,812.845,993.951825,141.837225,446.6656,488.1732,33.071375,26.679375,26.8
2,12.25,479.985,114.51,2131.27,267.745,382.01,-13.125,2.86,0.485,99.8925,74.8925,32.345,810.785,965.41275,141.345125,447.922,490.5,33.325755,26.702305,26.8
2,12.75,489.1025,133.935,2134.78,294.07,381.75,-12.4825,2.835,0.48,99.8525,73.9975,32.3775,823.21,1021.5695,145.28195,449.515775,491.445625,33.52703,26.7628525,26.8
2,13.25,477.25,120.445,2112.7575,283.71,380.8975,-10.95,2.735,0.45,99.7925,74.8875,32.8,808.3925,994.3562,145.9934,447.68415,491.842225,33.80374,26.7893275,26.8
2,13.75,502.65,133.445,2113.19,312.21,381.15,-10.935,2.76,0.44,99.7525,73.3025,33.125,767.555,971.0428,143.16655,447.62485,493.06665,33.99128,26.8092725,26.8
2,14.25,452.92,115.16,2111.57,296.91,379.0575,-10.33,2.735,0.44,99.6925,73.305,33.715,723.5,920.02195,135.9432,445.8041,493.2286,34.15251,26.8889,26.8
2,14.75,435.02,95.04,2109.945,273.9425,377.6825,-9.155,2.59,0.43,99.64,74.3975,33.825,660.73,840.09095,125.03585,445.9386,493.43655,34.15933,26.908,26.74069
2,15.25,406.58,73.7225,2116.18,271.24,380.365,-7.26,2.6975,0.4275,99.6,75.885,34.0325,574.74,739.67125,111.5883,444.779625,492.19455,34.3443925,26.925,26.8
2,15.75,349.72,64.44,2123.505,236.16,378.7,-6.71,2.515,0.38,99.56,80.275,34.2025,490.62,646.1928,100.807525,443.97755,488.8121,34.24773,27.0151125,26.8
2,16.25,302.37,46.4525,2119.425,257.43,377.87,-4.935,2.7175,0.4225,99.52,81.67,33.9,380.7775,510.0475,83.10581,441.649375,484.767575,33.8239875,27.0226075,26.8
2,16.75,235.675,29.3175,2132.96,227.94,377.8725,-3.26,2.3075,0.3675,99.5025,84.33,33.51,280.36,398.1459,67.05836,438.6375,481.7353,33.5389675,27.1052275,26.8
2,17.25,173.66,6.6,2149.445,188.1125,376.88,-2.68,1.96,0.28,99.505,86.625,33.425,176.86,286.2505,52.214055,436.81895,479.74875,33.23928,27.1157025,26.8
2,17.75,101.195,0.79,2201.7475,142.4325,376.55,-0.345,1.8625,0.26,99.52,89.1825,32.305,79.46,141.39185,29.03471,436.03355,474.57875,32.875075,27.1185975,26.7799675
2,18.25,47.895,-1.61,2232.98,92,376.8,1.23,1.8775,0.22,99.55,91.125,30.3075,11.945,46.535815,9.352525,434.1041,467.02295,32.191615,27.1889225,26.8
2,18.75,29.575,-2.25,2281.4425,85.6875,379.3025,2.76,1.7575,0.2,99.57,93.695,28.4025,-11.675,6.450075,2.654045,432.2368,462.02775,31.7912075,27.19733,26.8
2,19.25,25.19,-1.525,2338.12,68.91,382.36,3.13,1.705,0.2,99.59,94.925,26.84,-14.62,-0.76445,1.639345,431.8821,458.6058,31.042865,27.201175,26.8
2,19.75,25.78,-1.5275,2398.22,88.75,388.78,4.0675,1.79,0.1875,99.63,95.7,26.1525,-16.0525,-0.61332,1.81842,433.1612,456.8365,30.668005,27.2010375,26.8
2,20.25,24.76,-0.9725,2448.11,104.42,393.59,4.22,1.8175,0.2075,99.6625,95.8,25.605,-15.535,-0.674095,1.742495,431.66735,456.51495,30.2433775,27.2285175,26.8
2,20.75,18.865,-1.395,2476.59,114.93,398.545,5.36,1.9175,0.22,99.71,96.1075,25.3,-15.64,-0.679905,1.750855,432.1718,453.76975,30.01485,27.2370075,26.8
2,21.25,21.655,-1.79,2556.38,91.415,404.555,5.06,1.81,0.21,99.75,96.3,25.1,-14.57,-0.676215,1.934785,433.1594,454.0677,29.75297,27.2333475,26.8
2,21.75,19.7375,-1.545,2557.0625,86.8575,407.36,4.875,1.865,0.2,99.7925,96.54,24.9525,-16.14,-0.563325,1.720995,430.6552,453.0222,29.5336875,27.2267775,26.8
2,22.25,16.12,-1.2075,2584.49,124.23,409.745,5.29,1.745,0.19,99.8225,96.705,24.8325,-15.9,-0.604055,1.824485,431.1788,451.83625,29.434525,27.2007075,26.8
2,22.75,21.87,-1.4625,2533.66,88.94,412.7775,3.9,1.685,0.18,99.8225,96.8,24.7625,-14.425,-0.59318,1.82355,431.00305,451.38145,29.4502775,27.2005025,26.8
2,23.25,10.895,-0.955,2617.27,73.32,416.2525,4.16,1.7375,0.18,99.83,96.9,24.7225,-13.015,-0.50496,1.79117,432.1101,450.35285,29.3276775,27.2,26.8212
2,23.75,13.48,-0.7925,2743.4775,108.3875,421.62,4.9,1.6875,0.1875,99.8125,96.9,24.57,-13.64,-0.52125,1.87968,431.51655,450.45425,29.029175,27.2,26.8213675
3,0.25,16.05,-0.8725,2653.685,93.525,426.37,4.2,1.5525,0.1825,99.8725,96.985,25.2,-21.855,-0.71046,2.25641,427.890575,449.637475,29.570825,27.90869,27.6210275
3,0.75,26.18,-1.0825,2771.7425,102.96,430.87,5.16,1.55,0.1825,99.8625,97.0025,25.045,-19.395,-0.65771,2.0257775,428.17125,449.335075,29.4793425,27.9097,27.61882
3,1.25,23.81,-1.125,2768.86,100.67,437.18,5.0225,1.615,0.2,99.84,97.0825,25.0125,-19.2025,-0.74372,2.1086725,429.375125,449.144725,29.4873925,27.91489,27.61862
3,1.75,26.11,-1.4275,2838.19,108.455,436.205,5.285,1.7025,0.21,99.83,97.1125,25,-19.07,-0.730485,2.1964925,429.449175,448.784575,29.3205875,27.9167775,27.61862
3,2.25,26.71,-1.1075,2889.61,106.615,435.4525,4.625,1.51,0.1925,99.8,97.1325,25,-19.4,-0.860095,2.1185325,429.16645,448.86025,29.17285,27.9142825,27.61862
3,2.75,25.655,-0.9775,2849.3,90.76,431.6275,4.485,1.5225,0.2025,99.7825,97.3025,24.9,-19.9,-0.702635,2.03462,427.676775,448.17835,29.05415,27.9084875,27.61862
3,3.25,26.315,-0.8175,2888.89,92.14,431.5575,4.7675,1.5525,0.19,99.7725,97.27,24.97,-18.5025,-0.7973875,2.10141,427.412175,447.866225,28.971165,27.91242,27.61862
3,3.75,26.76,-1.12,2921.805,91.925,445.6525,4.425,1.505,0.18,99.78,97.25,24.89,-19.185,-0.7502775,2.0435,427.014075,447.421275,28.9848375,27.9144225,27.61862
3,4.25,29.21,-0.795,2943.715,99.8125,440.125,4.805,1.495,0.18,99.78,97.2825,24.815,-18.24,-0.7727125,1.9879975,427.4214,447.29365,28.874455,27.8954775,27.61862
3,4.75,22.54,-0.79,2945.23,75.68,443.1375,4.22,1.55,0.19,99.79,97.33,24.76,-18.02,-0.7074525,1.950985,426.558325,447.2387,28.695315,27.8897525,27.61862
3,5.25,16.52,-0.745,2920.1075,89.16,443.735,4.4625,1.405,0.16,99.81,97.365,24.7225,-19.665,-0.724865,2.0616425,426.727825,447.104725,28.67089,27.8747925,27.61862
3,5.75,18.5275,-0.7225,2858.2725,95.7825,438.66,4.755,1.3225,0.16,99.83,97.5,24.7,-19.1825,-0.798575,2.0269125,427.00745,446.8889,28.718325,27.8594325,27.61862
3,6.25,25.625,-0.99,2902.1,89.27,442.24,4.465,1.47,0.1725,99.8525,97.425,24.7,-14.595,2.77807,2.432155,428.0713,447.1009,28.7137575,27.858015,27.61862
3,6.75,35.2975,0.0425,2954.14,123.8625,439.56,4.74,1.475,0.1825,99.89,97.5425,24.785,13.565,56.9674675,12.730535,427.28795,446.683425,28.80503,27.8488,27.61862
3,7.25,81.55,7.5575,2842.52,233.54,432.9725,4.6575,1.585,0.24,99.9225,97.845,25.1475,92.265,172.718375,33.457035,426.505275,450.30065,29.06015,27.845515,27.62397
3,7.75,130.515,19.0575,2571.63,176.73,421.39,0.435,2.02,0.295,99.96,97.2,25.725,193.035,304.24375,56.005165,426.167525,454.80105,29.5330275,27.8345075,27.6425975
3,8.25,185.91,42.055,2500.0825,157.08,411.36,-2.56,2.19,0.34,99.99,95.84,26.42,302.63,425.310775,72.26652,429.269525,459.339675,30.18539,27.83021,27.6456575
3,8.75,261.27,69.6,2485.4425,156.97,404.82,-5,2.28,0.38,100.0125,92.5,27.4,405.52,537.109875,86.462305,431.62835,463.4387,30.491505,27.82915,27.665065
3,9.25,296.205,87.175,2420.975,186.375,393.74,-7.02,2.38,0.4,100.0325,88.5125,28.5025,492.96,640.4431,101.4924,431.68605,469.06515,31.142015,27.832415,27.683005
3,9.75,335.2775,116.695,2375.245,179.5,391.3925,-9.75,2.375,0.4,100.05,84.165,29.5325,580.71,744.242,114.2296,433.9737,473.751975,31.54956,27.8143325,27.6857025
3,10.25,355.94,127.5275,2336.53,187.24,389.065,-10.965,2.66,0.42,100.04,79.5275,30.64,650.2975,821.724875,123.740675,437.3929,478.003575,32.0406975,27.813205,27.6838825
3,10.75,371.765,129.405,2313.8075,167.0225,388.1275,-11.805,2.4575,0.42,100.0225,76.475,31.305,699.4025,878.090175,132.5177,441.108775,481.377425,32.4897725,27.81958,27.678485
3,11.25,415.155,125.9675,2276.945,192.795,387.86,-12.775,2.305,0.4,100.01,74.19,32,749.3425,925.481725,136.696275,444.148125,485.533675,32.917015,27.814855,27.6762125
3,11.75,437.33,144.0775,2261.3275,189.915,386.91,-12.555,2.31,0.4225,99.99,72.1775,32.585,793.8125,979.7244,146.8633,445.652525,488.7575,33.24939,27.8009175,27.67978
3,12.25,452.615,147.9275,2234.26,186.1,385.21,-12.07,2.2725,0.4225,99.9425,71.575,32.74,799.665,974.276375,145.0168,446.916525,490.556125,33.5556575,27.82162,27.675805
3,12.75,421.11,142.205,2215.585,226.23,383.4425,-12.29,2.325,0.395,99.8925,69.84,33.06,789.365,963.9992,141.201,449.02875,490.94295,33.71907,27.8219375,27.6764325
3,13.25,437.23,120.985,2198.78,221.61,382.475,-11.9875,2.36,0.3975,99.84,68.9,33.3,760.8375,898.81385,135.0941,448.96405,491.2868,33.8661925,27.83558,27.6775475
3,13.75,447.08,129.585,2195.93,248.8575,381.73,-11.89,2.2675,0.4,99.78,68.0425,33.6225,715.7275,877.59955,135.04245,449.0956,491.5267,34.004625,27.85801,27.6775375
3,14.25,423.5025,108.92,2186.21,242.8725,380.8,-9.9775,2.36,0.43,99.74,67.85,33.8625,676.09,837.1618,125.60125,447.9726,490.75665,34.08644,27.8559525,27.674695
3,14.75,398.65,87.265,2201.25,239.96,381.59,-9.915,2.24,0.41,99.69,69.545,34.03,600.4925,736.432075,113.91505,445.27195,489.316375,33.9559,27.8545725,27.6559
3,15.25,340.2075,71.51,2200.95,211.0225,380.835,-7.455,2.27,0.36,99.6425,72.7325,34.135,515.13,667.8801,103.656475,442.09095,486.16,33.91834,27.8394975,27.643665
3,15.75,301.11,51.52,2198.335,187.35,382.18,-6.48,2.2,0.33,99.63,74.9475,34.235,427.2675,559.24195,88.965795,442.2418,485.4772,33.81207,27.83735,27.6294125
3,16.25,244.42,33.04,2234.2775,194.2825,380.84,-4.79,2.26,0.36,99.62,74.155,33.8475,332.0075,458.5909,73.98142,442.5204,482.39675,33.65348,27.83192,27.6326375
3,16.75,204.7525,16.32,2221.29,177.74,377.95,-3.51,2.25,0.34,99.62,76.1,33.705,233.6175,334.62755,59.186495,440.1724,480.01365,33.74345,27.836525,27.630665
3,17.25,139.07,2.66,2256.0375,136.4775,379.47,-1.3625,2.11,0.31,99.615,81.075,33.1125,125.5825,202.78135,39.46101,437.0435,476.57555,33.2174,27.8375275,27.614105
3,17.75,70.925,-0.91,2281.745,95.69,381.42,0.1375,1.9,0.26,99.635,84.825,30.9575,40.16,99.48485,22.628975,434.56385,472.0468,32.5979,27.8378925,27.62331
3,18.25,48.39,-1.59,2317.4025,96.345,383.2175,1.77,1.86,0.24,99.6825,88.7275,29.1,-10.255,21.71552,6.84952,432.0656,465.6554,32.15676,27.8375425,27.606675
3,18.75,27.94,-1.37,2354.03,61.9,390.07,2.975,1.75,0.21,99.7025,91.7225,27.7,-20.6275,-0.380805,2.13792,430.1441,460.50205,31.32288,27.84654,27.612935
3,19.25,36.93,-0.85,2354.455,79.085,392.8675,4.975,1.84,0.21,99.73,93.8,26.8,-18.835,-0.72981,2.269745,431.91145,457.9528,31.12833,27.88767,27.63215
3,19.75,34.91,-1.67,2454.835,71.16,394.62,4.14,1.86,0.19,99.75,94.93,26.265,-19.6825,-0.68013,2.222205,433.19925,456.243,30.77365,27.8948175,27.6371025
3,20.25,27.435,-1.42,2447.515,82.24,399.8,5.3,1.7,0.18,99.7825,95.72,25.94,-20.53,-0.660065,2.22718,430.28135,455.32645,30.45556,27.8921625,27.6328
3,20.75,33.82,-1.63,2566.825,82.78,407.235,5.1,1.65,0.19,99.8325,96.2,25.805,-19.57,-0.64456,2.12573,432.1706,453.8275,30.2787,27.9,27.6289325
3,21.25,25.15,-1.44,2612.1225,81.9,413.84,4.615,1.64,0.18,99.88,96.325,25.7,-21.26,-0.790295,2.28443,431.31425,453.03055,30.2253,27.9,27.627895
3,21.75,20.34,-1.6,2545.925,71.935,413.24,4.65,1.6,0.18,99.91,96.6,25.54,-18.585,-0.62625,2.246575,430.9536,452.4789,29.99939,27.9,27.63067
3,22.25,17.4075,-0.96,2577.37,88.57,413.35,4.45,1.67,0.18,99.92,96.6725,25.415,-22.1825,-0.675475,2.217435,427.6807,451.7028,29.97396,27.9016175,27.6293425
3,22.75,16.14,-0.93,2625.735,70.37,416.4275,4.175,1.54,0.16,99.92,96.8075,25.3525,-22.0725,-0.73778,2.10075,428.9815,451.44105,29.93637,27.904465,27.627135
3,23.25,21.3275,-1.13,2666.65,81.3,422.9725,4.51,1.67,0.18,99.91,96.9025,25.3175,-21.26,-0.728015,2.16045,428.08325,450.83625,29.86661,27.9021725,27.6263125
3,23.75,22.5,-1.04,2658.96,92.84,425.26,4.52,1.54,0.18,99.9,96.8925,25.2475,-20.0075,-0.77256,2.10374,429.01795,449.8887,29.77203,27.9066575,27.6247075
