DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,LE,H,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,TA_1_1_1,RH_1_1_1,TA_1_2_1,RH_1_2_1,TA_1_3_1,RH_1_3_1,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,425.375,0.9000965,2.040029,0.07373277,-0.04604518,0.44659555,-1.405316,2.434204,0.11804665,-0.01912446,0.47577735,0.53098195,0.11164905,87.707745,-0.9029329,29.519525,0.3405003,27.53173,-1.704155,82.59341,4.304682,0.1382019,0.24677265,-0.14321669,-71.96528,8.9922625,0.3998889,242.7401,306.6551
1,0.75,425.309,0.8311938,2.0057665,0.078514525,-0.05048089,0.028124245,-0.55746125,2.359247,0.09985848,-0.01284745,0.50430005,0.5022749,0.1030983,87.68848,-0.9744472,30.381325,0.06594006,28.46011,-1.816767,82.72467,4.166427,0.0434288949,0.22440325,-0.24382975,-66.25517,8.9922625,0.4258889,246.8479,305.221
1,1.25,425.5133,0.83276655,1.82576,0.06876331,-0.0076397115,0.3073895,-1.09740425,1.9075115,0.1011935,-0.01380245,0.4685334,0.50233705,0.09906034,87.707415,-0.97209095,27.96352,0.1620582,26.223865,-1.668417,82.98129,4.1584225,0.22612015,0.2386215,-0.327926,-69.22439,8.9922625,0.4258333,244.10485,304.6502
1,1.75,424.9243,0.7492363,1.833449,0.069584725,0.02008123,0.3772199,-0.8899392,2.457552,0.12035585,-0.01828331,0.46562375,0.47015395,0.11754475,87.70879,-1.306496,27.49459,-0.1133108,25.68496,-1.897833,84.91995,4.242649,-0.2524938,0.2181387,-0.467637,-70.81911,8.9922625,0.4454166,239.6197,304.8906
1,2.25,411.8293,0.94878525,1.754926,0.07476645,-0.02037364,-0.09621762,-1.549241,2.428819,0.1139772,-0.014551375,0.53989255,0.5083351,0.11014515,87.693815,-1.4642695,26.365435,-0.110022,25.04157,-2.164033,85.86913,4.3979535,-0.06639525,0.23509525,-0.4583626,-74.90299,8.9922625,0.5351944,241.1152,305.2814
1,2.75,411.46625,0.7866081,1.6620315,0.07584989,-0.04578314,0.01415258,-1.085956,2.114064,0.12866745,-0.02416758,0.6303532,0.51017315,0.100304305,87.67637,-1.4102525,25.936135,-0.4284032,24.05808,-2.494461,85.70705,4.2390405,-0.3261071,0.230011,-0.57850255,-71.44172,8.9922625,0.3941666,246.9735,304.0908
1,3.25,425.7991,0.7171416,1.707266,0.071578345,0.000110327,0.2478723,-1.9004705,2.0919985,0.103155,-0.01432868,0.51916655,0.59314415,0.10564105,87.677735,-1.737046,25.33265,-0.747996,23.343795,-2.698289,86.62544,4.2482395,-0.58098965,0.2022701,-0.6640311,-70.84761,8.9922625,0.5165833,239.3314,304.2673
1,3.75,413.9976,0.8839114,1.5694605,0.062695055,-0.1211924,0.5747302,-0.5878307,2.164564,0.09184755,-0.01436586,0.4573789,0.5143508,0.1110278,87.69897,-1.852993,25.26582,-0.40012695,23.539695,-2.621739,86.330395,4.276124,-0.4342051,0.2215278,-0.7944897,-58.292055,8.9922625,0.55468055,250.21735,304.0482
1,4.25,410.0802,0.7825898,1.504768,0.07193828,-0.031673185,0.1990134,0.2188509,2.128191,0.1198803,-0.016928,0.5514812,0.5855128,0.09826328,87.64693,-1.867577,23.02533,-0.69053545,21.57275,-2.338022,85.15331,4.293966,-0.7503229,0.2204633,-0.8521428,-59.51461,8.9922625,0.56781945,245.8925,302.9218
1,4.75,425.75885,0.82004075,1.545914,0.06873074,-0.03127109,0.1265382,-1.730356,2.139632,0.102652595,-0.01557917,0.51041685,0.5834372,0.096642225,87.65928,-1.7174355,22.751,-0.6766002,21.09014,-2.511986,84.527585,4.253021,-0.52012915,0.2299775,-0.9322542,-58.9545,8.9922625,0.6546944,249.8054,303.233
1,5.25,424.9639,0.9277754,1.4991105,0.076210125,-0.01882211,-0.05203976,-1.7132335,2.086517,0.11527995,-0.017276675,0.5831553,0.55099685,0.10185281,87.65644,-1.697387,23.04166,-0.5787803,21.92384,-2.2419165,84.97235,4.4113685,-0.64663105,0.1936744,-0.90480725,-63.08347,8.9922625,0.5561111,241.7006,304.32105
1,5.75,424.8962,0.9293348,1.5161365,0.05996556,-0.06163295,0.029108299,-0.24360645,2.0730745,0.12126525,-0.01787388,0.54641975,0.5973976,0.106769315,87.669835,-1.5390895,24.85448,-0.5194088,23.285505,-2.525411,86.13537,4.2251145,-0.4589135,0.2066614,-0.9807649,-64.1,8.9922625,0.61761105,243.0248,304.1557
1,6.25,424.8132,0.974455,1.524275,0.07005189,-0.01865921,-0.11085591,-0.83870955,2.092713,0.11202585,-0.01936888,0.51262995,0.56005245,0.1088758,87.685415,-1.700647,24.48923,-0.615239,22.59465,-2.303447,84.29583,4.2123705,-0.6004998,0.220459,-1.042494,-61.89408,8.9922625,0.6640555,244.6194,303.80165
1,6.75,424.9061,0.8215113,1.485504,0.063694965,-0.042897475,0.2760771,-1.162056,1.948007,0.1057412,-0.01328229,0.4676801,0.5610111,0.10297425,87.70522,-1.9431825,23.54475,-0.5983262,21.810745,-2.298186,84.15535,4.187321,-1.0099004,0.2204319,-1.07490035,-58.72561,8.9922625,0.5429167,246.4001,302.5388
1,7.25,425.1729,0.7626736,1.5915775,0.077715695,0.003424412,0.06491739,-0.4689355,1.958722,0.111792,-0.01678072,0.6089638,0.5358307,0.094591435,87.698055,-2.0446525,25.49046,-1.0488845,24.13239,-2.454614,84.1419,4.07433,-0.94820315,0.1959524,-1.101629,-52.07478,8.9922625,0.4464444,251.2227,301.9968
1,7.75,426.1464,0.7441741,1.611138,0.06801934,0.005688697,0.013702205,-0.9209153,1.922149,0.1042542,-0.01573772,0.4964728,0.47800035,0.104117,87.69047,-2.157147,26.371085,-0.6204358,24.606755,-2.4835445,82.952035,4.146024,-1.0419195,0.2079684,-1.091652,-53.94061,1.5130835,0.9636666,250.604,301.9886
1,8.25,424.2899,0.8205891,1.665407,0.07194029,0.001102877,1.038301,-0.5515155,2.217753,0.1094057,-0.01405958,0.4930092,0.4143097,0.1059357,87.68049,-2.091722,28.11682,-0.94885405,26.3721,-2.5876665,84.691725,4.229494,-1.086556,0.1768263,-1.185841,-32.89554,16.92261,4.1935,238.9977,302.07795
1,8.75,420.562,0.8871127,1.853766,0.071531575,-0.06480684,0.1578281,-1.449571,1.907359,0.11874685,-0.01689449,0.5639144,0.4402221,0.10667905,87.700695,-2.156887,27.60027,-1.149434,26.33466,-2.8184415,85.22115,4.152885,-1.1979355,0.2084829,-1.1970765,6.699778,57.88361,11.79689,244.0929,304.1414
1,9.25,417.8695,0.7656636,1.89947,0.07562076,-0.0132621,0.1870312,-0.3416285,1.839084,0.1164658,-0.016966205,0.5325646,0.5136632,0.1114631,87.72723,-1.986161,28.3504,-1.0957926,27.20937,-2.672828,84.314095,4.174039,-1.223088,0.20209505,-1.02176,35.59589,110.5976,19.42411,243.557,306.0458
1,9.75,407.50655,0.66756145,1.941308,0.06967042,-0.01533003,0.2104621,1.256845,2.10372,0.1167717,-0.016457345,0.6206728,0.4451035,0.1044454,87.74238,-1.609247,27.60392,-0.576241,26.88483,-2.4424275,83.89553,4.395244,-0.6508275,0.1905489,-0.766617,65.23385,146.1855,33.24728,258.7744,310.094
1,10.25,401.4626,0.727402,2.063,0.071929105,0.008824725,0.26211335,3.7161795,2.257158,0.09455144,-0.01295934,0.4705886,0.4785234,0.1159654,87.7498,-1.388364,27.94058,-0.59698685,27.91439,-2.238725,83.46561,4.355071,-0.6062099,0.1991451,-0.3920186,92.93938,199.3202,44.74644,255.8456,313.8639
1,10.75,398.0742,0.68051825,2.0687905,0.077839845,-0.02432574,1.5099,3.853448,1.9788655,0.096246955,-0.01262775,0.50752965,0.43675525,0.13687375,87.78925,-0.93998865,28.19103,-0.1610013,27.22664,-2.0623,80.35374,4.253953,-0.15690125,0.1909334,-0.16190935,127.8669,267.9955,57.50294,248.5238,316.2299
1,11.25,397.7205,0.778233,2.259056,0.08501168,-0.007504671,3.375848,6.970752,1.876051,0.1094974,-0.017044115,0.4832003,0.4371881,0.1443456,87.79218,-0.07768153,29.066065,0.4678099,28.349195,-1.6225995,79.88928,4.2382285,0.6166856,0.207927,0.1534762,165.5221,348.44515,64.631715,255.60915,319.3088
1,11.75,397.5846,1.2561175,2.260602,0.1107063,0.01709872,2.997754,9.283893,1.956607,0.1075609,-0.01430664,0.4805218,0.3716646,0.1499338,87.7423,0.1205973,29.1468,0.6274988,29.403525,-1.2341,77.25142,4.292664,0.574594,0.2283089,0.5110357,183.18835,378.79375,72.14777,251.5771,321.6725
1,12.25,398.9691,1.0696955,2.4391315,0.097722295,0.0493219,5.3518805,10.17927,2.473616,0.1251004,-0.022763685,0.4659652,0.4810775,0.1648257,87.67912,0.4338661,29.84475,0.9005313,29.81267,-0.8707611,77.23376,4.393261,0.9839125,0.2150661,0.9269369,209.5476,432.2469,76.85183,243.7621,323.6696
1,12.75,399.34955,0.7699246,2.4901805,0.096864475,0.002127422,5.6611455,10.11699,1.819878,0.1082299,-0.01652736,0.50326,0.4278818,0.1691969,87.67044,0.4055921,30.71485,1.08111995,30.25189,-0.5131555,77.00745,4.496486,1.115714,0.2196746,1.326214,208.4849,435.8224,70.37383,245.4229,327.2165
1,13.25,402.98885,0.83275475,2.535853,0.10471345,-0.07085328,6.536366,14.41873,2.246921,0.118401,-0.02086495,0.5458586,0.4976218,0.1752492,87.64384,1.015021,29.30592,1.303909,29.05674,-0.2872556,74.75526,4.877767,1.505323,0.2153028,1.599001,201.39275,428.4205,71.71652,247.7519,330.70545
1,13.75,404.7095,0.65448955,2.5221175,0.10575895,-0.048857,9.911811,18.2377,2.221227,0.1060636,-0.016363765,0.4842287,0.4602043,0.1777001,87.63496,1.202011,29.15479,1.747393,29.034955,0.03619444,73.99952,4.965651,1.778841,0.1865918,1.791852,188.4499,361.5056,61.97761,244.6727,333.7438
1,14.25,400.9014,0.6776082,2.5385805,0.10703595,-0.07723599,8.8776665,14.85255,1.957976,0.1278765,-0.0196004,0.5248184,0.5031558,0.1768057,87.63393,1.399883,30.086945,1.7444325,30.946165,0.5668278,74.32463,5.0916865,2.125635,0.1966291,2.122928,149.8439,321.2986,63.03116,247.3894,333.8709
1,14.75,398.9051,0.7668514,2.625997,0.1066491,-0.03054642,9.841143,15.400695,1.925003,0.1284543,-0.02156741,0.5317338,0.5292225,0.168118,87.64449,2.07285,30.16519,1.592268,29.40595,0.7811889,73.26244,5.134502,2.024931,0.1964098,2.421933,119.44785,289.12535,59.65444,246.1806,335.2668
1,15.25,400.326,0.8053379,2.7611255,0.109145,-0.07039902,7.8347495,14.38817,2.53618,0.1427162,-0.02783698,0.5973692,0.5675129,0.174875,87.6396,1.712995,31.18038,1.434272,30.14784,0.4532222,71.28053,5.1127105,1.652072,0.1872317,2.542669,101.1314,258.59005,51.57583,252.33655,334.06445
1,15.75,399.9429,0.8395651,2.695864,0.1069389,-0.1651519,7.004665,11.91121,2.942555,0.1416303,-0.02531698,0.6457849,0.5359208,0.1712472,87.6603,1.826368,30.73233,1.821728,30.13778,0.6350055,72.06046,5.073698,2.045935,0.1615777,2.762902,57.531225,191.1962,40.406025,250.92105,331.19395
1,16.25,399.644,0.701071,2.703912,0.1010051,-0.15045455,4.917817,7.340067,2.64886,0.118187,-0.018415,0.5317256,0.5044455,0.1515636,87.68127,1.670108,30.30613,1.908673,30.89039,0.7485999,71.08739,5.025023,2.114304,0.14122735,2.791782,27.16811,129.44445,31.59903,249.96165,330.5493
1,16.75,399.4037,0.79691255,2.689933,0.08377119,-0.1294941,5.709285,4.474166,2.564284,0.1186874,-0.02459562,0.57285925,0.54247225,0.14173575,87.69967,1.5246035,31.116725,1.6988815,29.853055,0.2170889,72.79008,5.073696,1.847144,0.13780895,2.7985365,-14.0885,63.889275,16.75256,248.3873,326.99775
1,17.25,397.1248,0.87289575,2.534698,0.080739705,-0.088822275,3.342507,3.2228485,2.992971,0.1279788,-0.02118291,0.52480885,0.47207755,0.1505093,87.730595,1.152322,31.093705,1.7668375,29.747425,0.07562779,73.47876,5.098154,1.920196,0.1311123,2.5267185,-44.16936,18.55847,5.141,256.5672,323.01405
1,17.75,396.8793,0.96213215,2.441978,0.096528745,-0.1032583,1.99629,0.905545,2.6126115,0.1185568,-0.01662151,0.49866545,0.4780149,0.14214365,87.714685,1.087306,31.31542,1.950764,29.38684,-0.0429972256,74.6608,5.06501,2.09152,0.1463512,2.1847855,-76.43583,6.86325,1.7095,251.62955,319.2681
1,18.25,396.65305,0.8058637,2.429625,0.07327934,-0.085376695,1.559402,-0.1394235,2.473519,0.1275966,-0.02233916,0.5570842,0.47801555,0.12236325,87.721315,0.8126865,30.98174,1.777083,28.66127,-0.29488885,75.835915,5.0933715,1.826811,0.1575626,1.8344785,-83.031415,6.86325,0.5841389,246.23195,317.5371
1,18.75,396.321,0.6550232,2.543852,0.07697247,-0.01473177,0.321601,0.838235,2.5732005,0.13405725,-0.02141737,0.5830727,0.4883302,0.1282174,87.71667,0.68001035,31.08665,1.514573,29.29104,-0.5828833,75.3835,4.890727,1.883945,0.16740615,1.579127,-75.63447,6.86325,0.4719167,253.98775,316.09765
1,19.25,396.4019,0.8163291,2.424581,0.09657943,-0.05723948,0.6244496,0.26951915,3.060043,0.1170628,-0.01703858,0.5831377,0.4861138,0.13634535,87.69996,0.40015485,30.02754,1.4165845,28.23501,-0.6996278,75.95744,4.853971,1.665108,0.19337795,1.3240305,-67.02672,6.86325,0.4290833,258.287,314.5136
