DOY2,HR2,TAU,H,LE,FC,SH,SLE,SC,WS,USTAR,T_SONIC,TA,PA,RH,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA_1_1_1,RH_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,TS_1_1_1,G_1_1_1,G_2_1_1,T_CANOPY_1_1_1
1,0.25,0.0500525,12.370675,43.6852999999999,21.26365,2.10137599999999,6.30174249999975,4.31431624999998,5.61894325,0.638265149999999,9.09938624999999,7.70256125,99.9699675,99.8387525,507.6826,9.923068,2.052817,1.67983275,0.829716725,0.651732975,7.70256125,99.8387525,0.567855324999999,0.714629299999996,2.563157,348.54735,349.417375,0.804278924999999,4.00190725,7.78573424999995,11.7172102499999,4.68405
1,0.75,0.0327225,9.40738349999999,47.1224199999998,15.936215,1.338678,2.49562825,1.911323,6.01200799999999,0.6015601,9.58227399999998,7.32149074999999,99.934705,99.8460475,506.647,10.383665,2.10214475,1.79416575,0.820672375,0.688470349999999,7.32149074999999,99.8460475,0.738344024999998,0.585507224999999,3.23310375,347.935575,347.8017,0.862200699999999,3.7696465,6.868636,16.2515404999999,4.49004999999999
1,1.25,0.0482874999999999,11.5481875,44.4692999999999,27.8852625,1.4942,51.2863799999999,0.94038875,5.47162225,0.5840438,9.50304299999998,7.60656549999999,99.9241825,99.8354375,496.439125,10.668605,1.9906045,1.75363175,0.78600385,0.693232475,7.60656549999999,99.8354375,0.926118149999998,0.780927125,2.8550635,349.27015,349.163525,0.7338012,3.72250925,7.61159474999997,19.4224199999999,4.34309999999999
1,1.75,0.032065,11.3067485,56.517215,10.46588,1.30116625,3.0387724999996,0.8709537,5.28166525,0.597262275,9.41835624999999,7.72582674999999,99.9321475,99.8336975,470.126,10.24939,1.9646545,1.757851,0.80187105,0.964005075,7.72582674999999,99.8336975,0.568774624999999,0.720035775,3.0689685,350.074275,349.970575,0.7130009,3.86708,7.83152074999997,17.3741602499999,4.42575
1,2.25,0.0690799999999999,11.48544,37.050075,14.5781875,1.47238,96.3001444999994,3.69669225,5.40712,0.5677686,8.835264,7.375544,99.95408,99.81738,480.64225,10.1677625,1.883922,1.67771,0.7618224,0.6576826,7.37320075,99.8205825,0.899447399999998,0.830390849999999,3.2026025,347.03625,346.829325,0.67681625,3.96640625,7.60057299999998,17.04549,4.37415
1,2.75,0.04824,13.005282,28.03938,13.88835,2.310848,1.5763185,3.00286625,4.87592,0.6304678,10.087134,7.683088,99.94708,99.82708,471.8195,10.362935,1.77745,1.691444,0.7801724,0.6936116,7.6747765,99.8296525,0.589393199999999,1.331486,2.7796875,348.973575,348.86695,0.6735467,3.98923225,6.60311599999999,17.69079,4.39305
1,3.25,0.05118,8.905714,32.2429,22.5804,2.470232,87.128855,2.60351375,5.314904,0.5895482,10.070206,8.06075,99.94266,99.8237,468.78375,10.3154,1.797352,1.762712,0.7458274,0.6874296,8.05211625,99.831105,0.991003099999999,0.930145399999998,2.8823945,349.66475,349.197425,0.662854275,4.08793825,6.37525624999999,15.2432525,4.772475
1,3.75,0.03756,8.177422,27.604675,9.00435625,1.4134308,63.0329,1.4363425,5.265902,0.6465046,10.188078,8.035074,99.9262,99.82552,469.05525,10.172195,1.974062,1.773196,0.8131682,0.749372,8.032317,99.833215,1.011000025,0.597877,3.2315505,349.48155,349.140625,0.734513624999999,4.43205399999999,6.00631075,13.32709925,5.316025
1,4.25,0.0506199999999999,10.292048,32.1242175,7.81360999999999,1.490184,0.621712725,0.45825825,5.194598,0.7028212,9.827012,7.857166,99.94694,99.8206,452.793,10.21034,1.889132,1.719486,0.860282,0.6400724,7.8517555,99.8302325,1.6514145,0.904095375,3.14599,348.512375,348.017875,0.744080024999999,4.4922635,5.00892849999999,12.6806637499999,5.2988
1,4.75,0.0956679999999999,8.357896,28.97376,30.57902,2.005282,1.50123,0.8134805,5.508196,0.6484328,9.624298,7.451802,99.95954,99.80194,449.859625,10.13252,1.854994,1.687392,0.7755144,0.7882334,7.449921,99.810945,1.350966,0.829022149999999,3.24338325,347.60515,347.1359,0.772404349999999,4.512751,7.87710899999997,12.9058579999999,5.038075
1,5.25,0.05224,15.28174,26.62862,13.26534125,1.625708,1.24110349999999,0.533547625,4.886778,0.6251816,8.79835,7.352242,99.9737,99.76472,434.42725,10.20088,1.848586,1.80038,0.7978914,0.8482458,7.34997975,99.8045275,1.33029375,0.7107262,2.841309,347.114925,346.613025,0.779975524999999,4.498913,8.52741174999995,12.8619609999999,4.795175
1,5.75,0.05588,7.100708,21.82798,5.19242249999999,1.76661,42.045875,1.86743625,4.87889,0.607721,8.392336,7.383912,100.00168,99.79868,454.4218,10.3155225,1.86201,1.779288,0.7450198,0.6081962,7.380956,99.8361175,1.1647616,0.568036275,2.99524125,347.112725,346.483975,0.755693675,4.475767,9.86658299999993,13.7798854999999,4.77705
