DOY2,HR2,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,CO2_1_6_1,CO2_1_7_1,CO2_1_8_1,FC_1_1_1,SC_1_1_1,TAU_1_1_1,H_1_1_1,H_1_1_2,LE_1_1_1,G_1,SH_1_1_1,SLE_1_1_1,SG_1,SG_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_2,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,VPD_1_1_1,TA_1_2_1,RH_1_2_1,VPD_1_2_1,TA_1_3_1,RH_1_3_1,VPD_1_3_1,WS_1_1_1,USTAR_1_1_1,T_BOLE_1,T_BOLE_2,T_BOLE_3,TS_1,TS_1_1_1
1,0.25,389.1875,389.3525,389.77,390.09,389.5525,390.13,391.905,394.02,0.044,-0.11325,-2.405,-82.88,-90.86,1.36,-2.0025,-2.3475,-0.65325,-0.06,-0.097,-2.74,0.5405,179.475,264.0225,-81.69,0,-0.19775,69.41,-10.44,38.44,0.747,-11.665,41.925,0.619,-11.5875,49.46,0.5305,3.0525,0.373,-10.83,-10.12,-9.7,-2.2925,-0.76925
1,0.75,393.88,394.19,394.6,394.88,394.35,394.83,396.93,397.9475,0.075,-0.119,-2.41,-79.825,-86.82,0.92675,-2.005,-2.38,-0.72,-0.06,-0.097,-2.66,0.4955,179.5975,263.4475,-81.79,0,-0.18075,69.4,-10.5,38.22,0.727,-11.715,41.9825,0.613,-11.7425,49.2375,0.5265,2.9825,0.39475,-10.82,-10.15,-9.7925,-2.2925,-0.769
1,1.25,389.18,389.32,389.66,389.8925,389.44,390.11,392.035,394.1325,0.0365,-0.09175,-2.54,-79.315,-88.2325,0.871,-2.005,-2.14,-0.71,-0.07175,-0.085,-2.605,0.519,179.87,262.9325,-81.3,0,-0.1865,69.395,-10.54,37.83,0.7275,-11.84,41.2475,0.621,-11.7725,47.5975,0.52,3.185,0.444,-10.77,-10.3725,-9.8425,-2.31,-0.768
1,1.75,393.82,394.1475,394.58,394.78,394.3475,394.8275,396.85,397.985,0.03175,-0.103,-2.52,-83.1625,-89.555,0.7695,-2.01,-2.055,-0.706,-0.12025,-0.09825,-2.645,0.5075,179.3175,263.05,-81.55,0,-0.177,69.4,-10.71,36.81,0.747,-11.83,41.5925,0.611,-11.8825,48.48,0.532,3.16,0.4195,-10.69,-10.4125,-10.02,-2.3025,-0.767
1,2.25,389.0325,389.115,389.66,389.77,389.3275,390.01,392.07,394.48,0.089,-0.1095,-2.4925,-84.2,-89.465,0.526,-2.0125,-2.15,-0.686,-0.06,-0.097,-2.7,0.48,177.6375,262.69,-81.5775,0,-0.178,69.4125,-10.6225,37.5375,0.73825,-11.91,40.31,0.61125,-12.03,48.9875,0.52525,3.1675,0.4165,-10.81,-10.5,-10.07,-2.3,-0.765
1,2.75,393.695,394.1875,394.405,394.62,394.355,394.765,396.87,398.2,0.03975,-0.0855,-2.56,-80.67,-92.92,0.61,-2.01,-2.1675,-0.618,-0.12,-0.09025,-2.6,0.464,177.5575,262.7,-81.38,0,-0.191,69.4025,-10.6825,36.96,0.75,-12.01,40.89,0.59975,-12.1725,47.58,0.499,3.055,0.4175,-10.85,-10.575,-10.115,-2.2925,-0.76425
1,3.25,389.19,389.2525,389.7,389.885,389.3775,389.9725,391.755,394.6225,0.042,-0.10275,-2.76,-81.8625,-91.69,0.5195,-2.0125,-1.9275,-0.647,-0.0715,-0.098,-2.7,0.489,177.695,263.4325,-81.2675,0,-0.192,69.4,-10.81,37.47,0.733,-12.09,41.15,0.5795,-12.185,48.275,0.4945,3.105,0.417,-11.05,-10.54,-10.155,-2.29,-0.76325
1,3.75,393.75,394.135,394.51,394.64,394.29,394.795,396.815,397.99,0.039,-0.16375,-2.7025,-83.27,-95.7725,0.7865,-2.02,-2.05,-0.71025,-0.06025,-0.0635,-2.66,0.483,178.155,263.66,-80.9675,0,-0.16575,69.4,-10.835,37.12,0.7435,-12.01,41.1825,0.611,-12.0725,48.6,0.48525,3.295,0.448,-11.14,-10.5625,-10.165,-2.29,-0.76225
1,4.25,389.065,389.165,389.605,389.79,389.2975,389.9125,391.88,394.5025,0.0305,-0.107,-2.65,-79.63,-88.865,-0.001,-2.02,-2.22,-0.6,-0.16275,-0.098,-2.64,0.48,177.8775,263.49,-80.47,0,-0.15675,69.4,-10.8875,37.15,0.748,-11.97,40.96,0.5915,-12.08,48.575,0.50125,3.195,0.445,-11.01,-10.5475,-10.28,-2.2825,-0.75925
1,4.75,393.605,394.27,394.495,394.56,394.3325,394.7625,396.855,397.96,0.0515,-0.0855,-2.5825,-82.52,-90.72,0.371,-2.02,-2.3075,-0.57775,-0.18025,-0.097,-2.675,0.48,176.75,263.1075,-80.55,0,-0.16,69.4,-10.75,37.8375,0.7465,-12.0575,41.0375,0.5695,-12.0775,47.7,0.486,3.28,0.443,-11.11,-10.49,-10.3775,-2.2825,-0.757
