DOY2,HR2,USTAR,TA_1,WS,FC,H,LE,G_1_2_1,RH_1,PA,VPD,NETRAD,PPFD_IN,H2O_1
2,9.75,0.46025,8.98825,2.6575,-1.63225,106.2725,80.88,-2.731,85.0745,87.0585,8.685,263.81,934.685,7.5305
2,10.25,0.49875,9.542,2.642,-2.42525,134.079,93.7355,-2.6025,81.75575,87.066,9.18,309.34,1067.7,7.448
2,10.75,0.5095,10.211,2.9585,-2.3065,166.3105,103.33425,-2.361,80.9105,87.078,9.21,354.0675,1155.05,7.3915
2,11.25,0.523,10.444,2.849,-3.013,189.391,108.2425,-2.0985,80.653,87.0725,9.705,388,1239.275,7.428
2,11.75,0.564,10.761,2.856,-3.26175,201.682,120.86975,-1.6445,83.096,87.0515,10,406.6125,1271.8,7.54125
2,12.25,0.54325,11.08975,2.80175,-3.3805,222.7335,124.657,0.06425,83.74825,87.0175,10.24,408.9625,1283.9,7.596
2,12.75,0.572,11.095,2.7715,-3.542,211.981,114.9465,2.42575,82.869,86.996,9.825,392.8225,1250.8,7.73775
2,13.25,0.563,11.01575,2.88275,-3.2305,195.786,112.138,4.28075,82.43725,86.9635,9.64,376.425,1196.525,7.909
2,13.75,0.563,10.769,2.715,-3.078,190.17,109.626,6.6545,82.327,86.95125,9.45,353,1121.4,7.938
2,14.25,0.549,10.749,2.754,-3,169.7365,101.28725,8.033,84.239,86.95275,9.1075,303.825,1005.9,8.033
2,14.75,0.53,10.455,2.601,-2.97225,141.199,85.73,9.3,85.299,86.943,8.585,258.63,872.805,8.11
2,15.25,0.48825,10.234,2.517,-2.175,113.55875,63.9755,9.396,86.838,86.95,8.4,193.4475,707.142,8.17
2,15.75,0.4555,10.16425,2.4335,-1.2225,77.87575,56.6515,8.92275,89.028,86.945,8.175,142.28,545.64,8.278
2,16.25,0.424,9.70575,2.215,-0.6495,40.68575,40.1595,8.1715,90.107,86.93825,7.5,68.3665,362.66,8.46375
2,16.75,0.37,8.9805,2.034,-0.2365,8.212,22.792,7.15675,91.634,86.92925,6.9325,23.1235,189.28,8.57975
2,17.25,0.309,8.22975,2.051,0.47475,-0.359,9.4735,6.353,91.78075,86.92725,6.145,1.187,57.5,8.59
2,17.75,0.2765,6.878,2.01,1.11,-0.93625,3.579,5.2425,92.9685,86.9335,5.3425,-4.9165,8.42,8.5525
2,18.25,0.2805,6.5655,2.004,1.387,-0.74225,2.001,4.34325,94.16325,86.9255,4.83,-6.1855,0.145,8.46
2,18.75,0.2805,6.40025,2.049,1.55375,-0.61,2.00325,3.46075,94.45675,86.93875,4.65,-5.339,0,8.3905
2,19.25,0.29675,6.1355,1.936,1.64875,0.18525,2.54025,2.45925,94.569,86.95,4.5625,-4.459,0.017,8.23875
2,19.75,0.29,6.1625,2.061,1.485,-0.986,2.207,1.18575,94.86375,86.95225,4.615,-4.271,0,8.0685
2,20.25,0.30475,6.07,2.11725,1.47075,-1.50575,2.1495,0.0765,95.123,86.96,4.6025,-5.73475,0.03225,7.992
2,20.75,0.2795,6.207,2.175,1.5395,-0.907,2.217,-0.609,94.998,86.969,4.74,-4.2545,0.031,7.898
2,21.25,0.31275,6.129,2.178,1.386,-1.739,1.8125,-1.2365,95.112,86.975,4.65,-3.969,0.02925,7.851
2,21.75,0.28,5.673,2.0695,1.473,-1.387,1.829,-1.646,94.892,86.978,4.795,-4.72225,0.0175,7.75
2,22.25,0.322,5.5385,2.115,1.52,-2.718,2.12525,-2.24375,94.7945,86.98725,4.87,-4.184,0.04,7.71775
2,22.75,0.321,5.434,2.11775,1.7105,-1.7405,2.89025,-2.3895,94.796,86.995,4.9675,-4.667,0.008,7.72
2,23.25,0.31,5.432,2.1475,1.385,-2.876,2.3,-2.535,94.009,86.994,4.7925,-4.4535,0.02175,7.627
2,23.75,0.30425,5.24425,2.053,1.3985,-1.6565,2.528,-2.53625,94.29025,86.98925,5.21,-3.9205,0.019,7.64
3,0.25,0.2845,7.813,1.764,1.4115,-2.1545,2.83575,-2.44625,93.174,87.02,5.25,-9.07325,0,8.01
3,0.75,0.2595,7.785,1.783,1.3,-0.825,1.57825,-2.46,93.208,87.0265,5.415,-9.6815,0.0045,7.823
3,1.25,0.24775,7.774,1.71225,1.2695,-1.04325,2.14525,-2.52275,92.288,87.015,5.575,-8.501,0.006,7.759
3,1.75,0.27175,7.849,1.8565,1.211,-1.94825,2.36625,-2.55575,92.261,87.00225,5.9,-8.505,0.011,7.596
3,2.25,0.246,7.514,1.826,1.195,-1.87025,1.995,-2.593,92.191,86.97925,5.66,-8.456,0.0015,7.647
3,2.75,0.2585,7.461,1.86875,1.136,-1.762,1.837,-2.594,92.846,86.9635,5.5125,-9.5565,0.0125,7.484
3,3.25,0.24875,7.223,1.86875,1.28225,-2.163,1.79575,-2.594,92.665,86.956,5.73,-8.835,0,7.414
3,3.75,0.2395,7.489,1.896,1.0595,-4.157,2.302,-2.594,93.009,86.9575,5.84,-11.2205,0.0085,7.296
3,4.25,0.251,7.227,1.8215,1.146,-1.83375,3.237,-2.594,92.251,86.94775,5.9475,-10.865,0.00375,7.131
3,4.75,0.2745,7.134,1.895,1.264,-3.13,3.951,-2.594,92.907,86.95625,5.99,-11.38825,0.00875,7.139
3,5.25,0.238,7.1,1.793,0.982,-2.8545,2.586,-2.594,91.077,86.97025,5.92,-9.675,0.0095,6.96
3,5.75,0.231,7.278,1.77,1.0645,-1.24325,2.1415,-2.62975,90.763,86.9725,5.7925,-8.69025,1.36,6.98
3,6.25,0.2715,7.318,1.94,0.97,-2.674,1.781,-2.61375,91.237,86.9745,5.9225,-4.079,27.922,6.925
3,6.75,0.261,7.243,1.859,0.90275,-2.9595,5.363,-2.66275,91.263,86.98975,5.8825,13.0315,140.955,6.921
3,7.25,0.316,8.166,1.965,0.5345,-4.5235,17.3265,-2.63125,89.652,87.00225,6.2675,71.96725,354.155,7.074
3,7.75,0.37325,9.187,1.953,0.142,5.51425,48.8025,-2.59875,86.972,87.01575,6.84,144.5625,562.1775,7.466
3,8.25,0.42,10.115,2.04,-0.688,43.279,96.336,-2.59325,83.945,87.01725,7.755,218.205,773.4775,7.77
3,8.75,0.463,11.161,2.116,-2.42,93.4915,114.9835,-2.54525,82.845,87.024,9.0425,295.0125,962.7375,7.701
3,9.25,0.4615,12.547,2.3575,-3.355,132.95625,124.064,-2.36125,80.375,87.04375,9.8175,356.9725,1119.25,7.677
3,9.75,0.507,13.256,2.483,-3.975,170.214,141.06,-1.637,79.744,87.068,10.1775,421.94,1281.75,7.749
3,10.25,0.55275,14.043,2.697,-4.807,199.348,164.9215,0.794,79.787,87.08075,10.71,486.245,1409.875,7.72
3,10.75,0.558,14.4615,2.82875,-5.1405,219.321,172.27975,2.6805,77.28075,87.0805,10.715,517.3155,1499.85,7.53925
3,11.25,0.564,14.79225,2.74175,-5.0685,246.065,173.79225,4.8425,76.22325,87.079,11.18,555.275,1563.15,7.678
3,11.75,0.56925,14.872,2.885,-5,260.634,166.727,6.273,74.121,87.0645,11.345,571.78,1597.8,7.887
3,12.25,0.59,15.26925,2.949,-5.68,285.057,177.234,8.34,73.28925,87.048,11.44,577.4375,1601.775,8.40425
3,12.75,0.61,15.4555,2.935,-5.26975,278.9595,172.93375,12.9095,70.621,87.03175,11.22,571.7,1576.2,8.4665
3,13.25,0.604,15.5435,2.944,-5.4045,270.21,164.2735,21.41975,70.8175,87.0155,11.0425,554.89,1510.175,8.599
3,13.75,0.6015,15.31275,3.065,-5.142,262.1185,156.818,28.078,72.18475,86.99725,10.62,524.24,1434.95,8.661
3,14.25,0.592,15.3495,2.9475,-4.82375,234.897,146.7845,31.8995,75.602,86.9885,10.6375,478.61,1310.95,8.7075
3,14.75,0.57,15.37325,2.92,-4.2885,209.93875,138.02225,32.325,77.8065,86.98675,10.625,413.48,1166.6,8.8925
3,15.25,0.56325,15.35975,2.81,-3.721,177.86925,121.775,30.9925,78.07475,86.988,10.345,343.8875,1015.95,9.0785
3,15.75,0.543,14.892,2.61025,-3.123,152.666,101.699,27.23575,78.98475,86.9905,10.145,264.4675,845.5225,9.33
3,16.25,0.479,14.38025,2.469,-2.567,98.787,85.2895,24.31675,80.71925,86.9845,9.5225,183.7025,643.65,9.334
3,16.75,0.46075,13.74675,2.2885,-1.4175,54.616,60.02225,21.55225,82.2035,86.983,8.66,108.515,447.1075,9.48
3,17.25,0.371,13.31475,2.0225,-0.00525,14.039,35.7,18.986,83.93125,86.98525,7.7725,32.67625,250.85,9.7125
3,17.75,0.2835,12.0285,1.6235,0.76825,-2.004,12.749,16.4145,86.9585,86.97375,6.69,-4.2055,81.55575,9.957
3,18.25,0.20575,10.925,1.4125,1.092,-1.1315,2.2285,13.6545,89.8385,86.971,5.7675,-15.547,10.85375,9.8755
3,18.75,0.192,9.85075,1.39725,1.282,-0.4495,1.603,11.12225,91.76775,86.97225,5.07,-14.10025,0.11725,9.8135
3,19.25,0.17725,9.23675,1.275,0.908,0.06275,1.32,9.02225,92.775,86.98525,4.45,-14.0655,0,9.645
3,19.75,0.179,9.30725,1.362,0.814,-0.096,0.788,6.6345,93.0675,86.9925,4.41,-14.35575,0,9.4805
3,20.25,0.17875,8.86725,1.457,1.037,-0.11275,1.389,4.97575,93.59025,87.004,4.49,-13.34925,0.002,9.404
3,20.75,0.2085,8.713,1.5755,1.1345,-0.354,2.083,2.936,93.279,87.0155,4.84,-11.816,0,9.18175
3,21.25,0.218,8.4435,1.6395,0.981,-0.567,2.123,1.7695,93.0165,87.0245,4.83,-12.2235,0.008,9.01625
3,21.75,0.2355,8.448,1.6675,1.1125,-0.7545,2.684,0.724,93.1575,87.0325,5.08,-10.859,0.01,8.87475
3,22.25,0.25,8.3005,1.752,1.1725,-0.44,2.77125,-0.4615,93.5595,87.0275,5.19,-11.917,0.0035,8.66925
3,22.75,0.25525,8.163,1.8175,1.35125,-0.4365,2.28875,-1.3605,93.27,87.0255,5.2825,-11.676,0.0155,8.59475
3,23.25,0.2595,8.071,1.7085,1.239,-1.692,2.225,-1.9045,93.04,87.024,5.2175,-10.293,0.0055,8.3395
3,23.75,0.262,7.995,1.71575,1.38125,-1.613,2.2065,-2.2315,93.1415,87.025,5.305,-9.844,0,8.20025
4,0.25,0.229,7.91475,1.742,1.7175,-0.775,1.534,-1.40525,94.38875,86.83675,4.615,-7.363,0,8.86225
4,0.75,0.21,7.89725,1.707,1.48125,-0.171,1.533,-1.50025,94.24575,86.82425,4.75,-7.5405,0,8.7135
4,1.25,0.2095,7.743,1.785,1.48575,-1.323,1.9805,-1.764,94.1465,86.808,4.785,-7.69,0,8.5385
4,1.75,0.22375,7.42,1.8065,1.60275,-1.23825,1.617,-2.075,93.948,86.7985,4.93,-6.41,0,8.458
4,2.25,0.2465,7.39,1.798,1.73,-1.235,1.86325,-2.4795,93.9715,86.7825,5.3425,-6.1495,0,8.3435
4,2.75,0.25525,7.325,1.73675,1.8995,-0.19375,2.002,-2.7025,94.1295,86.774,5.17,-7.8925,0,8.2535
4,3.25,0.242,7.1185,1.76175,1.70525,0.272,1.614,-2.859,93.934,86.7695,5.18,-6.671,0,8.2055
4,3.75,0.21475,7.136,1.6795,1.78425,-0.588,1.614,-3.1135,94.2215,86.7635,4.99,-7.2615,0,8.145
4,4.25,0.22725,7.1165,1.81275,1.526,0.0745,1.64625,-3.2895,93.938,86.7625,5.075,-7.5345,0,8.1135
4,4.75,0.223,7.0015,1.745,1.67675,-0.986,1.871,-3.5365,93.7425,86.764,5.16,-6.624,0.13,8.041
4,5.25,0.24,6.976,1.717,1.3905,-0.718,1.604,-3.591,94.3895,86.7655,5.3375,-4.3605,9.5105,8.1135
4,5.75,0.2115,7.02,1.79075,1.0515,-0.638,1.993,-3.7475,93.701,86.7805,5.305,0.643,66.2785,8.045
4,6.25,0.255,7.546,1.83675,0.81275,-0.377,4.717,-3.9605,93.496,86.8075,5.47,40.6385,236.569,8.1765
4,6.75,0.311,8.2895,1.714,0.6835,1.16925,18.948,-3.959,93.323,86.841,5.96,107.82,436.445,8.402
4,7.25,0.363,9.466,1.81,-0.06125,22.347,51.921,-3.4825,91.8855,86.8595,6.22,183.91,636.9,8.7645
4,7.75,0.393,10.947,2.125,-1.463,58.68,102.6305,-2.495,89.947,86.885,7.6175,265.19,854.14,9.018
4,8.25,0.475,12.238,2.43,-3.1875,110.297,128.9755,-1.566,87.016,86.905,8.875,339.29,1041,8.839
4,8.75,0.516,13.1105,2.631,-4.562,166.606,160.93575,-0.9,84.347,86.9135,9.87,422.69,1238.26,8.463
4,9.25,0.5575,13.851,2.901,-5.1905,202.589,165.598,0.3515,82.70225,86.92375,10.53,483.4825,1393.5,8.44075
4,9.75,0.595,14.081,2.929,-5.33,242.7285,169.83825,1.9795,80.4355,86.94275,10.64,541.1475,1517.725,8.347
4,10.25,0.607,14.7375,3.13825,-5.308,279.9305,199.3065,4.5605,77.3725,86.9355,10.8325,605.68,1645.65,8.495
4,10.75,0.64075,15.066,3.192,-5.393,301.841,206.2405,6.63875,77.224,86.923,11.1225,634.99,1703.8,8.642
4,11.25,0.6395,15.423,3.23725,-5.9035,328.5045,212.33475,8.099,76.296,86.917,11.215,661.35,1766.5,8.864
4,11.75,0.642,15.72,3.239,-6.243,339.788,209.6315,9.39025,75.754,86.903,11.165,676.61,1789.3,8.98
4,12.25,0.66125,15.96025,3.3495,-6.5695,354.69125,206.014,12.712,76.19925,86.89075,11.31,674.44,1796.025,9.06225
4,12.75,0.6755,16.0015,3.3,-5.77475,346.177,211.96,19.3475,74.5725,86.8795,11.425,665.065,1751.25,9.2725
4,13.25,0.63225,15.6945,3.341,-5.27725,354.906,197.467,27.202,75.7135,86.882,11.23,651.71,1695.95,9.2505
4,13.75,0.659,15.635,3.339,-5.996,337.421,199.9465,33.699,72.9495,86.8765,11.56,612.2,1604.65,9.202
4,14.25,0.6365,15.542,3.3,-5.283,318.663,184.7855,38.538,73.501,86.865,11.4975,561.205,1494.9,9.4265
4,14.75,0.61675,15.5235,3.148,-4.7385,294.202,182.0945,40.4425,74.8495,86.857,10.965,492.755,1358.15,9.505
4,15.25,0.5945,15.526,3.037,-4.283,243.716,152.66225,39.555,78.453,86.849,10.4375,418.875,1194.9,9.5685
4,15.75,0.57475,15.495,2.953,-3.2275,198.841,133.3075,37.3095,79.513,86.844,10.5775,341.74,1017.25,9.6955
4,16.25,0.544,15.089,2.759,-2.86,153.004,115.324,33.2045,81.003,86.837,10.2175,258.3705,818.775,9.7225
4,16.75,0.495,14.7255,2.545,-1.92075,104.028,86.67,28.9275,82.114,86.8355,9.69,173.57,611.065,9.864
4,17.25,0.43175,14.0905,2.305,-0.41725,49.4305,64.012,25.056,85.359,86.826,9.16,95.044,403.976,9.766
4,17.75,0.383,13.39,1.971,0.4545,11.656,35.69675,21.1395,87.325,86.821,8.38,27.0735,215.2,10.061
4,18.25,0.29425,12.299,1.708,1.192,-1.605,11.092,17.928,88.4325,86.805,7.22,-0.909,72.314,10.072
4,18.75,0.24675,10.969,1.499,1.777,-0.914,2.682,14.7385,90.1845,86.8045,6.04,-10.0625,8.9065,10.0545
4,19.25,0.23875,10.0665,1.3845,1.901,-0.5445,1.372,11.8955,91.97875,86.816,5.16,-9.9625,0.09,10.02525
4,19.75,0.205,9.4985,1.43325,1.95175,0.4085,0.91775,9.3635,92.623,86.825,4.555,-10.349,0,9.986
4,20.25,0.198,9.0445,1.451,1.601,0.8495,1.014,6.833,93.0715,86.83925,4.3,-9.0115,0,9.937
4,20.75,0.1945,8.844,1.433,1.617,0.2075,1.388,4.91475,93.1755,86.84725,4.59,-9.78675,0,9.7965
4,21.25,0.219,8.52125,1.574,1.756,-0.5915,0.92,3.32625,93.573,86.8475,4.68,-7.706,0,9.63975
4,21.75,0.20975,8.39025,1.5415,1.6425,-1.1185,1.39625,1.98575,93.90925,86.8435,4.6525,-8.447,0,9.40375
4,22.25,0.2255,8.55875,1.577,1.499,-0.376,1.188,0.71775,94.46275,86.83625,4.99,-8.581,0,9.35125
4,22.75,0.2,8.24125,1.59,1.85925,-0.8465,1.35925,-0.243,94.2115,86.831,4.6825,-8.36325,0,9.36925
4,23.25,0.2,8.3745,1.574,1.345,0.004,1.158,-0.87275,93.95625,86.82925,4.655,-7.12875,0,9.23675
4,23.75,0.199,8.06375,1.57975,1.47025,-0.88,1.347,-1.35175,94.5535,86.82575,4.57,-7.327,5e-04,9.025
5,0.25,0.169,12.911,1.578,1.657,0.122,2.76175,-1.071,88.755,86.786,8.4375,-21.32375,0,10.372
5,0.75,0.1785,12.6205,1.644,2.218,-0.861,2.5895,-1.527,88.1225,86.766,8.195,-20.83175,0,10.1785
5,1.25,0.18925,12.293,1.694,1.798,-1.64175,2.7245,-2.098,86.877,86.753,8.395,-21.52875,0,9.959
5,1.75,0.18225,12.3405,1.7075,1.864,-1.3405,2.91575,-2.592,87.527,86.7465,8.53,-19.93925,0,9.7735
5,2.25,0.18025,12.4455,1.7,1.5125,-0.65075,2.986,-2.9755,86.7205,86.739,8.59,-20.25325,0,9.63
5,2.75,0.18475,12.237,1.744,1.78225,-0.98425,3.47225,-3.342,85.4085,86.7295,8.5975,-23.23275,0,9.573
5,3.25,0.1845,12.046,1.73725,1.59,-0.699,2.849,-3.694,85.984,86.722,8.65,-22.9825,0,9.4535
5,3.75,0.184,11.7705,1.7435,2.13675,-0.5345,3.38825,-4,85.267,86.7205,8.775,-25.2305,0,9.49
5,4.25,0.2055,11.986,1.7075,2.132,-1.283,4.482,-4.2935,85.203,86.7215,8.89,-23.41325,0.242,9.2995
5,4.75,0.19625,11.913,1.7495,2.0735,-1.379,4.7305,-4.4915,86.595,86.7225,8.89,-21.1725,11.8695,9.137
5,5.25,0.1975,11.8055,1.8425,1.517,-1.127,4.627,-4.7545,86.072,86.7385,8.92,-4.89375,82.063,9.036
5,5.75,0.23,12.252,1.7095,1.34475,-2.45,9.68375,-5.0235,84.27,86.752,9.105,37.83975,241.89,9.26
5,6.25,0.256,13.0785,1.867,1.0985,-2.7155,33.9175,-4.9555,80.8495,86.771,9.505,108.8475,452.18,9.6185
5,6.75,0.305,14.504,1.8165,1.078,9.858,88.7715,-4.734,76.903,86.798,10.1025,185.565,668.0985,9.9795
5,7.25,0.361,15.946,1.91,-1.15975,46.346,136.267,-3.8645,71.81425,86.8175,11.545,265.14,872.0075,10.303
5,7.75,0.4115,17.31675,2.21775,-3.5045,91.1835,176.7735,-1.68775,67.70675,86.84,13.4975,346.54,1073.55,10.21375
5,8.25,0.468,18.25325,2.4035,-4.249,132.33425,198.23225,1.699,64.63,86.861,14.3725,425.83,1263.23625,10.01525
5,8.75,0.479,18.841,2.6055,-4.2265,178.1345,215.33225,5.56625,64.6765,86.866,15.3825,499.98,1433.2115,9.5445
