DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2
1,0.25,0.0304552,-1.53354,-15.57106662,-1.128455,-30.29,-0.704,69.59266667,0.047,98.2233,0.00533,-7.38467,-0.20415344,-1.141,0.1069712125,-12.7133,-12.18,-12.1925,-13.64,-12.99,-12.705,428.00075
1,0.75,0.0068142,-0.810557,-15.135125,-1.19763,-31.626,-0.727,69.6993,0.046425575,98.2933,0.110833,-8.0628,-0.194616,-1.143,0.0881,-12.3045,-11.2034,-12.0552,-13.31,-11.88051725,-12.52205,429.6335
1,1.25,0.095746,-0.79394508525,-13.36956149,-0.80847525,-29.308,-0.7589,69.7303,0.04675,98.3,0.178233,-5.98907,-0.55141463,-1.159333333,0.1004105,-12.42666667,-11.4137,-11.9933,-13.3473,-12.0395,-12.5215,432.291
1,1.75,0,-1.0828125,-8.3886417975,-1.14663,-30.059,-0.768,69.4557,0.0475,98.3,0.140867,-5.0999,-0.250043,-1.212,0.094300575,-12.45566667,-11.52633333,-12.129,-13.3877,-12.22135,-12.464485,429.6655
1,2.25,0,-1.30628,-10.72883728,-0.970817,-30.5585,-0.74225,69.262275,0.051375,98.312525,0.024025,-6.3852425,-0.220254,-1.20711666675,0.095775,-12.4115749975,-11.6621,-12.18795,-13.45775,-12.1622625,-12.43772625,426.886
1,2.75,0,-0.6117615,-11.165634255,-1.12651916675,-30.6365000025,-0.7335,69.2918,0.055625,98.29,0.15703324975,-7.822415,-0.22208875,-1.18975,0.08954445,-12.543,-11.718425,-12.210425,-13.5207,-12.22005,-12.48831375,429.03
1,3.25,0.1320305,-1.0580766615,-13.87245,-0.8988835,-30.15875,-0.73475,69.3852,0.05185,98.275,0.13217475,-7.074255,-0.1209178615,-1.171975,0.09261715,-12.56308333,-11.765925,-12.191275,-13.547425,-12.302275,-12.54211125,429.85
1,3.75,0,-1.4503886165,-11.697475,-0.85380824975,-30.389,-0.74785833325,69.348916665,0.043475,98.254975,0.1320665,-7.4178525,-0.23065975,-1.157,0.08395,-12.5701666675,-11.85625,-12.1986,-13.4881916675,-12.5349125,-12.58826125,428.04775
1,4.25,0,-1.49256,-12.746375,-0.87668325,-30.9382500025,-0.73657499975,69.41075,0.05785895,98.2,0.08,-6.064,-0.20487175,-1.1885,0.067975,-12.593583335,-11.931175,-12.2535,-13.609275,-12.4907625,-12.6289875,428.26175
1,4.75,0.049525,-1.18171,-8.57549,-0.71522500025,-31.1314999975,-0.70275,69.9867499975,0.0460416,98.2,0.0323,-5.202245,-0.37333080825,-1.193,0.0851,-12.69975,-11.99705,-12.27935,-13.51775,-12.4139125,-12.64496125,428.745
