DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2,VPD,TS_3
1,0.25,0.0528,-0.979993492,-16.5804275225,0,-28.5675,-2.79525,69.6825,0.06095,98.5,0.1635,-20.83,0,0,-4.7215,0.34056075,-10.335,-5.91975,-6.218,-10.16,-8.25475,-8.308,410.9,0.17229,-5.02875
1,0.75,0,-0.5785145,-14.6606,0,-28.4475,-2.8165,69.925,0.051575,98.5,0.15975,-19.83,0,0,-4.722,0.3502145,-10.2075,-5.853,-6.2405,-10.225,-8.179,-8.258375,409.8,0.1747125,-4.98675
1,1.25,0.08055,-0.8151432455,-13.737225,0,-28.51475,-2.8305,69.7225,0.0583,98.425,0.14575,-20.4675,0,0,-4.72725,0.3455,-10.22,-5.83625,-6.2395,-10.23,-8.1325,-8.290625,411.8,0.165695,-4.9585
1,1.75,0.08395,-0.5507043075,-16.94825355,0,-28.55375,-2.83125,69.465,0.05298,98.425,0.137,-18.98,0,0,-4.72425,0.3475045,-10.2675,-5.84275,-6.24025,-10.3,-8.120875,-8.385875,410.2,0.1711675,-4.9275
1,2.25,0.08441502825,-0.630565,-14.32270648,0,-28.68275,-2.83225,69.7025,0.05127,98.425,0.12225,-17.65,0,0,-4.74025,0.34346075,-10.2675,-5.80925,-6.22675,-10.3525,-8.099875,-8.401,410.15,0.1684,-4.8995
1,2.75,0.0665,-0.539819199,-12.1600251375,0,-28.4975,-2.83125,70.1775,0.05615,98.425,0.12475,-17.49,0,0,-4.75275,0.33972,-10.2375,-5.88475,-6.21575,-10.445,-8.15425,-8.419625,409.15,0.1620075,-4.86575
1,3.25,0.0332,-0.444020564,-19.7218928775,0,-28.62,-2.812,70.0375,0.05188,98.5,0.12125,-17.08,0,0,-4.759,0.3216175,-10.23,-5.9335,-6.21275,-10.515,-8.162375,-8.445,410.4,0.165005,-4.84075
1,3.75,0.015435,-0.17460680325,-15.32617691,0,-28.7525,-2.78225,69.22,0.05205,98.4,0.128,-18.135,0,0,-4.763,0.3400925,-10.22,-5.95675,-6.22575,-10.565,-8.18575,-8.48875,410.45,0.1689725,-4.8145
1,4.25,0.0562,-0.15251477325,-14.592,0,-29.0575,-2.7685,69.465,0.05825,98.4,0.1365,-16.56,0,0,-4.788,0.34118625,-10.1975,-5.8805,-6.20475,-10.62,-8.215625,-8.444,410.95,0.1665325,-4.78225
1,4.75,0.036,-0.43223395025,-15.856675,0,-28.8975,-2.7535,69.5275,0.04705,98.4,0.1285,-17.38,0,0,-4.80725,0.33315,-10.265,-5.87025,-6.255,-10.675,-8.247625,-8.41175,411.05,0.1665075,-4.7645
1,5.25,0,-0.2963715305,-15.8965,0,-29.07,-2.74225,69.965,0.04815,98.4,0.15175,-19.15,0,0,-4.8245,0.3261015,-10.355,-5.87975,-6.27,-10.7325,-8.2845,-8.39625,410.2,0.1797025,-4.75625
1,5.75,0,-0.32824374475,-12.8978432375,0,-28.9425,-2.728,70.1775,0.050915,98.4,0.1285,-18.74,0,0,-4.82475,0.307319,-10.365,-5.84625,-6.278,-10.795,-8.2275,-8.3935,409,0.16784,-4.74975
1,6.25,0.02785,-0.38165950525,-17.823075,0,-29.0475,-2.73225,69.8275,0.0608,98.4,0.09025,-19.15,0,0,-4.83225,0.34424,-10.4025,-5.85775,-6.2785,-10.7925,-8.279625,-8.38325,406.6,0.1770325,-4.7535
1,6.75,0.0087,-0.3864432665,-15.5025,0,-28.93025,-2.74625,68.9625,0.05248,98.4,0.122,-18.765,0,0,-4.84375,0.31818,-10.43,-5.84,-6.25625,-10.8375,-8.392625,-8.3275,405.25,0.1811275,-4.7665
1,7.25,0.08483182775,-0.19751,-17.598,0,-28.555,-2.7605,69.3825,0.0503,98.4,0.141,-17.62,0,0,-4.8395,0.32755375,-10.4225,-5.8795,-6.2985,-10.8175,-8.4335,-8.30475,405.525,0.1724125,-4.7645
1,7.75,0.0525,-0.4695225,-14.294,0,-29.2425,-2.7735,69.5825,0.0527,98.4,0.15725,-19.395,0,0,-4.8225,0.32355875,-10.3925,-5.91525,-6.30575,-10.8125,-8.37075,-8.343375,407.6,0.1824325,-4.76375
1,8.25,0.0598,-0.517880954,-15.99685195,0,-29.325,-2.78825,69.25,0.05659,98.35,0.144,-18.4875,0,0,-4.83525,0.3400075,-10.3875,-5.9285,-6.3115,-10.745,-8.229875,-8.36275,407.65,0.1796875,-4.76625
1,8.75,0.044575,-0.469371373,-17.58785,0,-29.055,-2.80125,69.455,0.053985,98.375,0.161,-18.63,0,0,-4.838,0.332802,-10.445,-5.954,-6.33325,-10.68,-8.201375,-8.395625,403.8,0.17242,-4.771
1,9.25,0.064,-0.60097116625,-18.76565,0,-28.6975,-2.8195,69.3475,0.053375,98.4,0.27525,-18.215,0,0,-4.84575,0.334637,-10.42,-5.96275,-6.32475,-10.6425,-8.194625,-8.384625,403.7,0.1592125,-4.78075
1,9.75,0.028023845,-0.32544062725,-21.13012246,0,-28.75,-2.84075,69.7025,0.055995,98.4,0.55275,-17.38,0.3147465,0.512961,-4.863,0.3334395,-10.4975,-6.04,-6.35875,-10.4975,-8.181125,-8.37775,404.9,0.17324,-4.80275
1,10.25,0.063725,-0.28314975,-24.908525,0.77525,-28.6775,-2.86025,68.855,0.05645,98.4,1.55925,-17.37,2.234,3.081255,-4.8685,0.33671825,-10.53,-6.03725,-6.39925,-10.4075,-8.263875,-8.4395,405.65,0.1748225,-4.81125
1,10.75,0.127695164,-0.04115,-17.3183,2.46775,-28.215,-2.86525,68.805,0.059325,98.4,3.3335,-17.99,6.329035,7.616505,-4.88575,0.322,-10.5925,-6.039,-6.4395,-10.44,-8.3,-8.42775,405.325,0.189195,-4.82525
1,11.25,0.06665,0.046235,-11.8664,5.723625,-28.18,-2.875,68.32,0.05615,98.4,5.854,-17.5325,12.0015,12.90565,-4.8865,0.3480475,-10.6725,-6.0815,-6.48275,-10.4775,-8.30625,-8.401125,408.9,0.20028,-4.836
1,11.75,0.018945,0.13676,-11.437347945,9.935,-27.1775,-2.85525,68.305,0.0646325,98.4,9.3375,-15.5,15.873,18.340525,-4.891,0.367145,-10.7175,-6.1125,-6.48475,-10.5125,-8.309625,-8.430125,407.2,0.200055,-4.85625
1,12.25,0.00892,0.20284,-16.1080988775,12.6725,-26.3825,-2.852,68.24,0.065485,98.4,11.725,-14.88,21.01905,22.171525,-4.899,0.373465,-10.6925,-6.12525,-6.508,-10.5,-8.3045,-8.459875,407.8,0.2201575,-4.8755
1,12.75,0.027825,0.34289,-10.6804,13.715,-25.76,-2.83925,68.38,0.062585,98.4,12.6175,-14.9275,22.024025,23.8743,-4.88575,0.355655,-10.6375,-6.08475,-6.48625,-10.485,-8.263375,-8.4685,408.3,0.2371575,-4.89725
1,13.25,0.03795300925,0.1530775,-8.5081925,13.19,-25.355,-2.81,68.345,0.064915,98.4,11.6125,-14,21.7164,23.05635,-4.84275,0.38025,-10.645,-6.00975,-6.474,-10.4175,-8.20125,-8.50075,408.1,0.2375875,-4.908
1,13.75,0,0.30304592025,-6.73255,11.36,-24.9575,-2.803,68.3275,0.05895,98.4,9.6875,-14.56,18.7587,19.1777,-4.83175,0.36199,-10.73,-5.90725,-6.45975,-10.36,-8.147625,-8.48525,407.025,0.232965,-4.918
1,14.25,0.02701980075,0.024435,-9.5086575,7.7855,-25.07,-2.802,68.31,0.064095,98.4,6.5265,-11.8725,12.88695,13.38805,-4.852,0.374085,-10.5775,-5.8685,-6.44175,-10.3175,-8.142125,-8.458625,406.8,0.23117,-4.9345
1,14.75,0.0464,-0.063675,-11.899692215,3.8585,-25.2225,-2.756,67.9625,0.0566,98.4,3.6295,-12.56,6.42583,7.32428,-4.80375,0.380944,-10.49,-5.823,-6.4285,-10.305,-8.05825,-8.42875,406.175,0.225815,-4.96125
1,15.25,0.0761,-0.250198561,-13.43836529,1.29925,-25.6475,-2.75025,68.17,0.05445,98.4,1.48675,-15.2075,2.4964525,2.47275,-4.799,0.35393,-10.55,-5.7825,-6.4155,-10.27,-7.95525,-8.41575,406,0.2257225,-4.99325
1,15.75,0.012925,-0.21461,-14.562725,0.07925,-26.695,-2.7585,68.49175,0.056445,98.4,0.6495,-16.39,0.484175,0.26694825,-4.8005,0.333787,-10.575,-5.759,-6.4005,-10.205,-7.93775,-8.4,405.9,0.2098575,-5.0165
1,16.25,0.0244,-0.38235462825,-15.91965,0,-27.075,-2.7555,68.6075,0.0578475,98.4,0.33175,-18.5075,0,0,-4.8225,0.3281325,-10.545,-5.7675,-6.3955,-10.145,-7.87875,-8.358,405.4,0.2060175,-5.038
1,16.75,0.0378,-0.1016975,-18.179464615,0,-27.53,-2.74775,69.3825,0.0546,98.4,0.17425,-17.46,0,0,-4.84225,0.337,-10.5,-5.776,-6.4055,-10.115,-7.84125,-8.35625,405.575,0.2032325,-5.0615
1,17.25,0.070325,-0.59521714125,-18.586425,0,-28.17,-2.75625,69.18375,0.055,98.4,0.14375,-19.005,0,0,-4.85275,0.34539,-10.52,-5.8265,-6.4365,-10.16,-7.823,-8.34675,405.3,0.1982175,-5.085
1,17.75,0.0370952905,-0.500835119,-15.4821,0,-28.5575,-2.79,69.94175,0.055175,98.4,0.16125,-19.6325,0,0,-4.8805,0.3478695,-10.45,-5.836,-6.443,-10.15,-7.95125,-8.34825,404.575,0.1979425,-5.10675
1,18.25,0.02395,-0.3672544165,-16.5331,0,-28.6025,-2.81925,70.1025,0.048275,98.4,0.159,-20.1225,0,0,-4.89075,0.342165,-10.385,-5.7825,-6.4835,-10.19,-8.05875,-8.33,405.95,0.1882,-5.125
1,18.75,0.13344375,-0.53024,-16.578528205,0,-28.6725,-2.81875,69.4225,0.060375,98.4,0.15425,-19.105,0,0,-4.884,0.342252,-10.45,-5.751,-6.498,-10.235,-8.07425,-8.3225,407.75,0.1922225,-5.141
1,19.25,0.1274210105,-0.82127365325,-20.72657088,0,-28.93,-2.82425,69.16,0.0578,98.475,0.16375,-18.895,0,0,-4.873,0.324288,-10.495,-5.6885,-6.4855,-10.305,-8.1465,-8.30175,407.9,0.19086,-5.15575
1,19.75,0.03005,-0.257941525,-17.165269715,0,-28.8675,-2.82425,69.5675,0.04923,98.475,0.14375,-17.6,0,0,-4.86575,0.3282675,-10.54,-5.691,-6.465,-10.34,-8.1555,-8.30125,410.025,0.189305,-5.1685
1,20.25,0.070332664,-0.87178,-16.1799994525,0,-29.185,-2.83975,69.8275,0.0535,98.5,0.16625,-18.11,0,0,-4.85725,0.329639,-10.44,-5.6795,-6.4425,-10.285,-8.15475,-8.2725,410.875,0.1882725,-5.18325
1,20.75,0.084750228,-0.41552,-15.704,0,-28.53,-2.84,69.82,0.05105,98.5,0.15,-18.13,0,0,-4.8645,0.32410425,-10.365,-5.7095,-6.4055,-10.185,-8.18525,-8.2395,409.95,0.18531,-5.1775
1,21.25,0,-0.585930464,-14.2842,0,-28.83,-2.8465,69.9,0.056025,98.5,0.165,-17.87,0,0,-4.8785,0.328488,-10.335,-5.7385,-6.3965,-10.13,-8.14125,-8.2575,410.7,0.183115,-5.16775
1,21.75,0.06,-0.499185152,-14.6802,0,-28.62,-2.8495,69.64,0.0536975,98.5,0.1575,-17.3,0,0,-4.8925,0.336687,-10.325,-5.765,-6.3985,-10.11,-8.13175,-8.26925,411.225,0.1834225,-5.1665
