DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,LW_OUT_1_1_1,LW_IN_1_1_1,NETRAD_1_1_1,SW_OUT_1_1_1,SW_IN_1_1_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,PA_1_1_1,PA_2_1_1,PPFD_IN_1_1_1,PPFD_IN_2_1_1,PPFD_OUT_10_1_1,PPFD_OUT_11_1_1,PPFD_OUT_12_1_1,PPFD_OUT_1_1_1,PPFD_OUT_2_1_1,PPFD_OUT_3_1_1,PPFD_OUT_4_1_1,PPFD_OUT_5_1_1,PPFD_OUT_6_1_1,PPFD_OUT_7_1_1,PPFD_OUT_8_1_1,PPFD_OUT_9_1_1,TS_1,TS_2
1,0.25,-0.008551435,-13.9762,0.869682,0.0672591,2.56964,0.105712,4.04416,384.4995,4.540035,0.4276975,0.4475825,0.128588,0.510161,315.5273,252.6119,-67.45356,1.762503,-1.673591,3.78984248333333,48.2205585,2.7625,-11.6095,-6.374574,-20.03785,-7.862466,86.2417735,86.3683333333334,-0.0243785101666667,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,6.20666666666666,8.19333333333334
1,0.75,-0.00824656,-12.9851,0.518429,0.06496085,2.48965,0.1049405,3.57578,384.123,4.51879,0.441749,0.451687,0.1260615,0.4831145,314.45365,250.5479,-66.742065,1.7700475,-1.667692,3.3613755,50.180383,2.77,-11.69135,-6.611008,-20.72762,-8.435869,86.2514533333334,86.3675,-0.0261491526666667,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,5.93444444444444,8.09916666666667
1,1.25,-0.006663355,-13.6182,0.7290965,0.0684663,2.50824,0.101637,3.536155,385.091,4.52468,0.4473165,0.428919,0.1287705,0.5311235,313.0136,250.07895,-66.33671,1.774435,-1.6095595,3.4356279,50.4838325,2.745,-11.95749,-6.813338,-20.9906891924908,-8.893217,86.2479113333333,86.3533333333333,-0.0224031495,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,5.68555555555555,8.01583333333333
1,1.75,-0.00566128,-11.5896,0.574877,0.06701665,2.43264,0.09520865,3.062955,384.831,4.532495,0.476666,0.44939,0.121546,0.5464365,311.44585,249.8483,-65.08378,1.7620575,-1.665306,2.94455701315,50.9012615,2.6075,-12.31476,-6.975346,-21.360037744194,-9.343343,86.2598015,86.3533333333334,-0.0207182355,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,5.48527777777777,7.9425
1,2.25,-0.00562412,-11.5411,0.738422,0.0636421,2.356215,0.09695995,2.73936,385.608,4.483495,0.469376,0.4720245,0.116794,0.4907425,310.30115,248.5058,-64.862475,1.751279,-1.5103985,2.7350927,51.4051665,2.605,-12.45108,-7.224394,-21.48946,-9.574908,86.2638336666667,86.3575,-0.0169477086666667,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,5.31,7.85416666666666
1,2.75,-0.00487039,-9.90002,0.9137315,0.0467452,2.147435,0.101154,2.63925,385.029,4.46278,0.511597,0.45186,0.1178995,0.4905235,308.8849,248.9537,-64.223435,1.827884,-1.674482,2.56817231666667,53.1718058333334,2.3075,-12.59822,-7.523249,-21.4293090051801,-9.945551,86.2543265,86.37,-0.0186725511666666,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,5.15861111111112,7.765
1,3.25,-0.003835775,-9.66546,0.66173,0.04534215,2.261765,0.09722695,2.575695,385.726,4.47468,0.4849225,0.446597,0.1115935,0.525288,306.6217,250.3866,-63.75941,1.768262,-1.619815,2.19893378333333,53.6854005,2.3525,-12.72215,-7.659557,-21.61145,-10.16616,86.2535531666667,86.3833333333334,-0.0168015976666666,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,4.985,7.66333333333333
1,3.75,-0.00372178,-9.43657,0.433619,0.0513049,2.339105,0.08759435,2.24872,384.445,4.46547,0.458592,0.4180315,0.107305,0.506476,306.74215,249.4065,-63.816975,1.806343,-1.538728,2.03554060716667,53.9442601666667,2.3775,-12.83937,-7.891714,-22.16796,-10.49006,86.2509063333333,86.3758333333333,-0.0205465041666667,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,4.78333333333333,7.57583333333334
1,4.25,-0.004323945,-9.9167,0.3124195,0.0668681,2.210635,0.09366075,1.84043,384.6605,4.478465,0.4929595,0.4838115,0.1130295,0.5938495,305.6619,246.35465,-63.87116,1.7196675,-1.6626005,1.54895857016667,55.6983505,2.1625,-12.95667,-8.079448,-22.2038001870383,-10.71444,86.2545245,86.3691666666666,-0.0186876398333334,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,4.55500000000001,7.50083333333333
1,4.75,-0.00343138,-9.07047,0.5327605,0.0426625,2.199255,0.09412995,1.72734,383.68,4.39565,0.4780855,0.4749565,0.1050335,0.529697,304.9252,244.4608,-62.64325,1.7523825,-1.571599,1.56407648,56.9672771666666,2.1225,-13.14747,-8.215302,-22.35208,-11.02146,86.2443998333333,86.3658333333333,-0.0131827383333333,1,1,1,1.1,1.2,1.1,1,1.1,1,1,1,1,1,4.38472222222222,7.43083333333333
