DOY2,HR2,USTAR_1_2_1,WS_1_2_1,FC_1_2_1,H_1_2_1,LE_1_2_1
1,18.25,0.467,1.817,0.925,-9.638,34.223
1,18.75,0.42025,1.65875,0.808,-15.18125,19.88
1,19.25,0.4015,1.59575,0.79825,-11.049,11.34875
1,19.75,0.418,1.597,1.2465,-10.73625,9.32975
1,20.25,0.4475,1.52475,1.32625,-9.51325,8.63225
1,20.75,0.426,1.70975,1.103,-6.5845,6.16575
1,21.25,0.45875,1.818,1.22875,-6.49675,4.444
1,21.75,0.533,1.878,1.669,-7.269,5.783
1,22.25,0.527,1.987,1.664,-7.734,5.104
1,22.75,0.525,1.885,1.511,-8.969,4.358
1,23.25,0.53675,1.8945,1.96,-7.691,6.5165
1,23.75,0.548,2.03,1.965,-6.72,7.363
2,0.25,0.4115,1.67325,1.31675,-10.932,6.088
2,0.75,0.4565,1.665,1.72,-10.5395,6.698
2,1.25,0.442,1.718,1.68,-8.841,5.943
2,1.75,0.479,1.753,1.864,-12.927,4.57
2,2.25,0.444,1.7315,2.018,-11.5465,5.8615
2,2.75,0.463,1.713,2.064,-4.693,9.778
2,3.25,0.511,1.84,2.0055,-6.386,6.59175
2,3.75,0.5565,1.95575,2.20825,-7.4815,7.59925
2,4.25,0.587,2.002,1.6405,-11.006,5.61175
2,4.75,0.55625,2.0415,1.67875,-6.92375,7.32975
2,5.25,0.59225,2.00875,1.6205,-6.704,7.808
2,5.75,0.525,1.82425,1.956,-5.992,6.7315
2,6.25,0.526,1.771,2.131,-9.469,5.746
2,6.75,0.509,1.882,1.816,-7.5885,7.553
2,7.25,0.5245,1.9145,1.44475,-6.65725,10.98775
2,7.75,0.5575,1.9995,0.868,-1.833,12.68
2,8.25,0.61425,2.05575,0.067,22.17975,22.326
2,8.75,0.6785,2.1735,-0.3575,67.2045,42.0935
2,9.25,0.69225,2.29975,-0.95,119.846,56.27775
2,9.75,0.75,2.5435,-3.738,153.137,77.532
2,10.25,0.8065,2.655,-5.36,178.4295,96.571
2,10.75,0.859,2.87,-6.05925,208.221,115.4505
2,11.25,0.9065,2.84825,-5.98975,226.852,149.7105
2,11.75,0.885,2.9535,-7.1675,252.3205,155.1535
2,12.25,0.89975,3.0675,-7.997,252.37975,171.7415
2,12.75,0.937,3.1725,-8.00475,254.42075,171.036
2,13.25,0.871,2.867,-7.307,247.616,162.555
2,13.75,0.9415,3.16325,-7.36975,230.3245,170.2765
2,14.25,0.916,3.149,-7.32825,229.02425,178.6595
2,14.75,0.8925,2.952,-6.969,191.9365,173.2495
2,15.25,0.92875,3.274,-6.09175,176.812,165.2985
2,15.75,0.902,3.0815,-5.023,127.7635,142.695
2,16.25,0.84075,2.77875,-3.9125,84.9415,124.4685
2,16.75,0.8355,2.8855,-2.5265,39.88475,114.00025
2,17.25,0.711,2.4605,-0.8625,-3.0945,84.9515
2,17.75,0.5985,2.1545,-0.0705,-13.74475,64.6945
2,18.25,0.4745,1.9605,0.703,-12.965,29.3185
2,18.75,0.383,1.59275,0.9955,-13.62925,17.65125
2,19.25,0.3915,1.8445,1.0315,-12.537,11.675
2,19.75,0.41625,1.85175,1.26175,-8.7055,9.68125
2,20.25,0.43725,1.8315,1.42225,-6.45,7.9255
2,20.75,0.5225,1.9675,1.4265,-4.20825,8.345
2,21.25,0.5215,1.94025,1.28075,-4.02025,8.77375
2,21.75,0.4805,1.9685,1.156,-4.254,8.8385
2,22.25,0.53125,1.9755,1.07875,-3.979,8.077
2,22.75,0.4815,1.891,1.1585,-6.65,6.455
2,23.25,0.43275,1.7835,1.2255,-9.528,5.23125
2,23.75,0.404,1.68775,1.41775,-7.87875,5.3805
3,0.25,0.4405,1.744,1.951,-13.4595,6.987
3,0.75,0.459,1.836,1.884,-13.405,7.745
3,1.25,0.465,1.742,1.99925,-14.636,6.36625
3,1.75,0.46025,1.677,1.714,-9.9745,6.846
3,2.25,0.461,1.802,1.75775,-9.468,6.46275
3,2.75,0.472,1.8765,1.6935,-8.934,6.856
3,3.25,0.493,1.779,2.072,-11.415,6.781
3,3.75,0.479,1.798,1.8065,-6.73,6.812
3,4.25,0.4435,1.71625,2.0415,-9.42625,5.38225
3,4.75,0.418,1.665,1.80475,-8.479,6.2315
3,5.25,0.4545,1.7515,1.9845,-5.3145,6.13525
3,5.75,0.49725,1.8475,2.017,-8.7845,6.667
3,6.25,0.444,1.542,1.8975,-10.699,6.8645
3,6.75,0.46675,1.679,1.677,-5.31075,8.46125
3,7.25,0.51325,1.85825,0.328,0.58475,15.527
3,7.75,0.598,1.97475,-0.629,26.708,34.109
3,8.25,0.635,2.028,-2.089,67.599,58.077
3,8.75,0.7755,2.37825,-2.92525,122.4235,80.7835
3,9.25,0.8445,2.694,-6.547,161.092,126.4625
3,9.75,0.82075,2.7635,-7.60775,197.4085,157.44325
3,10.25,0.81225,2.7065,-8.3195,232.43475,173.606
3,10.75,0.826,2.911,-8.77,249.11325,196.08
3,11.25,0.855,2.709,-9.514,265.411,199.4845
3,11.75,0.7885,2.792,-9.30075,278.832,197.5845
3,12.25,0.839,3.011,-8.956,287.637,208.54075
3,12.75,0.869,3.0075,-7.6015,291.444,204.897
3,13.25,0.91225,3.07325,-7.8805,297.11475,200.74725
3,13.75,0.87,3.0685,-7.3055,277.494,197.378
3,14.25,0.91425,3.09925,-6.7515,278.0565,185.50225
3,14.75,0.911,3.158,-6.55,227.158,171.889
3,15.25,0.861,3.07475,-6.164,204.038,167.749
3,15.75,0.886,3.142,-5.033,171.255,145.671
3,16.25,0.834,2.975,-3.7575,115.404,131.6265
3,16.75,0.802,2.754,-2.829,71.935,124.468
3,17.25,0.714,2.401,-1.94525,21.064,97.53175
3,17.75,0.617,2.122,-0.606,-7.32,71.764
3,18.25,0.5315,1.90625,0.6005,-13.9805,40.634
3,18.75,0.42875,1.72175,1.718,-11.54825,24.038
3,19.25,0.4225,1.801,1.63775,-15.2375,16.00475
3,19.75,0.4105,1.738,1.913,-12.9465,10.9645
3,20.25,0.4485,1.7965,1.93,-9.789,8.719
3,20.75,0.474,1.8385,1.963,-11.6215,8.498
3,21.25,0.45175,1.8605,1.89525,-12.44925,8.605
3,21.75,0.5075,1.93775,2.309,-10.20225,7.659
3,22.25,0.5015,1.9825,2.242,-12.25175,7.508
3,22.75,0.47575,1.82875,1.99475,-11.6855,8.32425
3,23.25,0.48075,1.91725,2.004,-13.84125,8.02225
3,23.75,0.4845,1.8155,1.87575,-12.91725,6.481
4,0.25,0.391,1.74475,2.6725,-13.68625,6.8875
4,0.75,0.399,1.6775,2.622,-12.4485,4.362
4,1.25,0.40525,1.6965,2.92975,-9.26575,5.80875
4,1.75,0.42925,1.7105,2.6925,-7.26625,3.77725
4,2.25,0.3685,1.6845,2.6435,-5.78025,3.15375
4,2.75,0.387,1.611,2.365,-5.24,1.862
4,3.25,0.3705,1.47575,2.39575,-4.84525,2.2435
4,3.75,0.337,1.35775,2.6835,-4.143,4.97075
4,4.25,0.3315,1.331,2.9185,-2.7915,5.414
4,4.75,0.355,1.381,3.3955,-2.656,5.109
4,5.25,0.339,1.392,3.104,-5.3,5.337
4,5.75,0.315,1.319,2.829,-4.558,4.936
4,6.25,0.329,1.4685,2.70275,-3.7315,6.10775
4,6.75,0.3755,1.58775,1.191,1.22825,16.857
4,7.25,0.42275,1.693,0.49425,16.57175,35.251
4,7.75,0.54475,1.81825,0.972,51.747,61.74175
4,8.25,0.613,2.105,-2.566,87.992,95.697
4,8.75,0.668,2.261,-5.529,134.598,136.307
4,9.25,0.716,2.316,-8.415,164.4375,163.4785
4,9.75,0.77775,2.628,-10.21925,194.9045,194.9185
4,10.25,0.761,2.516,-10.933,217.47525,209.64575
4,10.75,0.80425,2.679,-11.5675,249.4085,229.37175
4,11.25,0.8005,2.58975,-11.186,277.3545,242.14325
4,11.75,0.827,2.6205,-10.4105,305.496,251.868
4,12.25,0.873,2.821,-10.281,328.756,261.135
4,12.75,0.814,2.775,-8.941,315.309,254.176
4,13.25,0.81925,3.02475,-8.02875,299.66575,225.253
4,13.75,0.8715,2.895,-8.5095,292.3565,225.3655
4,14.25,0.84375,2.8905,-8.066,290.4195,222.22375
4,14.75,0.85475,2.8065,-7.28925,273.1695,207.31575
4,15.25,0.8435,2.8075,-7.052,229.9165,185.3325
4,15.75,0.85325,2.968,-6.48175,192.151,178.746
4,16.25,0.838,2.86925,-5.29,158.87275,168.51775
4,16.75,0.8125,2.9095,-3.5855,99.98,147.524
4,17.25,0.785,2.7545,-2.50425,52.48575,125.3095
4,17.75,0.673,2.439,-1.205,14.94,94.8775
4,18.25,0.615,2.04,0.076,-8.293,64.765
4,18.75,0.457,1.744,1.022,-14.13,32.683
4,19.25,0.4395,1.6545,1.46125,-11.79125,13.048
4,19.75,0.3945,1.6745,2.3445,-10.475,9.5235
4,20.25,0.4685,1.798,2.739,-15.148,8.3765
4,20.75,0.502,1.934,2.8855,-13.954,7.5355
4,21.25,0.488,1.86425,3.3165,-16.12925,8.6855
4,21.75,0.4735,1.8935,3.04975,-17.4885,8.3405
4,22.25,0.448,1.7495,2.954,-17.8395,5.864
4,22.75,0.461,1.74925,2.667,-17.124,6.33775
4,23.25,0.4825,1.89375,3.206,-12.566,7.74875
4,23.75,0.423,1.692,3.304,-15.672,4.309
5,0.25,0.31725,1.51075,2.51075,-10.3285,2.8885
5,0.75,0.3195,1.4285,2.942,-10.3905,3.51475
5,1.25,0.321,1.307,2.964,-10.6185,3.1775
5,1.75,0.30425,1.337,3.695,-9.6975,0.99025
5,2.25,0.28225,1.25575,3.3085,-7.30225,1.65925
5,2.75,0.279,1.3585,3.1255,-6.853,2.3805
5,3.25,0.2645,1.22575,2.71725,-5.59575,2.43175
5,3.75,0.2725,1.2085,3.44925,-5.29525,2.8655
5,4.25,0.2445,1.1665,3.23725,-4.263,0.532
5,4.75,0.264,1.237,3.145,-2.888,0.908
5,5.25,0.266,1.21,3.54775,-3.24025,1.75325
5,5.75,0.271,1.221,2.701,-2.896,2.675
5,6.25,0.332,1.328,3.723,1.038,11.985
5,6.75,0.399,1.467,4.66,16.468,30.802
5,7.25,0.4865,1.6475,2.918,50.8915,52.686
5,7.75,0.583,1.89375,-1.14375,94.63775,94.1735
5,8.25,0.59825,2.0455,-4.9795,126.225,126.57975
5,8.75,0.643,1.96025,-8.34875,161.582,168.92825
5,9.25,0.6745,2.202,-9.0895,179.69475,197.20525
5,9.75,0.686,2.235,-10.689,230.916,215.313
5,10.25,0.693,2.358,-10.648,253.544,247.993
5,10.75,0.73475,2.3755,-10.7565,277.388,257.2485
5,11.25,0.79,2.362,-10.351,295.127,292.503
5,11.75,0.792,2.57125,-10.06925,309.355,271.4185
5,12.25,0.788,2.57025,-8.79825,301.013,274.08725
5,12.75,0.81525,2.57275,-9.06825,325.07725,278.98125
5,13.25,0.758,2.6155,-8.737,320.3495,279.871
5,13.75,0.8015,2.596,-7.66775,308.34375,270.2595
5,14.25,0.796,2.56025,-7.97425,285.17425,268.53925
5,14.75,0.786,2.662,-7.09375,242.3705,246.8285
5,15.25,0.75275,2.666,-6.19925,227.0405,232.57275
5,15.75,0.7805,2.6335,-5.04025,189.78425,210.26975
5,16.25,0.777,2.439,-4.249,167.066,200.123
5,16.75,0.76125,2.522,-3.67075,116.70675,179.97825
5,17.25,0.675,2.395,-2.142,77.415,157.267
5,17.75,0.6545,2.15225,0.04825,29.17575,129.79875
5,18.25,0.5345,1.9085,0.364,1.46625,79.142
5,18.75,0.5295,1.89125,1.01475,-8.50425,42.7265
5,19.25,0.381,1.5765,2.199,-13.0005,22.109
5,19.75,0.3745,1.6275,2.2775,-11.447,9.971
5,20.25,0.4105,1.60075,3.17925,-10.0255,10.26175
5,20.75,0.38875,1.6175,3.04275,-10.06,9.079
5,21.25,0.41325,1.633,3.0845,-12.84825,6.93225
5,21.75,0.40475,1.66675,3.028,-12.255,6.5015
5,22.25,0.42925,1.7115,2.9415,-12.38525,5.30975
5,22.75,0.392,1.59125,2.84475,-11.3305,3.81675
5,23.25,0.3585,1.5025,2.74575,-11.27525,3.819
5,23.75,0.329,1.418,2.957,-12.135,2.816
6,0.25,0.328,1.451,3.961,-8.553,6.533
6,0.75,0.30125,1.2935,2.9525,-7.93825,2.5175
6,1.25,0.27,1.342,4.041,-8.109,2.167
6,1.75,0.251,1.186,3.828,-7.766,3.138
6,2.25,0.243,1.162,3.2365,-6.0245,2.815
6,2.75,0.24675,1.13425,3.3525,-5.0935,1.406
6,3.25,0.264,1.182,3.35125,-5.926,6.083
6,3.75,0.286,1.206,5.09,-5.554,4.367
6,4.25,0.3155,1.1965,5.04,-3.10275,3.352
6,4.75,0.343,1.288,5.773,-3.804,4.464
6,5.25,0.288,1.2305,5.7665,-4.7045,1.316
6,5.75,0.25675,1.1245,4.7575,-3.85525,4.79575
6,6.25,0.326,1.1015,3.6425,2.7935,16.497
6,6.75,0.405,1.286,3.062,20.972,40.189
6,7.25,0.447,1.555,2.3805,55.8885,76.27
6,7.75,0.577,1.975,-1.586,80.679,125.601
6,8.25,0.5865,2.05475,-1.8845,98.09675,171.6405
6,8.75,0.62875,2.264,-7.29875,135.06775,217.31675
6,9.25,0.6345,2.182,-8.669,173.4385,250.913
6,9.75,0.6715,2.379,-9.3965,205.547,262.546
6,10.25,0.7355,2.5345,-9.3805,230.7745,297.73
6,10.75,0.681,2.5105,-9.2275,246.5945,274.73875
6,11.25,0.65625,2.41125,-8.20075,291.25425,286.32925
6,11.75,0.74575,2.4145,-9.25475,280.97175,295.1505
6,12.25,0.74275,2.7635,-7.2935,312.0345,301.184
6,12.75,0.76275,2.62975,-7.13375,318.492,292.5225
6,13.25,0.713,2.52275,-6.832,337.49,303.60525
6,13.75,0.708,2.50275,-5.8715,319.00575,315.18575
6,14.25,0.705,2.73775,-4.9665,285.6405,281.616
6,14.75,0.6475,2.213,-4.868,256.5975,261.1515
6,15.25,0.7025,2.475,-4.2525,229.836,272.48
6,15.75,0.714,2.398,-3.376,189.336,261.05
6,16.25,0.74325,2.50975,-3.281,164.05225,207.66325
6,16.75,0.6615,2.398,-2.708,120.798,196.7885
6,17.25,0.691,2.2905,-1.4795,73.7455,184.3165
6,17.75,0.6095,2.2225,-0.021,33.57,153.0015
6,18.25,0.531,1.9925,0.8105,3.5055,97.83
6,18.75,0.4345,1.70025,1.91275,-5.4825,51.59375
6,19.25,0.406,1.502,1.7495,-11.2,20.578
6,19.75,0.419,1.61875,3.44125,-9.314,20.3495
6,20.25,0.4415,1.806,3.34825,-8.77325,12.92825
6,20.75,0.501,1.693,3.7765,-7.0265,7.725
6,21.25,0.4925,1.7605,4.3665,-3.815,14.2715
6,21.75,0.48825,1.73975,4.3395,-8.36125,7.63475
6,22.25,0.409,1.6265,4.808,-11.2025,14.3455
6,22.75,0.414,1.5735,4.083,-12.2095,10.499
6,23.25,0.403,1.588,4.669,-12.488,5.998
6,23.75,0.391,1.536,3.518,-9.795,5.503
7,0.25,0.251,1.2135,3.60725,-6.17775,3.144
7,0.75,0.271,1.20725,4.37225,-5.146,3.296
7,1.25,0.242,1.187,4.727,-5.68775,4.1965
7,1.75,0.246,1.16025,4.7025,-7.016,4.5505
7,2.25,0.244,1.07,5.824,-7.1655,5.143
7,2.75,0.317,1.212,5.025,-5.2955,2.968
7,3.25,0.3015,1.17925,6.914,-6.5275,1.7295
7,3.75,0.3,1.15,6.148,-3.68,2.415
7,4.25,0.327,1.329,5.301,-3.736,3.187
7,4.75,0.341,1.217,4.634,-4.322,1.581
7,5.25,0.321,1.25,5.172,-3.518,1.566
7,5.75,0.30375,1.32975,4.194,-2.35725,4.63125
7,6.25,0.31475,1.23125,5.523,-0.22375,18.19575
7,6.75,0.398,1.365,5.096,14.446,36.047
7,7.25,0.544,1.595,3.354,45.59,70.325
7,7.75,0.527,1.746,-0.079,72.582,115.949
7,8.25,0.595,2.0065,-3.1685,99.777,148.28225
7,8.75,0.618,1.97,-4.873,126.961,200.609
7,9.25,0.568,1.9685,-8.00075,149.228,219.48625
7,9.75,0.632,1.962,-7.519,177.907,269.944
7,10.25,0.606,2.313,-10.086,206.405,309.395
7,10.75,0.719,2.184,-8.699,244.858,334.272
7,11.25,0.65475,2.218,-8.9775,248.21625,322.811
7,11.75,0.6665,2.19375,-8.9635,254.20025,342.61
7,12.25,0.687,2.2575,-7.6805,274.99675,362.45375
7,12.75,0.636,2.2185,-5.94725,279.9235,332.98525
7,13.25,0.679,2.359,-7.60475,265.1745,309.00575
7,13.75,0.679,2.561,-4.875,312.331,319.528
7,14.25,0.722,2.363,-4.878,309.487,298.259
7,14.75,0.773,2.46825,-3.63375,248.443,278.00475
7,15.25,0.674,2.561,-3.08225,229.9255,328.0715
7,15.75,0.667,2.276,-2.546,186.311,260.027
7,16.25,0.66525,2.31225,-2.837,151.387,231.3945
7,16.75,0.617,2.193,-0.199,99.732,236.695
7,17.25,0.613,2.063,0.237,74.766,192.711
7,17.75,0.573,1.942,0.435,22.794,166.927
7,18.25,0.537,1.922,1.58,7.15,99.07
7,18.75,0.43675,1.69525,1.836,-5.342,55.9635
7,19.25,0.3755,1.54975,3.32325,-13.7405,43.30175
7,19.75,0.461,1.746,5.383,-13.337,26.925
7,20.25,0.4315,1.698,5.062,-11.2475,17.4065
7,20.75,0.46125,1.662,5.085,-10.81775,12.941
7,21.25,0.3155,1.4455,3.9375,-8.15575,10.066
7,21.75,0.28,1.206,4.0125,-9.5495,6.8575
7,22.25,0.274,1.2585,3.9255,-11.2245,5.002
7,22.75,0.27725,1.3065,4.736,-9.14425,5.6565
7,23.25,0.253,1.283,3.5235,-6.5965,6.938
7,23.75,0.24525,1.256,2.532,-5.9365,4.26825
8,0.25,0.257,1.1255,4.1255,-3.7245,0.98975
8,0.75,0.2225,1.1195,3.67975,-3.456,1.108
8,1.25,0.23075,0.99125,4.281,-3.32025,0.663
8,1.75,0.23,1.067,3.563,-2.905,1.281
8,2.25,0.235,1.044,4.355,-3.697,0.043
8,2.75,0.20575,1.08975,3.742,-2.4975,0.304
8,3.25,0.232,1.134,5.005,-4.523,-0.429
8,3.75,0.223,0.99425,4.49475,-3.564,-0.582
8,4.25,0.26625,1.061,4.335,-2.693,0.94675
8,4.75,0.239,1.046,5.049,-2.661,0.473
8,5.25,0.237,1.1365,4.44525,-2.4365,0.22175
8,5.75,0.251,1.041,6.13625,-3.82475,-0.19425
8,6.25,0.273,1.05,7.16625,-1.982,6.2305
8,6.75,0.321,1.104,5.17475,4.4185,19.8785
8,7.25,0.3755,1.273,6.9925,27.4035,41.019
8,7.75,0.41725,1.43025,5.54525,58.351,66.83525
8,8.25,0.443,1.54625,3.832,87.34875,125.51425
8,8.75,0.4695,1.6135,-1.15375,123.08225,143.25475
8,9.25,0.499,1.574,-4.496,143.227,163.508
8,9.75,0.5365,1.64375,-6.35475,175.9215,214.5195
8,10.25,0.576,1.8005,-6.985,205.53225,246.79525
8,10.75,0.58525,1.7065,-8.8715,238.46875,249.66875
8,11.25,0.61,1.92,-8.5305,267.2635,286.266
8,11.75,0.615,1.975,-7.989,279.689,303.333
8,12.25,0.6685,2.2385,-7.3695,308.0645,291.3585
8,12.75,0.636,2.173,-6.0935,268.39425,299.1715
8,13.25,0.674,2.152,-5.112,260.875,267.096
8,13.75,0.681,2.236,-4.991,242.393,278.248
8,14.25,0.635,2.196,-4.592,234.266,238.614
8,14.75,0.702,2.248,-5.535,210.052,252.277
8,15.25,0.665,2.202,-5.664,213.265,227.43
8,15.75,0.658,2.03175,-5.04025,180.144,216.40625
8,16.25,0.65225,2.1125,-4.705,134.97175,202.54425
8,16.75,0.603,2.08225,-2.39975,101.35825,183.7105
8,17.25,0.61025,2.00825,-0.385,50.339,152.09925
8,17.75,0.582,1.9115,0.6195,14.1285,105.48
8,18.25,0.506,1.749,1.08325,4.84875,72.96725
8,18.75,0.44,1.537,1.904,-4.475,29.884
8,19.25,0.347,1.346,2.949,-6.188,16.028
8,19.75,0.33775,1.352,2.68325,-6.1125,9.48175
8,20.25,0.31,1.3115,2.44175,-4.4845,4.48125
8,20.75,0.3005,1.189,2.473,-6.103,3.334
8,21.25,0.315,1.17325,4.31,-6.64,6.1415
8,21.75,0.275,1.202,3.285,-5.455,2.34
8,22.25,0.2705,1.11225,3.8585,-3.7705,3.796
8,22.75,0.20425,0.963,3.44225,-4.135,2.36125
8,23.25,0.23325,0.99375,3.71275,-5.35225,0.8135
8,23.75,0.218,1.014,4.721,-4.69,1.6
9,0.25,0.246,1.122,3.2795,-5.38275,0.66625
9,0.75,0.244,1.09025,2.5305,-4.12375,1.10125
9,1.25,0.26425,1.1935,3.3425,-3.998,0.80725
9,1.75,0.247,1.19975,3.4005,-2.68325,0.81025
9,2.25,0.2575,1.179,3.3015,-2.764,0.114
9,2.75,0.288,1.1235,4.2215,-2.59525,0.22975
9,3.25,0.3155,1.1935,4.09525,-3.956,0.07925
9,3.75,0.324,1.191,5.174,-4.263,1.082
9,4.25,0.3195,1.15325,4.94075,-2.9365,1.46975
9,4.75,0.314,1.144,4.657,-3.745,3.009
9,5.25,0.3165,1.0485,3.6245,-1.61025,1.06175
9,5.75,0.3255,1.244,6.13,-1.36425,2.276
9,6.25,0.304,1.165,5.203,-2.052,2.107
9,6.75,0.388,1.26,6.646,1.9035,12.7075
9,7.25,0.3905,1.19075,3.62675,13.674,28.23675
9,7.75,0.50475,1.5155,1.81025,44.36425,52.069
9,8.25,0.537,1.595,1.014,84.15,86.61
9,8.75,0.602,1.905,-3.357,119.741,133.0265
9,9.25,0.635,2.196,-5.083,147.545,162.738
9,9.75,0.6735,2.0805,-6.115,168.75,195.4245
9,10.25,0.682,2.389,-7.3315,206.034,221.5255
9,10.75,0.67125,2.33425,-8.51725,253.607,231.7705
9,11.25,0.728,2.261,-7.8085,275.7915,242.456
9,11.75,0.69075,2.23125,-7.39525,279.6225,259.1575
9,12.25,0.72575,2.346,-7.73575,268.98025,271.89825
9,12.75,0.71025,2.23775,-8.128,288.934,280.9235
9,13.25,0.70675,2.2575,-7.574,284.463,259.65375
9,13.75,0.697,2.13875,-6.8625,273.04475,254.068
9,14.25,0.6685,2.0915,-5.688,245.0335,253.1695
9,14.75,0.694,2.131,-5.123,198.324,215.017
9,15.25,0.7175,2.122,-4.71575,224.99375,210.67
9,15.75,0.68175,2.20275,-3.36575,154.3965,188.613
9,16.25,0.6365,2.146,-2.85775,117.771,156.91525
9,16.75,0.557,1.897,-1.7915,69.649,152.722
9,17.25,0.5255,1.858,-0.4675,38.525,79.332
9,17.75,0.45025,1.71175,0.6085,11.17275,57.5615
9,18.25,0.4,1.348,0.855,-6.4015,26.68025
9,18.75,0.381,1.32925,1.87625,-8.66725,12.57875
9,19.25,0.38175,1.33225,2.32975,-8.74175,7.38475
9,19.75,0.4,1.356,2.44,-7.6705,5.2265
9,20.25,0.3815,1.341,2.2805,-6.619,4.45
9,20.75,0.366,1.41,2.948,-9.253,4.51
9,21.25,0.405,1.43725,3.28275,-8.153,8.78375
9,21.75,0.3715,1.244,2.63475,-6.1425,2.84725
9,22.25,0.31275,1.20775,2.401,-7.29875,2.0385
9,22.75,0.286,1.194,2.84125,-6.3825,1.133
9,23.25,0.28075,1.1875,3.47575,-7.747,2.365
9,23.75,0.2885,1.14,2.979,-6.1565,1.305
10,0.25,0.29075,1.24475,3.58925,-2.63475,3.69875
10,0.75,0.275,1.18,3.469,-3.423,1.6
10,1.25,0.28575,1.23175,3.39225,-3.50375,1.95125
10,1.75,0.249,1.148,3.7665,-2.50975,2.23025
10,2.25,0.268,1.132,3.695,-2.641,2.452
10,2.75,0.27,1.21025,3.3325,-4.43375,1.36175
10,3.25,0.30925,1.27525,4.19875,-4.498,2.32175
10,3.75,0.3175,1.2685,4.3345,-4.86175,2.345
10,4.25,0.262,1.223,4.369,-3.742,2.617
10,4.75,0.381,1.383,3.923,-4.833,1.975
10,5.25,0.4085,1.417,3.8735,-6.175,2.4835
10,5.75,0.34,1.321,4.001,-5.193,0.95325
10,6.25,0.349,1.22425,4.644,-8.11025,1.95275
10,6.75,0.428,1.3195,2.9415,-4.8775,3.0915
10,7.25,0.384,1.318,4.3655,1.16475,13.66425
10,7.75,0.4165,1.363,2.5285,29.883,38.112
10,8.25,0.471,1.781,3.402,51.039,62.941
10,8.75,0.583,1.83175,0.83825,82.52375,101.159
10,9.25,0.672,2.221,-5.499,119.81,130.791
10,9.75,0.7025,2.109,-6.8855,134.112,155.036
10,10.25,0.74225,2.303,-9.72175,163.5415,189.00525
10,10.75,0.7575,2.3265,-10.0895,208.135,208.692
10,11.25,0.75625,2.49925,-11.76375,200.8285,215.84325
10,11.75,0.79,2.547,-10.97525,226.83025,230.89125
10,12.25,0.79975,2.53525,-9.2335,223.645,213.65625
10,12.75,0.778,2.495,-9.04,240.217,216.626
10,13.25,0.792,2.6085,-7.282,236.3675,206.472
10,13.75,0.78,2.5525,-7.80875,213.381,196.898
10,14.25,0.7605,2.4865,-7.093,205.7485,198.707
10,14.75,0.729,2.448,-6.591,177.683,185.728
10,15.25,0.7335,2.3015,-5.137,135.5375,169.61575
10,15.75,0.729,2.471,-4.692,100.629,152.283
10,16.25,0.68,2.144,-2.985,53.95,123.169
10,16.75,0.653,2.082,-1.03,13.099,97.85
10,17.25,0.48275,1.79925,-0.114,-6.19975,64.62775
10,17.75,0.366,1.328,0.8195,-5.41075,23.445
10,18.25,0.312,1.30925,1.6245,-6.23825,15.079
10,18.75,0.314,1.241,2.017,-8.9535,8.187
10,19.25,0.2985,1.3255,2.0085,-6.1205,7.147
