DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,H2O_1_5_2,H2O_1_5_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CH4_1_1_1,CH4_1_3_1,CH4_1_5_1
1,0.25,4.38689495673094,11.0170320128704,0.223891837322465,1.65173027950191,0.41601972720953,2.72723934009763,8.51134103430397,3.359868557571,0.468849846852664,-6.70999525616011,-0.291668035080066,0.986164675887077,4.22,3.38,1.7375,0.95,10.4299,10.748,11.39925,10.35225,10.2887,10.2489,100.59563,83.1225,4.927025,11.18,10.98,11.15,10.73,1.1,-0.815,2,-0.63,0.83,356.4,371.8,364.2,367.4,0.05,0.18,-0.05,0.19,-0.03,-0.0025,0.12,0.07,0.32,9.734,10.037,10.219,10.971,12.179,13.082,13.582,14.257,14.971,9.782,10.163,10.784,11.47,12.747,11.15975,13.907,14.304,14.925,11.36,11.925,12.471,12.874,13.509,14.51775,14.30625,14.229,10.472,10.567,11.107,11.775,12.812,13.50425,13.734,14.464,15.057,10.787,10.819,11.646,12.421,13.389,14.042,14.542,15.18,15.581,-6.603,-3.765,-9.786,-13.09,9.80088268337779,9.68606274884327,9.70454484107679,11.8123537942679,12.0608194926236,10.0867650862563,11.4874497564373,11.8897528308506,11.2082593133857,10.3909291838871,10.933580886155,423.566696489141,427.060217724589,426.822770522938,422.681982238525,425.397040579012,427.339884751959,427.428437548579,423.693195169931,425.103848881339,429.274349786446,428.669000514024,2079.05499198451,2079.97487256141,2072.34081761157
1,0.75,4.56702239801993,11.1746586029009,0.229657409453026,1.93040367188016,0.626086902640541,2.27432016624291,10.1722599191706,3.4608761859215,0.53539841715538,-7.16816401649737,-0.196413233559483,1.04206891225421,4.4325,3.5525,1.865,0.985,10.2458,10.46625,11.036975,10.16025,10.2141,10.127175,100.556565,82.73,4.632375,11.185,10.81,10.915,10.665,1.1,-0.865,2.025,-0.63,0.8725,355.65,371.6,363.125,367.6,0.06,0.17,-0.05,0.2,-0.02,0,0.12,0.07,0.3175,9.8545,9.84725,10.24475,10.97925,12.20975,13.09175,13.58875,14.2595,14.98175,9.86175,10.17225,10.79175,11.44875,12.76225,11.206,13.91,14.312,14.927,11.34225,11.89825,12.457,12.902,13.516,14.51225,14.2985,14.24625,10.4685,10.52325,11.1265,11.783,12.8075,13.505,13.73325,14.46175,15.05625,10.77825,10.7855,11.6375,12.4115,13.39975,14.0415,14.5435,15.181,15.58175,-7.0015,-4.31575,-10.032,-16.225,10.1161183258167,10.4188856444224,9.67462877832477,12.0829478325189,10.6374013988949,10.8829876997151,9.64894808726464,12.1594541014066,10.7390211313985,10.9873319624542,10.4660835756751,423.613454651299,427.96187108332,427.361267581178,422.77042481352,426.863047797757,428.130720265794,428.569202832801,423.516342751393,426.738910653962,429.995841930914,428.420065676129,2063.88121873701,2067.9983136897,2074.63292107036
1,1.25,4.66337416368,10.5231948091595,0.240051615415224,2.30517703071049,0.489877539518361,2.36921410239887,10.1019011812017,3.52458198757247,0.521761291445652,-9.85534078206205,0.443564457263426,1.06848574743804,4.555,3.64,1.84,1.02,9.9493,10.2215,10.91185,9.866,9.85745,9.827925,100.54975,83.4125,4.6717,11.0075,10.6975,10.8025,10.7475,1.1,-0.9375,2,-0.6275,0.88,356.675,370.275,363.375,368.1,0.05,0.18,-0.06,0.19,-0.02,0,0.13,0.07,0.3175,9.817,9.78825,10.25125,10.94575,12.21425,13.091,13.588,14.261,14.98225,9.7605,10.1625,10.75175,11.4015,12.76425,11.201,13.90725,14.3125,14.9265,11.232,11.86675,12.433,12.89325,13.51225,14.51325,14.3005,14.24675,10.4015,10.47575,11.08625,11.735,12.795,13.502,13.73175,14.4585,15.0565,10.75175,10.745,11.63175,12.3465,13.397,14.027,14.54375,15.187,15.58175,-6.99725,-4.4675,-10.714,-14.215,9.99386423981144,10.129933571704,9.86051603536439,12.1431743989741,9.71213507714965,10.4959356853981,11.7643654998372,12.2581685676229,11.6176653098548,10.7821549935268,9.68855552950152,423.517703214272,428.214228518022,428.894222353015,423.374164295203,427.110319284995,428.117060089365,429.247493122707,424.216940633813,429.041099771994,429.992431279815,429.702175394462,2067.2948155229,2070.87323125972,2071.85781002574
1,1.75,4.61141423605646,10.2684868960062,0.251255435228636,1.98911874468852,0.534180545367573,3.32339661314841,7.99439744076212,3.92128527806961,0.532982449874537,-7.57985661070321,0.0772395188938884,1.0279004559475,4.52,3.6225,1.915,1.03,9.742775,9.936,10.584,9.7438,9.55275,9.6947,100.56384,82.9075,4.3994,10.59,10.56,10.62,10.83,1.2,-0.83,2,-0.6,0.82,352.1,368.9,362.2,366.2,0.05,0.17,-0.06,0.19,-0.03,0,0.12,0.07,0.32,9.638,9.716,10.22,10.89,12.204,13.08,13.573,14.261,14.976,9.727,10.104,10.669,11.36,12.7655,11.16,13.898,14.308,14.924,11.236,11.835,12.403,12.848,13.512,14.511,14.298,14.245,10.302,10.429,11.001,11.664,12.782,13.494,13.731,14.453,15.055,10.678,10.66,11.566,12.32,13.379,14.01925,14.543,15.181,15.581,-8.737,-4.56475,-9.96975,-14.105,9.88978177121944,9.86310102164003,10.1926781022313,12.3041291594403,10.809656051972,9.96194666780159,11.671577839247,12.3842378442567,10.9782145391963,10.3531389089006,9.82797128108376,423.560339710022,428.15376430937,427.925591343119,423.891425866062,426.922802995395,428.352914754759,428.788798932092,424.963643196015,428.61775541651,430.059377593796,428.866939348194,2077.21083621397,2081.55056783838,2081.39675748179
1,2.25,4.60180491848645,10.1355631018761,0.25493843091994,1.70922677758591,0.421437205836768,2.16591547077439,8.24863245364658,3.0007066429323,0.503407366456183,-7.48314816764376,-0.274298793305475,0.944889533307528,4.52,3.67,1.83,1.02,9.94535,9.973,10.2738,9.32895,9.41875,9.691725,100.5695175,83.155,4.236375,10.615,10.575,10.555,10.4875,1.1,-0.8475,2.1,-0.6025,0.8175,358.6,368.35,359.275,365.6,0.05,0.17,-0.06,0.2,-0.0225,0,0.12,0.07,0.3125,9.48175,9.70625,10.128,10.803,12.226,13.071,13.57075,14.25725,14.96325,9.703,10.00975,10.65125,11.308,12.75475,11.15375,13.898,14.29975,14.9225,11.214,11.7895,12.38675,12.83525,13.506,14.49875,14.29925,14.23575,10.18875,10.38725,11.01475,11.57675,12.76275,13.4745,13.72975,14.441,15.05025,10.52125,10.64925,11.5535,12.27075,13.36225,14.012,14.53975,15.17725,15.578,-6.49675,-4.13675,-10.035,-15.44,9.64026898705892,9.75963947723512,10.183998397677,11.7362990226751,8.99989215840224,9.83811819797389,10.018000308734,11.6697889197701,8.84630817629587,10.0724971940631,9.98321881510033,423.584508128827,428.167026887407,427.958630401475,423.817337393741,427.200372739984,428.385650375782,428.177987679655,425.291559567736,427.418165928692,429.936967716333,428.597602295834,2070.26469802433,2074.49338364821,2068.26040214921
1,2.75,4.39509963693857,10.0114239995445,0.250838635227093,1.70334089065945,0.410817279071917,1.89119023257787,7.71717742211399,3.9217602237745,0.536055005045194,-6.9882064225796,-0.180952270800013,0.94769423764705,4.37,3.5175,1.81,0.99,9.877125,9.775,10.176175,9.58985,9.3503,9.513225,100.5587075,83.915,4.1089,10.59,10.59,10.38,10.6425,1.1,-0.8375,2.1,-0.6025,0.8775,350,368.075,360.8,364.9,0.05,0.17,-0.06,0.19,-0.02,-0.01,0.12,0.07,0.32,9.3895,9.63425,10.0455,10.7425,12.24725,13.07075,13.5745,14.24575,14.9645,9.606,9.89375,10.61975,11.25325,12.74925,11.14825,13.89925,14.31,14.922,11.13125,11.7765,12.38725,12.833,13.50525,14.49525,14.29725,14.21425,10.04225,10.39025,11.049,11.5255,12.757,13.473,13.73,14.43825,15.04925,10.37775,10.68925,11.51825,12.257,13.35275,14.02575,14.539,15.17575,15.5775,-7.84125,-4.38625,-10.2305,-14.6675,9.69517241934728,9.77493812605911,10.1963867132645,10.1667769785655,9.5297612154022,9.85073542677347,10.6352780694197,10.3479994678497,10.1082689207569,10.0978282420214,10.7264275805542,424.263947172978,428.2584988239,427.826088289552,424.361114428014,427.819778870214,428.340897253875,427.459797988502,425.073509979908,427.591505115278,430.510306210103,427.812040666237,2060.27534254518,2057.55128528888,2066.03575450124
1,3.25,4.69781229643847,9.77210327502955,0.209716841987342,2.08841303127186,0.357909813316557,3.06460432578664,6.50759704016903,2.70361057760143,0.535105431918288,-7.79995731322918,-0.302722795788013,0.989753607263131,4.3,3.51,1.845,0.985,9.6673,9.576,9.9312,9.5132,9.16255,9.13745,100.57133,84.385,3.9822,10.12,10.37,10.46,10.38,1.1,-0.735,2,-0.6,0.89,350.7,365.7,358.4,364.6,0.05,0.17,-0.06,0.19,-0.03,0,0.12,0.07,0.315,9.244,9.616,10.024,10.698,12.264,13.078,13.583,14.246,14.981,9.585,9.792,10.548,11.217,12.734,11.1425,13.905,14.31,14.92,10.96,11.803,12.403,12.854,13.5,14.493,14.288,14.25,9.956,10.458,11.117,11.507,12.752,13.484,13.733,14.443,15.053,10.193,10.724,11.502,12.275,13.349,14.029,14.542,15.176,15.58,-8.008,-4.421,-10.5295,-14.575,9.68636251623214,10.0064233397349,10.6589299139861,11.9784585284648,8.90137955867181,10.2445298100756,10.7288749725037,11.8620456800846,10.871229410237,10.0777805361716,10.9523636606299,424.892480615632,428.566603595542,427.609054863101,424.963805102893,427.046500296866,428.273034968805,428.10639066666,425.676357616024,428.006238640573,430.904747903214,428.947188123256,2063.57321594945,2069.7708964865,2070.36617382855
1,3.75,4.72482414373625,9.57211459574643,0.217406008556756,2.33147028632983,0.702706377416537,3.12309096542565,12.1328091111481,2.03639938831938,0.548203652135516,-10.6378052931704,-0.141440389987051,1.01358424605402,4.43,3.73,1.865,1.05,9.5936,9.585,9.699,9.40265,9.16335,8.73145,100.583,85.6975,3.9441,10,10.03,10.22,10.17,1.2,-0.755,2.2,-0.62,0.85,347.5,364.9,356.6,363.9,0.05,0.17,-0.05,0.2,-0.02,0,0.12,0.07,0.315,9.278,9.501,9.908,10.622,12.235,13.078,13.589,14.247,14.983,9.516,9.737,10.499,11.158,12.726,11.13625,13.908,14.311,14.92,10.87,11.755,12.375,12.902,13.494,14.496,14.287,14.236,9.965,10.372,11.041,11.528,12.74,13.473,13.733,14.44,15.052,10.201,10.602,11.49,12.284,13.328,14.027,14.542,15.177,15.58,-8.943,-4.459,-10.17125,-13.88,9.57602893625143,9.57051614815983,8.17511534761706,11.4073020876252,9.7220734435818,10.1014993766921,10.8419501373534,11.5810785086813,11.2128904569333,9.8358791462889,9.56694941424958,425.698921971436,428.534434180287,428.717378501789,425.135733776257,427.338508661445,428.980948434535,430.154695977908,426.047867474667,428.131434065849,431.286725950839,430.409156996605,2086.42423460509,2084.15437758738,2078.33125620094
1,4.25,4.57109995105478,9.12448886262086,0.241934313996626,2.05738157650568,0.896468171718975,2.7178708633635,8.51616464156567,2.12159204333187,0.533871816223042,-6.88135499006922,0.412952732027012,1.04084583926488,4.315,3.565,1.915,1.0175,9.5465,9.5065,9.6443,9.209925,8.9032,8.933475,100.585145,86.5275,3.92155,9.8375,9.66,9.955,10.12,1.1,-0.7375,2.1,-0.5925,0.83,344.025,365.6,359.2,364,0.05,0.17,-0.0525,0.19,-0.0225,0,0.12,0.07,0.3125,9.00025,9.49475,9.846,10.54125,12.21575,13.071,13.5835,14.2455,14.96725,9.5045,9.69125,10.50425,11.13375,12.72175,11.13075,13.90375,14.30125,14.919,10.8305,11.71725,12.34,12.88725,13.47475,14.50025,14.27975,14.2425,9.8575,10.1615,10.90225,11.4805,12.7245,13.44975,13.72975,14.43025,15.047,10.1535,10.4125,11.4225,12.2185,13.30575,14.01825,14.53875,15.17625,15.576,-12.199,-4.995,-9.985,-15.0775,9.5518258354651,9.33907886844085,9.52544921130424,11.7568622579183,11.7972224005981,10.1417032715516,10.892270822681,11.8763689416445,9.80682417997374,9.73174704350944,9.36255147179889,424.950561668533,428.652707226656,428.917815845376,425.826873265165,427.732006451327,429.246863840771,429.619546620048,426.436545996438,428.666252137516,431.438436428559,430.506732570588,2083.38586495403,2089.59279752831,2082.74976718654
1,4.75,4.52552373170461,9.82905365508759,0.257164014166923,2.36328070937757,0.880865865291726,2.47180867324488,6.8248749593751,4.60961432347324,0.482191953582092,-7.21125631411911,0.0548135774647278,1.01058237388154,4.2275,3.555,1.815,1.015,9.341225,9.39225,9.745025,9.04175,8.6245,8.499625,100.58717,85.905,3.7582,9.815,9.6575,10.01,9.8425,1.1,-0.67,2.1,-0.62,0.82,345.175,363.975,359.7,363.575,0.05,0.17,-0.0525,0.19,-0.03,-0.0025,0.12,0.07,0.3125,8.7085,9.23725,9.84475,10.474,12.21,13.0715,13.586,14.246,14.9685,9.475,9.71675,10.39675,11.12925,12.71475,11.125,13.9015,14.29875,14.919,10.839,11.642,12.31775,12.8935,13.46825,14.504,14.275,14.2345,9.68775,10.00375,10.832,11.44225,12.717,13.44075,13.72925,14.42825,15.05,9.99575,10.28225,11.335,12.20675,13.292,14.01475,14.538,15.177,15.576,-16.1965,-6.14,-10.2335,-13.93,10.2996978487414,9.40217563060439,8.27163727534516,11.4890255834151,7.66723955384768,10.1105027018523,8.74755983542946,11.9252274911482,9.58372762471077,9.84307327584836,10.0235720197949,425.487696999288,429.725187337084,429.275825535248,425.635425332906,428.04716324817,430.01348058185,430.081627233984,426.22893599829,430.516552856164,431.922567246486,430.629320941678,2079.41761940529,2077.70138998505,2077.66016288933
