DOY2,HR2,FC,H,LE,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_OUT,VPD,RH,PA,TA,TS_1,TS_2,G_1,G_2,WS
1,0.25,1.19682350775,10.29288,5.36043,0.27902275,0.79526,1.0758,304.74,301.382,8.1952,0.0248252,1.93438,99.5892,101.59625,0.0662799999999992,0.3575,0.308752,-0.0364745000000013,-0.715326000000001,2.12493
1,0.75,0.797838704,4.667655,5.82855999999999,0.2761,1.095855,2.09737749999999,303.64,299.45475,9.099265,0.032215575,1.7280475,99.51985,101.59875,-0.108345425000001,0.34529925,0.2930725,0.453608224999999,-0.509009500000001,2.1010525
1,1.25,1.638977965125,10.0445,5.82860000000002,0.287304,0.821727249999999,1.8882975,300.1855,304.76575,6.31903999999999,0.0348207749999999,1.61075,98.477875,101.6,0.21012375,0.33854625,0.31142075,-1.3294825,-0.962124500000003,1.7667525
1,1.75,1.957702999,4.50286,7.79383,0.273996,1.0542,2.26643,301.91,307.516,5.65,0.0296172249999999,1.94112,98.885525,101.585,0.879884249999998,0.3768035,0.3138975,-1.4806195,-0.789143500000004,2.0386625
1,2.25,1.579594675675,5.649045,11.309525,0.3246075,1.872565,1.68434,306.1345,309.4545,7.33396000000001,0.0371565499999999,2.00839,98.942775,101.606,2.07238,0.365730499999999,0.33500275,-2.0526275,-1.1834575,2.1773325
1,2.75,1.0339445841,5.73418,10.04376,0.270656,1.6654,1.5874875,305.13,308.53525,7.0622,0.0219477,2.30099,98.21895,101.605,2.2422925,0.366814999999999,0.33537225,-2.1450275,-1.0794675,1.8484475
1,3.25,1.63817912282499,3.6972875,9.48650249999999,0.25531375,1.6795875,1.258345,302.8505,305.5655,9.27416499999999,0.02836745,2.4540775,99.041625,101.78375,1.3154925,0.374985,0.333379499999999,-2.49781,-1.367915,2.09652
1,3.75,1.25320281525,3.4991,10.339515,0.23761875,1.50843775,1.463575,299.84775,301.932,8.120945,0.03129495,2.3914425,98.365075,101.78125,0.412518499999998,0.33109975,0.22288925,-2.65369,-1.43668250000001,1.75794
1,4.25,2.09891096345,10.638965,6.675505,0.27701125,1.2757475,2.02202,303.6415,303.79625,8.78315749999999,0.0265018,2.3109,97.271075,101.775,0.493919249999998,0.318034,0.241083,-2.6919325,-1.50110500000001,1.56468
1,4.75,1.41048148305,7.6844875,6.546825,0.320006,1.797895,2.0858775,301.334,303.83775,8.10431999999999,0.036843625,2.322135,98.54715,101.794,0.983171724999989,0.30272475,0.22668075,-2.49319,-1.440215,1.79988
1,5.25,1.0941744589,2.41973,6.9324825,0.298658,0.909149999999999,1.333705,305.70775,299.4655,10.9787675,0.02830505,2.106865,98.018675,101.786,0.350028749999995,0.31151,0.22593,-2.503225,-1.34263250000001,2.14338
1,5.75,3.56193686465,25.0176875,8.4136875,0.2940975,1.29491,1.6336575,305.085,301.0945,16.4066,0.02518175,1.9880275,96.202225,101.788,-0.226221000000003,0.30497875,0.236447,-2.3881175,-1.24545000000001,2.02144
1,6.25,1.36023541192499,14.1775375,5.71142000000001,0.2593245,1.36712,1.698105,307.316,304.09175,13.1056,0.03159515,2.43569499999999,97.264825,101.77775,-0.223808750000004,0.30396175,0.2454965,-2.043995,-1.0592925,1.84418
1,6.75,1.68482623635,11.559,5.146155,0.326568,1.78715,2.227395,306.4175,303.905,8.9161,0.0408599499999999,2.47736,98.394825,101.772,0.561716499999988,0.3139475,0.239857,-1.8420875,-0.934392000000001,2.02046
1,7.25,1.217446408,7.58935,8.47139499999999,0.27308,1.4441725,1.2713225,293.95225,301.1965,7.69097249999999,0.0393145249999999,2.1751225,98.9549,101.776,-0.290050150000008,0.30485225,0.26474025,-1.98393,-1.1548575,2.00456
1,7.75,1.4068132757,4.22771999999999,6.84515,0.3159255,1.003738,1.41451,290.59625,301.26375,6.29896749999999,0.035268725,1.92584,97.446425,101.78,-0.529447250000003,0.31806525,0.29599775,-1.8306825,-0.847119500000003,1.99942
1,8.25,3.3313491787,2.58073,8.207,0.3118245,1.6161,1.9341,290.0095,301.20975,6.17937249999996,0.0362109499999999,2.33481,98.16355,101.77875,-0.29612175,0.31794375,0.2805235,-1.8168525,-0.857017250000002,2.02636
1,8.75,1.5013876351,8.91253500000001,10.63775,0.2865355,2.392375,1.6755525,291.0915,298.34325,8.94888,0.079387625,2.3791475,98.280475,101.74625,0.160403249999994,0.30107425,0.2468505,-1.9466675,-0.807577000000002,1.98262
1,9.25,2.5220567954,3.12086,11.20675,0.29406025,1.702705,1.73629,296.949,302.10275,5.40171,1.65615,2.3628475,98.2465,101.7525,0.97000375,0.34094775,0.2717045,-2.1071475,-1.07648,2.30496
1,9.75,2.87290965904999,3.6085025,11.7204,0.3453695,4.12555,3.6440575,295.88,306.43275,4.2915,10.763,2.3956125,97.5563,101.7625,1.54064549999999,0.357234,0.28514475,-2.114395,-1.1230475,1.941765
1,10.25,1.316299079,4.05071,13.73155,0.290137,15.149125,9.0548375,304.4475,303.46375,5.638975,29.938025,2.370855,97.6272,101.7605,0.436153999999999,0.3846105,0.29173225,-2.12256,-1.1259275,2.19538
1,10.75,1.20447276775,6.253965,13.0955,0.3350425,34.3955,17.56325,300.713,303.98975,16.6922,51.3463,2.36093,97.0816,101.766,0.5536205,0.35498575,0.2946545,-1.965245,-0.881598750000001,2.41528
1,11.25,1.188894089,5.0683225,11.154775,0.280281,99.841275,32.363625,296.44275,305.4805,60.74655,78.758525,2.13622,97.864625,101.7575,0.881743249999997,0.3791485,0.2666475,-2.0259825,-1.1308275,2.067435
1,11.75,2.308770186,4.359235,12.8532,0.329867,138.047,43.255825,299.553,306.25825,91.8346999999999,110.81,2.3169075,95.123925,101.74,1.89828249999999,0.32548325,0.29356575,-1.96639,-1.03492,2.05398
1,12.25,0.9732637604,8.19095999999998,9.1671325,0.2746525,142.0145,46.107425,297.8035,307.85325,86.515525,129.394,2.91169,93.46685,101.718,2.59720249999999,0.4548975,0.42339975,-2.3666025,-1.32139,2.1452475
1,12.75,1.1322363736,4.88275,9.4822075,0.26303,137.95,56.435525,298.85375,309.8425,83.212,156.52475,2.7121375,92.924875,101.6985,2.72567999999999,0.44432375,0.41485725,-2.2907125,-1.4243575,1.79463
1,13.25,3.179409257,9.3818875,9.244585,0.3316125,159.341,62.691625,297.791,310.52625,90.1444,166.00125,2.9499775,93.045875,101.66975,3.23758999999999,0.469869249999999,0.434759749999999,-2.216235,-1.34214,1.8643825
1,13.75,1.595297679575,7.62913999999999,10.661425,0.31113525,145.64,62.929975,297.972,308.16575,82.1855999999999,167.27275,2.675405,93.41535,101.642,3.12333999999999,0.40094125,0.32011025,-2.15125,-1.3428125,1.963085
1,14.25,0.95823494415,3.9549,9.28638,0.2837825,124.50375,56.987175,297.98925,307.84425,81.1663249999999,147.369,2.75283,94.779975,101.638,2.45488749999999,0.383860999999999,0.30742275,-2.5340475,-1.67858250000001,2.1094225
1,14.75,1.20987740715,3.24833,7.85369999999999,0.3096445,91.559,51.514225,297.804,306.5125,63.0240999999999,120.2955,2.793575,94.252625,101.618,2.0437175,0.289246,0.24284325,-2.779025,-1.5201875,1.9632125
1,15.25,1.3495282222,7.07794,8.806605,0.29826925,56.7238,40.3702249999999,296.85725,304.5895,47.695575,82.961525,2.717845,94.83135,101.6095,2.00477,0.31221525,0.25689675,-2.7425125,-1.484145,2.1836
1,15.75,1.3089160763,3.69225249999999,7.2091975,0.2944,30.0376,18.491625,292.06125,301.72,40.783,43.42285,2.405915,95.41115,101.613,1.38600949999999,0.35753525,0.2948485,-2.234985,-1.2253625,2.3303175
1,16.25,1.2055208459,5.088095,4.906185,0.2383075,5.2100475,3.8484125,290.528,297.3015,26.735875,17.99525,2.246145,96.074475,101.61325,0.899598999999989,0.39957075,0.331797249999999,-1.9092975,-0.954281750000001,2.1071
1,16.75,1.180199195,4.146675,6.192805,0.2692695,1.1276725,1.6993675,290.1005,297.2925,19.4033,4.634485,2.60006,96.574275,101.6,1.05237974999999,0.36458725,0.280343,-2.0672975,-0.965458500000001,2.2232275
1,17.25,1.625533966225,14.35016,6.437105,0.25897,1.6595775,1.3468925,292.3025,295.059,14.15245,0.4604935,2.181495,96.67515,101.5905,1.105035,0.34951,0.27726325,-2.310495,-1.421635,2.1452125
1,17.75,2.410353292,8.08296249999998,5.7253,0.2551095,1.794985,1.673895,291.76475,295.32025,12.217925,0.07712555,2.00015,97.6854,101.58625,-0.178839500000014,0.333434,0.272838,-2.11762,-1.39784,1.9857775
1,18.25,2.2149563664,6.265815,5.5015375,0.293468,1.54444,1.51491,292.284,294.43025,9.9989075,0.069740875,2.147135,98.2215749999999,101.592,-1.15110000000001,0.35690375,0.29302,-2.1120825,-1.0490555,1.97722
1,18.75,2.22820494165,4.89218,7.96616999999999,0.32714425,1.8186075,1.8284325,294.4,295.53925,9.255945,0.0619313,2.21664,99.165475,101.596,-1.17157,0.35638125,0.342048999999999,-1.924985,-1.1506975,2.118525
1,19.25,1.6918929697,6.39954749999999,10.350425,0.33763,1.535405,1.33822,294.1205,294.34025,6.727065,0.0549516749999999,2.3174625,99.560975,101.5925,-0.482083500000001,0.359071,0.324775,-1.98656,-1.3758575,2.4118775
1,19.75,1.5568644447,6.7504375,7.32246,0.30585,1.1198495,1.8003075,294.81675,294.115,6.978275,0.0369185,2.21847,98.40265,101.594,0.0699182499999943,0.33232925,0.273638,-2.061895,-1.322725,2.1435525
1,20.25,2.26950508215,3.454215,9.3374875,0.314195,0.9695575,1.3788575,290.285,292.49525,7.2393125,0.0359301,1.860465,98.497025,101.596,-1.0807,0.32150825,0.26331375,-2.50068,-1.4734825,2.1219925
