DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2,TS_1,TS_2
1,0.25,0.150233568,0.12124,-16.3873,0,-20.165,-6.19,71.335,0.132125,90,0.12,-25.835,0.361461,0.502175,-6.065,1.617,-6.57,-5.604,-5.993,-6.161,-6.289,-4.322,399.6,-8.066,-7.045
1,0.75,0.163284421,0.250753949,-13.80406124,0,-20.16,-6.232,71.37,0.13008,89.9,0.0515,-25.5,0,0.0209085,-6.097,1.5765,-6.4515,-5.5365,-5.909,-6.137,-6.35,-4.3,400.4,-8.105,-7.0625
1,1.25,0.132832951,0.3271665,-14.67524517,0,-20.145,-6.219,71.32,0.130187,90,0.025,-26.97,0,0.016677,-6.103,1.711,-6.459,-5.545,-6.01,-6.192,-6.363,-4.318,400.05,-8.12,-7.0695
1,1.75,0.151650984,0.475358963,-18.00770146,0,-20.11,-6.186,71.355,0.115013363,89.9,0.028,-26.43,0,0.016926,-6.11,1.648,-6.56075,-5.5005,-6.0265,-6.2605,-6.38925,-4.336,400,-8.23,-7.132
1,2.25,0.168161151,0.46692,-17.41779851,0,-20.07,-6.179,71.15,0.114705,89.9,0.046,-25.31,0,0.015896,-6.071,1.603,-6.608,-5.48575,-5.984,-6.227,-6.4105,-4.3345,399.9,-8.095,-7.1095
1,2.75,0.17015,0.18231,-17.693386165,0,-20.105,-6.2285,71.14,0.124350287,89.9,0.041,-25.62,0,0.024596,-6.113,1.664,-6.57075,-5.49,-5.966,-6.2385,-6.459,-4.339,399.5,-8.0115,-7.055
1,3.25,0.137832774,0.381245,-16.531,0,-20.16,-6.2245,71.245,0.1292155,89.9,0.026,-23.985,0,0.0201905,-6.133,1.692,-6.52175,-5.50475,-5.949,-6.219,-6.4205,-4.33,401.3,-8.0215,-7.0525
1,3.75,0.15,0.313112,-17.60009772,0,-20.15,-6.219,70.655,0.122515,89.9,0.041,-23.705,0,0.023988,-6.132,1.533,-6.53925,-5.4945,-5.9365,-6.235,-6.403,-4.3155,401.4,-8.036,-7.074
1,4.25,0.12,0.352323,-19.39948885,0,-20.08,-6.2455,71.005,0.134788,89.9,0.031,-22.22,0,0.020523,-6.096,1.539,-6.53225,-5.50325,-5.904,-6.2405,-6.443,-4.302,399.1,-8.225,-7.13
1,4.75,0.1424581585,0.493131,-15.145,0,-20.305,-6.245,71.035,0.121879395,89.9,0.04,-22.49,0,0.01818855,-6.124,1.514,-6.54725,-5.50675,-5.879,-6.2465,-6.4465,-4.3,399.4,-8.265,-7.1575
1,5.25,0.1499710735,0.567306231,-18.9312,0,-20.23,-6.2125,71.14,0.13468,89.9,0.023,-21.38,0,0.019571,-6.111,1.466,-6.567,-5.46425,-5.85,-6.239,-6.4295,-4.302,400.05,-8.24,-7.0835
1,5.75,0.1754220925,0.4777003255,-16.846,0,-19.86,-6.1865,71.03,0.1251955635,89.9,0.056,-22.61,0,0.019894,-6.094,1.512,-6.585,-5.45375,-5.8565,-6.255,-6.4295,-4.28,397.15,-8.176,-7.034
1,6.25,0.13235062,0.35979901,-19.333492985,0,-19.74,-6.1925,71.155,0.13267,89.9,0.062,-22.165,0,0.0149325,-6.123,1.5275,-6.6075,-5.46275,-5.794,-6.2205,-6.424,-4.2715,396.9,-8.161,-6.9955
1,6.75,0.15,0.38639,-19.79157415,0,-19.57,-6.224,70.93,0.127925,89.9,0.0225,-21.27,0,0.015208,-6.1345,1.6215,-6.631,-5.46375,-5.751,-6.184,-6.437,-4.268,397.3,-8.205,-7.031
1,7.25,0.154256633,0.2268955,-18.8483,0,-19.705,-6.2225,70.615,0.1344052685,90,0.052,-24.605,0,0.0153555,-6.13,1.487,-6.651,-5.4205,-5.777,-6.189,-6.467,-4.259,397.45,-8.166,-7.061
1,7.75,0.140718656,0.18395,-18.24906418,0,-19.8,-6.18,70.66,0.139585249,90,0.04,-22.755,0,0.013794,-6.1275,1.504,-6.66425,-5.4595,-5.765,-6.245,-6.462,-4.276,397.2,-8.145,-7.079
1,8.25,0.203372318,0.184946,-22.99525,0,-20.39,-6.229,70.49,0.13722,89.9,0.0365,-24.69,0,0.018084,-6.1785,1.392,-6.643,-5.445,-5.761,-6.214,-6.411,-4.2925,397.6,-8.13,-7.2035
1,8.75,0.19483652,0.29702,-24.1524121,0,-20.38,-6.27,70.53,0.125631809,89.95,0.0355,-23.7,0,0.019318,-6.182,1.434,-6.5825,-5.456,-5.782,-6.255,-6.4,-4.269,397.5,-8.145,-7.263
1,9.25,0.15934004,0.239874,-18.417,0,-20.21,-6.308,70.57,0.12337,89.9,0.0435,-24.62,0,0.032293,-6.142,1.509,-6.6165,-5.463,-5.794,-6.257,-6.4,-4.268,398.8,-8.145,-7.2525
1,9.75,0.122483,0.389863869,-20.253896585,0,-20.93,-6.2895,70.48,0.1242005,89.9,0.138,-25.845,0,0.1232275,-6.124,1.57,-6.5895,-5.456,-5.813,-6.259,-6.423,-4.233,400.8,-8.115,-7.2145
1,10.25,0.147547,0.372567,-20.8439,0,-19.88,-6.238,69.91,0.1224063445,89.9,0.312,-24.49,0.260212,0.439294,-6.026,1.547,-6.614,-5.4025,-5.819,-6.149,-6.415,-4.219,401.8,-8.245,-7.1715
1,10.75,0.13,0.11155,-19.75746466,0.19,-19.925,-6.216,70.305,0.12352,90,0.908,-25.975,1.5225,1.61815,-6.1215,1.38,-6.55425,-5.38075,-5.792,-6.1575,-6.4,-4.2275,401.8,-8.27,-7.1515
1,11.25,0.147704918,0.129270532,-20.54250512,1.5055,-20.25,-6.256,70.595,0.12516,90,2.337,-25.115,4.7184,4.959415,-6.1765,1.42,-6.56525,-5.364,-5.779,-6.1855,-6.4515,-4.2405,401.8,-8.32,-7.2315
1,11.75,0.1795365,0.121796344,-20.334,3.507,-20.635,-6.215,70.685,0.11594,90,4.368,-23.86,9.207105,10.1303,-6.258,1.521,-6.54725,-5.311,-5.854,-6.2295,-6.4715,-4.246,401.1,-8.26,-7.2445
1,12.25,0.14672102,0.2728145,-19.4468,5.361,-20.135,-6.211,70.32,0.124562167,90,6.234,-24.5,14.0051,15.31495,-6.219,1.5425,-6.543,-5.3115,-5.86,-6.233,-6.429,-4.192,398.8,-8.24,-7.175
1,12.75,0.1892157215,0.660626,-16.413,6.5465,-20.67,-6.241,70.07,0.1276555,90,6.895,-27.06,16.4912,18.8969,-6.233,1.635,-6.523,-5.31025,-5.867,-6.274,-6.436,-4.22,400.3,-8.25,-7.1865
1,13.25,0.165129166,0.26210449,-20.79352774,7.033,-20.52,-6.271,70.23,0.123562,90,7.534,-27.4,17.8704,19.7005,-6.24,1.606,-6.561,-5.29925,-5.851,-6.2565,-6.4285,-4.2385,401.4,-8.235,-7.2485
1,13.75,0.114193,0.272419,-17.8196,5.588,-20.46,-6.243,70.68,0.125562,90,6.59,-27.975,15.3486,16.98345,-6.2795,1.729,-6.568,-5.31825,-5.8895,-6.2495,-6.4475,-4.224,402.15,-8.2,-7.209
1,14.25,0.17085941,0.252908,-19.6805,4.132,-20.195,-6.4,70.655,0.13052,90,4.808,-28.43,11.38415,13.304,-6.2365,1.653,-6.5235,-5.297,-5.8475,-6.243,-6.459,-4.262,401.8,-8.295,-7.2475
1,14.75,0.201424,0.0557,-22.47988561,2.175,-19.965,-6.289,70.69,0.131315,90,2.936,-26.77,6.782725,7.7517,-6.18,1.611,-6.484,-5.27575,-5.845,-6.2475,-6.4695,-4.2685,401.7,-8.335,-7.2555
1,15.25,0.167563332,0.0662362,-16.9255,0.625,-20.62,-6.24,70.62,0.129735,90,1.5,-29.365,3.40738,4.2616,-6.075,1.6715,-6.485,-5.223,-5.814,-6.196,-6.376,-4.236,401.65,-8.29,-7.213
