DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1_1_1,G_1_1_1,H_1_1_1,LE_1_1_1,WS_1_1_1,USTAR_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,T_SONIC_1_1_1,CO2_2_1_1,SC_1_1_2,G_1_1_2,G_1_1_3,SH_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,NEE_1_1_1,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1,SC_1,SC_2,FCH4_1_1_1
1,0.25,450.24281795,18.9818542,9.24058856169997,23.67070535,4.9201,5.57780357499999,117.753444675,4.174539825,0.949126913125,103.06679,99.98537,17.578343,5.9044307426,14.1175,13.9045,0.874717,0.418259574999999,2.79298375,388.8611,399.9623,-0.00686175,18.88130185,446.975416925,1.0061831,5.285375,5.992375,10.923598925,-0.001027375,1.980257375,1.691334375,1.088728,8.83870915,458.726249975,508.114583,522.763750025,524.29833335,39.6841046,10.5389975,0.3894
1,0.75,436.12413715,19.15648508075,5.82850000000001,15.2347246,5.283,2.61244002499998,47.2381718999999,4.168551875,0.982067684649999,103.06088195,99.98618925,17.57050075,5.4310959,14.18225,13.866,0.967808799999998,0.533693,2.7736655,388.420805,399.19591,-0.012644525,18.91695565,445.76875015,3.6028621,5.3095,5.89490000000001,12.46833845,-0.00159710000000001,1.8610776,1.4968578,1.22341905,7.9785018,455.680833325,499.260833325,515.841666675,513.829583,54.8821419999998,7.3703046,7.04625
1,1.25,428.605171025,20.29274795,4.9651208682,5.01884505499999,5.094600000275,4.798329725,160.05923705,3.966491725,0.95042116525,103.08534595,99.98499,17.5463345,5.483,14.20225,13.799,0.918857,0.42021735,2.67594,386.077,399.7326,-0.01293975,19.0326155,446.389583,1.02428725,4.80625,7.1083,12.205272025,-0.001208375,1.770266,1.5633741,1.1653894,5.2756203,459.097499975,505.175833,518.945417,518.67,50.1088333,11.1307477,21.256525
1,1.75,428.4032274,20.737356375,5.91513986404999,5.613365916,5.90414999999999,6.35823000400001,167.854816,4.4558424,1.0968973,103.093841,99.98618,17.541616,5.91886708375,14.21075,13.8515,1.86879,0.379037724999999,2.8614296,392.387,401.9774,-0.01246175,19.3596929,448.924583475,1.4599235,5.51175,7.256,15.161606375,-0.00154760000000001,1.886858425,1.521469975,1.14546745,10.532355375,471.91250025,510.510416625,526.33750025,524.708333625,11.2189996,13.4876424,30.48785
1,2.25,438.6102433,19.693667011,7.1656520802,11.7169943,6.111199999725,9.0213871375,83.7956814,4.052326525,0.987095443325,103.0999077,99.99311,17.365108,5.4221964132,14.2145,13.85375,0.662538,0.446805474999999,2.8050278,391.6502,401.09,-0.012673,19.696133625,448.38499985,2.0980999,6.146125,6.67675,13.760419775,-0.000822350000000006,1.670817975,1.3614454,1.067638575,6.7614506,461.2316669,502.721667,527.655,526.48166695,17.9944841,12.9965016,18.249525
1,2.75,430.11785765,20.2815,4.63472466575,20.2187682082498,6.134425,6.71004724999996,108.62893085,4.0601936,0.968504525,103.0947654,99.99689825,17.2916075,5.309,14.2175,13.8305,0.845587049999993,0.454655125,2.852477,393.6184725,399.1226775,-0.0142756,19.3178051,449.832916825,1.34228795,6.43825,6.91325,11.9176144,-0.0010429,1.7533037,1.48734045,1.103467675,14.3854602,461.96,513.45916645,533.238749725,535.382083275,8.7831003,29.5240335,1.9065
1,3.25,426.3173074,19.855,5.259,15.23086247,5.7393,9.2227182375,116.813652725,4.065095,0.976257206724999,103.072625,99.99533825,17.333095,5.4425,14.2575,13.8135,0.754940724999994,0.579857299999999,2.789699,391.5201175,400.050225,-0.0141198,19.141525225,449.2833335,1.4945279,6.5895,9.01125,10.8444571,-0.00110175,1.7034859,1.37172735,1.020305025,10.2589359,461.79708355,508.282499725,534.589583275,536.1233336,4.6127867,13.897217575,15.169
1,3.75,423.877088375,20.882056975,7.2836297,20.31005485,5.793033333275,5.46546,81.0665905999999,4.16920875,0.989464056225,103.033375,99.98686,17.471562,4.60121386314999,14.2715,13.78575,0.774108,0.530930299999999,2.662671375,394.3148,400.013,-0.0154695,18.6135706,450.64874995,2.69133455,7.24525,8.96125,9.297639375,-0.001001775,1.727251225,1.40404335,1.0916464,11.792671125,467.245833,516.558333,539.183333,536.6166665,8.11975299999999,8.777612925,9.9168
1,4.25,426.2838915525,20.008443079,5.108217,17.7643384,5.582783333275,4.66186782499999,84.0207546750003,4.17021875,0.99822698625,103.03015,99.98584675,17.538152,4.7547721805,14.32,13.78575,1.567984,0.580199,2.72858275,393.2965975,400.6913275,-0.014619275,19.7395531,449.932083,1.56514075,6.35225,7.80175,17.2246836,-0.000933300000000001,1.7102768,1.256693,1.076003,12.57588455,475.00000025,521.5416665,531.9458335,531.395833,19.72151665,14.6035004,11.75995
1,4.75,421.928461,19.90983437225,5.195121462875,9.282767,5.750458333275,3.78284157875,65.380425825,4.4387446,1.10270123625,103.0614959,99.998,17.3166225,4.49594646845,14.22975,13.795,1.77937,0.664572299999993,2.8112725,394.734,400.289,-0.013711,20.247140625,452.183333,3.12966565,6.192,7.80025,9.53886259999999,-0.000923125000000003,1.769926975,1.40263055,1.10374875,5.49826535,470.451666425,518.650833425,530.16,530.110833575,6.9329439,2.67240995,4.29575
