DOY2,HR2,CO2,H2O,CH4,FC,SC,FCH4,SCH4,H,SH,LE,SLE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,NETRAD,SW_IN_1_1_1,SW_OUT,SW_IN_2_1_1,TS_1_1_1,TS_3_1_1,G_1_1_1,G_3_1_1,TAU,U_SIGMA,USTAR,W_SIGMA,V_SIGMA,WS
1,0.25,414.235,1.907125,1915.4,-0.366906,-0.152492238261046,-3.967445,-1.52326523249072,-18.6789625,-3.8820738231984,-0.12206,-1.78283343897041,97.9607,61.793625,-9.24119,-9.0305,0.802678,227.58625,263.07325,-48.7334425,-2.61142,0.1433045,0.038866425,-0.1725,-0.26975,-6.6179125,-5.7479425,-0.209333,0.46506575,0.13610425,0.138474,0.3717755,2.2644425
1,0.75,414.672,1.9374275,1914.2,-0.243132,-0.238658838066255,-2.706315,-2.77218790712356,-17.562745,-6.51923291295566,-0.276423,-1.83993570370003,97.9309,62.87405,-9.280855,-9.0130275,0.7403295,233.64375,262.9305,-47.64129,-2.5170025,0.16760175,0.0428358,-0.1645,-0.3235,-6.6110925,-5.7834675,-0.26256575,0.43503825,0.12685,0.1475,0.360790048685107,2.31695
1,1.25,414.324,1.9589025,1913.695,-0.348944,-0.402263548321427,-3.411284,-2.47610504694726,-14.2099,-5.17114887029149,-0.20072175,-1.95666191623953,97.9686,63.19415,-9.3968925,-9.19584,0.706936,233.9345,262.73725,-47.987975,-2.3211875,0.163254,0.043166525,-0.193,-0.3,-6.6757175,-5.80157,-0.239091,0.46569175,0.13199375,0.1555865,0.35624025,2.1757025
1,1.75,414.542,1.9119275,1911.135,-0.1482345,-0.313438204183572,-2.877505,-2.41272697841565,-16.269275,-4.81316896453516,-0.19212925,-1.73184287285282,97.9429,63.2954,-9.636305,-9.3919325,0.703758,231.206,263.925,-47.989653,-2.1287375,0.21076075,0.036551025,-0.3,-0.3,-6.6414975,-5.81791,-0.196421,0.45241625,0.13747425,0.141482,0.363917530557673,2.240995
1,2.25,415.016,1.9125425,1913.55,-0.191807,-0.171673835883834,-3.22609,-1.84062048576621,-13.651475,-4.87311500577939,-0.061135575,-1.23612186964537,97.947325,62.383025,-9.7248475,-9.48173,0.6890135,220.33375,263.531,-46.9178775,-2.3101225,0.1952875,0.040355,-0.3125,-0.275,-6.6296125,-5.8249875,-0.2054905,0.425201813596877,0.13077625,0.143167,0.351373330441675,2.02341
1,2.75,414.523,1.9169025,1915.085,-0.2974016,-0.226573090723921,-2.3975275,-0.979237746116875,-14.924185,-5.47625114336578,-0.279527,-2.04486779159061,97.9764,63.761975,-9.8826525,-9.5178075,0.6791105,220.291,262.92075,-47.4741325,-2.3174575,0.21422425,0.034731725,-0.322,-0.275,-6.639035,-5.9150325,-0.1861245,0.404524098029165,0.13148075,0.137284,0.368048,1.8375375
1,3.25,415.06625,1.91036,1919.01,-0.334515,-0.203419904696584,-3.5652305,-2.57688607034489,-13.2824,-5.97472257201057,-0.08656935,-1.52264853677652,97.9854,65.7509,-10.2865,-9.90347,0.659196,218.64025,260.64125,-47.9329755,-2.2308425,0.2202615,0.0350625,-0.2005,-0.29275,-6.7448175,-5.90599,-0.221131,0.415691,0.126134,0.141928,0.355813,2.00199
1,3.75,414.75225,1.9584525,1919.485,-0.2563985,-0.273590011464442,-2.9220205,-3.05427881162361,-15.0098,-4.979750120763,-0.4163855,-1.98127167704375,97.988925,64.4761,-10.3244,-9.73729,0.6566015,217.7875,260.01575,-47.454877,-2.3884775,0.195515,0.0357241,-0.3155,-0.336,-6.74514,-5.858975,-0.235353,0.451375,0.127786,0.155473,0.371838674696433,2.00056
1,4.25,414.364,1.88458,1909.775,-0.281439175,-0.285031712201499,-1.63592525,-3.10413978623102,-13.769725,-5.49592132749329,-0.4466925,-1.46962417151226,97.9609,63.95165,-9.9854025,-9.7127425,0.5978745,217.22775,262.713,-47.8673315,-2.6199575,0.216244,0.0317547,-0.35,-0.375,-6.6142,-5.9541075,-0.20661425,0.439906,0.129352,0.134383,0.37363075,2.1198725
1,4.75,414.677,1.977595,1916.17,-0.32835525,-0.181146483358567,-4.0898575,-2.67249173771598,-15.1443,-5.76404204302146,-0.286227,-1.74753695973938,97.97525,62.916375,-10.137,-10.0115,0.6036245,217.1255,263.693,-48.271755,-2.590815,0.1870685,0.04333195,-0.373,-0.375,-6.78887,-5.971725,-0.228712,0.428255,0.125637,0.127248,0.370913,2.02708
1,5.25,415.074,1.95518,1915.62,-0.310442225,-0.293886508353981,-4.1891585,-2.31470178441903,-14.50315,-5.80376983825406,-0.45071275,-1.47207874625465,97.9865,62.9288,-10.261625,-9.9581,0.635912,213.848,262.90675,-46.2802955,-2.4670575,0.19388225,0.03059695,-0.359,-0.375,-7.03013,-6.0123425,-0.2330125,0.469549577984422,0.121463,0.131888,0.363678,2.0656025
