DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2,H2O,NETRAD,PPFD_IN,PPFD_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,0.146,0.101,-0.147,-33.598,0.129,-0.04425,402.711,1.991,-48.5225,0,0,-8.53,77.517,1.0105,98.4,-1.371,-0.576,-0.231,0.2045,1.53,3.20725,-3.28375,-0.2165,-0.35875,0.28425,1.46325,3.423,-4.312,-4.6285,0.1763,0.395975
1,0.75,0.2875,0.22,-0.0785,-33.879,0.126,-0.0395,403.0715,1.8625,-49.7775,0,0,-8.4775,77.5775,0.95,98.4,-1.377,-0.57575,-0.224,0.21025,1.53125,3.21375,-3.226,-0.211,-0.3635,0.304,1.461,3.428,-4.30525,-4.6195,0.197,0.397875
1,1.25,0.24075,0.232,-0.01325,-32.3705,0.143,-0.046,402.906,1.83675,-52.3795,0,0,-8.4925,77.82,0.945,98.338,-1.387,-0.575,-0.219,0.19825,1.54,3.239,-3.35025,-0.2165,-0.274,0.28175,1.4755,3.42725,-4.29175,-4.715,0.198425,0.42265
1,1.75,0.26675,0.229,-0.0345,-31.728,0.13675,-0.0455,402.906,1.84175,-51.3875,0,0,-8.495,78.0375,0.89875,98.341,-1.346,-0.58,-0.231,0.216,1.533,3.23975,-3.266,-0.216,-0.3225,0.33,1.499,3.431,-4.349,-4.7625,0.197225,0.413025
1,2.25,0.2055,0.1815,-0.0425,-32.0495,0.133,-0.042,403.404,1.88075,-50.745,0,0,-8.48,77.96,0.937,98.347,-1.338,-0.59,-0.233,0.1905,1.53,3.2325,-3.31025,-0.22,-0.26875,0.307,1.498,3.3985,-4.3455,-4.7605,0.194125,0.40315
1,2.75,0.2435,0.194,-0.06325,-33.45,0.13925,-0.03975,403.6795,1.865,-50.765,0,0,-8.635,78.02,0.941,98.4,-1.377,-0.58475,-0.243,0.2145,1.541,3.2325,-3.327,-0.225,-0.33,0.286,1.488,3.435,-4.28075,-4.7815,0.2054,0.40175
1,3.25,0.25275,0.1835,-0.165,-33.625,0.134,-0.03675,403.809,1.8685,-51.62975,0,0,-8.61775,77.99,0.9225,98.4,-1.435,-0.594,-0.25,0.214,1.546,3.2195,-3.352,-0.221,-0.3135,0.326,1.475,3.419,-4.30575,-4.8625,0.18935,0.39425
1,3.75,0.258,0.228,-0.093,-34.1905,0.12,-0.04225,404.09625,1.83025,-50.5725,0,0,-8.9225,78.115,0.92475,98.4,-1.485,-0.59,-0.271,0.2225,1.547,3.198,-3.344,-0.216,-0.362,0.3,1.5,3.412,-4.48075,-4.902,0.1936,0.4175
1,4.25,0.2245,0.188,-0.09575,-34.175,0.125,-0.03425,403.92675,1.802,-50.7125,0,0,-9.0625,77.586,0.9605,98.344,-1.392,-0.594,-0.252,0.2205,1.55025,3.1955,-3.341,-0.212,-0.2365,0.321,1.476,3.413,-4.645,-4.9425,0.187,0.37615
1,4.75,0.237,0.196,-0.056,-32.9815,0.12975,-0.04025,404.05025,1.7945,-50.533,0,0,-8.9825,78.075,0.96025,98.4,-1.4765,-0.586,-0.258,0.20225,1.54175,3.1955,-3.34125,-0.23175,-0.301,0.3235,1.44275,3.423,-4.74175,-4.974,0.201075,0.40465
1,5.25,0.2285,0.197,-0.2085,-33.5665,0.1285,-0.0405,404.11875,1.7655,-49.315,0,0,-9.14,78.1,0.94525,98.4,-1.489,-0.59,-0.255,0.177,1.56075,3.19175,-3.353,-0.228,-0.366,0.308,1.479,3.4015,-4.75975,-4.9715,0.1836,0.3815
1,5.75,0.288,0.2695,-0.0885,-33.55,0.121,-0.03575,404.259,1.745,-51.405,0,0,-9.33775,78.49575,0.94125,98.4,-1.489,-0.58775,-0.28,0.184,1.5595,3.206,-3.3715,-0.228,-0.4405,0.30975,1.461,3.42375,-4.6835,-4.9505,0.175775,0.3961
1,6.25,0.30475,0.2765,-0.12225,-31.857,0.13625,-0.052,404.179,1.72975,-48.1355,0,0,-9.4625,78.675,0.93975,98.4,-1.458,-0.5985,-0.271,0.2225,1.54875,3.2,-3.398,-0.216,-0.427,0.2965,1.449,3.42,-4.7485,-4.953,0.1931,0.4056
1,6.75,0.308,0.264,-0.0795,-30.65125,0.128,-0.042,404.086,1.71925,-49.42,0,0,-9.4525,79.515,0.9345,98.4,-1.46875,-0.60075,-0.275,0.2025,1.546,3.199,-3.373,-0.227,-0.384,0.284,1.476,3.401,-4.7105,-5.022,0.1899,0.394
1,7.25,0.258,0.2275,-0.068,-29.1715,0.13425,-0.0415,403.8935,1.7415,-50.4,0,0,-9.46,79.585,0.93975,98.4,-1.5065,-0.5995,-0.273,0.2065,1.53275,3.194,-3.409,-0.227,-0.4195,0.2955,1.459,3.445,-4.737,-5.0305,0.196925,0.394775
1,7.75,0.29125,0.265,-0.09925,-31.253,0.13375,-0.0565,403.966,1.7545,-47.94,0,0,-9.505,79.5,0.8955,98.4,-1.506,-0.61325,-0.268,0.189,1.529,3.21575,-3.47,-0.227,-0.4445,0.306,1.443,3.413,-4.84325,-5.073,0.191275,0.387
1,8.25,0.383,0.35,-0.034,-28.1385,0.1315,-0.0415,403.6655,1.801,-31.56,15.546,2.23175,-9.5525,79.2465,0.94675,98.409,-1.522,-0.64075,-0.244,0.1905,1.524,3.209,-3.444,-0.235,-0.4115,0.301,1.46,3.411,-4.79675,-5.027,0.190525,0.389925
1,8.75,0.35125,0.359,0.44775,-15.5495,0.159,-0.065,403.654,1.829,-8.62,48.512,6.294,-9.2225,78.0875,1.01875,98.482,-1.515,-0.64475,-0.237,0.1915,1.52225,3.178,-3.468,-0.232,-0.433,0.28525,1.47,3.423,-4.71325,-4.957,0.228975,0.432975
1,9.25,0.3385,0.36,1.407,-4.205,0.19,-0.0865,403.6015,1.832,4.37175,88.4525,10.1325,-8.97,76.22,1.11075,98.5,-1.54525,-0.65775,-0.251,0.187,1.52,3.171,-3.37,-0.231,-0.429,0.2895,1.459,3.388,-4.6235,-4.815,0.268075,0.4703
1,9.75,0.358,0.401,2.851,1.62675,0.2215,-0.0885,403.3455,1.8245,12.0355,130.6,14.145,-8.38,73.2425,1.20325,98.5,-1.56275,-0.663,-0.278,0.1945,1.474,3.174,-3.284,-0.232,-0.384,0.3035,1.477,3.407,-4.522,-4.6925,0.3022,0.5535
1,10.25,0.307,0.32775,4.2575,7.891,0.248,-0.108,403.05775,1.841,20.515,161.20225,17.45325,-7.6675,71.585,1.35,98.5,-1.51375,-0.641,-0.25525,0.17325,1.51825,3.1805,-3.2935,-0.2315,-0.36,0.29525,1.46975,3.385,-4.199,-4.623,0.34085,0.6181
1,10.75,0.305,0.32525,5.263,14.98625,0.2725,-0.09525,402.58025,1.874,28.105,204.69375,22.98,-7.1395,70.3,1.5105,98.5,-1.496,-0.621,-0.23425,0.18525,1.544,3.177,-3.18925,-0.23075,-0.409,0.30325,1.45125,3.3905,-4.071,-4.54575,0.37315,0.681
1,11.25,0.26125,0.29275,6.49875,20.552,0.2985,-0.098,402.1885,1.891,32.24,240.203,27.285,-6.724,68.83,1.5135,98.5,-1.4515,-0.599,-0.22925,0.2015,1.53675,3.22,-3.16175,-0.22775,-0.414,0.299,1.4645,3.416,-3.816,-4.3585,0.4021,0.7341
1,11.75,0.27075,0.2925,6.6045,24.7055,0.312,-0.0725,401.9375,1.903,40.535,250.34625,26.125,-6.287,67.85,1.595,98.5,-1.38075,-0.618,-0.2175,0.161,1.5415,3.2225,-3.12475,-0.2315,-0.403,0.325,1.47875,3.40225,-3.722,-3.9925,0.41845,0.7704
1,12.25,0.24975,0.263,7.415,26.80475,0.321,-0.06425,401.677,1.88225,42.5875,261.675,26.07,-6.071,66.795,1.6315,98.5,-1.369,-0.60625,-0.21675,0.15225,1.548,3.21925,-3.1505,-0.2195,-0.4155,0.325,1.4745,3.42525,-3.585,-3.87275,0.4288,0.7902
1,12.75,0.265,0.2645,7.5115,24.4475,0.336,-0.055,401.451,1.887,41.485,249.1,25.77,-5.902,66.045,1.677,98.4885,-1.3965,-0.608,-0.216,0.137,1.53825,3.2085,-3.11275,-0.214,-0.3725,0.28375,1.4675,3.3425,-3.255,-3.7425,0.4487,0.8096
1,13.25,0.215,0.2225,7.16975,26.208,0.32275,-0.049,401.395,1.908,41.65,243.789,25.2,-5.708,65.975,1.664,98.42,-1.36575,-0.617,-0.228,0.146,1.554,3.209,-3.0905,-0.218,-0.36825,0.3055,1.468,3.3495,-3.249,-3.611,0.442175,0.83205
1,13.75,0.2165,0.20025,7.345,23.84475,0.334,-0.04875,401.162,1.893,36.7175,223.5615,21.73,-5.723,66.12,1.657,98.42325,-1.3465,-0.6015,-0.2155,0.148,1.53925,3.218,-3.085,-0.2195,-0.41675,0.30225,1.473,3.368,-3.072,-3.57375,0.44785,0.8202
1,14.25,0.2155,0.20725,6.90925,18.6375,0.32125,-0.04525,400.919,1.907,29.96,195.5405,19.51,-5.654,65.94,1.668,98.4,-1.3485,-0.6115,-0.2205,0.153,1.5335,3.213,-3.0315,-0.223,-0.339,0.269,1.4625,3.3825,-3.072,-3.445,0.4448,0.801575
1,14.75,0.26,0.2335,5.95,12.975,0.3225,-0.043,400.90075,1.927,20.94,151.636,15.26,-5.906,65.81,1.59,98.4,-1.3485,-0.6125,-0.21775,0.138,1.528,3.187,-3.0245,-0.219,-0.38375,0.323,1.4435,3.384,-3.072,-3.419,0.4424,0.7651
1,15.25,0.26025,0.231,4.6475,6.09425,0.3,-0.03975,400.933,1.9035,14.355,124.21075,13.26,-5.94625,66.49,1.55625,98.412,-1.34175,-0.6395,-0.224,0.158,1.521,3.18525,-3.00875,-0.2115,-0.3815,0.34075,1.4855,3.376,-3.072,-3.42225,0.4188,0.7299
1,15.75,0.29575,0.2895,3.962,-3.27975,0.28325,-0.03375,400.994,1.912,4.372,87.838,9.7175,-5.987,67.215,1.50925,98.431,-1.309,-0.59925,-0.256,0.15275,1.5255,3.165,-3.019,-0.21275,-0.447,0.33525,1.45625,3.3685,-3.072,-3.42875,0.3962,0.6919
1,16.25,0.3045,0.30875,2.7935,-14.8145,0.25475,-0.027,401.23725,1.9065,-8.179,51.70025,6.2,-6.06225,68.045,1.42075,98.495,-1.312,-0.63275,-0.22275,0.14425,1.52725,3.16,-2.952,-0.211,-0.39475,0.34,1.4525,3.37975,-3.07825,-3.5895,0.3671,0.6357
1,16.75,0.3095,0.277,1.684,-25.847,0.236,-0.02575,401.37375,1.9235,-27.04,18.67325,1.2385,-6.22875,69.695,1.22075,98.444,-1.368,-0.61225,-0.24275,0.141,1.501,3.17275,-3.0025,-0.21175,-0.386,0.341,1.46375,3.36175,-3.2535,-3.7125,0.31305,0.56095
1,17.25,0.275,0.242,0.466,-32.818,0.197,-0.019,401.5825,1.871,-46.705,0,0,-6.61025,71.5025,1.10025,98.485,-1.413,-0.6345,-0.22725,0.14,1.51325,3.155,-2.973,-0.2115,-0.37825,0.339,1.44825,3.43025,-3.4115,-3.819,0.268125,0.47575
1,17.75,0.2715,0.248,0.213,-33.4535,0.164,-0.028,401.724,1.879,-50.2,0,0,-7.13975,72.425,1.02225,98.47,-1.306,-0.63225,-0.252,0.146,1.523,3.1215,-3.00625,-0.219,-0.4235,0.339,1.4265,3.4015,-3.507,-3.92425,0.2291,0.43355
1,18.25,0.2705,0.25225,0.03,-32.181,0.149,-0.0245,401.65,1.85275,-51.8525,0,0,-7.39425,72.8,0.9375,98.464,-1.3735,-0.6085,-0.2265,0.153,1.50675,3.181,-3.082,-0.20875,-0.32,0.346,1.4235,3.3895,-3.59725,-4.01625,0.2132,0.38355
1,18.75,0.284,0.233,0.049,-33.0835,0.15,-0.0315,401.787,1.773,-48.58,0,0,-7.6,73.0625,0.90525,98.493,-1.406,-0.61575,-0.22025,0.138,1.49275,3.15,-2.91725,-0.22275,-0.35125,0.3165,1.422,3.4025,-3.6205,-4.17425,0.203175,0.386975
1,19.25,0.24025,0.228,0.04225,-32.60875,0.14425,-0.03225,402.051,1.839,-48.14,0,0,-7.604,74.53,0.89225,98.493,-1.35625,-0.63475,-0.229,0.15,1.48825,3.151,-3.068,-0.2085,-0.3225,0.3375,1.423,3.41,-3.756,-4.11125,0.1992,0.369525
1,19.75,0.237,0.226,-0.01175,-31.992,0.134,-0.028,402.1975,1.8375,-49.21,0,0,-7.76175,74.9325,0.8825,98.492,-1.35125,-0.62625,-0.249,0.162,1.52275,3.136,-3.1025,-0.2195,-0.363,0.33,1.41975,3.418,-3.80725,-4.1215,0.19265,0.3778
1,20.25,0.258,0.2405,-0.016,-34.10725,0.1255,-0.02975,402.26375,1.84375,-51.075,0,0,-8.065,75.2025,0.9055,98.415,-1.3025,-0.582,-0.253,0.212,1.5265,3.1585,-3.046,-0.217,-0.34275,0.31275,1.4205,3.3915,-3.976,-4.3345,0.1792,0.3558
1,20.75,0.261,0.242,0.0415,-33.3545,0.127,-0.034,402.2755,1.8845,-52.32,0,0,-8.01,75.04,0.894,98.4,-1.383,-0.555,-0.24225,0.18575,1.4745,3.2005,-3.11625,-0.223,-0.363,0.287,1.4435,3.385,-4.08275,-4.28775,0.185625,0.3758
1,21.25,0.247,0.221,-0.0405,-32.678,0.12375,-0.03,402.19975,1.8455,-50.43,0,0,-8.3325,76.3625,0.873,98.4,-1.3935,-0.57875,-0.249,0.18625,1.492,3.183,-3.103,-0.21925,-0.381,0.297,1.4275,3.3765,-4.14175,-4.40175,0.17895,0.383675
1,21.75,0.2625,0.21625,-0.0715,-34.90175,0.112,-0.032,402.26875,1.9095,-48.225,0,0,-8.4275,76.7225,0.876,98.4,-1.3885,-0.58675,-0.251,0.1895,1.48625,3.1705,-3.137,-0.2295,-0.375,0.33625,1.4125,3.4095,-4.1255,-4.45075,0.182575,0.37295
1,22.25,0.257,0.223,-0.049,-36.454,0.12775,-0.032,402.45625,1.8475,-47.765,0,0,-8.535,77.13975,0.899,98.4,-1.427,-0.58925,-0.26,0.183,1.497,3.1845,-3.1435,-0.22,-0.499,0.3195,1.43625,3.395,-4.055,-4.52825,0.181175,0.3904
1,22.75,0.262,0.20975,-0.04775,-34.8815,0.12025,-0.033,402.73575,1.8455,-49.21,0,0,-8.6525,77.4325,0.915,98.4,-1.3745,-0.5835,-0.242,0.21425,1.497,3.185,-3.21375,-0.2185,-0.386,0.30675,1.42575,3.38725,-4.04125,-4.50725,0.17605,0.3724
1,23.25,0.278,0.18175,-0.0375,-33.5255,0.125,-0.036,402.66125,1.824,-47.58,0,0,-8.71,77.8125,0.9065,98.4,-1.436,-0.587,-0.25875,0.18575,1.4945,3.1695,-3.29975,-0.23125,-0.327,0.2975,1.4125,3.4035,-4.15625,-4.481,0.1856,0.39505
1,23.75,0.264,0.23,-0.09525,-33.1195,0.13825,-0.04,402.849,1.81175,-49.175,0,0,-8.795,77.51175,0.92575,98.4,-1.4255,-0.59675,-0.2685,0.1735,1.4965,3.19675,-3.34275,-0.2195,-0.43475,0.301,1.418,3.36925,-4.14775,-4.54975,0.18925,0.36305
2,0.25,0.083,0.048,-0.224,-34.69175,0.091,-0.03525,401.85525,2.0365,-54.52,0,0,-8.93,74.1,0.76,98.5,-1.4775,-0.85,-0.4875,-0.208,0.692,2.2215,-3.2115,-0.4485,-0.729,-0.25625,0.6765,2.3935,-2.733,-3.074,0.14635,0.323725
