DOY2,HR2,T_CANOPY,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,G,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,-30.42939425,385.7028,19.645084665,-11.13758,0.224670975,0.473837214575,-25.090301,-36.409,-8.80634,96.8752425,29.00143,-25.35685,0.03831584135,-26.8248,1.00116,157.8910475,203.7459125,-67.77843325,8.215e-06,-3.3861833,-0.6216689275,-7.589174415,-0.262678175,0.23265284105,0.0388525,0.191727324775,0.04221080615,1.0992737
1,0.75,-30.4539955,384.6984,19.619832842,-0.5092812,0.216566575,0.4648543036,-26.493775,-59.45125,-29.00675,96.82332575,34.22995,-25.6966,0.03987337415,-27.10615,1.238805,158.1112725,202.318135,-68.2902065,0,-3.3635631,-0.505132245,-7.87055202725,-0.32354635,0.18815806835,0.03117,0.1814015845,0.03440866795,0.69681325
1,1.25,-30.56593275,385.669725,19.64602632775,-0.830558925,0.181461275,0.426020950475,-24.32222025,-32.0898,-11.79095,96.8103705,28.93302,-26.683,0.037121220525,-28.20405,1.23259,158.38766,201.7628775,-68.1783665,0,-3.5735308,-0.505019995,-8.03120851,-0.2786481,0.2239632495,0.0440175,0.156895394475,0.032590610525,0.93899371
1,1.75,-31.26555475,386.02195,19.6545603625,-0.35162105,0.1514844,0.3891224698,-25.02756925,-60.3364,-14.450125,96.7996465,30.975825,-26.2187,0.0485400753,-27.8098,1.23275,158.3997225,203.72035,-67.3477535,9.9715075e-06,-3.371368375,-0.493170855,-8.1623805,-0.292310125,0.1950640729,0.037840375,0.176695789475,0.032431805625,0.59910299
1,2.25,-31.40406925,385.367825,19.64298023425,-1.59779925,0.149899,0.387036976875,-39.59481575,-63.83335,-37.4308,96.79563825,32.5246,-25.3394,0.0473046762,-26.7449,1.2395,158.075435,205.40861,-66.86986075,5.8245e-06,-3.33653395,-0.425912595,-8.25792494,-0.2621162,0.1802882354,0.04766,0.1834788678,0.0249070176,0.66521752
1,2.75,-31.60399325,385.7456,19.651472772,-0.7287504,0.0956175,0.3091017885,-23.89889425,-40.397,-9.80276,96.7989915,28.504625,-24.9646,0.048095896,-26.25715,1.2379275,157.87142,204.5562025,-65.120399,0,-3.5785298,-0.79636366,-8.30866343,-0.2627616,0.1866495046,0.04802,0.1850755734,0.0304791378,0.82202261
1,3.25,-31.8579145,385.8052,19.655681922,-1.7207205,0.1321897,0.3633480066,-23.155723,-55.64035,-7.6233,96.7968155,27.709525,-25.2145,0.046486221,-26.50025,1.11565,158.21279,203.86222,-64.3614615,2.894594e-05,-3.6802309,-0.5737862675,-8.382565535,-0.2379845,0.24256242,0.0453845,0.1714453565,0.02960103925,0.8861883375
1,3.75,-31.9623835,385.5365,19.644865675,-0.5768211,0.238477275,0.4873188297,-26.0301565,-54.70185,-6.94313,96.75760725,28.5302,-25.3055,0.0419891926,-26.419875,0.77966,158.543785,202.6000075,-64.5976475,3.035782e-05,-3.2724189,-0.451614795,-8.42817559,-0.2321901,0.1883227593,0.0593291,0.2006178702,0.0380691754,0.7870026125
1,4.25,-31.7763145,385.319875,19.63991019,-0.528090375,0.236636425,0.485465266325,-32.212472,-61.140725,-6.7062975,96.71198975,28.836275,-26.0454,0.0363510946,-27.2173,1.0154775,159.136445,202.92202,-65.34589525,1.05891e-05,-3.420554375,-0.5165874875,-8.44743141,-0.2574995,0.2335619288,0.03102,0.1716970561,0.032326662,0.8794436375
1,4.75,-32.046142,384.522125,19.6266493575,-0.697901375,0.0992781,0.313485095625,-23.6803665,-48.397475,-61.7977,96.647153,30.137825,-26.36055,0.0416892088,-27.7623,1.23616,154.9078275,200.15329,-64.4343655,2.541384e-05,-3.30457535,-0.62286001,-8.467594565,-0.246862575,0.1709736903,0.030501025,0.169132901625,0.02794624925,0.98439815
