DOY2,HR2,PA,TA,RH,PPFD_IN,PPFD_OUT,WS,USTAR,TS_1,TS_2,T_SONIC,G_1,G_2,CO2,H2O,FC,LE,H
1,18.25,99.17,-18.185,80.2685,0.0119815,-0.0016104,4.4775,0.159585,-1.46855,-3.11,-20.973,-7.8054,-9.3442,396.0062,0.96472,0.041309,-0.0950925,-12.40195
1,18.75,99.145,-17.905,80.6845,0.00749305,-0.00048308,4.77225,0.179985,-1.46325,-2.91025,-20.775,-7.23735,-9.9599,394.82285,0.931305,0.0363505,-0.130375,-10.9813
1,19.25,99.155,-17.637,80.4375,0.00782665,-0.0016094,4.8503,0.17155,-1.45995,-3.4577,-22.526,-6.7079,-9.7448,395.8769,1.036,0.069426,0.19764,-6.7458
1,19.75,99.15,-18.1385,80.3385,0.0073236,-0.0025767,2.06875,0.1887,-1.4565,-3.0701,-18.381,-6.6616,-10.079,396.444825,1.10395,0.0575293333333333,-0.063152,-3.4235
1,20.25,99.175,-18.2835,80.4815,0.00743995,-0.0014491,4.3542,0.15984,-1.45145,-2.90275,-23.378,-7.077,-11.983,397.01275,1.10395,0.0547791666666667,-0.063152,-3.4235
1,20.75,99.135,-18.379,80.6805,0.0041647,-0.0003219,2.5857,0.15984,-1.45115,-3.0458,-14.816,-7.4826,-13.01,397.01275,1.10395,0.052029,-0.063152,-3.4235
1,21.25,99.14,-18.1375,80.6555,0.00366025,-0.002253,1.8832575,0.15984,-1.4471,-3.0233,-20.449,-6.5955,-12.209,397.01275,1.10395,0.052029,-0.063152,-3.4235
1,21.75,99.125,-18.3705,81.091,0.0068188,0,1.180815,0.15984,-1.45125,-3.0792,-14.4855,-7.80095,-14.0035,397.01275,1.10395,0.052029,-0.063152,-3.4235
1,22.25,99.135,-18.3095,81.3085,0.00700725,-0.000966695,4.3475,0.15984,-1.45015,-3.08985,-14.364,-7.01695,-13.992,397.01275,1.10395,0.052029,-0.063152,-3.4235
1,22.75,99.115,-18.2225,80.8945,0.00366285,-0.0012876,1.18251,0.15984,-1.4516,-2.9915,-14.364,-6.7048,-13.481,397.01275,1.10395,0.052029,-0.063152,-3.4235
1,23.25,99.055,-18.717,81.2515,0.0061608,-0.0016112,0.933605,0.15984,-1.44695,-3.1713,-14.364,-6.70185,-13.311,397.01275,1.10395,0.052029,-0.063152,-3.4235
1,23.75,99.04,-18.7275,80.6685,0.0063245,-0.001288435,0.933605,0.15984,-1.44445,-3.16295,-14.364,-7.32595,-13.979,397.01275,1.10395,0.052029,-0.063152,-3.4235
2,0.25,98.74,-17.7285,78.8485,0.011337,0,2.0428,0.140305,-4.0052,-3.2709,-13.027,-10.494,-10.819,404.6864,1.4213,0.20909,1.5035,0.020482
2,0.75,98.77,-18.2115,77.722,0.0046559,0.0003212,2.0428,0.140305,-3.9938,-3.2709,-13.027,-8.2146,-9.3427,404.6864,1.4213,0.20909,1.5035,0.020482
2,1.25,98.775,-18.0935,77.869,0.010879,9.6375e-05,2.0428,0.140305,-3.8296,-3.2037,-13.027,-9.01445,-11.999,404.6864,1.4213,0.20909,1.5035,0.020482
2,1.75,98.755,-18.6825,77.8425,0.010247,0.00172485,2.14171333333333,0.140305,-3.8988,-3.18875,-13.027,-8.12435,-10.22565,404.6864,1.4213,0.20909,1.5035,0.020482
2,2.25,98.74,-18.8,77.6415,0.0099796,0.0035365,2.24062666666667,0.140305,-4.0011,-3.2848,-13.027,-7.5038,-11.527,404.6864,1.4213,0.20909,1.5035,0.020482
2,2.75,98.74,-18.593,77.844,0.0086528,0.00827075,2.33954,0.140305,-4.0425,-3.36775,-13.027,-8.50415,-11.6193,404.6864,1.4213,0.20909,1.5035,0.020482
2,3.25,98.805,-18.6795,78.118,0.0056215,0.0082762,2.43845333333333,0.140305,-3.9375,-3.211,-13.027,-9.5359,-12.597,404.6864,1.4213,0.20909,1.5035,0.020482
2,3.75,98.81,-18.6855,79.802,0.007153,0.00106065,2.53736666666667,0.140305,-3.8844,-3.29895,-13.027,-8.34895,-12.046,404.6864,1.4213,0.20909,1.5035,0.020482
2,4.25,98.785,-18.9725,80.3575,0.0079139,0.0048566,2.63628,0.140305,-3.8812,-3.14045,-13.027,-7.6956,-10.52105,404.6864,1.4213,0.20909,1.5035,0.020482
2,4.75,98.78,-19.164,79.5545,0.0078901,0.0020244,2.73519333333333,0.140305,-3.9969,-3.13625,-13.027,-7.349,-10.4345,404.6864,1.4213,0.20909,1.5035,0.020482
2,5.25,98.775,-19.139,78.1765,0.0036607,0.00125393,2.83410666666667,0.140305,-4.0006,-3.1536,-13.027,-7.6304,-8.71985,404.6864,1.4213,0.20909,1.5035,0.020482
2,5.75,98.755,-19.24,77.242,0.0066504,0.0013521,2.93302,0.140305,-3.8944,-3.2444,-13.027,-9.9282,-12.307,404.6864,1.4213,0.20909,1.5035,0.020482
2,6.25,98.745,-19.256,77.082,0.0073574,0.48204,3.03193333333333,0.140305,-3.8428,-3.2362,-13.027,-9.4945,-11.435,404.6864,1.4213,0.20909,1.5035,0.020482
2,6.75,98.69,-19.54,78.114,0.0097178,21.201,3.13084666666667,0.140305,-3.872,-3.2297,-13.027,-7.9125,-12.103,404.6864,1.4213,0.20909,1.5035,0.020482
2,7.25,98.635,-19.3985,78.074,0.40532,64.4415,3.22976,0.140305,-4.0179,-3.2523,-13.027,-10.02,-13.8265,404.6864,1.4213,0.20909,1.5035,0.020482
2,7.75,98.555,-18.7785,77.0435,16.189,149.75,3.32867333333333,0.140305,-3.9016,-3.13635,-13.027,-7.7094,-10.642,404.6864,1.4213,0.20909,1.5035,0.020482
2,8.25,98.535,-18.0565,75.9675,74.445,282.61,3.42758666666667,0.140305,-3.9046,-3.1587,-13.027,-9.904,-13.676,404.6864,1.4213,0.20909,1.5035,0.020482
2,8.75,98.58,-16.534,75.485,163.96,418.755,3.5265,0.140305,-3.8697,-3.18585,-13.027,-7.89835,-11.791,404.6864,1.4213,0.20909,1.5035,0.020482
2,9.25,98.63,-16.0235,74.799,322.74,593.5,3.4685,0.140305,-3.982,-3.0841,-13.027,-8.2234,-10.844,404.6864,1.4213,0.20909,1.5035,0.020482
2,9.75,98.64,-15.334,73.179,458.86,667.22,2.1346,0.140305,-3.9001,-3.1592,-13.027,-8.397,-11.786,404.6864,1.4213,0.20909,1.5035,0.020482
2,10.25,98.605,-14.7725,72.4635,613.44,804.25,4.11375,0.14661,-4.0157,-3.1819,-9.9623,-8.3253,-11.103,402.7973,1.90995,0.20909,1.5035,2.5462
2,10.75,98.65,-14.2095,71.466,734.02,794.355,3.6549,0.14795,-3.9289,-3.2929,-9.5087,-9.7295,-11.0915,402.0127,2.404,0.047874,0.63575,4.1427
2,11.25,98.645,-13.762,70.885,838.18,837.06,3.7217,0.16003,-3.8768,-3.1825,-9.0934,-9.3049,-9.3822,400.8732,2.4444,0.10749,1.6109,4.1781
2,11.75,98.605,-13.4715,70.125,885.86,858.2,2.5185,0.12425,-3.9102,-3.2341,-8.33985,-8.8547,-11.59,400.6933,2.4275,0.079939,1.4129,3.7934
2,12.25,98.58,-13.0915,68.6215,955.3,815.48,2.4282,0.15766,-3.8743,-3.118,-7.5929,-9.1936,-7.8638,400.2535,2.6076,0.0860585,2.7824,4.4073
2,12.75,98.615,-12.5755,69.296,968.8,852.11,2.1919,0.15308,-3.8867,-3.3206,-7.3164,-11.023,-11.716,399.8037,2.663,0.09646,2.9652,4.8472
2,13.25,98.645,-11.9545,66.909,931.94,800.81,3.8694,0.13924,-3.8406,-3.2317,-7.2378,-10.4185,-10.962,399.7637,2.6904,0.074976,2.7972,2.705
2,13.75,98.63,-11.818,68.1625,977.69,700.45,4.0348,0.12403,-3.8793,-3.1449,-7.2445,-10.397,-10.888,399.6837,2.7419,0.054332,2.6378,0.64376
2,14.25,98.655,-12.154,68.6445,888.41,638.4,3.4583,0.12027,-3.9332,-3.09145,-7.2291,-8.24585,-9.7285,399.3639,2.7605,0.047674,1.7555,-0.11953
2,14.75,98.65,-12.487,69.129,793.09,459.14,3.64375,0.12665,-3.8722,-3.14505,-7.1413,-9.56765,-9.96865,399.104,2.8242,0.063913,0.88403,-1.4127
2,15.25,98.69,-12.767,66.5835,652.11,353.17,3.2067,0.12338,-3.8683,-3.1486,-7.0471,-8.80785,-8.98595,399.204,2.8252,0.00071773,0.16904,-1.4277
2,15.75,98.735,-13.167,67.1995,518.8,167.52,2.37795,0.10497,-3.83915,-3.1639,-7.048,-8.79015,-7.6343,399.2739,2.7633,0.076075,0.10738,-3.814
2,16.25,98.755,-13.6415,67.7775,365.37,94.9355,2.60285,0.10179,-3.83315,-3.2234,-7.1086,-8.66295,-8.4887,399.3639,2.7214,0.0494235,0.23861,-1.8434
2,16.75,98.76,-14.5745,69.633,201.38,28.391,2.1971,0.096818,-3.85055,-3.2618,-6.9848,-9.3892,-8.6047,399.6538,2.6915,0.030765,0.16859,-5.6681
2,17.25,98.69,-15.344,71.212,96.138,0.93686,2.479,0.046338,-3.9102,-3.2855,-7.2245,-9.3561,-8.6178,399.8037,2.6519,0.043598,0.029403,-3.3847
2,17.75,98.635,-15.698,72.057,23.33,0.0026651,2.0419,0.05096,-3.86125,-3.25295,-8.07085,-9.49835,-9.71355,400.09355,2.5515,0.0612705,-0.12122715,-4.30195
2,18.25,98.63,-15.6755,73.8365,0.702315,1.69e-08,1.9835,0.041195,-3.85215,-3.2468,-9.4482,-8.3649,-7.5817,401.02815,2.4445,0.026598,-0.092934,-4.6154
2,18.75,98.63,-15.814,73.2125,0.034286,0,1.9601,0.041197,-3.86575,-3.2438,-9.5834,-8.3875,-6.7925,401.9627,2.0942,0.048763,-0.023187,-7.0927
2,19.25,98.63,-16.219,74.8445,0.01552,0.00096407,1.2677,0.0459305,-3.95125,-3.1937,-9.96055,-8.9307,-8.3315,402.4724,1.9746,0.0602795,-0.049039,-3.73725
2,19.75,98.6,-16.332,76.367,0.0221115,0.0017993,2.06875,0.1924325,-3.9489,-3.21925,-9.51948,-9.209,-9.92215,401.8852,2.63285,0.0575293333333333,0.203419,-6.4336
2,20.25,98.59,-16.6925,76.2605,0.014103,0.0017405,2.4132,0.12703,-3.9248,-3.2533,-12.928,-9.3959,-10.001,401.298,1.3768,0.0547791666666667,0.818665,-2.694
2,20.75,98.565,-16.939,76.5575,0.011527,0.00057848,2.5857,0.070324,-3.9619,-3.1669,-14.816,-8.0267,-8.7182,402.27255,1.4732,0.052029,-0.10529,-6.9774
2,21.25,98.555,-17.111,77.269,0.0159855,0.004895,1.8832575,0.067028,-3.9583,-3.1416,-10.3372575,-7.9639,-8.5065,402.27255,1.58735,0.052029,-0.085016,-4.7545
2,21.75,98.555,-17.152,77.924,0.013634,0.0014166,1.180815,0.063732,-3.99265,-3.3654,-14.4855,-7.8287,-8.0216,402.27255,1.7015,0.052029,-0.064742,-2.5316
2,22.25,98.63,-17.236,77.048,0.0106175,0.007644,4.3475,0.0254535,-3.9465,-3.26025,-14.364,-7.8524,-8.37995,402.27255,1.7015,0.052029,-0.064742,-2.5316
2,22.75,98.675,-17.6595,76.53,0.0129565,0,1.18251,0.0254535,-3.95705,-3.24305,-14.364,-9.85325,-10.8465,402.27255,1.7015,0.052029,-0.064742,-2.5316
2,23.25,98.685,-17.987,77.238,0.015301,0.0079246,0.933605,0.0254535,-3.90635,-3.2762,-14.364,-7.6355,-8.5037,402.27255,1.7015,0.052029,-0.064742,-2.5316
2,23.75,98.695,-17.978,78.8995,0.0096946,0.00057886,0.933605,0.0254535,-4.0274,-3.2736,-14.364,-7.5191,-6.9352,402.27255,1.7015,0.052029,-0.064742,-2.5316
3,0.25,98.32,-11.3135,82.32,0.0093073,0.0084583,3.57865,0.2501,-0.9546,-0.807415,-1.6107,-0.588735,-1.75715,399.7137,3.78515,0.29263,-0.065373,-6.6625
3,0.75,98.295,-11.651,82.313,0.0086425,0.00601365,2.9515,0.18845,-0.98516,-0.80997,-1.794,-0.5749555,-1.4132,399.7137,3.7959,0.33627,0.13788,-3.33675
3,1.25,98.285,-12.022,82.3355,0.0096405,0.0013497,2.7365,0.17963,-0.93842,-0.43707,-2.6225,-1.0985,-6.6297,399.6438,3.6346,0.30626,0.075406,-5.0127
3,1.75,98.3,-12.0955,82.853,0.00782345,0.010003,3.05755,0.21342,-0.93361,-0.72021,-2.5124,-1.1284,-3.0078,399.234,3.6278,0.31136,0.144193,-5.33995
3,2.25,98.275,-12.349,84.7795,0.00798265,0.0122103,2.48225,0.20664,-0.999705,-0.81382,-2.7559,-1.54085,-1.8344,399.46385,3.8878,0.30666,-0.11179,-4.33995
3,2.75,98.305,-12.395,83.732,0.00781595,0.013455,3.7537,0.201685,-1.0673,-0.9563,-2.6106,-1.2038,-2.5526,399.5038,3.9692,0.274715,-0.044596,-3.2176
3,3.25,98.33,-12.831,83.4015,0.00864995,0.001351745,3.33525,0.19948,-1.02063,-0.56348,-2.2787,-1.66805,-6.247,399.3339,3.9716,0.2661,0.19031,-2.6995
3,3.75,98.365,-13.428,82.4385,0.006636,0.005238715,3.545425,0.2083,-1.09745,-1.3604,-3.24,-1.5872,-2.20535,399.3289,4.28535,0.287925,0.003123,-4.5941
3,4.25,98.37,-13.513,82.2905,0.0098117,0.0091367,3.7556,0.22198,-1.1123,-0.64408,-3.1775,0.155767,-3.53825,398.3144,4.3373,0.308225,-0.0021069,-7.7317
3,4.75,98.375,-14.0745,82.438,0.0071577,0.0086641,1.4026,0.22745,-1.0639,-1.0566,-3.72915,-2.0642,-3.9992,398.0695,4.2401,0.35185,-0.035879,-9.8116
3,5.25,98.335,-14.2795,82.1065,0.0083183,0.0538725,2.2304,0.22183,-1.0694,-0.48264,-4.4133,-1.6596,-9.9337,398.5743,3.9886,0.23358,-0.0388361,-5.4651
3,5.75,98.375,-14.4185,82.3985,0.0132995,1.7432,3.2956,0.23901,-1.03427,-0.54538,-3.3264,-1.5757,-7.508,398.8491,4.26665,0.262905,0.47631,-4.5297
3,6.25,98.4,-13.3495,81.531,0.312615,13.291,3.7294,0.24578,-1.1088,-0.41088,-2.2695,-5.2128,-5.13935,398.5843,4.3805,0.2974,-0.001612,-1.7801
3,6.75,98.385,-11.348,80.964,12.5,34.332,4.1321,0.26228,-1.0618,-0.49153,-4.4321,-4.65605,-3.6804,399.124,4.09695,0.295525,1.6823,5.5795
3,7.25,98.4,-10.5015,80.255,70.7335,82.509,4.22605,0.252355,-1.10795,-0.52252,-2.3051,-2.0023,-0.52308,398.4893,4.2754,0.3583,3.54075,8.18095
3,7.75,98.42,-9.25395,79.025,181.095,141.485,4.4831,0.25911,-1.0902,-0.55831,-2.9567,-0.676945,2.5554,398.0245,4.4134,0.38846,8.1955,16.6127
3,8.25,98.405,-7.78175,76.064,288.8,285.86,4.2897,0.30753,-1.0902,-0.53253,-2.4042,-1.267385,3.70517,398.39435,4.444,0.46581,11.5893,10.4357
3,8.75,98.415,-7.1169,74.9475,472.83,126.9435,3.47315,0.289845,-1.11655,-0.39984,-1.8719,-2.2471,7.35615,397.8946,4.3804,0.518585,17.8896,21.8732
3,9.25,98.375,-5.9254,73.822,631.535,287.355,4.1242,0.26355,-1.0603,-0.46624,-0.71893,0.28042,6.5801,397.8546,4.5782,0.33907,21.7836,23.1157
3,9.75,98.335,-5.7633,73.833,768.82,313.73,4.3139,0.29242,-1.06225,-0.65869,0.85389,0.2963,8.7987,397.3648,4.8617,0.49396,28.0046,42.96355
3,10.25,98.315,-4.66025,73.5945,912.97,602.61,3.3419,0.25715,-1.05725,-1.0743,1.7421,0.28867,3.3412,397.28985,4.9181,0.53895,24.0905,40.9043
3,10.75,98.36,-3.70385,73.07,1092.55,665.08,4.0014,0.236485,-1.1077,-1.2581,2.069,-1.7463,23.156,397.5048,4.9935,0.407435,30.17095,32.60635
3,11.25,98.375,-3.89085,71.7385,1184.75,170,4.23245,0.24444,-1.0273,-0.37885,2.221,0.28704,31.848,397.2949,5.1598,0.43492,13.92765,17.7326
3,11.75,98.365,-3.48845,70.886,1231.4,370.48,3.56825,0.28742,-1.0886,-0.50209,2.4149,0.29544,8.6656,397.025,5.3043,0.39978,25.00555,32.6332
3,12.25,98.4,-3.22925,69.4,1321.9,156.78,3.0549,0.24516,-1.0956,-0.43421,2.3344,0.409765,34.8165,397.1549,5.4069,0.39649,23.98235,30.9325
3,12.75,98.41,-3.1442,69.051,1358.7,308.12,3.3838,0.260605,-1.06415,-0.58611,2.3948,0.27192,6.9906,397.1049,5.0855,0.45549,10.2467,59.40925
3,13.25,98.405,-2.98295,69.4935,1338.8,159.8,3.913,0.28013,-1.0699,-0.51272,2.5219,0.30252,14.05,397.1449,4.9178,0.44699,41.1637,16.9434
3,13.75,98.405,-2.8161,68.972,1293.8,121.05,4.1212,0.28934,-1.0772,-0.30414,2.53045,0.31902,29.887,397.1949,4.9439,0.60803,30.1832,19.8157
3,14.25,98.425,-2.6336,68.8975,1204.3,86.603,5.03585,0.32328,-1.0581,-0.39754,3.0162,5.5005,42.363,397.3448,5.1341,0.42563,38.0173,36.6197
3,14.75,98.435,-2.44225,69.5845,1102.3,67.9345,5.24045,0.28536,-1.0417,-0.45808,2.1082,9.7068,19.813,398.1645,5.43485,0.38636,38.03815,25.75435
3,15.25,98.46,-2.39135,68.7005,944.83,141.78,4.2267,0.25906,-1.0037,-0.36184,2.0951,0.32807,4.6709,397.2749,5.43275,0.29896,16.6697,13.6336
3,15.75,98.5,-2.4217,69.3475,804.73,57.582,4.7513,0.27183,-0.95834,-0.44131,2.24495,0.8655,18.59,397.2749,4.96485,0.360605,31.4106,11.756
3,16.25,98.49,-3.54575,69.895,652.6,45.01,4.0942,0.24866,-0.94246,-0.77309,2.2305,0.82463,0.64183,396.6652,5.1383,0.2975,21.1259,-0.94825
3,16.75,98.48,-3.6749,71.241,477.14,31.317,3.5326,0.21225,-0.95695,-0.33452,2.06495,0.28561,0.50045,396.64015,4.67435,0.189295,11.3413,-9.0846
3,17.25,98.47,-4.0616,73.3465,276.17,8.5761,2.8416,0.17155,-0.9622,-0.37967,1.5105,0.28105,-9.7265,396.85005,4.48575,0.1919,2.9747,-10.6013
3,17.75,98.455,-5.0658,75.267,139.54,1.1009,3.3591,0.17076,-0.97386,-0.50976,1.30435,0.081489,-0.2159,396.97,4.3721,0.23074,1.50635,-14.3031
3,18.25,98.495,-5.896,76.1475,48.533,0.0877535,2.7242,0.13697,-0.90795,-0.483215,0.25594,-0.980555,0.143594,397.11995,4.31615,0.16417,0.14034,-11.402
3,18.75,98.5,-6.97555,77.5955,6.5194,0.0016734,2.7604,0.16059,-1.0298,-0.35858,-0.0801283,0.13158,-6.2126,397.6847,4.14685,0.16236,0.29708,-8.2283
3,19.25,98.49,-7.75135,77.2955,0.12266,0.00655235,2.6235,0.16862,-1.0489,-0.417295,-0.51356,-0.15818,-11.1072,398.1295,4.1067,0.186305,0.88671,-8.69335
3,19.75,98.47,-8.24025,78.6385,0.015971,0.016758,2.06875,0.196165,-1.0082,-0.32895,-0.65796,0.2354,-0.11011,398.58925,4.16175,0.242405,0.46999,-9.4437
3,20.25,98.45,-8.83725,80.039,0.011982,0,3.64995,0.20361,-1.0019,-0.44643,-0.410675,-2.3068,-14.399,398.85915,4.2218,0.25697,0.061947,-7.30045
3,20.75,98.4,-9.02555,82.294,0.010572,0.0012876,2.6297,0.208725,-0.99547,-0.33142,-0.194995,0.2025,-0.51794,398.9491,4.35015,0.18693,0.46523,-6.39965
3,21.25,98.4,-9.112,83.028,0.012302,0.0081687,3.3279,0.196845,-0.99191,-0.35352,-0.225515,0.21637,-4.647,398.8591,4.3404,0.225095,0.40658,-7.81655
3,21.75,98.35,-9.9125,82.7555,0.011302,0.0032105,3.663,0.18878,-0.98205,-0.4565,-0.42434,0.19206,-3.8986,398.9141,4.1172,0.162055,0.52489,-7.1568
3,22.25,98.36,-10.3525,83.3915,0.0093204,0.004312,2.8733,0.2309,-0.97658,-0.47892,-0.63025,-0.2694,-6.2274,399.24895,4.1267,0.31528,0.35656,-7.4402
3,22.75,98.345,-10.8775,83.162,0.0076519,0.0003853,3.4457,0.15956,-0.96195,-0.9103,-0.7965,-1.0462,-10.833,399.6538,4.4504,0.34345,0.0639835,-9.1625
3,23.25,98.34,-11.1175,83.1735,0.0093233,0.0010072,2.0933,0.19488,-1.0327,-0.45936,-1.0149,-2.0732,-1.2048,399.4539,4.2797,0.26147,0.13783,-9.4229
3,23.75,98.36,-11.0935,82.7755,0.012698,0.0016092,3.5934,0.22458,-0.92135,-0.65673,-0.87594,-0.15981,-6.3256,399.8837,4.3214,0.34391,0.093289,-8.34485
4,0.25,98.33,2.4523,80.87,0.0156895,-0.012063,2.3195,0.14004,0.56577,2.2998,4.823,-8.9974,-15.348,399.5638,5.4089,0.243185,0.447405,-10.8651
