DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,TA,PA,NETRAD,G_1_1_1,G_2_1_1,TS_1_1_1,TS_2_1_1,PPFD_IN
1,0.25,-0.49791225,-65.42809,-3.67847875,-7.284155,0.40962525,0.03787,-14.158695,396.489375,1.917405,0.15253055,0.12446205,0.03855,0.04623,-17.2808175,96.83913,-46.4210625,-18.6845325,-16.10223,0.32989355,0.233257125,-1.0045905
1,0.75,-0.520059,-68.662625,-29.193055,-9.324242,0.3821275,0.036275,-14.70447,398.2102,1.9497975,0.1660598,0.12387145,0.04416,0.044975,-18.1898275,96.8125,-44.2922325,-19.0316875,-16.0118225,0.325345225,0.22863775,-0.84686475
1,1.25,-0.51439365,-60.72251,-2.17008,-32.5338625,0.464086525,0.0380525,-14.945045,398.620875,1.889495,0.181488075,0.152970825,0.0519825,0.0551325,-18.68489,96.794745,-44.7616425,-19.27389,-15.7486275,0.320719125,0.224365975,-0.5082377
1,1.75,-0.684155,-55.3067225,-71.06428,-1.191895,0.413724025,0.03028,-15.589675,398.804125,1.983969,0.167413375,0.138173425,0.0503,0.0682575,-17.807085,96.7835975,-45.17996,-18.9425175,-15.532415,0.3161469,0.22025665,-0.37431785
1,2.25,-0.870267925,-52.560515,-94.02863,-17.1133325,0.454011,0.037545,-15.9803925,397.856875,1.717198,0.1600991,0.159075375,0.0539,0.066785,-17.50126,96.79256,-45.16196,-18.65842,-15.45358,0.3089134,0.2115256,-0.4213474
1,2.75,-0.538923275,-51.5092725,-7.5699625,-9.5056535,0.427206125,0.0268475,-16.2303475,400.83635,2.07961125,0.1971771,0.146422075,0.0416975,0.0601375,-17.96784,96.7452,-45.30292,-18.3143,-15.49604,0.3046608,0.208015,-0.4052712
1,3.25,-0.53247065,-61.2952625,-128.7998,-8.869588,0.310130975,0.048775,-16.6824825,400.08995,2.070641,0.168939975,0.1415687,0.038775,0.0602025,-17.186,96.74134,-44.10678,-17.86938,-15.95006,0.3010212,0.2043118,-0.3234392
1,3.75,-0.6650531,-60.632585,-2.11039875,-26.364909,0.2623759,0.021615,-16.968175,400.3078,2.0305325,0.17432135,0.15532045,0.0293,0.060325,-17.95656,96.74448,-45.23452,-17.35104,-15.82566,0.2984132,0.2008812,-0.3308712
1,4.25,-0.52349405,-53.60802,-14.9782,-31.73876,0.3576759,0.03697,-16.60861,401.160875,1.972651,0.18187265,0.1625437,0.03555,0.058515,-17.43918,96.73354,-45.00466,-16.89914,-15.5054,0.2958624,0.1965752,-0.6461368
1,4.75,-0.46412695,-50.978015,-34.53880625,-91.09748,0.2840806,0.02604,-15.68254,400.6504,1.641736125,0.17103115,0.1328531,0.046895,0.05469,-16.81904,96.72994,-44.05412,-16.50244,-15.38526,0.2923736,0.1915222,-0.6092606
1,5.25,-0.400721375,-46.6203125,-3.5009865,-49.60904,0.3994273,0.040335,-15.545815,397.80495,1.6958085,0.17642285,0.19561415,0.0413,0.048585,-16.4993725,96.70966,-43.461815,-16.11797,-15.4212625,0.286409225,0.1827612,-0.485468125
1,5.75,-0.36571895,-52.12272,-12.260961,-36.572425,0.35359625,0.03252,-15.94528,398.069975,1.794964,0.16370295,0.1831405,0.04073,0.047645,-16.4373425,96.7141925,-41.8099875,-15.71273,-15.4125025,0.284439525,0.17874035,-0.534905575
1,6.25,-0.3778421,-45.393865,-24.89153,-25.193525,0.36362815,0.035565,-16.355445,398.00395,1.685613,0.16850875,0.15329345,0.056495,0.04963,-16.6706475,96.7242825,-42.21321,-15.7068575,-15.388785,0.28183175,0.174632075,-0.551450525
1,6.75,-0.407905625,-41.6387125,-37.91292,-13.90328785,0.41573425,0.053975,-16.215125,398.67015,1.443602,0.152821,0.133924,0.0586125,0.047025,-16.2286625,96.7292225,-42.45309,-15.63378,-15.330045,0.278931475,0.16888625,-0.521510025
1,7.25,-0.4654985,-43.9979375,-17.625855,-21.33775,0.343103375,0.0425375,-16.0790875,400.918025,1.5364834,0.136494875,0.133226,0.0517625,0.046725,-15.9451525,96.734385,-41.39532,-15.552755,-15.248155,0.275482625,0.16390015,-0.531787775
1,7.75,-0.447409125,-40.8420125,-7.15864875,-21.3331825,0.348191625,0.0274125,-15.701575,399.8786,1.82103525,0.1980905,0.133011625,0.040675,0.048125,-15.5358775,96.70705,-40.7615875,-15.47972,-15.1529575,0.272478725,0.159683375,0.759477775
1,8.25,-0.507702875,-30.9351,-48.019455,-22.1905315,0.3237005,0.0402,-15.3961875,400.13295,1.7139085,0.1723305,0.1309855,0.0536625,0.0497375,-15.1796925,96.670975,-27.43032,-15.37867,-15.0721175,0.268366825,0.156387625,6.2562
1,8.75,-0.491986125,-28.4391125,-45.5123625,-3.2280445,0.412589,0.074725,-15.2260375,400.5485,1.71716375,0.2192345,0.277482375,0.096390625,0.06525,-15.0796875,96.6657475,-11.06187125,-15.396595,-14.95597,0.264452175,0.153325825,17.6125425
1,9.25,-0.599141,-26.4404,-17.8415,-6.791143,0.6589224,0.1206855,-14.82737,400.27335,1.8471025,0.24017485,0.25486865,0.1527664,0.057795,-14.36304,96.7132,-10.419026,-15.52036,-14.8497,0.2638908,0.1538442,21.02696
1,9.75,-0.596699625,-117.159515,-17.362475,-23.647625,0.696526475,0.13178545,-14.4227875,398.807,1.85147025,0.282748325,0.32576175,0.192951125,0.0801575,-13.75056,96.77676,-8.57561,-14.96748,-14.66424,0.2603884,0.1514664,35.86514
1,10.25,-0.6220396,-18.817818,4.554254,-12.1785775,0.6410446,0.1365396,-13.74554,399.0546,1.854264,0.366062,0.3900616,0.2257512,0.08202,-12.7954475,96.511735,-21.7840425,-16.3176975,-14.727465,0.261245675,0.15315795,33.867175
1,10.75,-0.50782425,-18.038975,7.11625,-3.084332,0.62196525,0.1631085,-13.00875,398.9198,1.88073,0.42248925,0.3982395,0.2405545,0.1075,-12.19466,96.54459,-40.43421,-15.59453,-14.1852,0.2684,0.1610646,53.73984
1,11.25,-0.697911875,-20.07811,-28.41153,-30.08107825,0.863592175,0.197724075,-12.34175,400.058625,1.735667,0.517583175,0.4261927,0.2778861,0.108565175,-11.635855,96.5787275,-34.0236125,-15.4076475,-14.0073775,0.270354525,0.163209975,93.16868
1,11.75,-0.6527353,-11.529955,-25.506375,-42.70067,0.8878528,0.1773797,-11.91101,398.471725,1.5517625,0.487586,0.4369996,0.2612392,0.1004473,-11.376205,96.59969,-22.6575425,-14.25668,-13.56173,0.29406995,0.1673308,71.73513
1,12.25,-0.6916324,-11.1432539,-22.361815,-42.9992175,0.7105672,0.1575467,-11.56801,399.2393,1.689102,0.406063,0.4094613,0.2593362,0.1220123,-10.96932625,96.6108125,-13.35361625,-14.0069,-13.2513125,0.355923,0.194897875,62.873825
1,12.75,-0.7684643,-14.05649,1.240827,-6.7631625,0.5190488,0.1398278,-11.32568,399.0644,1.669175,0.4188403,0.4942044,0.219632,0.1092445,-10.87887,96.607315,-20.37597,-14.42307,-13.088075,0.35390565,0.2462991,62.35548
1,13.25,-0.6102929,-5.382686,2.0425165,-13.7551,0.4851061,0.1645855,-11.021243,398.587,1.6984365,0.4505932,0.3796027,0.2289549,0.0980414,-10.82645375,96.6406125,-16.8360125,-13.2635375,-12.7664,0.354397125,0.25855,100.23
1,13.75,-0.69169025,-30.07951,7.907077,-45.8338725,0.68873935,0.167155,-10.90820625,398.0429,1.770496,0.43262555,0.372228575,0.23549425,0.095538575,-10.7091685,96.648145,-15.17458,-13.05353,-12.56671,0.35679205,0.25992975,93.605045
1,14.25,-0.6598909,-25.28665,-9.664556,-4.8388615,0.619087,0.1161611,-10.87609,398.49105,1.7574245,0.3193438,0.422933,0.1910791,0.09061,-10.7051215,96.66726,-10.2778765,-12.93545,-12.397295,0.36413065,0.26409645,69.88672
1,14.75,-0.558474875,-31.6639125,-8.5644875,-6.2992505,0.52807955,0.11589225,-10.79090575,398.895725,1.7279775,0.35202245,0.37676125,0.208752225,0.06834,-10.6970995,96.706715,-8.2654575,-13.745945,-12.25459,0.3733602,0.27278025,74.05905
1,15.25,-0.5862642,-39.3920175,-1.3592575,-3.7348525,0.801874575,0.128432825,-10.74707475,399.04975,1.7659,0.377893475,0.339402625,0.21533775,0.06833,-10.6008315,96.747765,-7.387317,-13.22041,-12.02553,0.37374095,0.290169,54.017055
1,15.75,-0.512862,-36.0473125,-20.028525,-8.695155,0.80476345,0.1380993,-10.6756175,399.06225,1.8110785,0.40301885,0.2880229,0.207311975,0.0641775,-10.5463675,96.771155,-1.608112,-12.54156,-11.886355,0.37327125,0.29824665,37.184115
1,16.25,-0.743541475,-37.5984175,0.433158525,-12.2066875,0.45074065,0.133062675,-10.8240525,398.7205,1.85411675,0.34185185,0.29372975,0.168839625,0.0477125,-10.799525,96.833455,-15.291005,-12.38963,-12.04911,0.3702722,0.29205925,18.453905
1,16.75,-0.46382025,-38.44875,-1.4913631,-3.1822815,0.5806245,0.0667,-10.99085,399.030225,1.8890135,0.30310925,0.23358325,0.08607825,0.047,-11.00189,96.930775,-31.398105,-12.459485,-11.9256,0.3660768,0.2872855,8.5649285
1,17.25,-0.4556285,-52.6188075,-3.228855,-1.371838,0.51875795,0.03209,-11.1126575,397.682,1.90216425,0.17650795,0.21957075,0.06136,0.045655,-11.507075,96.974475,-43.866855,-13.584565,-11.81484,0.3623163,0.2845482,1.2848346
1,17.75,-0.70171075,-78.83404,-8.56554225,-12.0783975,0.502051625,0.05147,-11.177535,397.802,1.957088,0.21395245,0.16961205,0.0562025,0.0495125,-14.2733,96.99874,-55.38163,-14.33857,-11.71524,0.35893505,0.2834531,-0.28798165
1,18.25,-0.772463,-73.32061,-4.449165,-14.00371275,0.3934987,0.03571,-11.38171,398.653725,1.93596625,0.1845187,0.1762463,0.04816,0.04079,-16.283295,97.032795,-52.43074,-13.830385,-11.73957,0.35637925,0.2826177,-0.46913725
1,18.75,-0.72215165,-64.201605,-4.145072,-44.3864,0.401248525,0.035665,-12.3513475,397.763,1.929707,0.16201035,0.14266025,0.022915,0.0474325,-16.71182,97.061885,-52.25799,-14.072975,-12.000295,0.3569557,0.28284265,-0.4718528
1,19.25,-0.568917625,-58.257165,-12.389655,-17.22102,0.5872909,0.0358625,-13.45418,395.5612,1.939233,0.21425965,0.17421925,0.0305675,0.0427,-16.414905,97.09244,-49.80963,-15.044805,-12.24183,0.3615977,0.28319785,-0.465753
1,19.75,-0.65355975,-83.0416275,-63.1573,-27.8560425,0.445605275,0.0231525,-13.8435825,396.9176,1.94731,0.135330925,0.12484375,0.033235,0.0517075,-18.361685,97.10384,-49.988225,-15.3840525,-12.488575,0.3675772,0.2791043,-0.446139875
1,20.25,-0.459051,-61.58142,-8.281231,-40.7380625,0.3899254,0.01484,-14.73218,398.0363,1.737031,0.1721872,0.1344982,0.01528,0.05462,-18.81781,97.1079175,-54.112995,-15.4352275,-12.7707575,0.371596925,0.2780662,-0.156089575
1,20.75,-0.717857475,-56.119235,-44.58104,-17.6023655,0.207724725,0.02722,-14.711855,397.7982,1.670845,0.184698,0.13919035,0.0346425,0.0542975,-18.86252,97.0904175,-56.2959275,-15.578045,-13.3573725,0.370322125,0.2774164,-0.0949325
1,21.25,-0.505288325,-53.835585,-0.303319,-35.01354,0.270722725,0.03838,-15.3350475,398.4772,1.88492,0.1701947,0.11900025,0.02907,0.0490675,-19.045075,97.0498975,-56.1055675,-15.79675,-13.9263525,0.368187275,0.27626545,-0.097297825
1,21.75,-0.51937785,-56.005875,-2.420796,-25.70598,0.42029805,0.031045,-15.6814575,396.8934,1.8502275,0.098897075,0.1540919,0.0399125,0.06696,-18.641995,97.0284425,-50.0678275,-16.5081575,-14.5414925,0.36608865,0.274985725,-0.38749895
1,22.25,-0.622992425,-57.913925,-4.649111,-34.59004,0.33036855,0.025725,-15.921475,397.435,1.8353035,0.17207055,0.157367175,0.0279275,0.0526025,-17.841265,96.99565,-51.5879925,-17.245415,-15.7414975,0.36365925,0.273979025,-0.347257875
