DOY2,HR2,CO2_1_1_1,CO2_2_1_1,H2O_1_1_1,FC_1_1_1,SC_1,SC_2,G_1_1_1,G_1_1_2,H_1_1_1,LE_1_1_1,SH_1_1_1,WS_1_1_1,USTAR_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,NEE_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TAU_1_1_2,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1,FCH4_1_1_1
1,0.25,368.31558055,383.57500015,0.507020575,-3.30316415,-4.4381442,-1.88506835,-14.4445,-18.4465,-127.7792783,-22.23764225,-19.8978777,1.01943545,0.051261,-1.7958914,0.19202505,0.1710674,0.040598975,99.70385995,9.833,-5.442,0.2225759232,-2.994517125,3.78,3.85595,-102.723605,-0.546275,-3.344108125,-4.383225,0.0014,193.5225,285.57,-1.721871675,382.8833333,382.5550003,382.7833336,382.413333,-31.3512
1,0.75,367.37887615,383.55249985,0.6026992,-2.3219388,-2.590706425,-2.0486128,-14.662,-18.8895,-134.9025335,-24.4674225,-18.8350544,1.0022356,0.053202075,-1.7610559,0.201450075,0.1693058,0.041062,99.72258775,11.0605,-5.44825,0.215356807275,-3.382551875,3.78,3.82345,-102.273265,-0.597075,-2.4594776,-4.406,0,193.01,284.285,-1.821891275,383.175,382.7783336,382.7583333,382.6299997,-34.3956
1,1.25,368.81212645,383.3566667,0.5563446,-2.09599875,-2.0663822,-2.00409295,-14.8534675,-19.238,-123.935046125,-41.678227525,-18.916514525,1.0968325,0.033490575,-1.643789225,0.181678875,0.15298,0.031990025,99.704173792,9.4145,-5.42475,0.20379043315,-3.60159155,3.78,3.769425,-102.145895,-0.486925,-3.55865995,-4.3218,0,193.005,283.475,-1.827604525,382.705,382.8800003,382.7766667,382.9033333,-35.071
1,1.75,368.2500614,382.90375,0.57125235,-2.336231375,-3.64673585,-1.9184548,-15.035,-19.375,-119.631201675,-29.5907205,-24.445435425,1.0922069,0.0363472,-1.7507663,0.1698768,0.17165115,0.034223,99.66993725,8.433,-5.4785,0.207413298525,-3.8105576,3.78,3.72665,-102.432725,-0.690575,-3.92751555,-4.32465,0,193.085,283.3525,-1.6965976,382.5700003,382.6016664,382.543333,382.715,-35.8096
1,2.25,368.441777875,382.495833,0.588564,-3.6048203,-2.01311175,-1.720397,-15.035,-19.397,-114.29388415,-24.89848725,-23.25768385,1.0401847,0.0354338,-1.84276,0.17303045,0.158216,0.034578875,99.68896005,8.205,-5.51375,0.205575675,-4.07894125,3.78,3.71165,-102.53285,-0.75745,-8.998759125,-4.3576,0,193.4,283.58,-1.528157875,381.8999997,381.5,381.5216664,381.4433336,-22.002
1,2.75,368.8088842,382.433333475,0.5658118,-4.8296902,-2.931283425,-1.524583175,-15.0635,-19.6185,-129.646908275,-27.200731825,-20.3189168,0.9127513,0.0380734,-1.7649693,0.1985338,0.16548605,0.035763,99.6124596,8.2735,-5.87175,0.207679836725,-4.303285,3.69,3.689825,-102.55725,-0.8399,-10.9954516,-4.39995,0,195,284.42,-1.392456125,380.613333,380.7716664,380.5449997,380.6749997,-17.85835
1,3.25,371.0201214,382.562916525,0.474122775,-4.29134875,-3.642938,-2.40031855,-15.2935,-19.863,-136.977784,-17.20314635,-19.0881948,1.11940695,0.0374966,-1.70915595,0.2035942,0.160239625,0.037454,99.6164936,8.3895,-5.87775,0.1662401,-4.51493885,3.69,3.673625,-102.231075,-0.89765,-4.72118605,-4.355,0,194.16,285.32,-1.31513905,380.4133333,380.008333,380.2000003,380.1900003,-52.33675
1,3.75,371.69556645,382.748333475,0.42980255,-2.63866965,-2.52049635,-1.094636125,-15.434,-19.7985,-151.0672069,-28.5712502,-13.5033454,0.979815875,0.047785725,-1.638379875,0.180589575,0.1764844,0.040534275,99.6306036,9.305,-5.96525,0.164018725,-4.61564705,3.69,3.653075,-101.453975,-0.809775,-3.0510575,-4.3359,0,193.86,285.88,-1.139620525,380.216667,380.1766664,380.1799997,380.2316664,-119.7513
1,4.25,369.904252,382.948333475,0.46224125,-2.3116478,-5.4290888,-2.271473925,-15.52,-19.8285,-136.0006854,-17.14419035,-17.0865942,1.07093415,0.03240095,-1.5656941,0.14163465,0.145815825,0.04728405,99.61104025,9.035,-6.114075,0.1562661023,-4.766325625,3.69,3.63535,-102.243525,-0.80275,-2.93963955,-4.391925,0,193.2,286.26,-1.0068212,380.715,380.7333336,380.6633336,380.4900003,-31.784175
1,4.75,370.10873315,382.864583525,0.4770074,-25.185632125,-4.7201085,-3.0329482,-15.6885,-19.867,-155.529031225,-27.849251625,-20.3687666,1.11380905,0.03985615,-1.9918276,0.2014463,0.203992,0.03711845,99.723977,10.1575,-6.265325,0.15708523445,-5.12821255,3.6,3.613725,-100.95285,-0.9075,-25.55633705,-4.332625,0,193.24,286.36,-1.29272305,379.155,379.23,379.0683333,379.3266667,-28.4585
1,5.25,368.7273266,383.157083525,0.5684768,-3.8772394,-3.8299701,-1.1656874,-15.867,-19.847,-144.260746,-39.3035248,-16.986034,0.80634995,0.0384157,-1.43887,0.1909917,0.1952642,0.0365369,99.707385,10.75,-6.355,0.15771238505,-5.142203375,3.59,3.5971,-101.1927,-0.934975,-5.45506525,-4.3496,0,191.72,286.36,-1.3159794,379.2433333,379.0033333,379.1066664,379.1116667,-170.9104
1,5.75,364.435251125,383.160416475,0.638355025,-3.136525625,-6.026403075,-1.433662,-15.9905,-19.621,-133.8342458,-22.64950845,-15.64425555,1.058724125,0.043029375,-1.75058375,0.16722725,0.1549929,0.03547675,99.705501375,11.08,-6.4841,0.1638916648,-5.2201436,3.59,3.576625,-100.71894,-0.9064,-3.497489725,-4.3473,0,189.705,285.65,-1.376763775,378.873333,378.6716664,378.6933333,378.6616667,-14.61735
1,6.25,370.2220856,383.462916525,0.6312247,-2.7765948,-4.153374,-2.6831406,-16.068,-19.389,-123.282183,-13.6301523,-11.6359869,1.0640074,0.0488195,-1.6821567,0.184071,0.146829625,0.027619,99.691029725,12.664,-6.608425,0.175357593,-5.1678503,3.59,3.56195,-100.46122,-1.151775,-7.973103625,-4.30105,0.0043,189.28,285.005,-1.4700696,378.868333,378.5983333,378.63,378.8100003,-41.295075
1,6.75,369.7431325,383.7533332,0.65825525,-2.0174088,-5.10961155,-1.149001875,-16.1135,-19.2805,-124.2338302,-29.3663088,-16.282562625,1.118469,0.041431225,-1.6397786,0.179456475,0.15510075,0.0442973,99.7069278,12.95,-6.8227,0.176185025,-5.080291525,3.59,3.55015,-99.916,-0.011425,-3.374049025,-4.418175,0,189.92,284.435,-1.3106153,379.086667,378.803333,379.005,379.0299997,-76.54835
1,7.25,370.717648375,383.564583,0.717923,-2.85550055,-2.8084806,-1.2706796,-16.152,-19.294,-124.161664,-17.854838275,-18.222352225,0.9320344,0.044588,-1.712012075,0.1680315,0.1978586,0.03628745,99.735328875,13.716,-6.924625,0.1854034862,-5.119917275,3.59,3.531075,-95.382214,1.4175,-3.6618485,0.32625,0.1384,189.695,284.6,-1.4799853,379.2716667,379.568333,379.5550003,379.988333,-93.8797
1,7.75,371.2208849,383.616666875,0.76781615,-4.22700705,-3.981117975,-4.41557255,-16.3295,-19.2375,-162.936198025,-15.18960725,-23.3162913,1.055535875,0.0467732,-1.98032425,0.190349625,0.23235775,0.04495145,99.7521164,14.609,-6.9243,0.180727,-5.106080125,3.5,3.515125,-68.94474425,10.72575,-5.3548176,4.893125,0.54525,190.7625,285.9,-1.535362525,379.575,379.931667,379.7383336,379.7899997,-34.496375
1,8.25,369.668364,383.255833,0.65134285,-4.710479875,-7.8855044,-5.882208775,-16.511,-19.0555,-146.457208,-18.727317,-12.8748396,0.8704274,0.06826315,-2.0185632,0.22281285,0.203426375,0.07496605,99.765698875,12.17525,-6.8059,0.18946535,-4.6745253,3.5,3.504475,-30.5122425,26.06275,-8.111978525,10.93125,0.899875,192.1625,288.1375,-1.7802595,378.3783333,378.6866664,378.931667,378.9200003,-11.5401
1,8.75,370.798687625,381.8916665,0.5160462,-4.6178198,-8.3864652,-8.025069375,-16.648,-18.833,-114.8020219,-21.3681826,-9.551229425,0.779448125,0.087012675,-1.88772925,0.327002775,0.2458574,0.121295125,99.804032375,10.94475,-6.5377,0.212106575,-4.28004755,3.5,3.500375,-0.565450999999999,43.2805,-8.85097,16.4735,1.25335,192.705,291.315,-1.622706675,378.3433336,378.3583333,378.5433333,378.4316664,-29.89825
1,9.25,372.530005,380.281666825,0.5590015,-5.736610375,-10.70034075,-8.66619925,-16.7835,-18.734,-110.560693,-17.8039482,-10.532422625,0.54010925,0.105441575,-2.207165775,0.294871475,0.251763,0.15738515,99.71603324775,10.25775,-6.25175,0.198025727325,-3.7222926,3.5,3.488525,6.3547789,61.6,-10.816986,24.88175,1.70675,192.995,294.1825,-1.5260902,377.97,377.7899997,377.9049997,377.545,-134.772675
1,9.75,370.79564135,378.699583,0.6634844,-6.061425575,-2.93441345,-4.8180744,-16.7575,-18.5945,-93.044798,-5.04554925,-8.5410758,0.8717936,0.166567125,-1.94227175,0.384327125,0.3233776,0.221216,99.6815447955,9.513,-6.01175,0.197944088,-3.46882825,3.5,3.479025,10.565272525,76.5455,-6.752296625,29.07075,2.239725,195.26,297.6225,-1.5645266,377.635,377.8949997,378.1350003,377.9449997,-102.5142
1,10.25,370.8306783,377.922916825,0.5096866,-8.615694075,-4.45183775,-6.122176125,-16.4355,-18.0995,-73.557543475,3.5019445,-9.40294415,0.6092693,0.1815634,-1.938256,0.4229122,0.452081125,0.270203,99.7344027,8.318,-5.88685,0.208525555,-3.1392008,3.5,3.472725,14.307439,79.42125,-11.10695025,31.0475,2.315,197.575,298.25,-1.521876275,377.5733333,376.995,377.455,377.49,-98.36415
1,10.75,368.460643,378.069167,0.442519575,-8.0043079,-5.2403051,-2.244926775,-15.7715,-17.19225,-83.521996975,-5.2227025,-7.790767625,0.606713575,0.191521225,-2.2281813,0.5078549,0.3809818,0.285581925,99.681838,7.2698,-5.65125,0.2348137105,-2.6331402,3.5,3.46805,15.416285,103.03,-8.747827625,48.1415,3.04795,199.7475,299.695,-1.74969405,376.9383336,377.281667,377.0433336,376.458333,-61.4333
1,11.25,371.739866725,378.284166525,0.4037788,-7.8857696,-5.6919001,-4.60878045,-14.9995,-16.511,-111.975024375,-0.428473274999999,-14.9190314,0.751611775,0.1940475,-2.1011992,0.561680325,0.51373,0.38286875,99.534657398,6.8662,-5.436325,0.2118499,-2.51705855,3.5925,3.444375,22.338808,117.505,-11.2806842,54.282,3.584,201.78,298.962,-1.715740725,376.53,376.576667,376.583333,376.713333,-66.577525
1,11.75,371.275601275,377.5433332,0.402096025,-7.47974645,-3.629994775,-4.2155071,-14.77625,-16.3055,-72.931536,7.6409832,-12.9093464,0.76259815,0.230309175,-1.98072265,0.54697205,0.5234912,0.428198425,99.4696844105,6.1315,-5.091275,0.2215968,-1.99019805,3.6,3.4235,26.60756,120.605,-8.7082638,60.521,4.0653,203.04,298.76,-1.80654005,376.1699997,376.2866664,376.1116664,376.19,-56.4863
1,12.25,370.359540725,378.03333325,0.3181026,-8.1580706,-9.71236785,-4.9442545,-14.28375,-15.8025,-92.2930982,-2.172975,-17.10354485,0.921916,0.24030775,-1.942123375,0.6033305,0.53492275,0.4387097,99.428771,5.1091,-4.724425,0.26019440635,-1.8260904,3.6875,3.4084,24.32739,137.1475,-9.081056,53.133,3.656775,204.4625,300.77725,-2.0288239,374.073333,375.328333,375.4383333,375.66,-80.8128
1,12.75,370.3748181,377.439583125,0.2791404,-7.0907405,-2.7048875,-1.433729,-14.1015,-14.9855,-74.832523225,-7.45335014999999,-23.5903505,0.8095408,0.2645834,-1.890115075,0.55429785,0.558172625,0.4337102,99.4440109,4.0484,-4.5226,0.29564486265,-1.70362155,3.69,3.4021,20.917458,103.03,-7.1288368,57.49975,4.36535,204.8275,303.2895,-1.7088401,375.4516664,375.743333,375.7449997,375.925,-55.856
1,13.25,370.279285875,378.26458325,0.30980375,-7.842815225,-1.94332075,-6.58372825,-13.7685,-14.6435,-41.24759405,5.6017782,-14.67996355,0.84692575,0.23377575,-1.9056036,0.573814125,0.508610625,0.406549625,99.384830575,3.1942,-4.3512,0.29777278575,-1.4631164,3.69,3.403675,22.462148,111.12,-7.788773725,51.4385,4.7511,205.565,305.05575,-1.818386575,376.8933333,376.8183333,376.7216664,376.786667,-52.9896
1,13.75,370.297009575,378.21083345,0.2766613,-7.7882158,-2.86392135,-2.34672,-13.2695,-14.265,-51.83827655,3.7158502,-10.88516835,0.995017625,0.269511,-1.8292094,0.5597614,0.535883475,0.362187,99.356370375,3.875,-4.129,0.400681837725,-1.26107695,3.69,3.432025,16.37014,98.56,-7.812101,49.5105,3.80015,205.22,304.716,-1.580272175,375.986667,375.8583336,375.8266664,376.1916667,-84.731
1,14.25,369.859433075,377.56875,0.321073025,-8.05069775,-3.35870055,-2.4869585,-13.152,-13.878,-83.9407915,5.8741646,-14.968531375,1.1679544,0.274970775,-1.937344,0.57113035,0.5287607,0.37771415,99.369753,4.141,-4.24525,0.406551899,-1.0667128,3.685,3.4606,13.628256,95.65,-9.7524392,43.927,3.38495,204.1025,303.987,-1.518893825,375.5566664,375.4766667,375.581667,375.606667,-60.17905
1,14.75,368.355522925,376.984583,0.2619015,-7.8363331,-2.739964625,-2.898737025,-13.02625,-13.47875,-65.8728743,-2.4024225,-17.3132278,1.13238555,0.269507725,-2.023303175,0.554945675,0.516199,0.36841745,99.383451,3.476675,-4.14275,0.39982420295,-0.992158,3.6875,3.518,7.50265965,86.83,-9.53326835,36.2225,2.7845,203.85,303.533,-1.4335705,375.035,375.376667,375.14,375.0766667,-124.058
