DOY2,HR2,H,SH,LE,SLE,FC,SC,TAU,CO2,CO2_SIGMA,H2O,H2O_SIGMA,U_SIGMA,V_SIGMA,W_SIGMA,WS,USTAR,T_SONIC,T_SONIC_SIGMA,TA,RH,PA,VPD,TS_1_1_1,TS_1_2_1,TS_1_3_1,G_1_1_1,G_1_2_1,SW_IN,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT
1,0.25,31.2868,5.28159125,15.1827125,1.87659,1.117027,0.0870305,0.04148,402.7744,3.3393742631,10.9714125,0.303024680125,1.707437,1.308795,0.6307299,6.333942,0.5749458,12.96751,1.462616,13.0915,88.66,86.6,10.015055422,9.0445,8.2815,8.9625,-0.367278750000004,-8.56599700000001,0.00720692385000001,-0.0115003,-8.9822,0.0147682475,-0.0945845325
1,0.75,11.83563,4.2471975,18.391725,3.59895450000001,1.14728625,0.25043675,0.04623,405.6038,3.46765398359999,10.8764875,0.455104482875,1.920167,1.371625,0.6871517,5.947042,0.5462344,12.59651,1.529245,12.234,86.4375,86.6,9.72118,8.8575,8.159,8.79,0.283951419999995,-8.43516470000001,0.007877236325,-0.011502775,-9.90240000000001,0.012952676,-0.09779001775
1,1.25,9.25303049999997,5.143459,15.3902375,1.90817375,1.669762,0.1500303,0.0393875,403.281675,5.27179724674999,10.95131,0.3478540068,1.9565505,1.442294,0.641786049999998,5.72047974999999,0.537001274999999,12.4031275,1.2710575,12.2885,87.9,86.6,9.76158749325,8.45,7.82825,8.621,-0.98813,-8.84528960000001,0.00617358595,-0.00815496499999999,-8.9824,0.0122164255,-0.078266125
1,1.75,16.85587,4.383137,22.5077125,3.50045,0.863397399999999,0.1066921,0.02796,406.1614,4.47195989019999,11.0561375,0.32991838675,1.889924,1.40195,0.6315345,5.982655,0.5563965,12.25362,1.205005,12.8365,88.66,86.6,9.895077734,8.5795,7.8947,8.522,0.444351154999997,-6.9664558,0.006534896225,-0.008690545,-8.79690000000001,0.01278565725,-0.084451295
1,2.25,13.47951,4.91159,22.2941125,2.97686375,0.928806875,0.1092487,0.04462,405.5182,2.5900665627,11.102075,0.28550913675,1.894623,1.342821,0.6174588,6.259445,0.560453,12.05861,1.570397,13.7785,88.84,86.69,9.80864116,8.256,7.70435,8.4375,-0.815200250000007,-8.68768000000001,0.01083407845,-0.0130156,-8.07430000000002,0.01222452125,-0.08469292375
1,2.75,18.56955,4.023892,16.42818,2.2986125,0.857951675,0.08522,0.0378799999999997,403.592075,2.757357111825,11.08718,0.2435322985,1.915553,1.3387545,0.613466124999999,6.47443649999999,0.6706467,12.2868175,1.587167,12.574,88.875,86.69,9.8293230052,8.03225,7.758,8.3275,-2.119095,-9.1180664,0.00660421602500001,-0.007023215,-8.461,0.01254837275,-0.096176041
1,3.25,14.3544675,5.501748,22.07034,2.33065125,1.067927,0.06977,0.0481999999999997,403.933275,3.606377280025,11.44127,0.275103072,1.817322,1.42261675,0.633682224999999,5.94164275,0.50418155,11.773435,1.98586,13.3655,88.8,86.6,9.5325125,7.7081,8.0885,8.2145,-3.847016,-7.3176096,0.007023495225,-0.0107473,-8.30900000000001,0.01150525575,-0.09421793475
1,3.75,14.3362375,7.856314,27.1378375,2.908086,0.89701425,0.120425125,0.03545,404.7304,3.83161429389999,11.4913375,0.280367904375,1.8475,1.42407,0.7383451,6.854365,0.6397285,11.34683,1.404189,13.6605,88.6125,86.6,9.192388341,7.79855,7.94705,8.0838,-2.2873274,-6.9660131,0.004989686525,-0.009409725,-8.50010000000001,0.01145043525,-0.089323557
1,4.25,11.1641375,5.25004599999999,14.845805,3.64280875,1.56283125,0.1614368,0.058875,405.44775,4.26642403675,11.57211,0.3096761632,2.0157175,1.42561625,0.6959875,6.50655125,0.624817,11.7243875,1.59462125,12.451,88.1875,86.59,9.314923039625,7.5655,7.8871,7.90065,-1.85927750000001,-6.3482849,0.005786157475,-0.00961830499999999,-7.79130000000001,0.01280106,-0.08752150675
1,4.75,10.7387875,6.1899675,13.534905,3.016624,1.018062,0.132798375,0.0683125,405.28525,2.88375390975,11.527745,0.22830597105,1.5868925,1.3397875,0.631877375,5.47543375,0.5820285,11.0468125,1.42155875,12.4725,91.8625,86.59,9.366466783625,7.53235,7.16775,7.75729999999999,-2.418066675,-5.34579,0.004407694875,-0.01043825,-7.21320000000001,0.011278717,-0.08932015675
1,5.25,14.0894625,7.67079550000001,15.6372024999999,1.465586,1.098201,0.1693058,0.0394875,405.84775,2.64219552725,11.20104,0.280256380825,1.7227925,1.2937975,0.6608815,5.8424375,0.545254625,11.27385,1.58529125,12.0905,92.28,86.59,9.112825,7.38659999999999,7.24039999999999,7.63425,-2.49700035000001,-5.73872000000001,0.003862162875,-0.0102307,-6.05270000000001,0.01076425825,-0.0945546
1,5.75,9.48250699999999,5.8727675,12.641775,2.39635799999999,0.855161625,0.11106375,0.0349199999999999,403.417,3.1861296899,11.048885,0.30429199755,1.809349,1.382843,0.6399412,5.599572,0.601678,11.20182,1.89762,12.1205,90.73,86.59,8.7764311334,6.98165,7.0686,7.38475,-1.8596416,-6.58991000000001,0.002892077375,-0.00908133,-5.596,0.01131050375,-0.0928874
1,6.25,14.85615,4.89013375,16.848155,2.96581849999999,1.0688045,0.153751375,0.0588375,403.396125,3.498865658625,11.031155,0.33186645735,1.78543625,1.35163875,0.662771375,5.6751625,0.61251275,10.446325,1.66722875,12.694,89.04,86.59,8.47156338149999,6.77915,7.0206,7.20545,-3.46541835000003,-7.52731000000001,0.003350673225,-0.0107893,-6.45180000000001,0.010208736,-0.09009966225
1,6.75,20.763235,6.610995,13.644975,1.52527875,1.1245575,0.076577,0.0697900000000001,403.01775,2.1976272435,11.0391775,0.29604356275,1.6904145,1.194318,0.6410861,6.480062,0.5174091,10.91258,1.4146015,11.856,89.92,86.59,8.22336,6.69105,6.9262,7.1417,-4.172059275,-8.58991000000001,0.850884555,0.1614271575,-6.23430000000001,1.510908575,0.0622843985000001
1,7.25,15.07015,5.8255605,14.2542975,1.96861225,1.1207865,0.12178065,0.0666950000000001,403.26095,3.7462463167,10.899075,0.325713645375,1.6423805,1.288321,0.57990495,6.2032605,0.45343945,10.422755,2.038533,11.455,91.56,86.59,7.817299742,6.4775,6.8192,7.0626,-4.22103320000001,-8.62422040000001,12.82815,3.085050525,-4.7147,32.51982725,4.229646775
1,7.75,17.574005,6.363733,18.0309674999999,2.1161195,1.3663195,0.06599,0.05267,403.29635,3.78034326655,11.221975,0.450767532474998,1.760369,1.4590715,0.54069855,5.7476585,0.45376,10.95644,1.703208,11.9245,92.36,86.69,7.83462,6.06015,6.39365,7.43289999999999,-0.265745999999989,-7.37956460000001,126.149715,31.9303935,110.173,210.76023,27.74328975
1,8.25,54.8889675,9.450468,60.7931574999999,3.013694,1.26998,0.14324395,0.0454024999999996,403.32215,4.71013020349999,11.2780475,0.643278187475,1.881065,1.560485,0.582096149999999,6.40511525,0.601417075,11.3189725,1.2293685,13.674,91.54,86.6925,8.3062872808,6.5101,6.3252,7.43489999999999,2.23215885,-3.5450252,222.648,45.923401,278.825,411.33412,48.020134
1,8.75,76.364135,8.931908,46.081245,4.13536625,0.648483599999999,0.33817175,0.045675,403.2819,4.07764782980002,11.787165,0.57277228425,1.8028555,1.5392815,0.6311424,6.57066,0.6115103,12.20812,1.4090895,13.3375,90.855,86.7,9.907877375,8.18,10.005,8.184,15.61637475,5.15012,317.796705,64.08605,388.613,610.077025,78.86295
1,9.25,109.80515,10.16484,53.804875,3.9616675,0.649292674999999,0.1864712,0.0502699999999998,403.5671,2.5355418718,11.5989925,0.61357443655,1.870716,1.4642655,0.684404149999997,7.04018499999998,0.662906599999999,13.76962,0.890633049999997,13.5045,86.63,86.7,11.02021252,11.746,13.9875,8.20025,32.9490675,18.7016,405.136,82.51155,480.8185,790.8283325,107.465
1,9.75,148.282,9.86066399999999,60.3153625,6.39753399999995,0.764623774999994,0.1672892,0.021525,403.528825,5.63973646637498,11.7386575,0.757736510524994,1.94617425,1.4423405,0.736787825,6.86752625,0.697588775,14.182655,0.851329825,14.19375,86.8,86.8,11.710432327,15.35325,17.58175,8.45275,56.171207,35.15455,493.49694,105.239565,561.007,977.10252,137.09459
1,10.25,178.02795,8.201888,89.1165925,5.56998725,0.610084574999999,0.220465975,0.0529425000000001,403.91245,2.16843489427499,11.4341725,0.508170011,1.87593,1.52947775,0.740970875,7.35683725,0.624110125,14.4787175,0.839381725,14.842,81.8239999999999,86.7925,12.074948235,18.27525,20.5985,9.25324999999999,80.80734225,43.94595,558.79388,119.925,610.63,1125.2719,158.0345
1,10.75,212.541625,8.48527699999999,83.54072,5.0794825,0.467971200000001,0.18484725,0.0471399999999997,403.91035,2.59845478945001,11.881435,0.558017847150001,1.9028365,1.7240095,0.805016249999999,8.171331,0.706253274999999,14.9664175,0.877970725,15.321,83.28,86.79,12.545708689,21.836,22.632,10.218,104.39908,53.401,611.1524675,132.124,660.72,1241.674525,175.992
