DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,LE_1_1_1,G_1_1_1,TS_1_1_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1
1,20.25,0.3345,-0.162,1.6785,1.212,0.733,0.2425,-23.454,0.563,-4.157,2.404,65.195,101.5,405.137,1.895,-48.585,0
1,20.75,0.3055,-0.5175,1.718,1.228,0.775,0.2605,-23.386,0.3345,-4.199,2.4035,66.075,101.5,405.582,1.785,-51.34,0
1,21.25,0.3045,-0.656,1.705,1.294,0.8335,0.185,-25.507,0.537,-4.34,2.3975,67.27,101.5,405.91,1.675,-50.95,0
1,21.75,0.277,-0.542,1.6925,1.209,0.7985,0.1545,-25.2205,0.416,-4.3855,2.3595,68,101.5,406.1165,1.63,-48.685,0
1,22.25,0.289,-0.7905,1.61,1.169,0.71,0.2325,-24.8105,0.42,-4.407,2.322,68.71,101.45,406.164,1.5,-50.145,0
1,22.75,0.319,-0.8975,1.69,1.303,0.786,0.189,-25.9975,0.303,-4.4285,2.3105,68.99,101.45,406.711,1.495,-47.94,0
1,23.25,0.2935,-1.0005,1.6975,1.2045,0.801,0.165,-24.369,0.613,-4.553,2.3195,70.1,101.5,408.08,1.47,-50.255,0
1,23.75,0.312,-1.011,1.7615,1.078,0.84,0.1365,-27.109,0.5645,-4.579,2.326,69.795,101.5,407.3565,1.465,-49.92,0
2,0.25,0.322,-0.85,1.7935,1.3155,0.8545,0.101,-25.841,0.292,-3.614,2.1645,68.37,101.4,407.382,1.505,-52.94,0
2,0.75,0.319,-1.0035,1.8315,1.203,0.787,0.047,-24.835,0.472,-3.6675,2.1175,69.08,101.4,407.59,1.475,-51.535,0
2,1.25,0.319,-1.0425,1.7735,1.177,0.8305,0.059,-22.7875,0.193,-3.6755,2.0765,70.045,101.4,406.809,1.485,-51.685,0
2,1.75,0.331,-1.233,1.7575,1.2635,0.8635,0.1,-21.9,0.4545,-3.788,2.057,70.4,101.4,407.413,1.43,-49.705,0
2,2.25,0.314,-1.4095,1.82,1.2635,0.784,0.1215,-22.018,0.472,-3.809,2.0305,70.6,101.3,407.308,1.37,-48.225,0
2,2.75,0.311,-1.319,1.7815,1.14,0.78,0.127,-23.089,0.594,-3.8265,1.994,71.05,101.3,407.3125,1.33,-49.63,0
2,3.25,0.3405,-1.4615,1.826,1.07,0.773,0.09,-23.032,0.3375,-3.9155,1.969,71.3,101.4,407.237,1.32,-48.77,0
2,3.75,0.358,-1.3275,1.803,1.099,0.782,0.1475,-24.794,0.548,-3.943,1.94,73,101.4,407.56,1.255,-47.14,0
2,4.25,0.341,-1.474,1.7885,1.112,0.777,0.132,-25.547,0.4185,-3.9925,1.931,73.65,101.35,408.0445,1.175,-48.765,0
2,4.75,0.348,-1.482,1.796,1.24,0.9145,0.096,-26.179,0.5485,-4.041,1.914,73.55,101.4,407.8445,1.16,-50.99,0
2,5.25,0.3305,-1.5785,1.7325,1.1355,0.897,0.0875,-26.346,0.5,-4.038,1.903,73.8,101.4,407.325,1.15,-51.6,0
2,5.75,0.3305,-1.7845,1.72,1.217,0.8985,0.103,-23.216,0.447,-4.053,1.8895,73.7,101.4,407.485,1.15,-51.895,0
2,6.25,0.342,-1.9135,1.7035,1.5255,0.946,0.1395,-23.498,0.406,-4.0475,1.882,74.45,101.4,407.788,1.095,-48.895,0
2,6.75,0.347,-1.805,1.722,1.277,1.1305,0.0795,-20.4635,0.701,-4.04,1.8815,74.45,101.4,407.763,1.155,-45.815,1.4
2,7.25,0.382,-1.6405,1.82,1.226,1.179,-0.0955,-11.7395,1.6075,-4.0915,1.865,72.7,101.4,407.6455,1.23,-17.54,22.8
2,7.75,0.444,-0.991,1.9275,0.7965,1.2395,-0.496,1.547,5.296,-4.105,1.8645,71.225,101.4,407.335,1.43,10.15,69.9
2,8.25,0.547,-0.435,2.1585,0.467,1.1995,-0.765,28.6395,11.064,-4.123,1.8665,66.445,101.4,406.376,1.72,50.685,126.1
2,8.75,0.608,0.046,2.465,0.051,1.061,-0.887,76.332,15.585,-4.1475,1.869,62.01,101.4,404.664,1.97,107.55,226.45
2,9.25,0.679,0.8105,2.9125,0.081,0.852,-0.718,127.817,21.619,-4.102,1.8695,58.3,101.4,403.8915,2.405,169.2,311.25
2,9.75,0.709,1.391,2.9945,0.2435,0.709,-0.604,153.064,28.336,-4.0605,1.8825,54.635,101.4,402.938,2.71,230.05,375.2
2,10.25,0.731,2.0205,2.987,-0.145,0.4175,-0.5315,177.261,32.875,-4.044,1.914,52.33,101.4,401.6925,3.025,271.55,428.4
2,10.75,0.756,2.535,3.099,0.19,0.6005,-0.404,215.4145,40.135,-3.953,1.9215,49.665,101.4,401.4365,3.295,313.45,474.6
2,11.25,0.766,2.9215,3.09,0.051,0.652,-0.356,238.898,42.4495,-3.6845,2.0295,47.875,101.35,401.2825,3.525,341.9,498.9
2,11.75,0.759,3.1725,3.171,-0.035,0.257,-0.307,222.559,39.604,-3.398,2.119,46.55,101.3,401.031,3.715,360.45,524.15
2,12.25,0.746,3.4305,3.114,0.384,0.419,-0.245,230.981,43.92,-3.16,2.2545,45.86,101.3,401.153,3.84,355.55,505.75
2,12.75,0.73,3.746,3.1455,-0.109,0.246,-0.2015,232.026,44.061,-2.5035,2.461,44.27,101.2,401.1165,3.95,347.95,511.7
2,13.25,0.7635,3.8725,3.122,0.252,0.397,-0.223,214.993,42.2905,-2.246,2.589,42.83,101.2,401.123,4.17,326.45,483.85
2,13.75,0.761,4.0165,3.1615,0.293,0.379,-0.1315,199.12,40.505,-2.1465,2.7895,42.4,101.2,400.907,4.2,297.25,450.3
2,14.25,0.7305,4.0355,3.114,0.373,0.481,-0.1405,159.3955,38.437,-1.9815,2.8655,41.77,101.2,401.144,4.285,247.15,387.85
2,14.75,0.7145,4.3265,3.09,0.493,0.531,-0.0695,127.559,35.7075,-1.8265,2.961,41.575,101.2,401.085,4.35,204.5,331.95
2,15.25,0.673,4.2495,2.9285,0.461,0.428,0.012,83.335,27.022,-1.7855,3.0185,41.975,101.2,401.5,4.32,134.8,255.9
2,15.75,0.644,4.237,2.884,0.972,0.719,0.174,40.077,20.0875,-1.786,3.0845,43.245,101.2,401.841,4.2,81.25,192.3
2,16.25,0.621,3.725,2.741,1.1,0.811,0.263,8.5415,14.1475,-1.7275,3.1185,44.27,101.2,401.844,4.02,29.055,125.25
2,16.75,0.552,3.464,2.419,1.5755,0.9,0.453,-8.2335,8.3255,-1.7715,3.094,46.39,101.2,402.3065,3.765,-7.905,51.73
2,17.25,0.474,2.7625,2.174,1.841,0.921,0.5695,-17.678,4.723,-1.9825,2.984,50.2,101.3,402.78,3.365,-44.5,12.115
2,17.75,0.394,1.8945,1.8815,1.8155,0.983,0.593,-23.85,1.674,-2.108,2.9285,53.095,101.3,403.433,3.13,-63.77,0.412
2,18.25,0.362,1.426,1.8215,1.678,0.9675,0.492,-23.8645,0.824,-2.233,2.862,55.465,101.3,404.028,2.88,-63.26,0
2,18.75,0.332,0.986,1.7065,1.551,0.884,0.413,-23.622,0.3755,-2.3405,2.8325,58.075,101.3,404.6175,2.63,-60.44,0
2,19.25,0.312,0.569,1.7235,1.4565,0.8735,0.347,-24.298,0.612,-2.4525,2.7325,60.61,101.35,404.863,2.38,-57.26,-0.0035
2,19.75,0.329,0.41,1.7375,1.42,0.803,0.298,-26.353,0.441,-2.677,2.6395,62.375,101.4,405.059,2.175,-58.07,0
2,20.25,0.307,0.111,1.77,1.391,0.784,0.279,-22.593,0.466,-2.78,2.5645,62.38,101.4,405.954,2.12,-58.365,-5e-04
2,20.75,0.326,0.0735,1.7735,1.4605,0.8125,0.298,-23.343,0.581,-3.0185,2.527,63.26,101.4,406.178,1.995,-57.765,0
2,21.25,0.313,-0.2235,1.766,1.267,0.729,0.2075,-24.833,0.405,-3.077,2.47,64.34,101.4,406.7855,1.9,-57.42,0
2,21.75,0.331,-0.2305,1.813,1.273,0.875,0.169,-26.423,0.4305,-3.209,2.4655,65.875,101.4,406.937,1.835,-55.97,0
2,22.25,0.308,-0.3445,1.74,1.201,0.712,0.1465,-26.832,0.2985,-3.3105,2.417,67.065,101.4,407.052,1.75,-56.17,0
2,22.75,0.303,-0.5115,1.765,1.2285,0.746,0.189,-24.794,0.33,-3.4015,2.346,67.155,101.4,407.448,1.695,-55.3,0
2,23.25,0.296,-0.642,1.737,1.2625,0.7155,0.182,-24.3275,0.653,-3.478,2.2945,68.86,101.4,407.414,1.64,-54.845,0
2,23.75,0.315,-0.699,1.75,1.286,0.763,0.15,-24.165,0.396,-3.51,2.246,69.245,101.4,407.491,1.63,-53.865,0
3,0.25,0.306,2.866,1.849,1.374,1.049,0.1525,-25.892,0.442,-2.865,5.638,70.975,101.5,404.6905,2.12,-49.295,0
3,0.75,0.304,2.837,1.788,1.39,1.0355,0.124,-25.714,0.678,-3.004,5.497,70.475,101.5,405.003,2.045,-50.7,0
3,1.25,0.291,2.649,1.8,1.356,1.067,0.104,-24.021,0.5355,-3.1785,5.3985,71.1,101.45,404.863,2.05,-48.41,0
3,1.75,0.2945,2.469,1.789,1.358,0.9865,0.1675,-22.301,0.795,-3.295,5.2725,71.33,101.4,405.1795,1.885,-50.405,0
3,2.25,0.308,2.377,1.8145,1.349,1.0365,0.178,-24.31,0.666,-3.3805,5.1865,73.35,101.4,405.011,1.855,-47.23,0
3,2.75,0.282,2.433,1.7795,1.298,0.9775,0.1705,-25.337,0.618,-3.505,5.145,74.15,101.4,405.2695,1.74,-44.175,0
3,3.25,0.315,2.27,1.7585,1.195,1.0305,0.131,-24.808,0.645,-3.5535,5.055,74.75,101.4,405.829,1.66,-43.77,0
3,3.75,0.32,2.028,1.7735,1.309,0.9985,0.15,-27.3505,0.481,-3.6415,4.952,76,101.4,405.4285,1.6,-43.775,0
3,4.25,0.3195,1.9005,1.7765,1.324,1.038,0.123,-25.7005,0.565,-3.6425,4.8455,76.6,101.5,406.1705,1.58,-43.145,0
3,4.75,0.308,1.8045,1.7425,1.367,0.978,0.181,-23.89,0.3275,-3.7195,4.7575,76.6,101.5,406.622,1.55,-43.915,0
3,5.25,0.315,1.318,1.785,1.397,1.127,0.167,-23.928,0.386,-3.8305,4.6625,76.87,101.5,406.8335,1.51,-44.51,0
3,5.75,0.327,1.246,1.78,1.418,1.236,0.126,-21.797,0.7,-3.8645,4.587,76.95,101.5,407.1415,1.455,-40.605,0.008
3,6.25,0.35,1.3895,1.771,1.308,1.185,0.033,-17.87,1.124,-3.9415,4.54,76.65,101.5,407.125,1.515,-28.68,5.6
3,6.75,0.393,1.9245,1.8325,0.8325,0.9375,-0.186,-5.802,2.3805,-3.9385,4.4595,75.85,101.5,406.553,1.605,-8.525,39.4
3,7.25,0.478,2.884,2.021,-0.062,0.618,-0.62,15.6925,6.945,-3.922,4.4515,71.9,101.6,404.717,1.945,27.645,101.9
3,7.75,0.557,3.7175,2.2945,-0.6855,0.234,-0.756,56.509,15.134,-3.8255,4.496,66.89,101.6,403.303,2.475,71.9,176.6
3,8.25,0.64,4.4285,2.607,-1.746,-0.7095,-0.774,105.069,28.816,-3.4685,4.603,61.925,101.5,401.8485,3.04,147.25,286.3
3,8.75,0.681,5.165,2.7795,-2.702,-1.351,-0.7465,156.552,43.813,-2.997,4.777,57.25,101.5,400.908,3.53,216.5,358.7
3,9.25,0.715,5.8595,2.8925,-3.251,-2.253,-0.685,211.33,48.9365,-2.435,4.9555,54.065,101.5,399.157,3.865,297,461.1
3,9.75,0.698,6.479,2.965,-3.569,-3.075,-0.568,244.5,59.9545,-1.638,5.2025,51.35,101.5,398.691,4.34,345.15,526.6
3,10.25,0.6985,6.841,2.9825,-3.7975,-3.035,-0.557,273.1615,65.7795,-0.38,5.3395,48.07,101.5,398.203,4.705,396.6,565.55
3,10.75,0.6935,7.225,2.9735,-3.383,-2.965,-0.451,284.864,73.803,0.7945,5.5495,45.155,101.4,397.9595,5.03,443.1,614.35
3,11.25,0.736,7.645,2.986,-3.334,-3.027,-0.328,306.921,79.435,1.6495,6.08,44.335,101.4,397.962,5.28,456.1,628.55
3,11.75,0.713,7.765,3.07,-3.2745,-3.021,-0.214,302.601,78.421,2.289,6.5565,43.34,101.4,398.481,5.61,444.3,617.05
3,12.25,0.7225,8.07,2.9725,-3.521,-3.316,-0.1745,300.318,81.8005,3.089,6.851,42.065,101.4,398.185,5.815,431.9,595.4
3,12.75,0.741,8.235,3.028,-3.6155,-3.4725,-0.142,298.013,89.985,4.023,6.963,41.705,101.3,398.028,6.08,434.75,588.3
3,13.25,0.746,8.245,3.104,-3.388,-3.055,-0.186,291.182,80.162,5.597,7.176,41.14,101.3,398.3215,6.23,417.55,588.4
3,13.75,0.71,8.425,3.0975,-3.166,-2.9435,-0.186,262.429,77.4945,6.5125,7.4135,41.09,101.3,398.127,6.385,393.25,560.1
3,14.25,0.727,8.395,3.1175,-2.95,-2.836,-0.135,237.722,74.382,6.362,7.569,40.635,101.3,398.051,6.41,333.65,481.75
3,14.75,0.714,8.555,2.997,-2.677,-2.5225,-0.06,190.314,67.089,5.927,7.7055,41.94,101.3,398.2475,6.36,285.8,407.9
3,15.25,0.694,8.65,2.973,-2.187,-2.198,0.0385,144.4435,60.5435,5.3455,7.79,42.82,101.3,398.476,6.32,231.55,362.05
3,15.75,0.687,8.56,2.9775,-1.203,-1.264,0.115,102.1445,52.5425,4.659,7.8795,43.445,101.3,398.151,6.14,171.5,285.9
3,16.25,0.654,8.12,2.8055,-0.277,-0.5975,0.208,59.675,40.327,4.249,7.8855,45.025,101.3,398.529,5.78,101.5,214
3,16.75,0.613,7.88,2.729,0.385,0.029,0.269,18.8805,31.21,3.649,7.85,46.8,101.3,398.727,5.495,36.89,136.9
3,17.25,0.5525,7.365,2.517,0.95,0.5265,0.4,-9.0365,18.463,2.945,7.6275,48.35,101.3,399.1535,5.135,-4.0415,60.65
3,17.75,0.474,6.8925,2.236,1.829,1.016,0.601,-22.517,8.841,2.1995,7.555,52.14,101.3,399.707,4.58,-42.15,15.015
3,18.25,0.406,6.3575,1.9915,1.9655,1.0415,0.664,-25.453,3.386,1.408,7.3865,55.565,101.3,400.609,3.975,-60.54,0.7
3,18.75,0.374,5.8655,1.9315,1.9985,1.236,0.513,-26.931,2.2155,0.746,7.208,58.34,101.4,401.431,3.615,-60.925,0
3,19.25,0.3305,5.288,1.88,1.888,1.1495,0.466,-27.9645,1.143,0.2245,7.009,58.775,101.4,401.4625,3.35,-58.93,0
3,19.75,0.3295,4.8385,1.8275,1.685,1.085,0.383,-25.2795,0.6835,-0.422,6.7825,61.82,101.4,402.195,3.15,-58.785,0
3,20.25,0.3225,4.524,1.8645,1.7015,1.065,0.316,-24.614,0.933,-0.7125,6.626,62.925,101.4,402.387,2.945,-54.1,0
3,20.75,0.3375,4.174,1.893,1.652,1.146,0.235,-26.08,0.676,-1.2015,6.55,64.18,101.5,402.9,2.81,-53.69,0
3,21.25,0.3315,4.0655,1.9305,1.537,1.15,0.178,-26.9045,0.823,-1.72,6.424,65.205,101.5,403.055,2.795,-51.48,0
3,21.75,0.311,3.9775,1.9295,1.439,1.144,0.148,-27.0675,0.848,-2.0595,6.2835,66.62,101.5,403.118,2.795,-50.165,0
3,22.25,0.326,3.8775,1.813,1.51,1.104,0.1615,-28.045,1.0445,-2.345,6.1325,67.04,101.5,403.58,2.615,-49.61,0
3,22.75,0.318,3.521,1.8515,1.485,1.036,0.159,-26.224,0.631,-2.459,6.046,68.415,101.45,403.618,2.475,-49.6,0
3,23.25,0.3105,3.48,1.8685,1.436,0.986,0.157,-24.0595,0.791,-2.5815,5.9435,69.55,101.45,403.797,2.365,-47.625,0
3,23.75,0.2965,3.291,1.7985,1.615,1.036,0.11,-24.006,0.838,-2.8095,5.8125,70.4,101.5,404.427,2.275,-48.11,0
4,0.25,0.284,7.395,1.7275,2.047,1.404,0.206,-24.833,0.688,-1.795,10.334,78.9,101.3,405.697,2.11,-50.66,0
4,0.75,0.282,7.195,1.7285,2.0395,1.4345,0.186,-24.502,0.519,-2.0255,10.2055,79.3,101.3,406.382,2.14,-48.15,0
4,1.25,0.282,6.9215,1.7315,2.077,1.446,0.2125,-24.2545,0.5465,-2.1625,10.071,80.06,101.3,406.982,1.995,-49.25,0
4,1.75,0.295,6.855,1.733,2.132,1.5045,0.2,-23.246,0.462,-2.2525,9.955,79.75,101.3,407.238,2.015,-47.055,0
4,2.25,0.292,6.7545,1.717,1.97,1.5095,0.188,-23.383,0.823,-2.27,9.8765,80.25,101.3,407.418,2.005,-48.025,0
4,2.75,0.267,6.7455,1.747,2.034,1.428,0.2315,-23.182,0.57,-2.367,9.7415,81.9,101.3,407.7035,1.735,-47.13,0
4,3.25,0.264,6.8395,1.7045,1.972,1.4515,0.187,-23.6245,0.736,-2.4875,9.629,82.75,101.3,407.568,1.63,-46.42,0
4,3.75,0.245,6.6725,1.6835,1.901,1.43,0.1865,-22.656,0.8215,-2.494,9.484,81.85,101.3,407.8205,1.54,-46.98,0
4,4.25,0.2565,6.5545,1.697,1.91,1.454,0.148,-23.5575,0.543,-2.454,9.36,82.75,101.3,408.1555,1.445,-47.32,0
4,4.75,0.259,6.4175,1.71,2.21,1.566,0.17,-23.601,0.1975,-2.573,9.27,83.9,101.3,408.821,1.46,-48.3,0
4,5.25,0.277,6.3325,1.7195,2.124,1.624,0.1585,-21.251,0.7025,-2.68,9.19,83.66,101.4,408.989,1.475,-40.66,1.61
4,5.75,0.306,6.3685,1.731,1.183,1.227,-0.2365,-14.877,1.713,-2.834,9.15,83.05,101.4,408.5575,1.505,-17.38,22.925
4,6.25,0.3945,6.97,1.7535,-0.451,0.719,-0.678,-4.86,6.068,-2.8405,9.085,81.7,101.4,407.733,1.83,7.535,74.4
4,6.75,0.462,7.885,1.878,-2.2645,-0.585,-0.989,16.876,16.519,-2.753,9.06,77.4,101.4,405.975,2.515,34.875,133.6
4,7.25,0.5385,8.895,2.246,-4.26,-2.592,-1.117,57.779,38.156,-2.5255,9.055,72.55,101.4,404.135,3.125,81.45,212.55
4,7.75,0.628,9.89,2.5075,-5.127,-3.482,-1.033,102.579,54.748,-1.9245,9.109,66.635,101.4,401.657,3.965,192.9,329.1
4,8.25,0.644,10.53,2.67,-5.9395,-4.8275,-0.907,161.543,81.964,-1.351,9.215,59.65,101.4,400.502,4.85,276.5,419.9
4,8.75,0.6675,11.37,2.7695,-6.313,-5.202,-0.812,191.2955,98.7735,-0.5295,9.345,56.32,101.4,399.374,5.455,340.5,485.05
4,9.25,0.7015,11.965,2.8725,-6.702,-5.71,-0.589,222.731,105.5945,0.363,9.495,53.14,101.4,398.803,6.015,409.4,576.4
4,9.75,0.701,12.51,2.933,-6.7335,-5.983,-0.512,260.8765,127.7245,1.466,9.715,50.26,101.4,397.9015,6.67,474.45,642.5
4,10.25,0.7025,12.735,2.916,-7.365,-6.745,-0.422,302.235,133.691,2.694,10.08,47.815,101.3,397.4735,7.195,507.7,688.35
4,10.75,0.708,13.07,3.003,-7.051,-6.579,-0.3585,314.508,139.935,4.9625,10.36,46.005,101.3,397.378,7.635,554.65,732.15
4,11.25,0.736,13.62,3.0855,-6.983,-6.438,-0.294,335.2185,149.321,6.27,10.68,44.36,101.3,397.2165,8.04,549.5,737.2
4,11.75,0.7405,13.995,3.1085,-6.937,-6.503,-0.285,337.937,158.8845,6.8095,11.03,42.98,101.2,396.895,8.375,571.05,753.6
4,12.25,0.772,14.11,3.173,-6.657,-6.3325,-0.217,338.976,150.447,6.976,11.56,42.2,101.2,396.457,8.73,557.6,754
4,12.75,0.766,14.15,3.1845,-6.326,-6.1495,-0.19,333.834,156.0045,7.72,11.7875,40.66,101.2,396.46,9.07,532.2,710
4,13.25,0.78,14.59,3.2715,-6.18,-5.957,-0.1725,314.719,147.589,9.115,12.03,40.305,101.1,396.12,9.395,505.8,677.1
4,13.75,0.762,14.55,3.2765,-5.816,-5.6535,-0.16,281.214,133.955,10.405,12.205,39.85,101.1,395.6165,9.335,488.3,661.55
4,14.25,0.781,14.73,3.225,-5.3,-5.2645,-0.058,263.3125,125.7825,10.815,12.485,39.685,101.1,395.4455,9.255,444.7,603.65
4,14.75,0.756,14.735,3.235,-4.816,-4.6255,-0.036,236.1535,116.841,9.975,12.86,40.705,101.1,395.84,9.06,372.05,520.5005
4,15.25,0.742,14.385,3.1565,-4.4475,-4.417,-0.048,194.3825,110.965,9.39,13.06,39.89,101.1,395.7205,9.03,319.3,454.8
4,15.75,0.699,14.465,3.175,-3.668,-3.8575,0.082,140.704,96.587,8.59,12.94,40.245,101.1,396.285,9.035,246.65,367.9
4,16.25,0.711,14.135,3.0045,-2.687,-2.919,0.138,94.941,81.955,7.645,12.925,40.78,101.1,396.339,8.755,176.55,292.1
4,16.75,0.64,13.825,2.873,-1.7645,-2.035,0.2545,55.5425,68.074,6.7505,12.97,43.5,101.1,396.539,8.41,107.85,225.75
4,17.25,0.5975,13.47,2.571,-0.349,-0.606,0.387,9.782,47.944,5.912,12.785,46.135,101.1,396.746,7.76,38.915,125
4,17.75,0.504,12.88,2.33,1.116,0.4855,0.535,-11.7465,26.857,4.8675,12.625,50.465,101.2,397.656,7,-7.5,59.55
