DOY2,HR2,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_4_1_1,TS_5_1_1,TS_6_1_1,TS_7_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,PPFD_IN_2_1_1,WS_2_2_1,T_SONIC_2_2_1,WS_2_1_1,T_SONIC_2_1_1,NETRAD_2_1_1,TA_2_9_1,TA_2_7_1,TA_2_6_1,TA_2_5_1,PPFD_IN_2_5_1,PPFD_IN_2_4_1,PPFD_IN_2_3_1,PPFD_IN_2_2_1,WS_2_3_1,T_SONIC_2_3_1,SW_IN_2_2_1,SW_OUT_2_2_1,LW_IN_2_2_1,LW_OUT_2_2_1,NETRAD_2_2_1,T_CANOPY_2_1_1,T_CANOPY_2_1_2,CO2_2_9_1,H2O_2_9_1,CO2_2_7_1,H2O_2_7_1,CO2_2_6_1,H2O_2_6_1,CO2_2_5_1,H2O_2_5_1,CO2_2_4_1,H2O_2_4_1,CO2_2_3_1,H2O_2_3_1,CO2_2_2_1,H2O_2_2_1,CO2_2_1_1,H2O_2_1_1,TA_2_4_1,TA_2_3_1,TA_2_2_1,TA_2_1_1,VPD_2_9_1,VPD_2_7_1,VPD_2_6_1,VPD_2_5_1,VPD_2_4_1,VPD_2_3_1,VPD_2_2_1,VPD_2_1_1,TA_1_1_1,RH_1_1_1,TA_1_2_1,RH_1_2_1,WS_1_1_1,PA_1_1_1,NETRAD_1_1_1,TAU_2_1_1,H_2_1_1,LE_2_1_1,FC_2_1_1,CO2_2_8_1,H2O_2_8_1,T_SONIC_2_5_1,TA_2_8_1,PA_2_1_1,RH_2_1_1,VPD_2_8_1,WS_2_5_1,USTAR_2_1_1,U_SIGMA_2_1_1,V_SIGMA_2_1_1,W_SIGMA_2_1_1
1,0.25,24.5302083125,23.715416675,25.4002083,25.0642083425,24.4952083575,25.489875,22.7845417,23.415125,23.8871667,27.1108750075,1.0605708175,0.9495625,0.9419916925,1.02626664,1.0206749825,1.022533315,-0.065725015,1.589833325,21.880791665,4.2998541975,22.3366666825,-1.1960375,23.4210833,24.9951666675,25.7046667,22.617583345,0,0,1.22796666499999,0,1.3180833,22.8941666775,1.4370999925,2.956470815,425.636646125,430.2389019025,0.0483374999999986,21.920375,22.6897083,412.7081231,27.6748530625,412.9823981,27.6707780625,413.1387031,27.6769955625,413.2707981,27.7249080625,413.5799031,27.7143880625,414.2718381,27.7689105625,412.707,27.68739625,425.3620331,27.9193105625,22.28663375,22.30383275,22.2123875,22.0880925,10.1711016,10.42029245,9.7193784,3.66413995,7.336863175,6.959139,6.296505375,4.000019725,21.91184165,99.9929225,22.67723125,100,2.223834725,97.78931625075,-1.1447023,-0.00540315000000001,22.750751575,15.876555015,5.34741503,398.709304585,26.634879315,33.682287745,31.16585798,95.561071502,94.346354735,22.362883563,2.332283815,0.807909025,1.90799294845,1.6123308516,0.83623368515
1,0.75,24.5335416875,23.7125,25.3862499875,25.061624985,24.494,25.486374985,22.775374985,23.395749985,23.8650833425,27.1044583,0.8469875,0.8346666375,0.877445814999999,0.87583336,0.9259042,0.931283299999999,-0.061000015,1.5097083125,21.891125,4.311020805,22.1587500175,-1.106208365,23.2465833325,24.853541635,25.55325,22.611916655,0,0,1.78368746749998,0,1.1594,22.95424999,1.5958499925,2.8546958075,425.0488287975,429.2188508475,-0.0157166925000001,21.912833315,22.6621249925,412.8920181,27.74935054,412.9686181,27.76104054,413.0109931,27.76524654,412.9911306,27.78553854,413.1539181,27.80463854,413.4463056,27.84669054,412.8598325,27.752236,426.1295130375,27.96788654,22.28949,22.28455,22.110675,21.9813,8.6703134,9.50894155,8.846632,3.63378915,6.873984375,6.7217484,6.308540225,4.15927075,21.899290835,99.999114135,22.5457333575,99.866722885,2.49669104,97.754734165,-0.965089274999999,-0.0060151,89.5571148999999,28.17989834,4.74099814,398.64187822,26.67333,34.06565978,31.54702398,95.52109957,94.48473874,23.032122076,2.42966836,0.79976714,1.8489912146,1.6859741364,0.7564845818
1,1.25,24.5308333125,23.7043750125,25.375,25.049500015,24.4838333575,25.462000015,22.6905833575,23.371375015,23.850249985,27.0785,0.7098167,0.7679167,0.743291684999999,0.79106667,0.829495835,0.834558299999999,-0.0652,1.4910417,21.880541665,4.3126291975,22.1841666825,-1.0673958,23.2224166675,24.9065,25.65050001,22.5281667,0,0,15.1738625324998,0,1.204666645,22.74125001,1.0196999925,2.8943666925,425.566509105,428.84816095,0.00645419999999986,21.7460417,22.4770000075,412.9375306,27.760268,412.9594431,27.76165454,412.9606056,27.765062,413.0000931,27.77791,413.1103056,27.81266,413.6071681,27.84722454,412.8648625,27.818847045,428.7655425625,28.00820654,22.16376,22.172515,22.048685,21.967,7.72829425,9.2768697,9.695602925,4.52755555,6.742031,6.5763643,6.189415025,4.097955675,21.9512670675,99.996692165,22.504181075,99.891541635,2.976656785,97.72692071075,-1.2843195875,-0.00199484,14.39623804,32.17955666,3.46138188,398.80820804,26.36159562,35.01273924,32.43567916,95.497120866,94.6720748,23.652146404,2.42247548,0.83933768,1.8677663116,1.7670238718,0.829194191
1,1.75,24.5031249875,23.690625,25.3720833125,25.0347916425,24.4685416575,25.4437917,22.65475,23.3582083575,23.8347916425,27.066875,0.5590374825,0.673999975,0.656016699999999,0.58370003,0.729116665,0.737395799999998,-0.067,1.4143749875,21.8954583,4.3249875,22.0699999825,-0.968208300000001,23.2594166675,24.906208365,25.797833345,22.419166645,0,0,16.7179083649999,0,1.08924999,22.63175001,2.0554874925,3.3324792,424.12499937,428.499676325,0.0595166924999991,21.8616667,22.5728333,413.7859306,27.60969654,413.8893306,27.62688254,413.9751431,27.65791454,413.9498931,27.69181054,414.0541681,27.73742854,414.2393306,27.78096454,413.50279,27.639017545,427.9235755375,28.04837654,22.096425,22.04134,21.942725,21.8973,7.77366625,9.6809197,10.823033575,5.2057418,5.816808675,5.6227884,5.2628645,3.7972654,21.9209899825,99.98293145,22.38840725,99.890176865,2.865813815,97.70365417,-1.4037908975,-0.00331254,48.56648221,43.90995832,5.377853,399.53274686,26.40367084,34.5004523,31.91517914,95.49380251,94.5064211,23.955379786,2.37896134,0.84931812,1.8322653622,1.795070283,0.7966142578
1,2.25,24.4699999875,23.6700000125,25.3616666875,25.020249985,24.4570417,25.4218333,22.605250015,23.3422917,23.820125,27.0391667,0.383887482499999,0.605249975,0.592345799999998,0.450833299999999,0.5785375,0.617337499999999,-0.067,1.4321666875,21.7992917,4.275820805,22.021083315,-1.2350208325,23.1505416675,24.6161667,25.518833355,22.31775,0,0,5.23092499999951,0,1.14455,22.3790833,1.3619167,3.3425791925,424.164143175,427.609289175,0.00972079999999982,21.7860833,22.4152917,414.4938181,27.51711854,414.5179306,27.52991654,414.5591806,27.53082454,414.7443181,27.56987254,414.8401681,27.59098054,414.8180431,27.64468054,416.2828275,27.586254045,430.2440625,27.94828254,21.881665,21.88787,21.8253,21.89345,7.931079875,9.286593975,9.9421417,4.614724,5.67122315,5.40835585,5.1329082,3.729525675,21.8411972675,99.9997525,22.3233732325,99.89592275,2.705780835,97.68297475,-1.08814556,-0.00356436000000001,23.32586172,49.71469448,6.78073664,400.23897892,26.34782796,34.86434358,32.41445582,95.480553872,94.14179318,24.983626618,2.38752924,0.76172824,1.8199424838,1.6481582704,0.7950725004
1,2.75,24.4810417,23.6541667,25.3495833125,25.0050833425,24.4530833425,25.397875015,22.5180417,23.3260833425,23.8093333,27.0298749925,0.3098875175,0.5028333625,0.452404192499999,0.383533359999999,0.346741665,0.507066684999999,-0.066850015,1.316333325,21.8100833175,4.218195805,21.9784167,-1.0034167,23.1655416675,24.4507917,25.52149999,22.20149999,0,0,5.497166635,0,1.1374333,22.70575,1.5245666925,3.174816685,423.093165625,426.7270629825,0.0765124999999995,21.8633749925,22.312,414.9981556,27.1876329,414.8260431,27.2277469,415.0726806,27.2399849,415.6093056,27.2711569,415.5147306,27.29593254,415.8351931,27.3410589,414.3710575,27.359262545,428.0957056,27.71501236,21.90559,21.905595,21.876105,21.8228,7.948717875,9.276866825,9.1058301,4.202776,5.36384225,5.150933775,4.8061835,3.243616525,21.9044966825,100,22.277085425,99.889402615,2.955033525,97.6809307515,-1.192841505,-0.0030614,136.0217233125,51.3076912,7.0311484,401.1305891,26.2599395,34.42165838,31.85291092,95.458263354,94.03048492,22.405254562,2.4990828,0.79977384,1.8647249054,1.6110627874,0.7815616372
1,3.25,24.46733332,23.644375,25.338541675,24.9869166575,24.443375015,25.36625,22.4955833,23.306249985,23.791750015,26.9978750075,0.186070835,0.38175,0.4049917,0.36831664,0.1693458,0.408816699999999,-0.0675,1.2149167,21.7691667,4.2349375,22.032,-1.188416635,23.3384583325,24.6018333325,25.331666645,22.1894167,0,0,4.55774169999994,0,1.158433355,22.656416655,2.09677918499999,3.2948875075,422.468373665,427.773897285,-0.0335042000000005,21.757125,22.522333315,416.4497931,27.3904649,416.4463181,27.4176729,416.4530306,27.4410329,416.6049306,27.4784329,416.7148806,27.4937369,417.4554306,27.5352349,414.977985,27.189095,427.2618675625,27.7710009,22.03051,21.977555,21.8873,21.80995,8.297431975,9.79692945,9.36215509999999,4.407725,5.6066697,5.380043,4.9443372,3.22292025,21.7849843075,100,22.33988186,99.89415928,2.95785503,97.68867283425,-1.14012924,-0.00260868,76.202256745,97.7098662599999,6.19166034,400.52772142,25.87992588,34.18356314,31.776634,95.458047834,93.33468212,22.32901783,2.33621612,0.78687374,1.6443661964,1.5678462112,0.7764707216
1,3.75,24.474,23.6264583,25.3314583,24.973125015,24.426874985,25.335499985,22.4555416425,23.2864167,23.774625,26.97425,0.0704666824999998,0.2409167,0.3807125,0.29994997,0.0443666824999996,0.3079458075,-0.06115,1.2978749875,21.6942083,4.1895833025,22.00166667,-1.0309999675,23.5613750325,24.688666635,25.3559167,22.08799999,0,0,2.96873329999999,0,1.26687501,22.59749999,2.8797583075,4.0235499925,423.27943984,429.0709502575,-0.0100458000000001,21.636416685,22.5885833,416.8864931,27.4526629,416.9139806,27.4801909,417.0023056,27.4979269,417.2051556,27.5474289,417.7667681,27.5564469,418.1805931,27.6046589,416.086815,27.0266765,429.8609431,27.8261609,22.00478,21.95582,21.850425,21.74715,8.75221892499999,9.63656565,9.211929,4.2082425,5.890869525,5.6689283,5.20904535,3.3269825,21.7769477325,100,22.30782875,99.882809885,2.15724101,97.708506455,-1.5062602525,-0.00352002,92.78865842,35.4875429,4.64865444,401.27696584,25.8668079,34.51008056,32.09092938,95.478029482,94.15193712,24.334342568,2.19845228,0.74843756,1.6686418546,1.5027327886,0.7867344496
1,4.25,24.4854167,23.6106249875,25.3081249875,24.9576667,24.424,25.3047917,22.4560833,23.2625,23.7637083425,26.957125,-0.00855000000000002,0.166749975,0.2526417,0.1661333,-0.0711666825000006,0.2191875075,-0.067275,1.3061875125,21.6035000175,4.2290500025,21.94716667,-1.0292166675,23.7470000325,24.7115416675,25.138166655,21.98875,0,0,9.35850416749963,0,1.2411917,22.3695,2.79361250749999,3.8515375075,423.0975521175,428.4976866175,0.0503499924999993,21.6280833075,22.6753333,416.2017281,27.30777965,416.3290481,27.35079315,416.3848881,27.3445184,416.41342086,27.37443865,417.10510724,27.3861999,417.8981,27.4409784,418.880899695,26.748059,429.3988281,27.76294265,22.08227825,21.9824305,21.90281025,21.6696575,9.57045887499999,9.96381404999999,7.6594002,4.3197115,6.2062546,5.9533486,5.48635485,3.351891,21.7047867675,100,22.2224173,99.878492085,2.2267767,97.7286045015,-1.02686278,-0.0071988,172.89576334,20.39650932,9.5400308,402.38653592,25.72287222,34.73439238,32.3899985,95.489135484,93.7647619,25.517850046,2.29140364,0.72927286,1.6854359042,1.5826704694,0.7285886992
1,4.75,24.4791667,23.6029167,25.295625,24.9490417,24.4264166425,25.2792083,22.435875,23.2393333425,23.7470416425,26.954791685,-0.0697791825000002,0.1456666625,0.1538292,0.12145003,-0.158612482500001,0.1503083075,-0.067275,1.3066874875,21.5653749825,4.1819375,21.838333315,-1.1273458325,23.2350000325,24.4009166675,25.11875,22.0375833,0,0,6.2275082999999,0,1.08665001,22.16700001,1.323375,3.803141685,423.5079315375,427.55580724,0.0463207999999996,21.814041685,22.6235000075,416.1143481,27.06751915,416.01098724,27.13642815,416.22758,27.11083665,416.38426,27.17291915,416.8787,27.1621769,417.272,27.2105784,418.150235,26.70258575,428.5242481,27.51206815,22.0216315,21.908689,21.82885,21.7243675,8.9156618,9.40304009999999,7.856661575,4.310221,6.340389975,6.08229835,5.54971975,3.4387071,21.7398485,100,22.1913608,99.87118025,2.5349893,97.75106525,-1.0715452,-0.0052147,28.9524267,35.61252858,5.24884722,402.87001436,25.8386741,34.53952814,32.18340502,95.49427953,92.43525816,24.967888508,2.10225496,0.72801996,1.6251394818,1.5298454202,0.711223438
