DOY2,HR2,FC,LE,H,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,G_8_1_1,CO2,H2O,PA,T_SONIC,T_SONIC_SIGMA,TA_1_1_1,TA_1_1_2,TA_1_1_3,RH,PPFD_IN,PPFD_DIF,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,WS
1,10.25,-0.49,23.403,25.855,-1.8205,-1.124,-2.202,-2.389,-2.296,-1.56791,-2.2102,-2.4761,389.155,5.49,87.137,1.99845,0.24359,2.32681,0.658165,1.03385,77.40333,358.1,200.86667,181.115,32.077,268.705,315.93,115.975,0.258,0.433,0.69,1.023,1.722,3.078,0.44306,0.9182,0.8665,0.55104,2.285
1,10.75,-0.9725,26.73895,38.1275,-1.826,-1.106,-2.198,-2.364,-2.289,-1.567595,-2.13087,-2.485055,389.190025,5.48275,87.129,2.2626,0.25668,2.68,1.04115,1.42215,76.787,431.05,232.83333,217.235,38.66,269.25,318.06667,138.708335,0.27,0.428,0.671,1.026,1.725,3.09,0.48447,1.0442,0.9436,0.59525,2.477
1,11.25,-1.126,28.4825,49.9495,-1.792,-1.067,-2.193,-2.361,-2.28,-1.567765,-2.147925,-2.441575,388.98,5.473,87.1,2.7603,0.27121,3.18,1.2877,1.7067,75.349835,493.8,245.8,243.9,41.435,270.61,319.9,160.9,0.2755,0.431,0.668,1.0305,1.725,3.108,0.4935,1.0658,0.9957,0.61297,2.5545
1,11.75,-1.32645,30.27,63.71,-1.775,-1.043,-2.181,-2.336,-2.259,-1.5676,-2.14765,-2.467335,388.86809,5.4692,87.065,2.9923,0.2951,3.432,1.648,2.0352,74.253,545,265.45,268.66667,44.1395,269.36667,320.71,182.035,0.282,0.44,0.67,1.04,1.758,3.122,0.510865,1.098,0.9782,0.65345,2.70065
1,12.25,-1.497,28.935,64.3645,-1.7725,-1.0215,-2.1795,-2.3385,-2.2415,-1.56755,-2.1305,-2.29372,389.06143,5.523,87,3.1751,0.288,3.58862,2.048,2.30115,72.8,533.7,280.37,261.33,44.5,271.42,322.21,186.64,0.2975,0.4315,0.6715,1.0245,1.7225,3.116,0.534,1.1439,1.0424,0.66305,2.651
1,12.75,-1.36,29.561,64.99,-1.764,-1.002,-2.183,-2.342,-2.2265,-1.56765,-2.13078,-2.4236,388.93,5.49,86.999,3.233,0.28015,3.67287,2.20915,2.439,71.765835,514.4,277.575,259.033335,42.877,268.4,323.27,173.1,0.3245,0.46,0.7,1.0635,1.749,3.137,0.53719,1.1317,1.05298,0.6673,2.773215
1,13.25,-1.55334,29.888,60.31,-1.7205,-0.9935,-2.185,-2.342,-2.217,-1.5676,-2.13034,-2.4414,388.83,5.5861,87,3.40349,0.282865,3.816735,2.4225,2.669,71.8,515.8,261,251.5,40.415,270.43,323.76667,162.86,0.329,0.468,0.722,1.076,1.774,3.1425,0.543425,1.1777,1.0571,0.67785,2.805
1,13.75,-1.29,26.95648,52.9265,-1.6515,-0.9725,-2.1825,-2.339,-2.178,-1.5674,-2.1305,-2.2501,388.72,5.6213,86.984,3.48175,0.2477,3.775,2.3587,2.625,71.8515,448.3,231.2,221.783335,36.1,270.4,323.4,137.87,0.334,0.474,0.736,1.084,1.783,3.1755,0.55092,1.153,1.05445,0.669775,2.7337
1,14.25,-1.07925,22.82,41.15256,-1.6025,-0.941,-2.181,-2.344,-2.1625,-1.5677,-2.1302,-2.1982,389.25,5.61984,86.9655,3.42819,0.227965,3.72,2.302335,2.6725,72,402.616665,200.9,189.05,31.1,269.61,323.07,111.23,0.3425,0.49,0.746,1.088,1.7865,3.17,0.50177,1.1096,0.98523,0.65043,2.74385
1,14.75,-0.621,18.2515,26.4335,-1.574,-0.944,-2.1805,-2.328,-2.142,-1.5674,-2.1302,-2.164,389.105,5.64,86.946,3.47905,0.20412,3.5752,2.31185,2.622835,70.9,323.9,165.95,154.983335,25.64,268.36667,322.41,79.4605,0.341,0.49,0.755,1.098,1.797,3.17,0.522,1.1511,1.0548,0.6295,2.8733
1,15.25,-0.54,13.624,13.347405,-1.511,-0.96,-2.18,-2.3305,-2.1595,-1.5674,-2.1303,-2.28437,389.08,5.68521,86.954,3.41495,0.179375,3.36252,2.245165,2.45733,73.9575,233.8,136.34,113.041665,19.272,267.15,321.41,42.49,0.346,0.4905,0.7555,1.0935,1.7835,3.1595,0.49531,1.1257,0.98613,0.5962,2.7423
1,15.75,-0.3,9.51,0.97447,-1.495,-0.975,-2.181,-2.316,-2.155,-1.56745,-2.1303,-2.26801,389.16,5.55476,86.971,3.20205,0.158,3.16846,2.0078,2.3725,74.484,146.7,97.2,69.394835,12.9185,267.67,320.54,10.4525,0.352,0.491,0.767,1.085,1.776,3.154,0.47,1.0743,0.90027,0.55,2.753165
1,16.25,-0.077,4.62165,-8.04,-1.5095,-0.99,-2.19,-2.3125,-2.141,-1.5676,-2.130425,-2.27647,388.12,5.56726,86.9925,3.2511,0.1567,2.73305,1.8255,1.966,76.19,66.1,51.3535,30.2585,6.0973,266.425,318.433335,-15.676,0.343,0.4855,0.768,1.0885,1.7715,3.144,0.43197,1.023,0.8716,0.52767,2.73669
1,16.75,0.18,2.35744,-15.88,-1.518,-1.007,-2.189,-2.323,-2.141,-1.567605,-2.1305,-2.250305,388.19,5.52312,86.96,2.84715,0.191035,2.65,1.555185,1.6523,78.6065,17.1,13.3775,2.738165,0,270.07,316.53,-36.236,0.336,0.481,0.754,1.082,1.766,3.136,0.40586,0.96785,0.84596,0.48495,2.62
1,17.25,0.51,1.41634,-20.38,-1.51,-1.035,-2.199,-2.323,-2.183,-1.567705,-2.148415,-2.233125,388.695,5.43,86.973,2.69865,0.19899,2.315,1.26435,1.2653,80.3265,0,0,0,0,268.37,314.645,-43.34,0.331,0.484,0.762,1.089,1.769,3.145,0.37365,0.97113,0.85004,0.47875,2.72
1,17.75,0.595,1.01495,-21.5,-1.6265,-1.074,-2.2,-2.322,-2.204,-1.567705,-2.148645,-2.20725,388.93,5.4618,86.953,2.48345,0.19284,1.98785,1.233165,1.2277,80.4915,0,0,0,0,267.19,313.45,-42.8,0.321,0.48,0.755,1.076,1.757,3.135,0.38786,0.96989,0.84311,0.45736,2.8126
1,18.25,0.568,0.887,-20.5295,-1.635,-1.092,-2.205,-2.345,-2.222,-1.5679,-2.19281,-2.3196,389.445,5.447,86.934,2.469825,0.202115,1.89748,1.1408,1.2,80.7695,0,0,0,0,265.89,313.22,-41.8,0.316,0.474,0.743,1.077,1.759,3.125,0.35485,0.9219,0.813715,0.4331,2.68935
1,18.75,0.527,1.21904,-22.322,-1.631,-1.1235,-2.209,-2.3425,-2.2315,-1.593315,-2.22802,-2.39769,389.26,5.3995,86.9655,2.2101,0.1985,1.69,1.06125,0.996,81.05,0,0,0,0,264.336665,313.183335,-40.2,0.3105,0.471,0.736,1.0735,1.7565,3.1275,0.35697,0.87451,0.78225,0.40988,2.709
1,19.25,0.53014,1.02,-20.158,-1.651,-1.122,-2.21,-2.334,-2.246,-1.619475,-2.210735,-2.38076,389.73,5.40165,86.987,2.2699,0.1981,1.75,0.902665,1.018,81.2,0,0,0,0,264.37,312.25,-43.98,0.304,0.465,0.733,1.073,1.76,3.12,0.317145,0.838895,0.80637,0.3835,2.671
1,19.75,0.52087,1.1395,-21.95465,-1.667,-1.151,-2.209,-2.355,-2.261,-1.60241,-2.361265,-2.56258,389.835,5.43808,86.985,2.2217,0.2064,1.6874,0.862665,0.84267,80.86667,0,0,0,0,265.968335,311.768335,-42.44333,0.301,0.463,0.721,1.059,1.75,3.118,0.30305,0.773955,0.75409,0.378025,2.65
1,20.25,0.5,0.91214,-20.038,-1.7325,-1.163,-2.209,-2.369,-2.255,-1.64583,-2.299165,-2.579635,389.37,5.40847,86.968,2.16169,0.2087,1.6724,0.878,0.786,80.682,0,0,0,0,266.915,311.285,-44,0.294,0.461,0.725,1.06,1.746,3.112,0.297,0.78874,0.78471,0.3725,2.71
1,20.75,0.52,1.1443,-21.05,-1.727,-1.184,-2.207,-2.374,-2.282,-1.602,-2.369785,-2.59616,390.17,5.4505,86.984,2.0096,0.211,1.549325,0.807835,0.81267,80.284,0,0,0,0,264.53,311.57,-45.967,0.29,0.45,0.717,1.058,1.739,3.111,0.31342,0.808,0.7721,0.3772,2.69035
1,21.25,0.5614,0.759495,-22.64441,-1.7245,-1.194,-2.206,-2.373,-2.295,-1.5852,-2.52067,-2.5963,390.58,5.502915,86.9895,1.929835,0.206435,1.46,0.754665,0.78633,80.7,0,0,0,0,263.83,311.531665,-44.9,0.272,0.454,0.72,1.045,1.74,3.104,0.31,0.7994,0.76008,0.386055,2.72
1,21.75,0.615,1.1745,-20.5985,-1.7195,-1.199,-2.205,-2.381,-2.293,-1.584995,-2.36071,-2.5963,390.6,5.427,86.9895,1.92671,0.210805,1.466175,0.759165,0.821,80.916665,0,0,0,0,264.67,310.95,-44.2,0.276,0.456,0.713,1.04,1.74,3.109,0.3254,0.79253,0.795505,0.38945,2.77
1,22.25,0.557275,0.922425,-21.247,-1.7545,-1.203,-2.205,-2.391,-2.298,-1.59345,-2.530575,-2.59635,390.705,5.43,86.9815,1.8272,0.2074,1.47,0.693165,0.684,80.73,0,0,0,0,262.66,310.75,-42.67,0.275,0.461,0.711,1.04,1.739,3.106,0.32159,0.86,0.7892,0.38691,2.714
1,22.75,0.638,1.40036,-22.53,-1.7615,-1.209,-2.206,-2.412,-2.306,-1.593445,-2.35248,-2.5963,390.69,5.34,86.97,1.8814,0.20606,1.3674,0.574665,0.592,81,0,0,0,0,260.54,309.768335,-43.82333,0.272,0.46,0.708,1.043,1.734,3.102,0.322195,0.77809,0.78,0.39586,2.7655
1,23.25,0.68,1.387,-23.4165,-1.763,-1.215,-2.203,-2.4,-2.298,-1.64525,-2.450095,-2.5963,389.9,5.29655,86.971,1.707,0.21115,1.3578,0.46767,0.56267,81,0,0,0,0,261.74,309.805,-45.9,0.27,0.457,0.703,1.042,1.734,3.102,0.331,0.8513,0.75462,0.4086,2.7093
1,23.75,0.715625,1.1641,-23.503,-1.7775,-1.215,-2.203,-2.425,-2.297,-1.628095,-2.41475,-2.5963,389.79,5.31725,86.9685,1.69635,0.207995,1.34,0.404335,0.438,80.8,0,0,0,0,262.74,309.305,-44,0.266,0.455,0.695,1.04,1.735,3.099,0.32689,0.8709,0.81138,0.4083,2.797
2,0.25,0.5715,1.0215,-23.7,-1.375,-1.2315,-2.0065,-2.1325,-2.0605,-0.78366,-1.5983,-1.55795,391.115,5.1844,86.898,0.4313,0.18058,0.13,-0.33967,-0.314,80.5,0,0,0,0,254.805,306.56667,-53.99,0.217,0.369,0.704,0.9545,1.618,2.776,0.381025,0.97725,0.8788,0.48491,2.72015
2,0.75,0.66,0.637905,-18.926,-1.373,-1.2405,-1.995,-2.1235,-2.064,-1.46275,-1.891435,-1.8267,391.32,5.216,86.883,0.4923,0.1774,0.0734485,-0.27367,-0.406,80.7,0,0,0,0,259.165,306.2,-52.533,0.209,0.3675,0.7095,0.9555,1.612,2.7745,0.35546,0.9007,0.84005,0.48146,2.71389
2,1.25,0.592595,0.88,-19.0705,-1.3705,-1.237,-1.985,-2.127,-2.066,-1.56805,-2.1322,-2.3977,391.7,5.198,86.8695,0.48563,0.1842,-0.0606,-0.324,-0.461,80.733335,0,0,0,0,255.27,305.56667,-54.56,0.206,0.37,0.712,0.952,1.612,2.776,0.352,0.8795,0.82995,0.46485,2.6984
2,1.75,0.63,0.788085,-23.398695,-1.3805,-1.233,-1.986,-2.128,-2.059,-1.56822,-2.13165,-2.59678,391.78,5.21504,86.863,0.34585,0.19059,-0.11,-0.338,-0.55,80.57,0,0,0,0,253.6,304.93,-55.035,0.203,0.368,0.717,0.951,1.611,2.775,0.356,0.91029,0.869,0.4627,2.76
2,2.25,0.57914,0.50843,-20.136,-1.3835,-1.218,-2.001,-2.125,-2.056,-1.5685,-2.14795,-2.5961,391.7,5.20635,86.867,0.1553,0.1913,-0.13,-0.408835,-0.547665,81.557,0,0,0,0,254.43,304.715,-53.36,0.2,0.362,0.711,0.949,1.61,2.769,0.34412,0.9077,0.867805,0.455,2.71615
2,2.75,0.5265,0.841765,-23.889,-1.3815,-1.218,-1.999,-2.127,-2.072,-1.5685,-2.158535,-2.596775,392,5.1595,86.851,0.163445,0.191445,-0.1872,-0.436665,-0.5845,80.9,0,0,0,0,259.7,304.635,-48.7755,0.202,0.356,0.708,0.951,1.603,2.767,0.3567,0.96336,0.8558,0.470535,2.729
2,3.25,0.562,1.01008,-21.35,-1.3815,-1.233,-1.991,-2.125,-2.081,-1.5688,-2.1752,-2.59682,391.65,5.15,86.84,0.163,0.1953,-0.18,-0.533,-0.645165,80.687,0,0,0,0,259.218335,304.81667,-48.3465,0.201,0.356,0.683,0.948,1.6,2.77,0.36,0.93012,0.84206,0.46776,2.749
2,3.75,0.4975,1.08,-21.4965,-1.384,-1.224,-1.992,-2.122,-2.076,-1.569,-2.14805,-2.5968,391.65,5.10457,86.840275,0.1761,0.19849,-0.2,-0.62067,-0.922,80.79,0,0,0,0,260.35,304.631665,-50.3045,0.196,0.352,0.676,0.945,1.597,2.764,0.3544,0.9563,0.86013,0.4601,2.689
2,4.25,0.65687,0.72,-22.6,-1.3825,-1.23,-1.9915,-2.131,-2.069,-1.5684,-2.1583,-2.5968,392.09,5.053,86.815,-0.0117,0.20236,-0.511825,-0.66717,-0.91767,81.1,0,0,0,0,257.21,304.68,-51.065,0.19,0.352,0.658,0.944,1.598,2.763,0.35,0.95346,0.8466,0.4542,2.6894
2,4.75,0.569,0.9266,-21.775,-1.3815,-1.2315,-2.0025,-2.1245,-2.0805,-1.5685,-2.1763,-2.59679,392.09,5.012385,86.8355,-0.0624,0.20549,-0.44,-0.773,-1.0443,80.53,0,0,0,0,259.376665,304.295,-47.094,0.188,0.351,0.657,0.942,1.601,2.763,0.33136,0.85403,0.85862,0.4511,2.571035
2,5.25,0.688,1.0087,-22.247,-1.383,-1.2375,-1.996,-2.128,-2.089,-1.5687,-2.2816,-2.596795,392.1,5.025,86.87385,-0.12034,0.1958,-0.393675,-0.820665,-0.937,80.421,0,0,0,0,258.87,304.24,-48.3735,0.185,0.35,0.661,0.941,1.601,2.77,0.3245,0.9002,0.8307,0.43277,2.609015
2,5.75,0.63,0.9445,-19.159115,-1.3855,-1.245,-1.993,-2.128,-2.089,-1.5685,-2.21905,-2.5968,392.77,5.0281,86.8845,-0.08892,0.19586,-0.53625,-0.775835,-0.973,80.802,0,0,0,0,261.2,303.85,-49.67,0.184,0.346,0.655,0.941,1.598,2.767,0.319,0.9093,0.81599,0.40706,2.52333
2,6.25,0.562,1.02,-19.389,-1.3855,-1.244,-1.999,-2.13,-2.0825,-1.5685,-2.21055,-2.59685,392.37,5.037,86.9,-0.0664,0.1962,-0.58,-0.9425,-1.0917,81.467,0,0,0,0,261.033335,303.798335,-45.2365,0.183,0.346,0.654,0.939,1.598,2.768,0.32164,0.910455,0.8527,0.4501,2.645375
2,6.75,0.59434,0.8085,-19.8555,-1.3875,-1.2435,-1.9965,-2.1365,-2.093,-1.5685,-2.2108,-2.5969,392.42,5.0453,86.895,-0.19001,0.19465,-0.57,-1.028985,-1.09,81.47,0,0,0,0,259.815,303.3,-47.055,0.183,0.347,0.651,0.939,1.596,2.763,0.32514,0.905735,0.823465,0.440895,2.562
2,7.25,0.36,1.329,-17.029265,-1.3895,-1.242,-2.0015,-2.1355,-2.09,-1.56855,-2.21945,-2.5969,392.965,5.0377,86.8895,-0.170705,0.19571,-0.56251,-0.945335,-1.048,81.667,14.3,12.502165,3.108,0,261.705,303.46,-37.5035,0.179,0.344,0.649,0.938,1.593,2.76,0.31365,0.8876,0.82235,0.40765,2.481
2,7.75,0.15,1.908795,-12.1395,-1.3905,-1.2365,-1.995,-2.1365,-2.076,-1.5685,-2.17565,-2.5969,392.75,5.0605,86.9,-0.2016,0.1847,-0.33629,-0.704665,-0.964,80.1,75.4,48.687,41.639,7.88215,261.05,304.715,-6.55565,0.173,0.341,0.643,0.937,1.594,2.755,0.3095,0.8722,0.79911,0.4029,2.44605
2,8.25,0.041,6.681,-2.41,-1.388,-1.2225,-2.0015,-2.1335,-2.088,-1.5685,-2.175,-2.59685,392.505,5.053,86.9,-0.0724,0.1811,-0.08341,-0.633,-0.64967,78.3,175.2,107.2,101.655,18.1085,261.4,306.85,27.6455,0.171,0.34,0.638,0.937,1.591,2.756,0.36,0.8695,0.86312,0.456865,2.4818
2,8.75,-0.258,13.11,12.19,-1.39,-1.2075,-1.9955,-2.136,-2.0825,-1.5685,-2.1319,-2.5968,393.06,5.07545,86.911,0.18762,0.202005,0.36,-0.5425,-0.45,77.2,288,154.17,161.915,27.279835,263.73,309.926665,69.473,0.17,0.333,0.633,0.924,1.594,2.752,0.411035,0.954,0.88349,0.526455,2.57
2,9.25,-0.484,21.3235,34.41,-1.39,-1.16,-1.982,-2.125,-2.079,-1.5681,-2.147785,-2.596665,391.59,5.1279,86.912,0.61445,0.2326,0.62,-0.201,-0.15967,75.71,421.3,185.61,232.205,35.753,262.61667,312.485,121.43,0.1805,0.3325,0.6255,0.9245,1.5945,2.744,0.4175,0.94253,0.8958,0.55595,2.49
2,9.75,-1.115,27.92431,54.17,-1.39,-1.1,-1.982,-2.115,-2.07,-1.5681,-2.13135,-2.596515,391.735,5.12315,86.9495,0.88443,0.283,0.88443,-0.0381665,0.318,73.8,541.3,223.981665,291.585,41.125,261.305,314.933335,166.05,0.1885,0.3485,0.6265,0.9335,1.6105,2.776,0.48217,1.0559,0.965115,0.619815,2.5364
2,10.25,-1.4601,33.48,75.466,-1.3855,-1.059,-1.975,-2.119,-2.028,-1.567955,-2.13055,-2.5617,391.265,5.08465,86.944,1.1815,0.3128,1.55895,0.395165,0.64733,71.913,617.3,253.81,329.798335,45.814,260.72,317.133335,203.865,0.2055,0.3545,0.625,0.9355,1.613,2.785,0.5185,1.1431,1.0671,0.665305,2.719
2,10.75,-1.8,35.256105,106.11729,-1.3855,-1.031,-1.982,-2.099,-1.977,-1.5676,-2.13039,-2.440805,391.7,5.145,86.941,1.53388,0.34899,1.75,0.710165,1.0493,69.15,753.33333,288.991665,387.091665,51.714835,264.2,319,253.68,0.217,0.364,0.614,0.955,1.63,2.8,0.551,1.21,1.1021,0.694915,2.714
2,11.25,-2.0252,41.79476,123.754205,-1.3755,-0.9935,-1.98,-2.09,-1.973,-1.5674,-2.1302,-2.147405,391.52,5.16,86.9635,1.85765,0.363445,1.99335,1.087,1.42985,67.5915,810.8,307.225,428.73,55.237,265.005,320.48,283.82,0.223,0.36,0.615,0.964,1.647,2.826,0.584,1.2881,1.14587,0.737,2.90365
2,11.75,-2.22,42.938,134.299335,-1.3655,-0.89,-1.958,-2.075,-1.923,-1.567265,-2.13016,-2.12085,391.68,5.138,86.9465,2.1774,0.3629,2.46,1.33,1.84865,66.445,860,335.53333,445.21,56.5125,264.23,321.84,302.74,0.2385,0.376,0.642,0.9735,1.6715,2.846,0.6,1.3104,1.229115,0.749685,3.032
2,12.25,-2.286,43.0785,138.11934,-1.374,-0.7845,-1.956,-2.043,-1.8895,-1.5672,-2.129895,-2.08655,391.59,5.108425,86.93425,2.38622,0.3885,2.63,1.486,2.121,65.258,884,341.61,451.27,58.3785,265.44,323.495,305.135,0.2735,0.3855,0.641,0.959,1.6415,2.843,0.617325,1.3325,1.25191,0.7687,3.07
2,12.75,-2.482,42.91366,143.4,-1.375,-0.745,-1.946,-2.036,-1.877,-1.5672,-2.1297,-2.0778,391.28,5.083,86.898,2.779,0.367,2.9859,1.931,2.50465,63.757,858.5,344.07,430.87,57.537,265.38,325.2,302.4,0.292,0.41,0.664,0.991,1.694,2.865,0.61185,1.3495,1.276,0.7618,3.07
