DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.13,0.87,2,4.2975,17.075,-6.855,-2.21,-97.65,-6.56,-12.03,-3.3925,-0.05,2.51
1,0.75,0.13,0.775,2.2,3.9925,16.67,-6.8825,-2.2675,-99.6725,-6.6375,-18.2925,-2.885,-0.08,2.6775
1,1.25,0.12,0.82,2,4.005,15.515,-6.9,-2.9825,-98.805,-5.3525,-11.23,-4.33,-0.18,2.6775
1,1.75,0.13,0.97,2.175,4.04,15.915,-6.825,-3.81,-99.455,-4.66,-11.7775,-2.1,-0.09,2.6925
1,2.25,0.12,0.91,1.97,4.17,15,-7.025,-4.61,-97.8675,-6.19,-14.04,-3.055,-0.07,2.635
1,2.75,0.11,0.97,2.3025,4.1175,15.765,-7.0225,-4.1275,-98.28,-8.825,-13.71,-2.99,-0.12,2.485
1,3.25,0.11,0.97,2.165,3.9775,16.21,-7.02,-3.505,-98.4725,-4.615,-10.75,-3.75,-0.08,2.405
1,3.75,0.12,0.8625,2.2775,3.84,15.9475,-7.055,-2.585,-99.4275,-6.475,-12.695,-2.42,-0.08,2.695
1,4.25,0.12,0.88,2.2375,4.02,15.64,-6.91,-2.015,-99.9875,-5.595,-12.665,-2.18,-0.125,2.41
1,4.75,0.12,0.91,2.3,3.95,15.57,-7.1,-1.3575,-99.87,-3.88,-10.47,-2.77,-0.0625,2.445
1,5.25,0.12,0.91,2.2675,4.155,14.77,-7.115,-2.41,-100.21,-4.965,-13.355,-1.67,-0.0525,2.485
1,5.75,0.13,0.8775,2.1825,4.41,14.36,-7.055,-2.125,-99.9525,-2.54,-14.235,-4.1525,-0.205,2.55
1,6.25,0.14,1.02,2.3275,4.31,14.34,-6.9425,-1.5675,-101.655,-5.83,-13.1725,-3.9825,-0.13,2.62
1,6.75,0.14,0.9825,2.325,4.19,13.7475,-6.7175,-1.6225,-100.0975,-2.58,-14.3175,-3.8525,-0.09,2.52
1,7.25,0.11,0.89,2.3,4.065,13.455,2.2375,-0.165,-94.9875,-2.68,-16.415,-3.96,-0.0725,2.775
1,7.75,0.14,0.8275,2.4275,4.345,13.515,29.5275,2.64,-66.435,-2.725,-9.7575,-0.83,-0.4225,2.46
1,8.25,0.14,0.755,2.39,4.4675,13.89,72.8025,8.8325,-40.965,-2.485,-6.165,1.16,-1.6525,2.405
1,8.75,0.17,0.7325,2.8075,4.575,14.935,120.79,17.7575,15.855,-2.155,-0.99,5.46,-4.2725,2.325
1,9.25,0.18,0.88,3.0075,4.695,16.445,195.8775,23.715,11.73,-5.16,7.1025,8.95,-6.395,2.435
