DOY2,HR2,FC,H,LE,USTAR,TA,PA,RH,VPD,WS,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,4.42018,-9.7464,7.63851,0.402863,-0.21599999999998,98.68,76.5912,1.17732,4.09865,1.01014850393395,0.819628629677813,0.538214772672902
1,0.75,4.32273,-11.38415,6.17202,0.4093235,-0.339499999999958,98.6757,75.6233,1.16364,4.13643,1.0278813161061,0.807556809147196,0.541054771681716
1,1.25,4.55185,-9.59687,5.996625,0.425583,-0.488499999999959,98.6896,76.54115,1.092855,4.147535,1.00046988960188,0.747525919283071,0.565938670110862
1,1.75,4.66117,-9.21585,6.15397,0.368867,-0.526499999999999,98.7118,77.58235,1.120125,4.21628,0.952720554307301,0.772610487807471,0.538968455633992
1,2.25,4.713165,-12.5491,7.34847,0.422698,-0.60899999999998,98.7443,77.6767,1.101935,4.22455,0.919418203829694,0.719043114145459,0.53933612185227
1,2.75,4.82198,-9.85535,4.49469,0.38898,-0.655499999999989,98.72685,78.19675,1.041555,4.151425,0.92288452208995,0.742752523510783,0.4990631222601
1,3.25,4.56963,-8.43949,6.988335,0.421402,-0.679999999999978,98.74525,78.5445,1.00913,4.05964,0.973269233049109,0.761832505074189,0.540315023199906
1,3.75,5.56637,-7.70963,6.360235,0.3905235,-0.850499999999982,98.7526,77.70465,1.03664,4.1783,0.933262343669411,0.807079302175443,0.547210197273406
1,4.25,5.61507,-5.98766,4.68519,0.4155475,-1.13499999999996,98.71425,77.52705,1.04089,4.044585,0.905145844601852,0.74419735302407,0.529342044428742
1,4.75,5.98312,-7.22726,6.58836,0.415341,-1.27649999999997,98.6748,76.21855,1.161975,4.09873,0.921640927910648,0.746450110918693,0.543628815406193
1,5.25,5.69603,-7.67814,5.20191,0.378433,-1.35599999999999,98.6783,77.5165,1.10149,3.9747,0.916266882518407,0.742490053042686,0.500433811807316
1,5.75,5.58046,-5.89103,5.80522,0.37727,-1.37949999999998,98.68385,77.8406,1.0191,3.865595,0.879148533594456,0.721920514982411,0.514817875869218
1,6.25,6.26818,-5.46891,5.03012,0.365842,-1.33849999999998,98.70035,77.20715,1.06554,3.834745,0.893433265554848,0.720589342136005,0.498217823848164
1,6.75,6.61524,-6.85507,4.446405,0.3633535,-1.36599999999999,98.71335,77.6892,1.04331,4.01299,0.874018878514646,0.718095513468643,0.515710826224559
1,7.25,7.66286,-9.675465,4.52245,0.394383,-1.43899999999999,98.7097,78.1454,1.13578,3.9593,0.858779447426304,0.72961222577476,0.514572021882814
1,7.75,7.62145,-4.161,6.88949,0.3729935,-1.50299999999996,98.72805,79.0469,0.9995995,4.112195,0.864651538045476,0.713162650756976,0.502849881756055
1,8.25,7.497525,-4.98652,4.705465,0.365022,-1.44399999999996,98.7348,78.89655,1.0052,4.00222,0.86079791569314,0.701086908541868,0.472876530004469
1,8.75,9.011635,2.5369685,7.829275,0.378484,-1.37299999999999,98.7526,78.18235,1.0587,3.82084,0.854760929778566,0.729823951374576,0.475386251692031
1,9.25,6.03875,12.8414,10.74685,0.399279,-1.18349999999998,98.78095,76.1983,1.14887,3.80818,0.909713031547317,0.742672348739361,0.519191679440262
1,9.75,12.07066,18.03125,12.4038,0.415392,-1.23199999999997,98.7865,74.3852,1.23613,3.39059,0.963707990724535,0.776810787772673,0.539188075441394
1,10.25,8.19842,29.6375,17.6195,0.413938,-1.07999999999998,98.804,72.7527,1.355565,3.5354,0.980808849878507,0.790239837011524,0.554859441660679
1,10.75,4.5114,40.2307,19.4883,0.441891,-0.49799999999999,98.79955,71.1012,1.512355,3.67516,1.01391814265255,0.914732201247994,0.596147001806464
1,11.25,3.23756,41.88685,21.9052,0.469681,-0.436999999999983,98.8076,68.33655,1.78015,3.5791,1.0918379000566,0.911851824560451,0.621101440956728
1,11.75,3.37394,45.35075,20.3738,0.4814225,-0.0714999999999861,98.77555,65.7831,1.95227,3.96195,1.06588579272226,0.990937939530019,0.650656382307168
1,12.25,1.260215,67.228,27.8525,0.469481,0.490500000000026,98.76505,65.2566,1.94262,4.01019,1.09140981988624,0.992974043127929,0.666225937651785
1,12.75,1.42993,64.5231,27.0224,0.506414,0.605500000000006,98.74395,61.1557,2.19788,4.21569,1.1279007048495,1.02542045157526,0.670605696367098
1,13.25,1.77294,52.3146,22.77605,0.4561405,0.911000000000001,98.66,61.5137,2.182715,3.873045,1.10173045705381,1.02896064064667,0.637026642057285
1,13.75,3.508845,59.147,22.5703,0.4965165,1.22200000000004,98.6856,61.5005,2.46945,3.87934,1.17883100402572,1.02369915861121,0.669961192905977
1,14.25,3.09474,42.0968,21.935,0.475545,1.33700000000002,98.66885,61.4385,2.466175,3.87904,1.13547787296803,1.06469029759153,0.643401896173768
1,14.75,1.59945,45.7751,21.8559,0.472242,1.22450000000003,98.67135,62.012,2.395855,3.90372,1.12369924801968,1.08126077079419,0.619036724702932
1,15.25,2.496665,63.3075,21.7499,0.510752,1.416,98.6432,61.2781,2.54225,4.30563,1.20315003220712,1.07082648572814,0.672415050396703
1,15.75,2.92355,34.3401,18.4126,0.540322,1.60700000000003,98.6555,61.9738,2.26047,4.61818,1.22458156118733,1.02017155420057,0.65745037835566
