DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1_1_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_2_1_1,WS,SG_1_1_A,SG_2_1_A,G_1_1_1,G_1_1_2,G_2_1_1,G_2_1_2,CO2
1,0.25,0,-5.966741299,-102.65145,0,-38.0325,-13.47,29.99375,0.02996,87.56,0,-71.6605,0,0,-12.385,0,-14.338,-10.9002,-14.375,-15.753,-13.877,-8.241,367
1,0.75,0,-6.24342725,-81.040144096,0,-38.094,-13.46825,29.294,0.023556,87.5675,0,-69.175,0,0,-12.4035,0,-14.2055,-10.69,-14.338,-15.624,-13.686,-8.164,366.65
1,1.25,0,-12.37835,-107.31676232,0,-37.8455,-13.4725,29.8495,0.03354,87.6,0,-71.25,0,0,-12.3995,0,-14.156625,-10.730875,-14.352,-15.738,-13.658,-8.144,366.2
1,1.75,0,-10.29371,-122.1415254225,0,-37.9315,-13.42825,29.217,0.03354,87.57,0,-70.2545,0,0,-12.3905,0,-14.400375,-10.86,-14.403,-15.83325,-13.80425,-8.14825,366.04
1,2.25,0,-8.06604,-92.45875,0,-38.1575,-13.428,29.1585,0.0306325,87.6,0,-70.82975,0,0,-12.399,0,-14.509,-10.8916625,-14.41875,-15.89725,-13.8495,-8.13475,365.9375
1,2.75,0,-9.05223525,-101.299591979,0,-38.23775,-13.4125,29.13775,0.031025,87.54,0,-74.40375,0,0,-12.3285,0,-14.58225,-10.886175,-14.35125,-15.9195,-13.84475,-8.11475,366.075
1,3.25,0,-7.909153,-91.19564,0,-38.101,-13.38425,29.5545,0.0354075,87.4,0,-75.275,0,0,-12.324,0,-14.640375,-10.8608125,-14.4345,-15.91,-13.82475,-8.1165,365.62
1,3.75,0,-7.58681125,-77.51434250675,0,-38.3845,-13.35975,28.978,0.0347625,87.4,0,-73.20325,0,0,-12.291,0,-14.709,-10.81825,-14.532,-15.92475,-13.826,-8.1365,366.4525
1,4.25,0,-12.1712375,-98.797125,0,-38.3815,-13.38125,29.7615,0.03184,87.54,0,-71.624,0,0,-12.389,0,-14.756625,-10.809625,-14.54725,-15.9395,-13.81075,-8.1565,366.4175
1,4.75,0,-9.5141075,-89.9943125,0,-38.31375,-13.42,31.5775,0.0312415,87.54,0,-71.796,0,0,-12.379,0,-14.80775,-10.8010875,-14.606,-15.95725,-13.79025,-8.1665,366.745
