DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_2_1,RH_1_2_1,WS_1_2_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,T_CANOPY_1_1_1,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_2_1_A,TS_2_2_A,TS_2_3_A,TS_2_4_A,TS_2_5_A,TS_2_6_A,TS_3_1_A,TS_3_2_A,TS_3_3_A,TS_3_4_A,TS_3_5_A,TS_3_6_A
1,0.25,-90.665,-62.789077852,-7.303964220425,-51.625575,-0.46168476518,0.0425125,376.659935,1.859998468,-2.91925,85.684254,-3.54425,19.8141496735,0.7398,-2.9992,17.774756463,0.7251616022025,-4.91205,0,216.4,296.615,-4.12795,-0.02424,-0.9478,-0.34,3.66,6.665,2.1840625,3.944015,7.4835325,8.36935,10.91495,12.493175,2.57194,3.9133525,7.8307825,8.52867,10.6233,12.408175
1,0.75,-90.005,-62.46762886075,-5.3095546205,-51.7629381475,-0.64029329685,0.03626,376.866105,1.89239071725,-2.852585,85.619296,-3.624325,20.55193944625,0.618125,-3.179275,17.68416269475,0.61875188511,-4.841525,0,215.695,294.185,-4.473,-0.01930514,-0.9478,-0.4975,3.57,6.6675,1.9611225,3.80565,7.4521125,8.38075,10.905225,12.48785,2.3994925,3.7608575,7.788485,8.5489225,10.621625,12.408375
1,1.25,-89.3525,-60.34282672175,-5.83202,-56.71199107375,-0.67181125845,0.0359025,376.95976,1.891773319,-2.84008,85.6238135,-3.61665,20.19804209625,0.580625,-3.11635,18.107920646,0.6482027466325,-4.50205,0,214.995,292.1975,-4.799425,-0.017103845,-0.9478,-0.69,3.48,6.67,1.6620475,3.66213,7.42695,8.394525,10.91265,12.48645,2.17958,3.615365,7.7367675,8.5693975,10.625575,12.410275
1,1.75,-88.9625,-60.130889079,-6.23987251985,-51.4063232825,-0.52725,0.0339297065,376.518125,1.9137943145,-2.9494426,85.673613,-3.95255,20.6577048795,0.46935,-2.857375,18.30506681475,0.51661684691,-4.7597,0,214.885,289.9975,-5.177225,-0.03333,-0.9478,-0.944,3.34,6.57,1.3524075,3.547265,7.3890275,8.40795,10.9132,12.496825,1.957995,3.490415,7.683405,8.5867975,10.62105,12.41085
1,2.25,-88.705,-60.2371560575,-6.04507,-62.95110051,-0.50824631256,0.029505,376.50302,1.8424278434,-3.0396325,85.687032,-3.7818,21.4313238115,0.48835,-3.44945,18.15268,0.5481575,-4.6682,0,213.8925,289.7575,-5.3616,-0.035608485,-0.9478,-1.124,3.24,6.57,1.066615,3.42975,7.35335,8.423725,10.913225,12.491975,1.6332775,3.384415,7.6325575,8.5985875,10.614575,12.417325
1,2.75,-88.5625,-59.3151089145,-6.57498837035,-57.201194606,-0.6145000505625,0.0337475,376.514545,1.8909703558,-3.408856575,85.708617,-4.3968,22.382701972,0.51105,-3.540175,18.8855460275,0.7185225,-4.5804,0,213.155,288.4775,-5.68695,-0.023907,-0.9478,-1.351,3.14,6.5,0.91659,3.3427725,7.3104525,8.438025,10.9062,12.4957,1.3415775,3.2748,7.5729125,8.617475,10.618725,12.40775
1,3.25,-88.705,-58.298233241,-5.44394920075,-67.311592635,-0.549642711625,0.0374175,376.617375,1.943367817,-3.7940925,85.69373675,-4.5472,22.5249236725,0.548,-4.054175,19.73690225975,0.67501,-4.46165,0,212.1725,287.8525,-6.0186,-0.02424,-0.9478,-1.56,2.97,6.47,0.744825,3.245345,7.25787,8.448225,10.9107,12.48995,1.0659125,3.174765,7.5128725,8.6286,10.613925,12.418325
1,3.75,-87.8575,-58.6956246585,-6.89130153875,-59.83467306525,-0.5407225,0.035185,376.689375,1.924821751875,-3.6520225,85.698078,-4.777,22.9399109595,0.5145,-3.890025,20.2766304535,0.646894211785,-4.41535,0,210.9925,286.3425,-6.39475,-0.029451095,-0.9478,-1.83,2.9,6.4,0.58924,3.1457275,7.23211,8.465225,10.910375,12.503075,0.8720725,3.0781725,7.4515675,8.638125,10.620775,12.41345
1,4.25,-88.21,-59.414278459,-5.2930813105,-64.2082945605,-0.42718045675,0.03746,376.1435125,1.9585925,-3.94802,85.70421675,-4.92575,23.293888916,0.62965,-4.125025,20.1909625,0.69024279461,-4.4338,0,210.095,286.025,-6.59735,-0.0244824,-0.9478,-1.93,2.8,6.37,0.4461775,3.0473675,7.186195,8.4667,10.900025,12.489425,0.7442,2.9902575,7.38671,8.65455,10.6232,12.4129
1,4.75,-87.4575,-56.694811518,-6.68217,-63.3308875,-0.51978986484,0.040035,376.15264,2.0019084006,-4.21848185,85.703169,-5.2361,24.030925612,0.5859,-4.195225,21.06409844925,0.50339,-4.42675,0,210.29,285.655,-6.5072,-0.0276655,-0.9478,-2.188,2.7,6.37,0.41743,2.9292425,7.14144,8.48105,10.9157,12.487375,0.63354,2.9010125,7.3227375,8.663575,10.610825,12.413175
