DOY2,HR2,FC,LE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_4_2,H2O_1_4_2,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.575907409907707,1.1731697198112,0.349599531925274,-21.1907172318249,0.692247117814044,423.794836007691,4.21117582471668,424.925722822282,4.49046070084613,424.02225078125,423.843062821243,4.35067006763893,423.949575943925,426.790491072938,4.46975308487055,426.920296521521,4.36233260035168,430.713105298429,4.41102793379719,425.190235071133,442.136027984749,4.61804918044436,443.351762233789,3.32069655317193,3.2785933585439,0.13006592544565,1.72,1.32,0.645,0.415,0.285,2.91265,2.726,2.01795,1.9143,0.9582,-0.25095,0.51805,101.80152,60.66,2.27565,2.11,1.255,1.09,1.165,0.365,0.6,-2.89,1.7,0.51,258.6,322.15,290.6,311.25,-0.355,0.245,0.02,0.15,0.335,0.115,-0.19,0.03,0.02,-0.215,3.021,3.56,5.0985,5.7825,6.6295,7.485,9.181,10.6955,11.2315,3.625,4.447,5.2675,5.687,6.6855,7.131,8.699,10.523,11.3095,4.0325,4.704,5.486,5.927,7.223,7.9535,9.941,11.493,12.375,2.536,3.0575,3.9915,4.8995,5.7125,6.3075,8.7,10.8045,11.4575,2.0245,2.793,4.086,4.9725,5.945,6.8035,8.6265,10.457,11.4115,-12.299,-9.257,-12.691,-60.35
1,0.75,0.514780455161579,1.68222642806903,0.337996600387007,-19.8690230073456,0.66308148041111,424.913487293381,4.37471369711655,426.392478534863,4.44232340278407,423.593541311532,424.101296841121,4.44347834484401,423.453655277726,426.651069100401,4.49128249152679,427.317323561693,4.45734993580358,431.657862049351,4.47409857832616,435.449425991667,441.459010851885,4.63002138929635,442.653675041106,3.36651785851402,3.03720350546465,0.129953330576055,1.74,1.37,0.63,0.395,0.28,2.7579,2.626,1.82255,1.90695,0.5895,-0.5256,0.4027,101.78636,60.45,2.20275,1.86,1.2,0.82,0.885,0.035,0.6,-3.14,1.7,0.51,261.75,321.6,291.35,309.75,-0.37,0.25,0,0.15,0.34,0.11,-0.16,0.09,0.02,-0.15,3.0275,3.542,5.084,5.7725,6.6245,7.484,9.1785,10.6955,11.2305,3.5905,4.3825,5.249,5.6715,6.6815,7.129,8.696,10.499,11.3085,4.028,4.672,5.475,5.926,7.2185,7.95,9.94,11.491,12.373,2.549,3.0315,3.97,4.8765,5.7195,6.308,8.6975,10.8035,11.4555,2.002,2.795,4.0305,4.9595,5.941,6.801,8.608,10.456,11.41,-13.114,-9.2765,-12.991,-62.83
1,1.25,0.49873963971013,2.06040405446381,0.331720097206472,-19.0907175972344,0.657992137757883,425.765596067271,4.47209988824023,426.565285579998,4.46879387466677,423.588573636597,424.053592497169,4.41347740238122,425.127433842105,427.30199598845,4.46323808901827,427.474258562586,4.44664757118801,430.538174414959,4.47415346767246,427.522558797928,443.5855428056,4.67203729696522,432.581068132541,3.39977016729609,2.83482893101166,0.122998884602178,1.69,1.295,0.615,0.39,0.28,2.6438,2.6715,1.53745,2.11515,0.60855,-0.5455,0.37605,101.77791,60.49,2.1587,1.925,1.105,0.845,0.925,0.02,0.6,-2.995,1.7,0.495,265.8,320.35,292.1,310.35,-0.36,0.25,0.03,0.145,0.335,0.105,-0.165,0.005,0.02,-0.17,3.0235,3.487,5.0815,5.7615,6.6215,7.483,9.1775,10.695,11.229,3.587,4.3495,5.217,5.656,6.678,7.133,8.6925,10.497,11.307,4.0275,4.6505,5.483,5.9185,7.2135,7.9465,9.938,11.488,12.372,2.526,3.02,3.96,4.861,5.7225,6.31,8.695,10.803,11.4545,1.9925,2.759,4.002,4.961,5.9375,6.7995,8.604,10.454,11.408,-12.635,-9.4305,-12.984,-66.82
1,1.75,0.79834233894944,1.62497321158997,0.307100629429589,-16.184152766841,0.656643737562421,425.930850694878,4.38782540824267,426.230253854455,4.40870883708436,423.109662426667,424.245790202127,4.35572767211639,422.632753194439,427.546125561064,4.45024829310232,427.833908119224,4.37007314419278,429.738252858984,4.42441662139805,431.008950966932,439.682009936169,4.58350734320356,442.275992195489,3.36989505471548,2.89921415491761,0.124811685582337,1.785,1.28,0.575,0.38,0.27,2.53785,2.4605,1.5765,2.1131,0.37805,-0.5515,0.07625,101.79877,60.92,2.1399,1.95,1.095,0.78,0.865,0.21,0.6,-3.01,1.65,0.53,264.7,320.15,295.6,310.4,-0.355,0.25,0,0.15,0.33,0.1,-0.165,0.01,0.02,-0.19,2.986,3.4885,5.084,5.7505,6.6175,7.482,9.1765,10.695,11.2285,3.589,4.33,5.1865,5.641,6.674,7.131,8.689,10.496,11.3065,4.0165,4.6335,5.464,5.91,7.209,7.943,9.936,11.486,12.37,2.4775,3.0075,3.9545,4.851,5.7225,6.309,8.6925,10.802,11.453,1.9045,2.6925,3.91,4.9785,5.9345,6.798,8.5985,10.4525,11.4065,-12.894,-9.309,-13.176,-60.78
1,2.25,0.75273061257135,2.3933956685942,0.306933868279846,-18.6067465237634,0.589501824275557,425.206372532801,4.1448705442465,425.781193180785,4.40907315661222,423.820462380503,423.080559982366,4.28244841676455,423.842463039063,428.261239286671,4.39685041921929,427.299092815687,4.41670238650569,431.216155012732,4.41627705784015,429.343327882992,443.954003169002,4.64127613766748,443.539426695925,3.49816697342413,2.83092769077914,0.127834972035399,1.77,1.27,0.515,0.39,0.27,2.40145,2.192,1.6165,2.08755,0.5289,-0.45225,0.0773,101.81597,62.81,2.1149,1.895,1.095,0.685,0.78,-0.045,0.6,-2.95,1.7,0.53,258.5,319.8,292.35,309.45,-0.355,0.25,0.025,0.15,0.325,0.1,-0.17,0.025,0.02,-0.17,3.022,3.4685,5.056,5.75,6.612,7.4805,9.176,10.6945,11.2275,3.6015,4.3155,5.1945,5.6325,6.67,7.1195,8.6855,10.517,11.3055,3.994,4.636,5.4415,5.898,7.205,7.939,9.935,11.484,12.368,2.4855,2.9865,3.907,4.8305,5.7125,6.309,8.6905,10.8015,11.4515,1.8285,2.708,3.856,4.9855,5.936,6.7955,8.597,10.4515,11.405,-13.359,-9.403,-13.452,-63.28
1,2.75,0.915128572682094,2.46044961921337,0.284036553931482,-22.3671755600363,0.650440031152929,423.737797865228,4.30122002704545,425.687986836175,4.25445069778204,423.981857969718,424.119472544495,4.23363837649053,423.533267509157,427.974099468247,4.2900698627164,427.872750483592,4.33122140967959,431.767956491183,4.35118510221951,435.778927351823,442.670277159493,4.5300507311132,445.107393530863,3.48959077017761,2.58223402955108,0.127423384963122,1.785,1.28,0.545,0.4,0.28,2.0609,1.958,1.48295,2.1715,0.70805,-0.3346,0.04025,101.816275,63,2.11505,1.845,1.14,0.57,0.57,-0.04,0.6,-2.88,1.7,0.49,259.4,318.75,293.45,309.25,-0.35,0.25,0.015,0.15,0.335,0.1,-0.17,0.03,0.02,-0.205,3.007,3.4235,5.031,5.7435,6.6075,7.479,9.175,10.694,11.2265,3.578,4.305,5.2095,5.616,6.6675,7.108,8.682,10.516,11.3045,4.006,4.6385,5.4335,5.885,7.203,7.9355,9.933,11.482,12.366,2.4945,2.9965,3.929,4.811,5.703,6.306,8.688,10.8005,11.45,1.767,2.6835,3.821,4.9905,5.9355,6.7945,8.595,10.4495,11.4035,-13.033,-9.4085,-12.985,-61.97
1,3.25,0.977294056484326,2.61288404920413,0.283486972912281,-18.7106616890288,0.583555873609521,422.87416488412,4.62331106723357,425.977786017669,4.25829733919961,423.384116268139,423.513738401561,4.24226187780556,424.252228942049,426.921015234246,4.3704642029806,427.087927144733,4.25220050461167,432.033999331514,4.32126589139238,431.116085621019,442.408324324644,4.55727017222827,440.685069423197,3.29895744133115,2.0778794811464,0.120977307161016,1.67,1.19,0.66,0.38,0.28,2.0017,1.642,1.33215,1.9702,0.7742,-0.32825,-0.0134,101.81459,62.85,2.0906,1.715,0.93,0.47,0.44,-0.32,0.6,-2.99,1.7,0.5,260.75,318.5,292.25,308.95,-0.345,0.245,0.01,0.15,0.33,0.165,-0.17,-0.005,0.02,-0.125,2.9415,3.3665,5.0355,5.722,6.6025,7.478,9.174,10.693,11.2255,3.5775,4.266,5.202,5.6115,6.668,7.105,8.678,10.514,11.3035,4.0155,4.633,5.424,5.8775,7.202,7.932,9.931,11.48,12.364,2.443,2.9825,3.8905,4.813,5.6935,6.305,8.6855,10.799,11.4485,1.769,2.617,3.8075,4.9785,5.928,6.7935,8.615,10.448,11.402,-13.3105,-9.5445,-13.4645,-61.01
1,3.75,0.652372719117025,2.68859474150108,0.281022137126653,-17.232937112532,0.597967028555574,425.31764507746,4.37497908759817,425.746661439376,4.31267548469826,422.989769789308,424.182852302847,3.9934069953149,423.575121008477,428.139177235445,4.25531141331875,427.281325864938,4.23136944189232,434.827195736532,4.28076725210559,430.069205302805,440.320325513066,4.52706960939156,440.513610529861,3.23422663175122,2.51945067102591,0.122900641535846,1.665,1.165,0.62,0.375,0.27,2.0006,1.523,1.1925,1.6453,0.423,-0.24085,-0.2254,101.833555,62.915,2.13005,1.615,0.77,0.42,0.43,-0.24,0.6,-3.03,1.7,0.56,259.75,318.1,290.15,309.05,-0.35,0.24,0.005,0.15,0.33,0.19,-0.165,-0.015,0.025,-0.19,2.918,3.3585,5.006,5.697,6.5975,7.494,9.1735,10.6935,11.2245,3.564,4.241,5.197,5.608,6.668,7.101,8.675,10.513,11.303,4.0215,4.6285,5.414,5.887,7.2015,7.928,9.93,11.479,12.363,2.443,2.9775,3.8605,4.802,5.684,6.3035,8.6835,10.7985,11.447,1.7765,2.555,3.807,4.9685,5.9215,6.795,8.6145,10.447,11.4005,-14.066,-9.727,-13.827,-59.45
1,4.25,0.655371124830811,1.4875958239556,0.267952696355374,-17.5153939116267,0.603378954357181,425.298853056767,4.20255504444747,424.913845051873,4.34790415321934,423.628253494737,424.046398960578,4.41101413193244,424.99301040404,427.171007503545,4.47650729208038,426.847373710994,4.24144521384514,432.149892973952,4.2675215102493,425.809891991667,440.554255974762,4.61198635750844,438.137575022013,3.12972464525008,2.13487947820965,0.121232736692597,1.685,1.175,0.57,0.39,0.28,1.74885,1.4715,0.96605,1.6651,0.3919,-0.5092,-0.15465,101.834785,62.965,2.1004,1.55,1.05,0.76,0.74,-0.015,0.6,-2.9,1.7,0.495,267.05,318.05,296.45,310.15,-0.35,0.245,0.01,0.14,0.32,0.185,-0.17,0.015,0.02,-0.2,2.9015,3.3855,5.014,5.671,6.574,7.494,9.1725,10.6925,11.2235,3.556,4.222,5.192,5.607,6.6675,7.098,8.6715,10.511,11.302,4.0205,4.632,5.39,5.876,7.2,7.925,9.928,11.478,12.361,2.435,3.0095,3.8535,4.7915,5.6745,6.3015,8.681,10.798,11.446,1.7375,2.569,3.812,4.948,5.912,6.7945,8.6135,10.446,11.399,-14.09,-9.514,-14.2755,-54.09
1,4.75,0.641533663797359,1.53721939357288,0.263271085876059,-18.620428296011,0.553674708382315,424.884526640085,4.50090373540749,425.631477076033,4.42408119692458,424.674154416928,424.241937031576,4.18458358309733,423.650192263975,427.577890433283,4.39290388640562,427.17139291878,4.39255859612057,434.497500948911,4.35366527932639,433.60425055708,442.256537171815,4.58593633431922,440.52727994081,3.13300823097387,2.01481845428324,0.119998733323825,1.585,1.155,0.595,0.365,0.265,1.6653,1.417,0.99515,1.7629,0.51695,-0.69515,-0.3637,101.805895,63.31,2.0817,1.75,1.06,0.87,0.905,0.065,0.6,-2.725,1.7,0.485,264.5,317.65,297,310.75,-0.355,0.245,0.01,0.14,0.335,0.18,-0.17,0.01,0.02,-0.195,2.9005,3.381,4.992,5.647,6.569,7.492,9.1715,10.6925,11.2225,3.5625,4.2,5.1835,5.6145,6.667,7.095,8.668,10.51,11.302,4.0255,4.642,5.376,5.864,7.1975,7.922,9.926,11.476,12.359,2.4375,2.999,3.834,4.7965,5.667,6.2995,8.6785,10.798,11.445,1.7245,2.53,3.857,4.9185,5.899,6.7905,8.613,10.4455,11.3975,-14.6995,-9.468,-13.8225,-54.275
