DOY2,HR2,CO2,CO2_SIGMA,FC,SC,CH4,FCH4,SCH4,H2O,H2O_SIGMA,G_1,G_2,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,421.391,0.0393248013345268,0.282789,0.0116836,2062.04,4.143575,-7.204295,18.1115,4.62666186359021,-1.188227,-6.52482,-17.8514,18.3201,101.8034,83.3089233075489,19.002,0.179102515750162,18.335,0.331428274604908,368.112126957438,408.215644648559,-2.789,1.252,-46.069,17.055,17.745,17.72,18.985,19.96,20.955,21.955,-0.01436085,0.395675770609304,0.1113845,0.320936909414664,0.145299868243338,1.1265
1,0.75,423.1055,0.0558736106489565,0.4189505,0.01653185,2097.335,6.35409,0.26224095,17.6678,4.04876524387374,-1.591996,-7.382801,-17.9376,14.71665,101.792,82.6847476223801,18.864,0.170132531880384,18.245,0.327473341376646,370.727538246226,409.085656769601,-2.593,1.391,-51.3650000000001,17.325,17.68,17.875,18.9,19.8,20.87,21.955,-0.0119965,0.348964897888638,0.1082625,0.31025396776705,0.138252473726935,1.2725
1,1.25,422.2125,0.0341059475684148,0.4194995,-0.00527728,2085.12,5.071105,0.281138,16.33,4.73879007126382,-1.749922,-8.185318,-14.3103,9.09115,101.7763,83.7397863915026,18.726,0.177373511472797,18.12,0.309830095048104,372.172913493914,407.924723705398,-2.411,1.277,-36.968,17.025,17.65,18.02,18.71,19.705,20.78,21.94,-0.0133331,0.375407309620544,0.1097335,0.37448428304019,0.175483525453271,1.213
1,1.75,421.222,0.0487016123472409,0.4024885,-0.027101,2067.11,4.08799,0.782925,17.1658,4.89636599939179,-2.183172,-8.916403,-24.46635,13.010465,101.7568,85.4587279323773,18.657,0.182462473402155,18.075,0.299167683385485,367.657336501177,408.627095524961,-2.438,1.152,-45.261,16.63,17.56,17.89,18.52,19.66,20.705,21.92,-0.02118275,0.439643030381813,0.1320525,0.324220532024334,0.171270990999441,1.2115
1,2.25,423.8065,0.0471560279740081,0.2779975,0.01489705,2082.185,3.43811,0.319228,16.81285,5.05102956107345,-2.459763,-9.492819,-13.3733,6.55279,101.7438,85.263003243675,18.615,0.173127563541441,18.085,0.306289244698352,368.547484063689,407.774297145073,-1.982,1.312,-46.02,16.765,17.31,17.995,18.65,19.635,20.655,21.825,-0.0132418,0.372613952074411,0.1047595,0.30634250308611,0.148394525124331,1.0615
1,2.75,422.9095,0.0491612743310243,0.5357685,-0.006870925,2073.4,5.24483,0.433095,16.32505,5.20560517840601,-2.894455,-9.934112,-17.453,8.50528,101.7555,86.628305997169,18.527,0.176238474799569,18.075,0.284576675513156,368.625104695648,408.717262192326,-2.416,1.185,-42.486,16.79,17.005,17.76,18.525,19.55,20.555,21.675,-0.0130136,0.399205559169213,0.1052065,0.302276003103057,0.16499943260114,1.1965
1,3.25,423.779,0.043274357303142,0.430533,0.0163087,2088.39,1.88188,0.426163,15.02105,4.70591212797977,-3.319309,-10.22179,-13.14005,11.66585,101.7291,86.4879530794489,18.495,0.172035428925098,17.985,0.293967130074483,371.230120754458,407.783273586834,-2.302,1.37,-44.1489999999999,16.8,17.04,17.53,18.215,19.48,20.485,21.78,-0.0134472,0.355346662796081,0.1053255,0.281493991228032,0.160992013894673,1.0815
1,3.75,422.362,0.0526023446699865,0.457353,-0.002183733,2101.805,2.74666,0.0119018,14.27765,4.13773852970098,-3.616914,-10.58304,-18.83455,14.85545,101.7368,86.6564082268522,18.2575,0.159964045848852,18.04,0.255932878234598,375.238587153711,408.762808944474,-1.798,1.361,-33.659,17.1,17.175,17.37,18.06,19.42,20.375,21.62,-0.01393715,0.36102858179059,0.107471,0.339479656858894,0.155308035291295,1.107
1,4.25,423.533,0.0489678502207389,0.289566,0.0299747,2102.48,8.96321,-0.0607065,15.3069,5.01692136673478,-4.045785,-10.9593,-12.1862,13.2861,101.7363,87.3480087548221,18.1805,0.173743970777101,17.955,0.252222492128095,373.184300157176,407.674594833087,-1.837,1.221,-36.05,16.69,16.915,17.47,17.8,19.29,20.28,21.54,-0.01618605,0.372291656943591,0.118836,0.28294103289311,0.154635912995079,1.112
1,4.75,426.589,0.0487370495619093,0.47305,0.00824572,2115.32,4.18306,0.6321035,14.1657,3.97877625313584,-4.351756,-11.27546,-12.8802,9.33496,101.7457,86.5471736115123,18.289,0.152443892800553,17.96,0.256866672883821,374.31618640303,407.005513662187,-2.144,1.13,-41.646,16.52,16.99,17.32,17.645,19.12,20.115,21.48,-0.01584455,0.352632428113699,0.1142415,0.30879051002468,0.156226456222829,1.232
1,5.25,425.763,0.043118441530278,0.542937,-0.013608,2107.19,6.23559,-0.0460401,14.65635,3.6014670293279,-4.624894,-11.62804,-16.09865,11.59625,101.7243,86.2924010162053,18.446,0.167521565290889,17.965,0.258731140490577,370.273935202436,405.771261587649,-2.161,1.166,-41.83,16.8,17.21,17.34,17.485,18.95,20.01,21.41,-0.0174673,0.358503074970057,0.1218305,0.310396542400264,0.168329621589828,1.299
1,5.75,426.7365,0.0397088792639536,0.4339705,-0.04467565,2121.1,7.11321,0.430771,16.33155,4.13714870770755,-5.047573,-11.9918,-13.7709,7.86076,101.8041,86.5750850046723,18.3455,0.182161093771786,17.9,0.257438462983244,372.547484063689,405.924630124553,-1.974,1.089,-39.383,16.72,16.915,17.14,17.435,18.92,19.885,21.36,-0.0202833,0.393309830634264,0.12882,0.315557517268788,0.174136986524672,1.1535
1,6.25,425.5935,0.0333904341645277,0.400663,0.02099155,2122.72,6.557775,0.3478045,16.2402,4.00208783515312,-5.332036,-12.36093,-13.49,10.7278,101.8131,85.535927678839,18.068,0.164084406665245,17.87,0.261192417928874,375.105344598972,404.644130551911,-1.68,1.089,-34.721,16.78,16.815,17.14,17.42,18.79,19.8,21.36,-0.0172054,0.340065544801698,0.1197145,0.292246505019843,0.148151941051202,1.192
1,6.75,423.277,0.0465339660892987,0.540099,0.0261324,2149.87,9.37284,0.183329,15.1403,3.3511726218311,-5.731537,-12.90159,-15.4586,10.57565,101.8539,85.732565514949,17.7625,0.166404462353215,17.895,0.252450598039274,372.495344598972,404.820959781114,-1.597,0.957,-34.7320000000001,16.7,16.6,16.91,17.305,18.76,19.68,21.33,-0.0175025,0.406494369397251,0.1236925,0.31518318791188,0.16423198437625,1.222
1,7.25,424.291,0.0412532422968183,0.766813,0.00302252,2124,5.95714,-0.155171,16.0492,4.42478505984056,-6.095305,-13.41721,-17.9168,12.3423,101.8824,85.5790052107548,17.484,0.17344047544886,17.79,0.24651714687986,377.151919778559,402.783373342436,11.09,2.611,-24.17,16.66,16.565,16.86,17.205,18.64,19.545,21.32,-0.01708425,0.427118401461503,0.117275,0.303565014491321,0.176641498356907,1.2105
1,7.75,425.09,0.0406522173792331,1.44179,0.0254446,2126.705,4.74989,-0.00030729,13.9054,3.85874331875029,-6.433731,-13.4693,-11.8,14.2325,101.9136,86.4614936332408,17.299,0.155643412530422,17.575,0.249690436931134,373.749890467326,405.343412467484,75.95,11.01,18.044,17.72,17.325,17.44,17.45,18.5,19.45,21.4,-0.02056075,0.412804524573611,0.131024,0.337150729044552,0.185841484041701,1.1865
1,8.25,425.761,0.0431586300641662,0.8362305,0.0726698,2148.48,7.111045,0.285907,15.609,5.95094950407076,-6.672121,-13.8022,-5.07409,14.5326,101.9519,86.1752177920764,17.4415,0.210394028830528,17.705,0.258498311958286,380.29091093469,407.40018728877,187.7,26.83,107.125,19.18,18.035,18.64,18.81,18.44,19.36,21.33,-0.02426535,0.434734259672565,0.1410095,0.33535593677073,0.187071497382871,1.547
1,8.75,425.167,0.0387166875496025,0.154591,0.03355455,2113.115,7.097735,-0.6973085,15.7075,6.94735201353724,-7.31536,-13.54976,5.08791,33.9183,101.9973,83.2723419107475,18.008,0.279750530819922,17.95,0.34697797056843,377.418505363302,413.093230168569,287.7,38.43,189.53,21.51,20.01,20.015,19.285,18.64,19.27,21.25,-0.0448376,0.558630309808954,0.192754,0.428293111890441,0.24116894816753,1.977
1,9.25,422.3595,0.0416209910133011,0.0720342,-0.05881765,2110.49,11.11895,-0.471304,18.612,8.4712248678777,-7.700019,-13.12886,13.712,51.8182,102.0318,80.2374803084959,18.886,0.310149963727227,19.395,0.45754924592622,379.612523145708,419.682905984166,384.6,41.45,265.705,23.855,20.83,21.17,20.17,19.01,19.305,21.14,-0.0697033,0.654185753437049,0.239791,0.516957445057134,0.306370037699511,2.536
1,9.75,419.583,0.0516712686122568,-0.568958,-0.0940682,2083.705,4.840205,-0.4400025,22.3613,8.71418957792404,-8.6564,-12.53498,27.8166,73.9125,102.0363,75.4137514250388,20.3545,0.300291024082975,20.535,0.608648656161911,365.821958907797,426.652920560593,479.6,45.75,358.981,24.81,22.535,22.715,20.98,19.73,19.36,21.11,-0.103979,0.782102601482332,0.2915835,0.673098717313396,0.365550330819131,2.9235
1,10.25,417.5,0.0448137255759884,-1.0343,-0.0550378,2070.195,8.09529,-0.5613675,22.41224,8.7363256900278,-9.048123,-11.54483,38.22465,84.2509,102.0041,74.417747128701,21.504,0.341363442682429,21.78,0.743112552428747,377.966723132636,430.81961091186,560.6,48.84,433.52,26.07,23.375,23.515,22.09,20.13,19.555,21.14,-0.131377,0.879421969250257,0.331609,0.749006675537675,0.392718728863292,3.088
1,10.75,416.692,0.0468134337348851,-0.940245,-0.03001,2069.91,5.25374,-0.491084,22.46318,8.75846180213155,-9.405547,-10.42046,57.4117,111.356,102.0149,71.5443737811537,21.878,0.368765508148471,22.605,0.837805778304046,368.252062409895,437.240720759872,608.1,53.48,464.109,27.065,24.29,24.93,23.34,20.44,19.855,21.17,-0.176008,0.949865253601794,0.381481,0.797033248992788,0.430245278881709,3.2725
1,11.25,414.932,0.0476799408804307,-1.23178,-0.0285795,2068.82,5.47773,-0.254599,22.51412,8.78059791423531,-8.968631,-8.531183,63.1508,125.397,102.0052,69.7812959744231,22.332,0.42218831129976,23.495,0.946794223144155,382.225972256188,440.91861961966,644.5,54.86,498.896,27.05,24.84,25.54,24.26,21.065,20.04,21.24,-0.1530135,0.977786843086949,0.357885,0.938868991157184,0.447962030236894,3.2125
1,11.75,414.195,0.0511194679158537,-1.13164,-0.0570465,2062.47,6.07583,-0.61992,22.56506,8.80273402633907,-8.493813,-5.647636,68.6295,146.783,101.9604,66.8170137204572,22.703,0.416991568407766,23.97,1.01662595510026,382.508578845386,443.585324249813,601.6,56.47,492.179,26.86,25.06,26.03,24.38,21.49,20.095,21.25,-0.1634505,0.978874941331626,0.368136,0.970030184182056,0.447086147151224,3.389
1,12.25,414.277,0.0492408367110064,-1.34627,-0.0304782,2037.15,8.491,-0.423426,22.616,8.82487013844282,-8.205955,-3.403239,78.0657,169.2565,101.9279,65.2525281543819,23.103,0.445016353135246,24.385,1.06744436288598,374.710631164128,445.601582521452,634.7,53.78,508.39,26.925,25.455,26.2,24.62,22.02,20.465,21.23,-0.1969585,1.02186693101432,0.4051775,0.941762875903466,0.463456607002949,3.54
1,12.75,414.27,0.0497932726379779,-1.37411,-0.0118233,2039.86,7.430765,-0.141043,22.66694,8.84700625054658,-7.835494,-1.740123,73.7358,171.339,101.8769,65.6750131491952,23.171,0.421875430695503,24.69,1.09697095631146,376.319163113014,445.9536785399,621.3,59.91,476.539,26.585,25.525,26.435,24.915,22.535,20.92,21.31,-0.1685225,0.996615052527439,0.375658,0.962179028429793,0.457676638636149,3.3545
1,13.25,414.909,0.0503817427249197,-1.1811,-0.0144816,2048.345,9.60434,-0.1855,22.71788,8.86914236265033,-6.795742,0.4104542,75.9699,173.958,101.8275,64.8276988691736,23.134,0.46984568614967,24.72,1.12492698736857,378.934136235301,446.151548733613,620.1,53.31,499.57,26.515,25.84,26.54,24.74,22.87,21.195,21.46,-0.181641,1.07469692202126,0.390942,0.999072349736124,0.460709223069827,3.3965
1,13.75,414.188,0.0509186855638206,-1.07821,-0.01195837,2032.35,9.89956,-0.104122,22.76882,8.89127847475409,-6.3182305,2.7280465,79.6761,193.82,101.8014,64.4317301733481,23.047,0.452550620959779,24.695,1.10770959156315,378.556309338903,447.010414675079,618.8,56.46,477.9985,26.025,25.765,26.615,25.33,22.76,21.345,21.5,-0.159473,1.03376994652424,0.365832,1.01576631738389,0.455923324987058,3.432
1,14.25,414.6,0.0496209632995113,-0.8947345,-0.02021375,2045.225,7.26854,-0.251166,22.81976,8.91341458685785,-5.8880055,4.669435,73.5771,182.399,101.77285,64.4294080477477,23.222,0.441943435294609,24.775,1.12080377986331,380.337091773796,448.114210482544,520.1,52.97,394.996,25.59,25.61,26.225,25.165,22.84,21.535,21.53,-0.15325,1.09191116854806,0.359474,1.01282772473901,0.456141425437331,3.346
1,14.75,414.927,0.0455667642037483,-0.970506,-0.02149,2035.16,8.42767,-0.1614745,22.8707,8.9355506989616,-5.27608,6.9648615,68.50365,190.254,101.75915,63.2870379098229,23.3845,0.417773931565359,25.07,1.15718175645625,376.156865847042,448.420842788138,503.95,52.28,355.9815,25.145,25.485,25.78,25.345,22.89,21.675,21.61,-0.140381,1.03396558107942,0.3414055,0.960609504869651,0.4405622786086,3.28
1,15.25,414.9355,0.0441990704399785,-0.964858,-0.003748425,2026.04,9.24877,-0.18557,22.92164,8.95768681106536,-4.0383985,8.7778515,64.6005,170.93,101.7655,63.0307799204003,23.304,0.392032371742473,25.12,1.18605155565456,370.139067722835,446.581159403808,421.55,47.765,295.341,25.25,25.14,25.52,25.31,22.91,21.84,21.63,-0.156896,1.01759450113479,0.363157,0.93409366231728,0.430964819468456,3.3705
1,15.75,414.624,0.0399508447970753,-0.591832,-0.00944903,2023.515,7.38085,-0.222887,22.97258,8.97982292316911,-3.0823405,10.1737225,51.0734,161.227,101.7637,64.5144217618644,23.064,0.335827362199816,25.155,1.18268391701324,376.152756345899,443.467137482773,355.75,40.97,239.023,25.11,24.805,25.32,25.155,22.94,21.835,21.625,-0.148745,0.994620448330187,0.3551015,0.914199982033437,0.409302436993635,3.0985
1,16.25,414.966,0.0367574482248156,-0.500694,-0.0157647,2022.665,8.036405,-0.1877375,23.02352,9.00195903527287,-2.4163455,10.819355,43.1902,144.366,101.78265,65.1837282453781,23.026,0.287733514244165,24.975,1.15746526670485,371.791208896018,440.230005962137,267.65,30.05,154.0415,24.45,24.465,24.75,24.525,22.92,22.035,21.675,-0.1401865,0.98604892825064,0.3439895,0.83683498826319,0.395725999081795,2.9555
1,16.75,414.97,0.0300114977966779,-0.300209,-0.0109316,2021.56,6.37224,-0.03065865,23.07446,9.02409514737663,-1.811798,11.153545,29.07235,122.985,101.78315,65.9850600381409,22.834,0.225139496284029,24.555,1.08885931111872,375.995068212598,437.026111048286,146.25,20.59,57.28,23.76,23.84,23.89,24.08,22.91,22.125,21.73,-0.152864,0.907224665297492,0.358554,0.841533698465742,0.404599834092567,2.7545
1,17.25,414.543,0.0229868005603216,0.0461186,-0.0180583,2025.68,6.187695,-0.01138139,23.1254,9.04623125948038,-0.9676449,9.4201455,13.1723,86.4561,101.78645,67.1600599992271,22.3725,0.201928036034059,23.975,0.991356192028716,368.686601404812,433.892795831517,70.09,11.42,-5.29799999999997,22.81,22.73,23.23,23.38,22.82,22.125,21.78,-0.1145905,0.828999257873864,0.310401,0.734898851049058,0.373696812404324,2.636
1,17.75,414.244,0.0151064886720905,0.513874,-0.0176876,2023.38,5.67362,0.00105525,20.6934,9.01241920906923,-0.33190885,9.27925,-2.14031,60.4063,101.8275,69.4476248570172,21.9825,0.171345545184601,23.3,0.875455107595728,370.336742287431,429.310579693126,10.565,2.459,-51.7565,21.78,21.675,22.18,22.315,22.69,22.19,21.81,-0.1062655,0.769067506659461,0.298694,0.602699690466378,0.334200158278813,1.9805
1,18.25,414.386,0.019218792886131,0.143428,-0.012142,2027.6,5.956895,0.145997,20.3049,7.22126027781855,0.02657905,8.484974,-12.1726,41.9452,101.83925,71.9571579609729,21.731,0.218215528074048,22.55,0.722781824732697,370.437411050361,426.142040886136,-3.1385,0.682,-65.758,20.58,20.535,21.2,21.5,22.51,22.245,21.9,-0.06109735,0.571643513818276,0.2271755,0.449040474662261,0.259724940421299,1.5155
1,18.75,414.413,0.0226514900172152,0.101535,0.0120885,2034.04,5.004595,0.2390095,19.81235,6.46072333987573,0.230683765,7.365314,-13.114,27.56475,101.87105,75.7416448304844,21.0135,0.20657205050846,21.655,0.601870635199689,368.134991935325,423.36863824816,-3.786,0.836,-66.3505,20.12,20.235,20.71,21.12,22.27,22.195,21.84,-0.029859,0.481963405842736,0.158929,0.366717284672887,0.201447498709916,1.1265
1,19.25,415.631,0.0255575037904722,0.155245,0.0386497,2033.8,4.740195,0.445296,19.5093,5.86578250487205,0.28870305,7.1341025,-11.0176,23.0573,101.87285,77.3942075502989,20.784,0.183452988077512,21,0.538906228352661,368.998788590937,421.296749546521,-3.493,1.0625,-65.6315,19.66,19.86,20.34,20.63,21.94,22,21.855,-0.02419975,0.451317623494479,0.1429595,0.332798874519277,0.171478580264828,1.3865
1,19.75,416.031,0.0269110943664504,0.153206,0.0366666,2034.11,4.3274,-0.0578936,19.5988,5.68187568726336,0.226114445,5.752156,-10.094,18.5824,101.8892,78.7860778258427,20.495,0.164737438285769,20.525,0.477036322983911,367.101273898835,419.04354394443,-3.298,1.099,-60.2774999999999,19.33,19.15,19.86,20.055,21.65,21.855,21.915,-0.0209162,0.403681272114429,0.131858,0.314490680207371,0.165737532017918,1.501
1,20.25,415.65,0.0289658937372904,0.115343,0.0195574,2029.37,3.57619,-0.09813855,19.4328,5.39851980685484,0.3076908,4.070954,-9.10246,15.5219,101.8706,80.0139054105615,20.246,0.187231973341044,20.105,0.44469470489886,364.208899427968,419.488141162479,-3.204,1.269,-59.1475,18.85,18.98,19.4,19.66,21.39,21.66,21.965,-0.02317665,0.413236308087859,0.1392715,0.326339613137979,0.180664405653991,1.347
1,20.75,417.178,0.0362149140548476,0.0909523,0.0305002,2042.245,3.244025,0.532767,18.54,5.38329824549969,0.19078245,2.236554,-8.84531,17.5586,101.89105,80.820218976658,19.9095,0.178112961109369,19.825,0.430001082472076,363.475209799225,415.800038647928,-2.901,1.104,-58.8575,18.41,18.745,19.16,19.415,21.16,21.495,21.91,-0.02019095,0.434662270092305,0.131567,0.331121732994373,0.178055560127654,1.1965
1,21.25,417.323,0.0368688737125975,0.1319745,0.0226483,2022.61,6.28805,0.290159,17.67955,5.55042362677792,0.18901415,0.41261705,-11.623,18.1648,101.9071,81.7421385604469,19.963,0.158686913882626,19.465,0.409050570206524,367.255831725873,413.874654583154,-2.743,1.2485,-52.9095,18.2,18.315,18.73,19.08,21.01,21.39,21.83,-0.02104655,0.399891590163101,0.1326885,0.313696564945592,0.168381531372113,1.2105
