DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,1.25595064897914,-5.06119299388683,0.271420139700486,-0.0065837735054101,-0.0511460230606678,-1.06442146643841,-1.22412353798417,0.0780777318873756,-10.1259497341498,-2.46412172841138,0.333519350034134,1,0.94,0.42,-5.7001,-6.026,-6.139575,-6.4806,-8.0834,81.8166525,63.5575,0.691225,-7.64,-5.64,-6.23,0.2,-4.48,0.9,0.0075,205.7,280.4,208.6,280.1,-0.31,-0.1,0.03,0,-0.03,0.01,-0.11,-0.24,-1.793,-0.759,0.40975,0.692,1.62575,3.42825,5.036,8.048,9.6345,-1.917,-1.06,0.042,1.66725,2.4265,2.8705,5.085,7.5995,8.8755,-2.063,-0.983,-0.236,0.565,1.27775,2.946,3.949,7.0165,8.132,-2.183,-1.141,-0.114,-0.089,1.135,2.4065,4.393,7.53675,9.073,-2.599,-1.9645,-0.667,0.0525,0.41925,2.401,3.989,9.71975,-16.11875,-16.98375,-48.5875,-81.225,3.3884277279495,2.99019018868413,3.16194581733995,2.9659544218127,2.92181057715818,413.820336590401,418.901705589498,413.272001094832,418.657036765049,412.6120071011,419.297853096466,413.709190239908,419.687156895436,413.703444147753,2003.16407434712,2004.28660586009,2007.07712530247,2009.44586380259
1,0.75,1.13727583500515,-5.52207166296085,0.234235379268238,0.0536937300472289,-0.0469633408933815,-0.590823693862855,-0.448047415181324,0.0836615183091658,-13.1515175738004,-3.8997649912362,0.337945003287687,1.095,1.0175,0.46,-5.81575,-6.03,-5.6945,-6.33495,-8.0303,81.8062875,63.67,0.63925,-7.87,-5.8,-6.3,0.1,-4.34,0.9,0.02,205.2,279.4,208.7,279.7,-0.3,-0.1,0.03,-0.01,-0.03,0.02,-0.11,-0.25,-1.944,-0.86425,0.39875,0.688,1.6255,3.427,5.038,8.04725,9.62925,-2.047,-1.155,0.025,1.65975,2.428,2.87075,5.082,7.5975,8.8745,-2.238,-1.047,-0.264,0.567,1.278,2.943,3.937,7.01475,8.132,-2.321,-1.232,-0.136,-0.089,1.134,2.40575,4.391,7.53575,9.072,-2.682,-2.127,-0.712,0.05,0.44,2.40125,3.988,9.719,-17.1325,-20.191,-48.456,-80.39,3.40329686339836,3.0189106978134,3.11111317506367,2.98695832315725,2.89492392630591,413.763385512857,418.977814825146,412.316032823592,418.712436764591,412.583169104455,419.026810955373,413.383407848135,419.593689879695,413.033319472996,1995.51595928197,2001.82373048696,2001.45752594253,1996.7336557993
1,1.25,1.15568124552041,-5.44088086885665,0.255634947235697,0.0510163579461374,-0.0419874470638156,-1.24791976221308,-0.52871950357342,0.0837284917710069,-16.1336885960628,-2.9597624701206,0.354068160762885,0.9275,0.9,0.42,-5.870625,-6.223,-6.4763,-6.8884,-8.32625,81.81882,65.74,0.6723,-7.67,-5.7,-6.59,0.1,-4.45,0.9,0.07,205,278.2,206.7,278.9,-0.31,-0.1,0.02,-0.01,-0.04,0.015,-0.11,-0.25,-2.009,-0.8725,0.3585,0.668,1.6235,3.42875,5.038,8.04625,9.62125,-2.169,-1.238,0.011,1.64975,2.428,2.87,5.079,7.596,8.8725,-2.383,-1.094,-0.275,0.559,1.27825,2.941,3.936,7.01375,8.13,-2.447,-1.298,-0.169,-0.0895,1.12125,2.40575,4.389,7.53475,9.07,-2.826,-2.2345,-0.754,0.04725,0.4245,2.4005,3.987,9.718,-19.592,-24.62425,-49.014,-79.08,3.37423892343719,3.04190234141586,3.10501283029746,2.92313760090667,2.9656984896089,413.890493989682,418.986230256126,413.041691136763,419.075929499211,412.387552454702,419.197302419936,413.049765575993,419.657760059161,413.128222219298,1991.34939734879,1986.69451258193,2016.52095118035,1994.60552011978
1,1.75,1.17044741819445,-5.71575907915508,0.212638836052971,-0.00101257104290298,-0.130630733159686,-1.68238240561997,-1.06562168930124,0.0846867361202789,-16.9179983637084,-3.2292583891033,0.352696717344024,0.92,0.8275,0.43,-6.0431,-6.834,-6.74025,-6.89245,-8.485725,81.8118575,66.315,0.67665,-7.97,-5.69,-6.32,0.1,-4.43,0.9,0.0075,204.8,277.2,207.8,277.2,-0.31,-0.1,0.03,-0.01,-0.02,0.01,-0.11,-0.24,-2.088,-0.93125,0.33475,0.676,1.62175,3.42925,5.037,8.0445,9.62025,-2.342,-1.358,-0.018,1.61475,2.4275,2.86975,5.074,7.5935,8.8715,-2.592,-1.186,-0.282,0.557,1.279,2.941,3.932,7.01275,8.129,-2.595,-1.383,-0.197,-0.09,1.12225,2.40475,4.388,7.53375,9.069,-3.007,-2.343,-0.799,0.032,0.42525,2.4005,3.986,9.7165,-20.0875,-27.514,-48.4745,-78.415,3.37511185779808,2.92240427347587,3.07935674658969,2.83792006163243,2.86126772830143,414.212173832928,418.476510072753,413.194530404839,418.634080523792,411.908740520761,419.152806300324,413.133986840943,419.479484181761,413.64553852104,2003.56444040936,2001.21971693798,2017.47260078921,2005.17288740194
1,2.25,0.983413290378354,-5.80381225461349,0.254712939185408,0.0329346780108109,-0.0616066003608161,-1.35878570286068,-0.438209870519554,0.081916697708375,-12.1674440305745,-2.74892178889623,0.362254369538309,0.94,0.905,0.44,-6.7008,-7.093,-6.8545,-7.155325,-8.319625,81.8217875,66.525,0.6526,-8,-5.92,-6.39,0.1,-4.36,0.9,0.11,205.2,277.5,209.2,278.3,-0.31,-0.1,0.03,-0.01,-0.04,0.015,-0.11,-0.25,-2.151,-0.929,0.31875,0.672,1.61925,3.4325,5.0375,8.0365,9.61875,-2.376,-1.4635,-0.036,1.56625,2.42525,2.86975,5.074,7.5925,8.87025,-2.703,-1.188,-0.312,0.555,1.279,2.942,3.946,7.0115,8.128,-2.77,-1.462,-0.205,-0.0895,1.1235,2.404,4.387,7.532,9.068,-3.296,-2.4895,-0.812,-0.049,0.418,2.39975,3.985,9.7155,-22.07475,-32.841,-49.668,-78.15,3.41980882799026,2.77584353536556,2.92093622608599,2.64516016052964,2.82637953580508,414.04582815806,419.100851992098,413.521796476909,418.968795335642,413.559091496688,419.385124266084,414.189507020463,420.057595445177,413.693140361812,1996.69942471295,1987.99700389085,2007.01633942033,1990.94409614488
1,2.75,1.16296921537036,-6.09556114243952,0.271862635504085,-0.0347842843634937,-0.0702421438969799,-0.574066296558639,-0.411052930165019,0.088157688302435,-16.0741333669936,-2.38629012729927,0.360601629223927,1.055,0.93,0.43,-6.2265,-7.005,-6.641375,-7.13,-8.396875,81.84033,66.42,0.6368,-8.17,-6.17,-6.45,0.1,-4.15,0.9,0.08,205,277.1,209.7,276.9,-0.31,-0.1,0.03,-0.01,-0.03,0.01,-0.11,-0.24,-2.228,-0.9795,0.26,0.67,1.617,3.43525,5.0365,8.04225,9.614,-2.416,-1.551,-0.049,1.565,2.42275,2.8695,5.076,7.5915,8.86925,-2.848,-1.253,-0.321,0.546,1.2785,2.942,3.936,7.0105,8.127,-2.926,-1.554,-0.222,-0.09025,1.13925,2.40325,4.385,7.531,9.067,-3.337,-2.6215,-0.852,-0.047,0.37475,2.3995,3.985,9.7145,-24.26775,-35.649,-49.42175,-78.44,3.40800489672985,2.87783664045676,3.01162189052795,2.76139864068378,2.8938606973081,413.903868998374,418.739959387124,413.303103123614,418.74641094213,412.745111489817,419.131722030255,413.346727202427,419.309243103451,414.035913715306,1995.84780663959,1989.32547933939,1998.187556333,1993.61322862678
1,3.25,1.12002924920817,-6.58318203509941,0.267547049764324,-0.110605197654846,-0.0662902733303775,-1.06495956309077,-0.693984234517427,0.0822144900616543,-12.5895824675118,-2.44127133274705,0.361615654561053,1.015,0.925,0.45,-6.841925,-6.919,-7.152275,-7.456475,-8.729575,81.84423,65.17,0.6131,-8.36,-6.14,-6.74,0.1,-4.22,0.9,0.05,204.1,275.7,209,274.8,-0.29,-0.1,0.02,-0.01,-0.03,0.01,-0.12,-0.25,-2.343,-1.0195,0.22575,0.662,1.6155,3.434,5.0365,8.042,9.61075,-2.424,-1.6155,-0.044,1.56525,2.421,2.8705,5.077,7.591,8.86825,-2.984,-1.409,-0.334,0.534,1.27925,2.942,3.938,7.00875,8.127,-3.068,-1.613,-0.234,-0.0905,1.14175,2.403,4.384,7.52975,9.066,-3.468,-2.7615,-0.924,-0.046,0.346,2.39875,3.984,9.71325,-23.1915,-35.361,-49.579,-79.19,3.29573960263777,2.88425800389777,2.93190394909586,2.77793124758758,2.85609930306693,414.527697193614,418.711647778477,411.851409359825,418.718890373361,411.338839831875,419.202938299289,413.266126541901,419.680089163732,414.210928056972,1993.01563156374,1992.92898325636,1999.73548961943,1989.13685408559
1,3.75,1.05121876710441,-6.48613190062343,0.255854316830774,-0.0503258078894104,-0.109339296180875,-0.438200076375128,-0.422584314285407,0.0832051967189985,-11.5509427963839,-2.75949625676962,0.381434168013335,0.915,0.935,0.4475,-6.714925,-7.314,-7.183175,-7.54485,-8.949025,81.8173975,64.255,0.64685,-9.01,-6.34,-6.72,0.1,-4.29,0.9,0.0075,203.9,274.7,208.5,274.8,-0.32,-0.1,0.02,-0.01,-0.04,0.01,-0.12,-0.25,-2.428,-1.1265,0.1955,0.662,1.614,3.4345,5.0355,8.037,9.609,-2.6,-1.685,-0.034,1.56625,2.42,2.87225,5.075,7.5905,8.86725,-3.065,-1.472,-0.389,0.521,1.2795,2.942,3.94,7.00775,8.126,-3.219,-1.74,-0.243,-0.09,1.1415,2.40225,4.385,7.529,9.064,-3.506,-2.9075,-1.002,-0.043,0.32375,2.39875,3.984,9.7125,-24.40225,-36.1635,-49.703,-78.7925,3.36402024560819,2.79872430035789,2.9255116409782,2.87291371497757,2.74877116284032,414.600109292751,418.407649591635,413.19340712655,418.410412082343,412.105398633484,419.079049313635,413.322285940393,419.558074910677,413.49018894072,1995.67339299341,1989.71610773859,1994.21405656309,1994.77593021221
1,4.25,1.0717539153871,-6.94901734917918,0.261942055272755,-0.180009475773721,-0.0531715559410199,-1.16505952283234,-0.510212058424859,0.0878583768210629,-17.5307128180276,-3.5637661336054,0.371979364679577,0.885,0.84,0.38,-7.068075,-7.425,-7.343325,-7.7711,-9.19485,81.79621,64.86,0.612225,-8.88,-6.62,-7.24,0.1,-4.4,0.9,0.03,203.7,274.8,207.2,274.4,-0.32,-0.1,0.02,-0.01,-0.03,0.01,-0.12,-0.25,-2.48,-1.24525,0.19275,0.643,1.6115,3.435,5.035,7.98675,9.603,-2.719,-1.746,-0.051,1.5655,2.418,2.872,5.073,7.589,8.86625,-3.13,-1.594,-0.408,0.495,1.28025,2.943,3.961,7.0065,8.124,-3.262,-1.861,-0.255,-0.09325,1.14225,2.402,4.388,7.5275,9.063,-3.613,-3.0335,-1.086,-0.042,0.329,2.3985,3.983,9.71175,-27.8975,-37.205,-48.17975,-78.11,3.37444865933987,2.81358230894095,2.93723277323066,2.87654307177077,2.75185771846898,414.741684775332,418.502750460622,412.935395514632,418.570773982266,412.102807271477,418.671711854843,413.212128652226,418.859984090169,413.797469949818,2015.3622918877,2039.14821949145,2004.03309167484,1995.23644418879
1,4.75,0.928109853372607,-6.9047647008225,0.273487071348642,-0.182683437220241,-0.064232900925147,-0.795791487169366,-0.549783843016606,0.0880604807170746,-23.0083592770656,-2.2165770525399,0.39176676106599,0.995,0.955,0.42,-6.7818,-7.329,-7.15175,-7.7663,-8.9744,81.7937625,67.4725,0.5876,-8.97,-6.79,-7.48,0.1,-4.15,0.9,0.05,203.5,273.4,206.8,272.2,-0.3,-0.1,0.03,-0.01,-0.04,0.01,-0.11,-0.25,-2.576,-1.34925,0.12875,0.641,1.61,3.4345,5.033,8.01675,9.6055,-2.824,-1.7945,-0.056,1.55975,2.41525,2.87275,5.071,7.5915,8.86525,-3.146,-1.706,-0.43,0.497,1.27975,2.9525,3.96,7.0055,8.123,-3.345,-1.983,-0.282,-0.102,1.14375,2.40125,4.39,7.527,9.062,-3.57,-3.1595,-1.161,-0.04,0.33,2.392,3.982,9.71075,-29.867,-39.634,-47.57,-77.79,3.38604827300088,2.85739502317943,2.91844802834103,2.81582097099405,2.79541830463192,414.817892604711,418.658767070435,412.848783735814,418.407419025333,412.773359486288,419.25354914746,413.649074140539,419.675424690915,413.834244137847,2001.66953478187,2008.33921214463,2006.38064001538,2003.75866025326
