DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.113536428181276,0.0198065347917791,0.157827215639187,-0.0057291464202242,-0.086288984549506,0.257604217055254,-18.6927871701645,-0.39858637105099,0.600544661904803,398.524614622052,2.45809473848511,418.610604707011,2.88529128687683,421.57861173516,3.25288520814655,418.773610350338,2.84602818666209,421.62030103125,3.2236927153559,418.332852447298,2.83988158495629,421.21150444972,3.32373884312684,419.440781138184,2.85040587845839,421.716608747715,3.24915926695983,5.77796243413092,-10.8783382153382,0.215332304485964,4.945,4.01,1.52,-13.455,-9.1815,-11.807,-13.3624,-11.65235,94.65121,81.05,0.3772,-8.03,-6.14,-6.37,0.45,-1.35,1.4,-0.88,0.01,240.85,270.8,259,282,0.22,-0.04,-0.13,-0.15,0.23,-0.065,-0.16,0.03,-2.987,-2.4535,-1.403,-0.855,-0.1685,0.644,3.3475,4.2465,-3.803,-3.498,-2.8105,-2.526,-1.16,0.3605,1.8625,3.273,3.9485,-2.046,-1.487,-1.1125,-0.724,0.07,1.2,2.254,3.69,4.195,-2.2925,-1.9315,-1.458,-1.1115,-0.4555,0.858,2.108,3.69,4.399,-3.724,-3.5535,-3.1675,-2.227,-0.798,1.1585,2.3955,3.651,4.525,-2.831,-4.286,-4.331,-30.505
1,0.75,0.159088501176059,0.0103109439855817,0.194680526618653,-0.037604263111916,-0.0659611956496378,0.27459589643484,-17.83389161934,-0.0635239380050788,0.622694282593564,398.464645422595,2.47091826869147,419.252898298781,2.81871259177383,421.647594086949,3.12111018888225,419.412498698399,2.84857176770847,421.89284598982,3.10616650936584,418.825446330365,2.79618760952334,421.723236144833,3.17732714652232,419.483349278215,2.76976759963662,421.684680463636,3.14553615821992,6.0373640734054,-10.8758170165772,0.216600807320527,5.195,4.21,1.61,-12.1074,-9.504,-11.4663,-13.2872,-11.82115,94.63209,81.23,0.3669,-8.06,-6.325,-6.31,0.3,-1.28,1.2,-0.85,-0.035,241.6,269.55,258.2,281.4,0.23,-0.04,-0.13,-0.13,0.22,-0.055,-0.16,0.02,-3.0375,-2.515,-1.4395,-0.857,-0.168,0.644,3.347,4.246,-3.7615,-3.49,-2.8155,-2.527,-1.161,0.358,1.8605,3.272,3.947,-2.051,-1.492,-1.117,-0.7215,0.073,1.201,2.254,3.673,4.194,-2.3355,-1.9305,-1.441,-1.106,-0.455,0.858,2.1065,3.6895,4.398,-3.7015,-3.588,-3.195,-2.2405,-0.7965,1.1545,2.3935,3.65,4.524,-2.716,-4.0135,-4.508,-25.785
1,1.25,0.125931579007203,0.0080429060006161,0.137965555824764,0.142657257533652,-0.00183001858062119,0.287082495353553,-17.8821394039756,-0.380043029693457,0.68927160997957,398.395102295098,2.4543602709209,419.122418513036,2.7935034431585,421.790231857143,3.24195793125924,418.942168817129,2.74659960119901,422.056195572179,3.27916237220204,418.746296703936,2.71359339341032,421.656372595627,3.28433262099565,419.069774625151,2.69009115399531,422.060966172414,3.19421868279067,5.80856992423171,-11.2876969302514,0.209861031263953,4.84,3.77,1.58,-12.93645,-9.9115,-11.07795,-12.7917,-11.6766,94.61178,81.12,0.3381,-8.36,-6.45,-6.25,0.35,-1.32,1.2,-0.89,-0.02,241.5,269.25,261.3,282.6,0.23,-0.04,-0.13,-0.14,0.235,-0.07,-0.16,0.025,-3.074,-2.5965,-1.476,-0.86,-0.1685,0.6405,3.346,4.2455,-3.7465,-3.4795,-2.8205,-2.528,-1.1635,0.3565,1.8595,3.271,3.946,-2.063,-1.497,-1.104,-0.7205,0.078,1.202,2.253,3.672,4.194,-2.4445,-1.9335,-1.423,-1.1005,-0.4545,0.8585,2.1045,3.688,4.3945,-3.692,-3.6135,-3.208,-2.2745,-0.7965,1.1485,2.3905,3.6485,4.523,-2.81,-4.147,-4,-27.61
1,1.75,0.128035632324912,0.0186864558247442,0.191063947427753,-0.0286466892740365,-0.0173340681542762,0.25021656691564,-16.3900473048815,-0.216319482744302,0.616010223827084,398.545170418099,2.45758535363236,419.391611216009,2.87151374249259,421.878473654514,3.20344049498173,419.24772363288,2.81406040246364,422.096149,3.06086826211927,419.004227714462,2.81149279532973,421.85953899731,3.27044593141773,419.368404174336,2.76511915596086,422.19800069399,3.16650685630431,5.57458717561533,-10.9294709426295,0.203757438408569,4.815,3.84,1.42,-12.6423,-10.234,-11.53025,-12.1677,-11.48325,94.58274,81.03,0.3354,-7.83,-6.49,-6.16,0.4,-1.36,1.4,-0.88,-0.025,242.9,270.1,264.6,283,0.22,-0.04,-0.13,-0.17,0.25,-0.1,-0.16,0.02,-3.0725,-2.5855,-1.466,-0.8645,-0.168,0.6405,3.3445,4.244,-3.7635,-3.476,-2.8235,-2.531,-1.165,0.3545,1.858,3.27,3.945,-2.079,-1.501,-1.1,-0.7185,0.082,1.202,2.254,3.67,4.192,-2.511,-1.9425,-1.404,-1.099,-0.4535,0.8575,2.1035,3.688,4.3935,-3.6905,-3.6155,-3.208,-2.31,-0.7965,1.143,2.388,3.6475,4.522,-2.8495,-3.88,-4.826,-25.62
1,2.25,0.154766900883163,-0.00529155065189007,0.195991311542857,0.0868531689325102,0.0780955498727237,0.275787715078798,-15.1011152052744,0.116550894966488,0.666033372272043,398.513546674494,2.53054648216457,418.990184143413,2.82215479163365,421.902324963962,2.96400946001285,419.130666659687,2.7272538955485,421.846010818064,2.95972907891396,418.763476586988,2.72457337470929,421.493610180696,3.05400221518302,419.241565426795,2.74753862168402,422.092984203125,3.0677376202318,5.60308324784763,-10.6064134076012,0.195626019224952,4.88,3.83,1.33,-13.5721,-10.2115,-11.3544,-12.4157,-11.2601,94.59968,80.705,0.3368,-7.91,-6.53,-6.08,0.2,-1.29,1.1,-0.86,0,245.25,269.6,263.6,283.4,0.22,-0.04,-0.13,-0.13,0.225,-0.1,-0.16,0.025,-3.0855,-2.5805,-1.442,-0.8615,-0.1675,0.6405,3.343,4.2435,-3.8335,-3.542,-2.824,-2.531,-1.168,0.3535,1.856,3.2685,3.944,-2.097,-1.502,-1.097,-0.716,0.086,1.203,2.253,3.672,4.191,-2.539,-1.986,-1.4315,-1.098,-0.4535,0.8565,2.101,3.687,4.3925,-3.706,-3.638,-3.2095,-2.33,-0.794,1.1415,2.3865,3.6465,4.521,-2.8265,-4.065,-4.534,-23.69
1,2.75,0.103435485244565,0.013265409605858,0.163067868154631,0.063188474914702,0.00360833406477435,0.257752580924369,-13.7030584246214,-0.0194922192245355,0.688802780061347,398.580473511478,2.4442067623317,419.690943916819,2.76148783314938,421.242738723418,3.10156663866289,419.471410748116,2.67823512147678,421.271331833333,3.10442687408257,419.01344342558,2.7395587284975,420.810435481328,3.18730692953579,419.147673200215,2.67829633833651,421.493789914037,2.78572687791916,5.72475116263833,-10.3537641739089,0.185065034818865,4.71,3.79,1.38,-13.26725,-10.172,-10.79925,-12.6139,-10.8681,94.58727,80.86,0.3335,-7.995,-6.615,-6.03,0.25,-1.08,1.2,-0.87,-0.03,244.85,269.8,265.3,284.7,0.23,-0.04,-0.13,-0.14,0.25,-0.08,-0.16,0.025,-3.0565,-2.567,-1.4155,-0.854,-0.1675,0.6405,3.342,4.2415,-3.81,-3.518,-2.8245,-2.5375,-1.173,0.3515,1.8535,3.267,3.9425,-2.132,-1.496,-1.091,-0.715,0.09,1.204,2.252,3.672,4.189,-2.5605,-2.039,-1.437,-1.092,-0.4525,0.857,2.098,3.6855,4.391,-3.754,-3.663,-3.204,-2.343,-0.7915,1.1395,2.384,3.645,4.52,-2.747,-3.7685,-4.647,-20.02
1,3.25,0.145994420148417,0.00633874749637368,0.209149048974514,0.065557079030233,-0.160285568325006,0.248599221203476,-14.4800782228548,-0.150264062011127,0.695067027176399,412.771838704636,2.45702695189276,419.171691644943,2.74331609652622,421.506058836037,3.00862352297227,419.363983214434,2.72149064584108,421.714992528053,3.05030071873203,419.216358880745,2.73373628840086,420.94709022437,3.07150462199262,419.31058287524,2.6693194550088,421.50496597186,3.0264956134108,5.85737103439686,-10.2150523425705,0.181510164306749,4.935,3.96,1.35,-12.8346,-10.097,-10.447,-11.9009,-10.66,94.58153,80.865,0.32,-7.81,-6.6,-6.33,0.3,-1.05,1.2,-0.84,-0.025,242.2,270.65,261,283.7,0.23,-0.04,-0.13,-0.14,0.245,-0.06,-0.15,0.03,-3.048,-2.5735,-1.404,-0.8465,-0.168,0.6405,3.3405,4.241,-3.7895,-3.444,-2.823,-2.5425,-1.1735,0.35,1.852,3.266,3.942,-2.137,-1.502,-1.083,-0.677,0.095,1.204,2.251,3.669,4.189,-2.5685,-2.109,-1.443,-1.091,-0.452,0.857,2.098,3.685,4.39,-3.797,-3.694,-3.1965,-2.3525,-0.789,1.138,2.382,3.644,4.519,-2.927,-4.127,-4.723,-16.485
1,3.75,0.144660536822828,-0.00360154052497917,0.200378404541934,0.444337925256836,-0.138982401551381,0.253911965826891,-11.9511952882295,-0.481242066250254,0.656953551023215,417.192880504759,2.62894677010196,419.588520241472,2.69271560633441,421.532045605634,3.03885583329334,420.082308467836,2.65963027945074,421.670012110641,3.04926967952082,419.429109810481,2.60336761003302,421.201590708002,3.06902877480017,419.903612630271,2.57171306895123,421.95771427907,3.04236748014924,5.97646592317543,-10.4211030636641,0.187946546832495,4.97,3.96,1.38,-11.81555,-10.157,-10.5834,-11.7682,-10.4874,94.51858,80.86,0.3163,-8.04,-6.925,-6.96,0.3,-1.155,1.25,-0.835,-0.08,246.65,271.95,265.1,283.9,0.22,-0.04,-0.13,-0.14,0.24,-0.07,-0.16,0.03,-3.035,-2.582,-1.3945,-0.8495,-0.168,0.6405,3.34,4.2395,-3.777,-3.3965,-2.839,-2.5485,-1.172,0.3485,1.8505,3.2655,3.9405,-2.16,-1.4955,-1.074,-0.675,0.016,1.205,2.252,3.67,4.188,-2.56,-2.144,-1.451,-1.0915,-0.4515,0.859,2.0975,3.6845,4.389,-3.854,-3.7355,-3.197,-2.3615,-0.787,1.136,2.381,3.6435,4.518,-2.9535,-4.046,-4.877,-19.98
1,4.25,0.104629452610317,0.0129201748405414,0.163813738570014,0.375445974858025,-0.0216236012766845,0.269487698919598,-12.2498258273416,-0.519240037093111,0.677112133131468,417.690762919594,2.84063741903598,419.285179187014,2.65535475208997,421.255124448276,2.81727196739283,419.270209438173,2.59059834503789,421.497017778147,2.89139419184785,419.200585298884,2.628307625133,421.078216256819,3.02378640787208,419.536769138268,2.57097935301466,421.737282377487,3.02843926838313,5.95073911036726,-9.95746074180597,0.210717260714667,5.1,4.1,1.39,-12.678,-9.8095,-10.4237,-11.82675,-10.4608,94.535265,80.84,0.30505,-8.095,-6.695,-6.37,0.2,-1.16,0.9,-0.85,-0.02,245.45,270.85,262.8,283.6,0.21,-0.04,-0.13,-0.15,0.23,-0.07,-0.16,0.025,-3.091,-2.5905,-1.3895,-0.8535,-0.168,0.64,3.339,4.2385,-3.804,-3.446,-2.829,-2.555,-1.172,0.348,1.849,3.265,3.9395,-2.18,-1.4885,-1.07,-0.673,0.0175,1.206,2.251,3.667,4.187,-2.616,-2.159,-1.46,-1.093,-0.4515,0.8595,2.0985,3.6835,4.388,-3.852,-3.787,-3.1985,-2.3715,-0.784,1.136,2.38,3.6425,4.5175,-2.895,-4.002,-4.538,-21.32
1,4.75,0.152869301447863,0.00672168276289394,0.216754660030925,-0.0853525231721803,-0.15784967429309,0.264144121359332,-11.9464909161396,-0.483323086995862,0.669746108846386,417.907631494776,2.94779886171359,419.163762193902,2.5725136774363,421.236723749673,2.95072938747717,419.124641779892,2.57324672029611,421.448106130786,3.00031852757999,418.240936210062,2.61327423914519,420.895375469453,3.08201208377493,419.103187981895,2.55599507318784,421.370681952703,2.90855319106578,6.13113494173888,-9.9262473947875,0.187950348342033,5.19,4.075,1.42,-13.1144,-9.881,-10.325,-12.1253,-10.1959,94.52897,81.16,0.3056,-8.11,-6.48,-6.27,0.25,-1.01,1.2,-0.84,-0.04,246.7,271.25,261.9,283.3,0.22,-0.04,-0.13,-0.14,0.245,-0.07,-0.16,0.03,-3.085,-2.528,-1.3925,-0.857,-0.177,0.64,3.338,4.2375,-3.818,-3.4745,-2.816,-2.5655,-1.171,0.3465,1.847,3.2635,3.9385,-2.197,-1.494,-1.072,-0.7075,-0.064,1.208,2.251,3.668,4.186,-2.6645,-2.208,-1.488,-1.0945,-0.4515,0.859,2.098,3.683,4.387,-3.863,-3.817,-3.208,-2.381,-0.782,1.1315,2.378,3.6415,4.517,-2.947,-4.1005,-4.923,-18.95
