DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.2595,-28.187,1.854,0.084,-6.623,0.0105,75.622,378.6505,0.15,-8.282,0.039,-2.323,-0.075,0.0955,0.5535
1,0.75,0.2445,-28.768,1.7745,0.128,-8.716,0.021,74.998,378.8635,0.14,-8.727,0.0255,-1.8955,-0.0745,0.0695,0.55
1,1.25,0.2295,-28.784,1.744,0.125,-10.636,0.0205,75.042,378.8335,0.14,-8.76,0.022,-2.2205,-0.0745,0.124,0.54
1,1.75,0.224,-28.695,1.8165,0.071,-10.519,-0.0165,75.274,378.8205,0.14,-8.837,0.0125,-1.9925,-0.072,0.111,0.542
1,2.25,0.2425,-28.619,1.88,0.095,-8.294,-0.0075,74.857,378.8175,0.14,-9.143,0.014,-1.8655,-0.074,0.148,0.541
1,2.75,0.242,-28.883,1.8235,0.083,-7.092,-0.015,74.688,378.8455,0.14,-7.763,-0.003,-1.7775,-0.073,0.1635,0.536
1,3.25,0.234,-29.488,1.7975,0.096,-9.977,0.005,74.204,379.01,0.14,-6.717,-0.013,-1.705,-0.073,0.1405,0.5345
1,3.75,0.224,-29.819,1.734,0.1035,-10.017,-0.004,74.147,379.0415,0.14,-7.729,-0.022,-1.99,-0.073,0.1605,0.536
1,4.25,0.206,-29.952,1.691,0.076,-7.2945,0.01,74.0345,379.0465,0.13,-6.1485,-0.0135,-1.7245,-0.077,0.194,0.506
1,4.75,0.209,-30.2795,1.6805,0.091,-8.6275,-0.002,74.04,379.214,0.13,-6.054,-0.0075,-1.677,-0.076,0.198,0.5035
1,5.25,0.212,-30.3645,1.7275,0.122,-10.609,-0.034,73.847,379.164,0.13,-5.5655,0.0025,-1.5335,-0.077,0.202,0.501
1,5.75,0.236,-30.497,1.76,0.1015,-8.4785,0.01,73.904,379.349,0.13,-4.2395,0.012,-1.434,-0.074,0.1865,0.493
1,6.25,0.2265,-30.545,1.67,0.0835,-6.778,-0.002,73.813,379.423,0.13,-4.986,5e-04,-1.3655,-0.073,0.165,0.492
1,6.75,0.2035,-30.534,1.5695,0.1275,-5.3555,0.011,73.9695,380.057,0.135,-5.256,-0.005,-1.5875,-0.076,0.187,0.49
1,7.25,0.1965,-30.422,1.57,0.098,-7.089,-0.0045,73.767,380.261,0.13,-6.4895,0.0115,-1.435,-0.073,0.1985,0.488
1,7.75,0.189,-30.046,1.559,0.101,-8.3585,-0.024,74.3735,379.9345,0.13,-6.302,0.0235,-1.4475,-0.076,0.238,0.491
1,8.25,0.208,-30.25,1.652,0.089,-6.144,-0.0055,73.961,379.789,0.135,-5.7195,0.2665,-1.169,-0.036,0.255,0.486
1,8.75,0.214,-30.0635,1.638,0.1415,-6.23,-0.021,73.7545,379.895,0.135,-2.7065,4.495,1.122,0.915,0.961,0.48
1,9.25,0.228,-29.931,1.62,0.158,-4.143,0.022,73.596,379.715,0.135,2.4495,26.019,14.8935,5.931,4.7545,0.499
1,9.75,0.268,-29.5525,1.682,0.271,-0.8665,0.047,73.692,380.071,0.14,14.454,58.332,37.9675,15.343,10.763,0.517
1,10.25,0.3185,-28.843,1.8135,0.194,10.923,0.204,73.915,379.785,0.14,31.9995,96.922,63.481,26.645,19.129,0.549
1,10.75,0.352,-28.156,1.9525,0.214,28.65,0.5255,74.125,379.964,0.15,46.3825,144.297,99.642,38.831,25.3635,0.614
1,11.25,0.3875,-26.9235,2.1785,0.185,41.153,0.7335,74.522,379.7535,0.165,64.3695,175.9145,126.085,47.035,32.49,0.6405
1,11.75,0.388,-26.176,2.107,0.22,58.906,1.096,74.7925,379.5415,0.18,66.509,215.1765,139.047,52.565,33.6085,0.6705
1,12.25,0.398,-25.1755,2.064,0.147,69.398,1.379,74.5265,379.5195,0.19,74.9435,229.9285,146.6555,60.969,37.076,0.703
1,12.75,0.4315,-24.0955,2.2265,0.1935,76.26,2.137,73.8165,379.375,0.21,74.941,255.9935,153.908,62.521,36.8735,0.719
1,13.25,0.442,-23.7155,2.24,0.1695,78.514,1.666,72.934,378.857,0.225,74.576,248.6265,161.605,62.557,38.7595,0.734
1,13.75,0.4545,-23.303,2.414,0.157,72.3215,1.659,72.541,378.817,0.23,70.303,229.5925,152.0315,55.2485,36.014,0.748
1,14.25,0.4505,-23.077,2.385,0.152,61.068,1.853,72.8545,378.805,0.24,60.764,206.023,134.733,49.292,33.6585,0.762
1,14.75,0.444,-22.9435,2.4,0.172,46.373,1.4425,72.744,378.8115,0.25,40.8975,169.241,112.9,37.89,29.049,0.7595
1,15.25,0.4285,-22.918,2.3205,0.138,27.937,1.175,72.916,378.938,0.25,22.466,119.514,80.1555,28.598,19.915,0.7655
1,15.75,0.391,-23.0515,2.1545,0.152,10.6295,0.677,73.5465,379.045,0.24,7.554,68.3075,45.2825,16.593,11.9415,0.7545
1,16.25,0.353,-23.521,2.045,0.1135,-5.5585,0.217,74.732,378.994,0.23,-1.787,28.354,13.833,7.774,4.362,0.752
1,16.75,0.316,-23.981,1.9175,0.086,-11.206,-0.041,75.6945,378.962,0.22,-10.9995,6.6685,0.625,1.8565,0.4905,0.753
